uniprot_id,kME,GS,gene,is_hub,label
Q13505,0.5460734121595634,0.21559649004043224,MTX1,FALSE,NA
Q13564,0.29463742991562575,0.16733557674816224,NAE1,FALSE,NA
Q13617,0.7020593531116682,0.4547506547639725,CUL2,TRUE,CUL2
Q13685,0.37029620660131085,0.3262945862931012,AAMP,FALSE,NA
Q13724,0.7805127414378976,0.27084759419413085,MOGS,FALSE,NA
Q13867,0.577228449917919,0.3374287198687607,BLMH,FALSE,NA
Q13976,0.5664415056059919,0.08541277239557946,PRKG1,FALSE,NA
Q14061,0.6421509788652665,0.31408884069904075,COX17,FALSE,NA
Q14157,0.642867672904112,0.24027029854509635,UBAP2L,FALSE,NA
Q14258,0.6628433352254259,0.2714016701959435,TRIM25,FALSE,NA
Q14714,0.604047572667144,0.1747219175589956,SSPN,FALSE,NA
Q15006,0.5481835199969399,0.2247291174381305,EMC2,FALSE,NA
Q15056,0.39570680152102283,0.11917345260430443,EIF4H,FALSE,NA
Q15121,0.5802664296276299,0.3241668025698986,PEA15,FALSE,NA
Q15172,0.4498835862828314,0.1734243411293467,PPP2R5A,FALSE,NA
Q15208,0.5467318101953018,0.2892024893968899,STK38,FALSE,NA
Q15286,0.48107937577007037,0.3218594599473509,RAB35,FALSE,NA
Q15365,0.6824518700477625,0.28646139343251864,PCBP1,FALSE,NA
Q15366,0.443844414877586,0.1925917284250631,PCBP2,FALSE,NA
Q15386,0.8606724113067306,0.2768407425159316,UBE3C,FALSE,NA
Q15435,0.6565849052558977,0.10536083146161394,PPP1R7,FALSE,NA
Q15555,0.3447777149585694,0.2610766183296478,MAPRE2,FALSE,NA
Q15637,0.7048374150123818,0.2281808538816922,SF1,FALSE,NA
Q15717,0.7595637619142609,0.3464838896731845,ELAVL1,TRUE,ELAVL1
Q15746,0.4198320647214693,0.03661708786718579,MYLK,FALSE,NA
Q15819,0.3695928608722863,0.26560904013778686,UBE2V2,FALSE,NA
Q15942,0.5155331126092406,0.21314052938972866,ZYX,FALSE,NA
Q16774,0.6285181231637165,0.28522251455078695,GUK1,FALSE,NA
Q16821,0.3209490121843966,0.4139181097630281,PPP1R3A,FALSE,NA
Q16851,0.5025608782879976,0.22740301450863049,UGP2,FALSE,NA
Q4G0N4,0.3202063263230795,0.2525149521940907,NADK2,FALSE,NA
Q52LJ0,0.4311803650756432,0.15551686172117926,FAM98B,FALSE,NA
Q5R3I4,0.4706015911237215,0.2108682486468523,TTC38,FALSE,NA
Q5SQH8,0.6712662141784591,0.31220792046078627,C6orf136,FALSE,NA
Q5TGZ0,0.43138919278734095,0.4143465094646085,MICOS10,FALSE,NA
Q5VXT5,0.3572597856101987,0.21582911500937815,SYPL2,FALSE,NA
Q6GMV3,0.4126238826807862,0.29055048691737395,PTRHD1,FALSE,NA
Q6QEF8,0.35806253945360667,0.22201876398816536,CORO6,FALSE,NA
Q6UW68,0.5904613252737677,0.13471890174855114,TMEM205,FALSE,NA
Q6YP21,0.6730549214813686,0.1058651896765013,KYAT3,FALSE,NA
Q6ZVM7,0.33546692658370086,0.06401640315133725,TOM1L2,FALSE,NA
Q7L1Q6,0.4370595617763298,0.4271508558005874,BZW1,FALSE,NA
Q7L5N1,0.41936450519267815,0.13903820892398874,COPS6,FALSE,NA
Q7LBR1,0.5145792102481604,0.077294789093534,CHMP1B,FALSE,NA
Q7LG56,0.8916078851075737,0.3812263794686949,RRM2B,TRUE,RRM2B
Q86TP1,0.4523016194478186,0.03228097861925837,PRUNE1,FALSE,NA
Q86VD7,0.7461730839893334,0.41468775119197465,SLC25A42,TRUE,SLC25A42
Q86X55,0.35190551344980486,0.22368278993431456,CARM1,FALSE,NA
Q8IWL3,0.6119813596386776,0.16310780618895324,HSCB,FALSE,NA
Q8IXL7,0.6017338198603274,0.2512404942729185,MSRB3,FALSE,NA
Q8IYB8,0.5169096697905406,0.2334356557955828,SUPV3L1,FALSE,NA
Q8IYQ7,0.5889677408879971,0.2238661483432423,THNSL1,FALSE,NA
Q8IZ81,0.8493055405223692,0.34368237080440955,ELMOD2,TRUE,ELMOD2
Q8N1G4,0.29523487225699424,0.12136997748255289,LRRC47,FALSE,NA
Q8N5K1,0.8492324589189383,0.28977421567914763,CISD2,FALSE,NA
Q8N5M9,0.33328612935300744,0.1294674545421487,JAGN1,FALSE,NA
Q8NHH9,0.642619322648646,0.29395446611861253,ATL2,FALSE,NA
Q8TC12,0.4993236459543755,0.33383782357898806,RDH11,FALSE,NA
Q8TCT8,0.43331445772760024,0.30723296104661163,SPPL2A,FALSE,NA
Q8WXH0,0.37462557140792185,0.22201113592345495,SYNE2,FALSE,NA
Q8WYA0,0.7502842266582302,0.2737071219635534,IFT81,FALSE,NA
Q92629,0.3395962948306978,0.193801976714634,SGCD,FALSE,NA
Q92747,0.5198522946011184,0.3563793337530717,ARPC1A,FALSE,NA
Q92905,0.45975274533080246,0.07425623946648746,COPS5,FALSE,NA
Q92995,0.7054927522806151,0.25694086120802,USP13,FALSE,NA
Q969M7,0.5649840127412039,0.0879996986365966,UBE2F,FALSE,NA
Q96A33,0.5377180304212423,0.3569381404121003,CCDC47,FALSE,NA
Q96C00,0.7475215462821163,0.17800293269068818,ZBTB9,FALSE,NA
Q96C01,0.4327606629859795,0.2531713042749276,FAM136A,FALSE,NA
Q96C86,0.4097010192760764,0.05442461141969546,DCPS,FALSE,NA
Q96DG6,0.3513501446314611,0.09871067592903668,CMBL,FALSE,NA
Q96EP5,0.742405459084678,0.37867599472762825,DAZAP1,TRUE,DAZAP1
Q96I23,0.57654467165279,0.4224970584560568,PYURF,FALSE,NA
Q96JJ7,0.5256575209216214,0.21348262321527195,TMX3,FALSE,NA
Q96PU8,0.6425145243022461,0.256152707457118,QKI,FALSE,NA
Q96Q83,0.804712965887107,0.4219529797711115,ALKBH3,TRUE,ALKBH3
Q96RL7,0.8057750894769476,0.4411388923327263,VPS13A,TRUE,VPS13A
Q96S66,0.8630796168730229,0.39174830175629954,CLCC1,TRUE,CLCC1
Q99471,0.4608540487387927,0.16478575443866256,PFDN5,FALSE,NA
Q99598,0.5359043635267192,0.1605376822265022,TSNAX,FALSE,NA
Q99653,0.6594455871643468,0.2394668666113657,CHP1,FALSE,NA
Q99733,0.6490549044574896,0.322138641669631,NAP1L4,FALSE,NA
Q99829,0.5921892553465818,0.24944290532952884,CPNE1,FALSE,NA
Q9BQ69,0.36310631285385936,0.3324536869268074,MACROD1,FALSE,NA
Q9BQA1,0.3582036591652593,0.18987737629029927,WDR77,FALSE,NA
Q9BR39,0.6315571862855169,0.3176574066729337,JPH2,FALSE,NA
Q9BR76,0.8600589537189814,0.3559260204349195,CORO1B,TRUE,CORO1B
Q9BRA2,0.46706530392614276,0.1935450466001668,TXNDC17,FALSE,NA
Q9BRX8,0.31859112668361705,0.10040827812908033,PRXL2A,FALSE,NA
Q9BS26,0.42696184372694107,0.19058351976101434,ERP44,FALSE,NA
Q9BSJ8,0.3272403780114493,0.061208024826017365,ESYT1,FALSE,NA
Q9BTE6,0.7166793616493069,0.1019424244271536,AARSD1,FALSE,NA
Q9BV20,0.33823754980689524,0.21631712325664548,MRI1,FALSE,NA
Q9BV23,0.6400945138645057,0.27793950189697064,ABHD6,FALSE,NA
Q9BV57,0.3170333429747203,0.11040622409588162,ADI1,FALSE,NA
Q9BVC6,0.7121997215934739,0.15351914629159835,TMEM109,FALSE,NA
Q9BW91,0.5552921017225231,0.06565519727183636,NUDT9,FALSE,NA
Q9BX68,0.6749221399416417,0.32192873133410904,HINT2,FALSE,NA
Q9BXB4,0.8534029337375759,0.4248972775849909,OSBPL11,TRUE,OSBPL11
Q9BXJ8,0.6482640240835161,0.19382601141964792,TMEM120A,FALSE,NA
Q9BXJ9,0.5594985471562822,0.12824641351117705,NAA15,FALSE,NA
Q9BYV7,0.6649024314138359,0.3615041417146876,BCO2,FALSE,NA
Q9BZE9,0.8553806189490728,0.4012929510418661,ASPSCR1,TRUE,ASPSCR1
Q9C0C9,0.6154468903531686,0.4144599365719889,UBE2O,FALSE,NA
Q9GZT8,0.5504328721551573,0.2692448804927377,NIF3L1,FALSE,NA
Q9H0E2,0.4933598073216621,0.4363829389444277,TOLLIP,FALSE,NA
Q9H1R3,0.5364207645920431,0.20443686387914406,MYLK2,FALSE,NA
Q9H2S6,0.5506411216811836,0.2089861775259129,TNMD,FALSE,NA
Q9H832,0.3793621841733117,0.15742806013458005,UBE2Z,FALSE,NA
Q9H993,0.7290081081966323,0.20048142078150022,ARMT1,FALSE,NA
Q9H9A6,0.7719595193826289,0.2759572619611347,LRRC40,FALSE,NA
Q9H9Q2,0.5259062299828925,0.16641219821181735,COPS7B,FALSE,NA
Q9HCP6,0.34010430856306806,0.32741476175015644,HHATL,FALSE,NA
Q9NP72,0.3650004346468313,0.05637215184812404,RAB18,FALSE,NA
Q9NP74,0.3798921819636186,0.2023819880557715,PALMD,FALSE,NA
Q9NP79,0.5586817941715524,0.33077025384199754,VTA1,FALSE,NA
Q9NQ88,0.32068871904820384,0.08943483811770075,TIGAR,FALSE,NA
Q9NQE9,0.5487859082204183,0.25179418646060203,HINT3,FALSE,NA
Q9NQR4,0.4755732678853578,0.03231496584384373,NIT2,FALSE,NA
Q9NQW7,0.5649799997619384,0.3730130752035161,XPNPEP1,FALSE,NA
Q9NQX3,0.4065011239231282,0.34715487479939433,GPHN,FALSE,NA
Q9NR46,0.6508915036212145,0.2639726511323652,SH3GLB2,FALSE,NA
Q9NR56,0.31288088013933585,0.0036871717269976734,MBNL1,FALSE,NA
Q9NS86,0.44534574534584154,0.35518040375094523,LANCL2,FALSE,NA
Q9NUB1,0.7181176644046617,0.20025006290774056,ACSS1,FALSE,NA
Q9NVD7,0.8269165001031618,0.23592692395959783,PARVA,FALSE,NA
Q9NWU5,0.5771384051578082,0.4249467909994202,MRPL22,FALSE,NA
Q9NYU2,0.41178831163077617,0.11063252798604024,UGGT1,FALSE,NA
Q9NZA1,0.47805901158649355,0.19180937676693788,CLIC5,FALSE,NA
Q9NZD2,0.5889332380564133,0.39939287859872985,GLTP,FALSE,NA
Q9NZM1,0.7687969344104301,0.47308671871943153,MYOF,TRUE,MYOF
Q9NZZ3,0.7472009728681437,0.24654411228431156,CHMP5,FALSE,NA
Q9P0P0,0.6539321344743572,0.2419964339348101,RNF181,FALSE,NA
Q9P2X0,0.4528820253900641,0.26902279199478674,DPM3,FALSE,NA
Q9UBE0,0.7577186515047465,0.19057436276438774,SAE1,FALSE,NA
Q9UBQ0,0.7963831090809875,0.3272767683454689,VPS29,TRUE,VPS29
Q9UBQ5,0.5716091959675027,0.34697850146449477,EIF3K,FALSE,NA
Q9UBQ7,0.33320729299706603,0.30229995233361484,GRHPR,FALSE,NA
Q9UGI8,0.8237051183239809,0.3379642787443179,TES,TRUE,TES
Q9UH92,0.48780100162020557,0.2481684159044419,MLX,FALSE,NA
Q9UHD8,0.3522157094918737,0.2112855487733022,SEPTIN9,FALSE,NA
Q9UHD9,0.5703600718607079,0.2532343356594437,UBQLN2,FALSE,NA
Q9UHX1,0.7295821779678348,0.24068467817880843,PUF60,FALSE,NA
Q9UHY7,0.5300969586507875,0.2358415913402111,ENOPH1,FALSE,NA
Q9UI10,0.5194137145623011,0.3436139332423588,EIF2B4,FALSE,NA
Q9UI12,0.80334778125113,0.39661040153969096,ATP6V1H,TRUE,ATP6V1H
Q9UJU6,0.5299607798314022,0.11570293560957856,DBNL,FALSE,NA
Q9UJY1,0.4111843523413433,0.2272035762793088,HSPB8,FALSE,NA
Q9ULA0,0.43522808528429985,0.2213875498578306,DNPEP,FALSE,NA
Q9ULP9,0.765575052522881,0.25708546871264915,TBC1D24,FALSE,NA
Q9UM00,0.5656775224445408,0.30638721226410714,TMCO1,FALSE,NA
Q9UMX0,0.40619850131294705,0.14734275370713482,UBQLN1,FALSE,NA
Q9UN36,0.5102284287071723,0.548273335630853,NDRG2,FALSE,NA
Q9UN37,0.4100399903587072,0.16274531939733217,VPS4A,FALSE,NA
Q9UNH7,0.3543219117797522,0.40130076215604255,SNX6,FALSE,NA
Q9UNZ2,0.3308668884989,0.290134636917199,NSFL1C,FALSE,NA
Q9UPN7,0.6420551669578144,0.21822328505552918,PPP6R1,FALSE,NA
Q9Y2Q9,0.8149558322177541,0.3239891347374464,MRPS35,TRUE,MRPS35
Q9Y3D6,0.6130487084746741,0.24253666257257755,FIS1,FALSE,NA
Q9Y3Z3,0.499592129418883,0.18523267252387385,SAMHD1,FALSE,NA
Q9Y4J8,0.3945556342486194,0.2667563417350557,DTNA,FALSE,NA
Q9Y4X5,0.5234484823156488,0.07061552842103155,ARIH1,FALSE,NA
Q9Y570,0.6208657437671524,0.2806745103463656,PPME1,FALSE,NA
Q9Y5M8,0.4183656467782298,0.14972196018143402,SRPRB,FALSE,NA
Q9Y5Z4,0.33783289485025186,0.2192384000169504,HEBP2,FALSE,NA
Q9Y6A9,0.6208158140387126,0.3144723287451479,SPCS1,FALSE,NA
Q9Y6P5,0.5855206069894789,0.10736539505314945,SESN1,FALSE,NA
