gene,logFC_Aging,logFC_Training_Old,pi_score_Aging,pi_score_Training_Old,pi_score_Reversal,significance,quadrant,imputed
SYNPO2L,-1.8742,0.0884,0,0.97563,0,Reversal,Reversed (Aging Down / Training Up),TRUE
THRB,-1.6875,0.2695,1e-6,0.817299,3.2e-5,Reversal,Reversed (Aging Down / Training Up),TRUE
LRBA,-1.7263,-0.2012,1.44e-4,0.931876,0.041066,Reversal,Exacerbated Down,TRUE
MYOZ1,-1.7931,0.0798,1.7e-5,0.988912,0.002231,Reversal,Reversed (Aging Down / Training Up),FALSE
TTN,-1.7351,0.0189,0,0.998961,6e-6,Reversal,Reversed (Aging Down / Training Up),FALSE
DES,-1.5373000000000001,0.2096,0,0.847816,7e-6,Reversal,Reversed (Aging Down / Training Up),FALSE
PTRH2,-1.1125,0.6264,9.23e-4,0.113654,4e-5,Reversal,Reversed (Aging Down / Training Up),TRUE
GSTM1,-1.0496,0.5979,0.10102,0.461486,0.027839,Reversal,Reversed (Aging Down / Training Up),TRUE
TPM1,-1.3008,0.3024,7.9e-5,0.721924,3.56e-4,Reversal,Reversed (Aging Down / Training Up),FALSE
NEB,-1.5125,-0.0425,0,0.994357,3.08e-4,Reversal,Exacerbated Down,FALSE
PLIN2,1.1226,-0.4256,6.7e-5,0.281322,6e-6,Reversal,Reversed (Aging Up / Training Down),TRUE
MYH2,-1.041,0.4831,0.003265,0.350342,5.73e-4,Reversal,Reversed (Aging Down / Training Up),FALSE
FNDC3A,-1.4999,-0.0133,5.31e-4,0.999739,0.036741,Reversal,Exacerbated Down,TRUE
TMX3,-1.3517,0.154,0.01216,0.910281,0.010522,Reversal,Reversed (Aging Down / Training Up),TRUE
LRG1,1.0808,-0.4159,5.5e-5,0.213681,2e-6,Reversal,Reversed (Aging Up / Training Down),TRUE
RPS7,-1.2077,0.2797,0,0.51147,0,Reversal,Reversed (Aging Down / Training Up),TRUE
MICOS10,-1.3237,0.1615,0,0.869387,5e-6,Reversal,Reversed (Aging Down / Training Up),TRUE
TNNI2,-1.211,0.2681,1.32e-4,0.759949,6.54e-4,Reversal,Reversed (Aging Down / Training Up),FALSE
COPS7B,1.0124,-0.4562,0.012312,0.219019,5.86e-4,Reversal,Reversed (Aging Up / Training Down),TRUE
TNNT3,-1.1285,0.2925,7.82e-4,0.723215,0.001734,Reversal,Reversed (Aging Down / Training Up),FALSE
KLHL40,-1.0533,0.3359,2.21e-4,0.547005,2.24e-4,Reversal,Reversed (Aging Down / Training Up),FALSE
MYOM3,-1.353,-0.0326,3e-6,0.996815,0.002734,Reversal,Exacerbated Down,FALSE
TPM2,-1.0869,0.2607,0.002226,0.789556,0.005353,Reversal,Reversed (Aging Down / Training Up),FALSE
DDI2,-1.186,0.1422,1.03e-4,0.93156,0.002359,Reversal,Reversed (Aging Down / Training Up),FALSE
MYL1,-0.917,0.4079,0.009778,0.462897,0.002916,Reversal,Reversed (Aging Down / Training Up),FALSE
COL3A1,-0.974,0.3484,0.037258,0.709089,0.027128,Reversal,Reversed (Aging Down / Training Up),TRUE
ALDH6A1,0.7749,-0.5216,8.3e-4,0.036071,2e-6,Reversal,Reversed (Aging Up / Training Down),TRUE
PREX1,-0.8498,0.4448,0.002085,0.153173,4.4e-5,Reversal,Reversed (Aging Down / Training Up),TRUE
CARM1,-0.8587,0.4086,0.001328,0.331639,3.33e-4,Reversal,Reversed (Aging Down / Training Up),TRUE
TMOD4,-1.0191,0.244,0.005361,0.817768,0.011972,Reversal,Reversed (Aging Down / Training Up),TRUE
NRAP,-0.9169,0.3334,0.001544,0.525478,8.79e-4,Reversal,Reversed (Aging Down / Training Up),FALSE
MT2A,0.7142,-0.5347,0.010972,0.066575,9.6e-5,Reversal,Reversed (Aging Up / Training Down),FALSE
IDI1,0.8806,-0.3416,4e-6,0.225849,0,Reversal,Reversed (Aging Up / Training Down),TRUE
MRPL9,-0.8966,0.3128,0.008794,0.655045,0.00609,Reversal,Reversed (Aging Down / Training Up),TRUE
ADH1B,0.5147,-0.6933,0.28542,0.037392,0.004891,Reversal,Reversed (Aging Up / Training Down),TRUE
CAPRIN1,-0.9027,0.2791,0.006061,0.643585,0.003099,Reversal,Reversed (Aging Down / Training Up),TRUE
XIRP1,-0.7447,0.4334,0.031658,0.328903,0.004162,Reversal,Reversed (Aging Down / Training Up),FALSE
RPL32,-0.6458,0.51,0.116549,0.218278,0.009096,Reversal,Reversed (Aging Down / Training Up),TRUE
MYH13,-0.8702,0.2656,0.055157,0.777451,0.039831,Reversal,Reversed (Aging Down / Training Up),TRUE
PLEC,-0.9711,-0.159,0,0.813016,0.008795,Reversal,Exacerbated Down,FALSE
PDLIM1,0.9976,-0.1296,9e-6,0.906434,3.95e-4,Reversal,Reversed (Aging Up / Training Down),FALSE
RPL27,-1.0914,0.0235,0.001501,0.998065,0.016697,Reversal,Reversed (Aging Down / Training Up),TRUE
OBSCN,-1.0584,0.045,0,0.988632,1.26e-4,Reversal,Reversed (Aging Down / Training Up),FALSE
TES,-0.7292,0.3648,0.134728,0.485823,0.038068,Reversal,Reversed (Aging Down / Training Up),TRUE
ASS1,0.4353,-0.6464,0.531312,0.037467,0.022209,Reversal,Reversed (Aging Up / Training Down),TRUE
FLNB,-0.8177,0.259,5.4e-4,0.592334,5.63e-4,Reversal,Reversed (Aging Down / Training Up),FALSE
PPBP,-0.6667,0.41,0.196834,0.35981,0.029736,Reversal,Reversed (Aging Down / Training Up),TRUE
ARHGAP1,-0.5985,0.4722,0.006582,0.032159,1.5e-5,Reversal,Reversed (Aging Down / Training Up),TRUE
CAMK2D,-0.5209,0.5425,0.049305,0.015099,1.05e-4,Reversal,Reversed (Aging Down / Training Up),FALSE
CTSZ,1.0463,-0.0086,0,0.999544,8.2e-5,Reversal,Reversed (Aging Up / Training Down),TRUE
BZW1,-1.0162,0.038,4.4e-5,0.99386,0.005101,Reversal,Reversed (Aging Down / Training Up),TRUE
ABHD16A,0.5785,-0.4652,0.194491,0.144915,0.009519,Reversal,Reversed (Aging Up / Training Down),TRUE
RPL24,-0.6642,0.3757,0.001393,0.151231,4e-5,Reversal,Reversed (Aging Down / Training Up),TRUE
MT-CO1,-0.7515,0.2852,0.013897,0.585787,0.005973,Reversal,Reversed (Aging Down / Training Up),TRUE
NDUFA1,-0.7737,0.2625,0.050378,0.749253,0.034601,Reversal,Reversed (Aging Down / Training Up),TRUE
PRUNE1,0.6801,-0.3558,0.128009,0.128858,0.006861,Reversal,Reversed (Aging Up / Training Down),TRUE
RPS10,-0.7656,0.2612,5.19e-4,0.533964,3.76e-4,Reversal,Reversed (Aging Down / Training Up),FALSE
CSRP1,-0.5822,0.4246,0.082621,0.244393,0.007007,Reversal,Reversed (Aging Down / Training Up),FALSE
FLNC,-0.7829,0.2129,0.001471,0.72747,0.002646,Reversal,Reversed (Aging Down / Training Up),FALSE
PYURF,-0.8566,0.1387,0.007487,0.911607,0.019433,Reversal,Reversed (Aging Down / Training Up),TRUE
SLC25A46,0.9434,-0.0513,2.6e-4,0.979817,0.00117,Reversal,Reversed (Aging Up / Training Down),TRUE
PLIN5,0.6017,-0.3912,0.131521,0.365852,0.020382,Reversal,Reversed (Aging Up / Training Down),TRUE
TNNC2,-0.731,0.2592,0.057013,0.750207,0.045785,Reversal,Reversed (Aging Down / Training Up),FALSE
TMPO,0.5725,-0.4117,0.105894,0.157562,0.004748,Reversal,Reversed (Aging Up / Training Down),TRUE
MAOA,0.7801,-0.1941,8.5e-5,0.69977,2.82e-4,Reversal,Reversed (Aging Up / Training Down),FALSE
RPL37A,-0.5321,0.4396,0.090894,0.15025,0.003674,Reversal,Reversed (Aging Down / Training Up),TRUE
MCEE,0.8343,-0.1314,0.024293,0.914355,0.03116,Reversal,Reversed (Aging Up / Training Down),TRUE
VIM,-0.7813,0.1835,0.003552,0.819309,0.00854,Reversal,Reversed (Aging Down / Training Up),FALSE
FBN1,0.5841,-0.3804,0.157643,0.442766,0.03664,Reversal,Reversed (Aging Up / Training Down),TRUE
MYOF,-0.9018,0.0609,1.3e-5,0.977848,0.001357,Reversal,Reversed (Aging Down / Training Up),FALSE
S100A13,-0.299,0.6609,0.696959,0.045714,0.042349,Reversal,Reversed (Aging Down / Training Up),FALSE
HMGB2,0.7507,-0.2043,3.5e-5,0.60132,6.1e-5,Reversal,Reversed (Aging Up / Training Down),TRUE
VWA8,0.6631,-0.2898,0.08576,0.465873,0.016879,Reversal,Reversed (Aging Up / Training Down),TRUE
RPL22,-0.5665,0.3843,0.012913000000000001,0.131441,3.26e-4,Reversal,Reversed (Aging Down / Training Up),FALSE
EEFSEC,-0.5815,0.3661,0.097691,0.251453,0.008324,Reversal,Reversed (Aging Down / Training Up),TRUE
MT-ND2,-0.8019,0.143,0.003558,0.88952,0.011152,Reversal,Reversed (Aging Down / Training Up),TRUE
MAPK13,0.6964,-0.2482,0.04511,0.623819,0.016912,Reversal,Reversed (Aging Up / Training Down),TRUE
COL15A1,-0.6272,0.3133,0.064085,0.532207,0.020804,Reversal,Reversed (Aging Down / Training Up),TRUE
DCTN3,-0.6531,0.287,0.044619,0.442362,0.006763,Reversal,Reversed (Aging Down / Training Up),TRUE
NEXN,-0.6355,0.2798,0.068037,0.635006,0.032777,Reversal,Reversed (Aging Down / Training Up),TRUE
SPEG,-0.8077,-0.0998,2.9e-5,0.922251,0.02197,Reversal,Exacerbated Down,TRUE
PLIN4,0.6198,-0.2877,0.001095,0.296865,1.37e-4,Reversal,Reversed (Aging Up / Training Down),FALSE
UCHL1,-0.7727,0.1235,0.015809,0.936634,0.049396,Reversal,Reversed (Aging Down / Training Up),FALSE
CLIC4,-0.6385,0.2517,0.00437,0.513692,0.001744,Reversal,Reversed (Aging Down / Training Up),TRUE
CSRP3,-0.3808,0.509,0.378911,0.081905,0.016843,Reversal,Reversed (Aging Down / Training Up),FALSE
SCO1,-0.6188,0.2707,0.02568,0.517683,0.006231,Reversal,Reversed (Aging Down / Training Up),TRUE
ARHGDIB,0.7382,-0.15,5.87e-4,0.828773,0.002449,Reversal,Reversed (Aging Up / Training Down),TRUE
RPL10,-0.5224,0.3542,0.057765,0.262993,0.005188,Reversal,Reversed (Aging Down / Training Up),FALSE
SOD2,0.8101,-0.0624,1.66e-4,0.976485,0.00556,Reversal,Reversed (Aging Up / Training Down),FALSE
FLNA,-0.6032,0.2678,0.02138,0.534815,0.007922,Reversal,Reversed (Aging Down / Training Up),FALSE
PNPO,0.6634,-0.2002,0.005953,0.729042,0.006897,Reversal,Reversed (Aging Up / Training Down),TRUE
DCXR,0.7183,-0.1384,2.74e-4,0.842364,0.001741,Reversal,Reversed (Aging Up / Training Down),FALSE
EMC2,-0.7122,0.1443,0.002536,0.85427,0.007469,Reversal,Reversed (Aging Down / Training Up),TRUE
NT5C1A,-0.5912,0.2614,0.060092,0.628823,0.029232,Reversal,Reversed (Aging Down / Training Up),FALSE
SELENBP1,0.5954,-0.2524,0.001502,0.398185,3.7e-4,Reversal,Reversed (Aging Up / Training Down),FALSE
GCLM,-0.7114,0.135,0.008569,0.893604,0.021359,Reversal,Reversed (Aging Down / Training Up),TRUE
RPL23A,-0.5833,0.2541,0.009641,0.490829,0.003172,Reversal,Reversed (Aging Down / Training Up),FALSE
PSAP,0.686,-0.1476,2.11e-4,0.796627,0.001021,Reversal,Reversed (Aging Up / Training Down),FALSE
ACADS,0.4886,-0.34,0.114792,0.337125,0.016582,Reversal,Reversed (Aging Up / Training Down),FALSE
RPL35,-0.5785,0.2439,0.043519,0.63335,0.022422,Reversal,Reversed (Aging Down / Training Up),TRUE
EPDR1,0.7294,-0.0903,4.39e-4,0.939403,0.004947,Reversal,Reversed (Aging Up / Training Down),TRUE
MIEN1,-0.5017,0.3178,0.106507,0.259291,0.009602,Reversal,Reversed (Aging Down / Training Up),TRUE
SYNPO2,-0.7764,0.0379,7.24e-4,0.992212,0.017818,Reversal,Reversed (Aging Down / Training Up),FALSE
NAXD,0.6595,-0.1539,3.82e-4,0.773077,0.0012979999999999999,Reversal,Reversed (Aging Up / Training Down),FALSE
SQSTM1,-0.6885,0.1172,1.51e-4,0.870465,0.001357,Reversal,Reversed (Aging Down / Training Up),TRUE
PSMD7,-0.624,0.1786,5e-5,0.590572,8.4e-5,Reversal,Reversed (Aging Down / Training Up),FALSE
PHKA2,-0.4379,0.3587,0.062692,0.123594,0.001872,Reversal,Reversed (Aging Down / Training Up),FALSE
ANXA3,0.207,-0.5737,0.767301,0.01238,0.022601,Reversal,Reversed (Aging Up / Training Down),TRUE
GPX3,0.3641,-0.4115,0.282618,0.116182,0.014201,Reversal,Reversed (Aging Up / Training Down),FALSE
BANF1,-0.5697,0.2038,0.035291,0.722034,0.027333,Reversal,Reversed (Aging Down / Training Up),FALSE
SPAG9,-0.6153,0.1572,0.009918,0.798522,0.013088,Reversal,Reversed (Aging Down / Training Up),TRUE
FXN,0.6262,-0.1456,0.001472,0.803372,0.003836,Reversal,Reversed (Aging Up / Training Down),TRUE
SLC27A1,0.4179,-0.3524,0.203694,0.158811,0.012445,Reversal,Reversed (Aging Up / Training Down),TRUE
MCCC1,0.6314,-0.1382,0.008309,0.854421,0.016732,Reversal,Reversed (Aging Up / Training Down),TRUE
MRPS36,0.5383,-0.2184,0.084634,0.705146,0.04984,Reversal,Reversed (Aging Up / Training Down),TRUE
CAPZA1,-0.643,0.107,0.016073,0.93382,0.04856,Reversal,Reversed (Aging Down / Training Up),FALSE
FSD2,-0.6175,0.1304,0.003858,0.847886,0.008358,Reversal,Reversed (Aging Down / Training Up),TRUE
MAOB,0.5518,-0.1829,0.003334,0.644192,0.002909,Reversal,Reversed (Aging Up / Training Down),FALSE
RPL36AL,-0.4811,0.2504,0.1061,0.577276,0.039908,Reversal,Reversed (Aging Down / Training Up),FALSE
RPS23,-0.6424,0.0817,0.006209,0.95575,0.031738,Reversal,Reversed (Aging Down / Training Up),TRUE
RPS15,-0.3498,0.374,0.213664,0.100738,0.007811,Reversal,Reversed (Aging Down / Training Up),FALSE
SUOX,0.535,-0.1836,0.007735,0.662548,0.006179,Reversal,Reversed (Aging Up / Training Down),FALSE
MDP1,0.6069,-0.1114,0.016769,0.891364,0.022364,Reversal,Reversed (Aging Up / Training Down),TRUE
GALK1,0.5171,-0.187,0.050626,0.700551,0.027248,Reversal,Reversed (Aging Up / Training Down),TRUE
PCYT2,0.2219,-0.4805,0.687992,0.025479,0.028147,Reversal,Reversed (Aging Up / Training Down),TRUE
CA3,0.629,-0.0715,3.27e-4,0.951638,0.005339,Reversal,Reversed (Aging Up / Training Down),FALSE
CELF1,-0.6316,0.0684,0.011059,0.968512,0.042793,Reversal,Reversed (Aging Down / Training Up),TRUE
SYNE2,0.2691,-0.4305,0.485921,0.038032,0.014455,Reversal,Reversed (Aging Up / Training Down),TRUE
MPST,0.4328,-0.2657,0.027301,0.271296,0.00244,Reversal,Reversed (Aging Up / Training Down),TRUE
MARCHF5,-0.6031,0.0944,0.018952,0.935782,0.043719,Reversal,Reversed (Aging Down / Training Up),TRUE
ENO2,-0.505,0.1923,0.023569,0.660536,0.014919,Reversal,Reversed (Aging Down / Training Up),FALSE
NAE1,0.3701,-0.3251,0.151512,0.175264,0.009065,Reversal,Reversed (Aging Up / Training Down),TRUE
RPS3A,-0.4249,0.2682,0.047513,0.305805,0.005352,Reversal,Reversed (Aging Down / Training Up),FALSE
RNF114,0.4878,-0.2053,0.009902,0.523663,0.003764,Reversal,Reversed (Aging Up / Training Down),TRUE
SLC25A11,-0.6385,0.0446,0.002493,0.986363,0.029873,Reversal,Reversed (Aging Down / Training Up),FALSE
NGLY1,-0.4014,0.2799,0.139841,0.303893,0.015806,Reversal,Reversed (Aging Down / Training Up),TRUE
HPRT1,-0.119,0.5566,0.919243,0.005644,0.045123,Reversal,Reversed (Aging Down / Training Up),TRUE
COQ5,0.6009,-0.0715,0.005842,0.962569,0.034129,Reversal,Reversed (Aging Up / Training Down),FALSE
PPP1R3A,-0.4903,0.1811,0.011838,0.637692,0.007626,Reversal,Reversed (Aging Down / Training Up),FALSE
HMGCL,0.6634,0.0067,2.55e-4,0.999662,0.016054,Reversal,Exacerbated Up,TRUE
TRIM54,-0.5737,0.0867,0.009751,0.942511,0.037823,Reversal,Reversed (Aging Down / Training Up),TRUE
EIF3C,-0.491,0.1629,0.011249,0.704777,0.010112,Reversal,Reversed (Aging Down / Training Up),FALSE
NXN,0.5967,-0.055,7.14e-4,0.970698,0.009593,Reversal,Reversed (Aging Up / Training Down),TRUE
CAST,-0.4575,0.1906,0.0287,0.613962,0.014227,Reversal,Reversed (Aging Down / Training Up),FALSE
OTUB1,0.5187,-0.1219,7e-5,0.725462,2.33e-4,Reversal,Reversed (Aging Up / Training Down),TRUE
CTSD,0.4801,-0.1574,0.006474,0.68522400000000006,0.00594,Reversal,Reversed (Aging Up / Training Down),FALSE
TST,0.4648,-0.1727,0.042239,0.717236,0.030466,Reversal,Reversed (Aging Up / Training Down),FALSE
TYMP,-0.497,0.1314,0.038069,0.840588,0.043665,Reversal,Reversed (Aging Down / Training Up),TRUE
DYNLT1,-0.3734,0.2539,0.073969,0.264528,0.006405,Reversal,Reversed (Aging Down / Training Up),TRUE
GSTO1,0.3582,-0.2647,0.15065,0.332504,0.021847,Reversal,Reversed (Aging Up / Training Down),FALSE
RPL38,-0.4958,0.1245,0.028644,0.856583,0.044999,Reversal,Reversed (Aging Down / Training Up),TRUE
PHKB,-0.3906,0.2262,0.073958,0.441609,0.016295,Reversal,Reversed (Aging Down / Training Up),FALSE
ALDH5A1,0.5376,-0.075,0.004446,0.946222,0.02406,Reversal,Reversed (Aging Up / Training Down),FALSE
PHPT1,0.4452,-0.1651,0.010669,0.629855,0.00668,Reversal,Reversed (Aging Up / Training Down),FALSE
SNTA1,-0.5416,0.0661,0.009758,0.964364,0.046817,Reversal,Reversed (Aging Down / Training Up),FALSE
RPL23,-0.3881,0.207,0.107395,0.563392,0.039176,Reversal,Reversed (Aging Down / Training Up),TRUE
TLN2,0.2273,-0.363,0.537312,0.075168,0.030878,Reversal,Reversed (Aging Up / Training Down),TRUE
RPS19,-0.3601,0.2207,0.108087,0.446399,0.024427,Reversal,Reversed (Aging Down / Training Up),FALSE
CPT2,0.4261,-0.1524,0.053675,0.755588,0.043075,Reversal,Reversed (Aging Up / Training Down),FALSE
SNRPD3,-0.3971,0.1735,0.058338,0.636895,0.027919,Reversal,Reversed (Aging Down / Training Up),TRUE
ETFA,0.4687,-0.1006,0.023418,0.899413,0.04793,Reversal,Reversed (Aging Up / Training Down),FALSE
HADHA,0.4819,-0.0761,0.002572,0.925119,0.013694,Reversal,Reversed (Aging Up / Training Down),FALSE
EWSR1,0.3881,-0.1685,0.127148,0.629951,0.044551,Reversal,Reversed (Aging Up / Training Down),TRUE
PRDX6,0.371,-0.177,0.066148,0.592613,0.02681,Reversal,Reversed (Aging Up / Training Down),FALSE
ACAT1,0.4338,-0.1125,0.012758,0.829997,0.020784,Reversal,Reversed (Aging Up / Training Down),FALSE
HMGB1,0.415,-0.119,0.022131,0.811414,0.028054,Reversal,Reversed (Aging Up / Training Down),FALSE
MAVS,0.3701,-0.1627,0.050286,0.626212,0.023958,Reversal,Reversed (Aging Up / Training Down),FALSE
MSN,-0.2844,0.2478,0.255103,0.299026,0.035933,Reversal,Reversed (Aging Down / Training Up),FALSE
UBE2K,0.3491,-0.1831,0.086666000000000007,0.533964,0.026316,Reversal,Reversed (Aging Up / Training Down),TRUE
HADHB,0.409,-0.1092,0.011183,0.815158,0.017277,Reversal,Reversed (Aging Up / Training Down),FALSE
COQ7,0.3755,-0.1248,0.022133,0.743628,0.020074,Reversal,Reversed (Aging Up / Training Down),FALSE
EEF1G,-0.3235,0.1647,0.039116,0.48247,0.010416,Reversal,Reversed (Aging Down / Training Up),FALSE
GPD1L,0.3427,-0.1444,0.016932,0.565897,0.007144,Reversal,Reversed (Aging Up / Training Down),FALSE
PVALB,-1.3321,-0.6518,0.018616,0.437413,0.654207,Sig Aging only,Exacerbated Down,TRUE
MYH3,-1.4228,-0.4081,0.001552,0.672077,0.229102,Sig Aging only,Exacerbated Down,TRUE
CRYBG3,-1.193,-0.2362,0.007196,0.873309,0.224607,Sig Aging only,Exacerbated Down,TRUE
SYNM,-1.064,-0.1655,1.51e-4,0.887811,0.058075,Sig Aging only,Exacerbated Down,FALSE
CCDC137,-0.9948,-0.2155,0.049668,0.902426,0.418282,Sig Aging only,Exacerbated Down,TRUE
RPL34,-1.0231,-0.1679,0.001704,0.895413,0.124897,Sig Aging only,Exacerbated Down,TRUE
JPT2,0.7354,0.4136,0.033382,0.222365,0.733928,Sig Aging only,Exacerbated Up,TRUE
HMOX1,-0.947,-0.1813,0.002338,0.867918,0.145531,Sig Aging only,Exacerbated Down,TRUE
RPS27A,-0.9151,-0.2076,3.57e-4,0.777351,0.127674,Sig Aging only,Exacerbated Down,FALSE
MYH1,-0.979,-0.1137,0.021626,0.967669,0.232974,Sig Aging only,Exacerbated Down,FALSE
MYBPC2,-0.9775,0.111,0.013558,0.966504,0.058431,Sig Aging only,Reversed (Aging Down / Training Up),FALSE
FLT1,-1.0223,0.0429,0.044655,0.996468,0.163798,Sig Aging only,Reversed (Aging Down / Training Up),TRUE
MT-ND4,-0.8255,-0.2174,3.35e-4,0.700618,0.160106,Sig Aging only,Exacerbated Down,FALSE
TGM2,0.6285,0.3831,0.044542,0.257559,0.825911,Sig Aging only,Exacerbated Up,TRUE
NDUFA11,-0.7821,-0.222,0.006436,0.75454,0.330774,Sig Aging only,Exacerbated Down,FALSE
HP,0.9064,-0.0605,0.013999,0.989185,0.079794,Sig Aging only,Reversed (Aging Up / Training Down),FALSE
TPSB2,0.8185,0.1102,0.002342,0.938494,0.115675,Sig Aging only,Exacerbated Up,TRUE
DHRS7B,-0.7769,-0.1263,1.11e-4,0.879781,0.056911,Sig Aging only,Exacerbated Down,FALSE
CAP1,0.6111,0.2859,0.008534,0.408941,0.59987,Sig Aging only,Exacerbated Up,TRUE
MYOM2,-0.6994,-0.1794,0.001065,0.751507,0.201266,Sig Aging only,Exacerbated Down,FALSE
TPM4,0.6743,0.201,0.002848,0.67318,0.277374,Sig Aging only,Exacerbated Up,TRUE
TMX2,-0.7639,-0.093,9.27e-4,0.944512,0.071947,Sig Aging only,Exacerbated Down,TRUE
IGHG2,0.6581,0.1777,0.029351,0.83498000000000006,0.438528,Sig Aging only,Exacerbated Up,FALSE
PDLIM5,-0.5684,-0.2512,0.012764,0.499459,0.596559,Sig Aging only,Exacerbated Down,FALSE
MYOM1,-0.7139,-0.0976,0.003743,0.944213,0.147527,Sig Aging only,Exacerbated Down,FALSE
MICU1,0.7028,-0.0829,0.018985,0.963579,0.053853,Sig Aging only,Reversed (Aging Up / Training Down),TRUE
SCRN3,-0.6089,-0.1695,0.037303,0.80546,0.431933,Sig Aging only,Exacerbated Down,TRUE
IBA57,0.6595,-0.1037,0.025072,0.937317,0.053512,Sig Aging only,Reversed (Aging Up / Training Down),TRUE
ABHD11,0.6834,0.0798,0.024802,0.969286,0.246287,Sig Aging only,Exacerbated Up,TRUE
CLEC3B,0.69,-0.0729,0.023185,0.968731,0.054527,Sig Aging only,Reversed (Aging Up / Training Down),TRUE
ABHD6,-0.7128,-0.0363,0.003034,0.992724,0.079375,Sig Aging only,Exacerbated Down,TRUE
MGST2,-0.6501,0.0953,0.017145,0.950509,0.063249,Sig Aging only,Reversed (Aging Down / Training Up),TRUE
IGHA1,0.6528,0.0824,0.047249,0.9706,0.328926,Sig Aging only,Exacerbated Up,FALSE
CD151,-0.6436,-0.0861,0.020116,0.958188,0.235216,Sig Aging only,Exacerbated Down,TRUE
CLU,0.626,-0.0913,0.040134,0.958094,0.100404,Sig Aging only,Reversed (Aging Up / Training Down),TRUE
RPL35A,-0.6968,-0.0161,0.04323,0.999077,0.2169,Sig Aging only,Exacerbated Down,TRUE
RBM3,-0.6796,0.0327,0.047894,0.995938,0.169896,Sig Aging only,Reversed (Aging Down / Training Up),TRUE
RPL27A,-0.6995,-0.0122,0.009194,0.999315,0.111905,Sig Aging only,Exacerbated Down,TRUE
EMC3,-0.6774,-0.0313,0.005131,0.994409,0.095331,Sig Aging only,Exacerbated Down,TRUE
ACADM,0.6002,0.0958,0.002061,0.918461,0.140029,Sig Aging only,Exacerbated Up,FALSE
PDP1,0.5357,0.1384,0.044618,0.859651,0.46442,Sig Aging only,Exacerbated Up,TRUE
CP,0.637,-0.0287,0.008892,0.994837,0.057187,Sig Aging only,Reversed (Aging Up / Training Down),TRUE
C3,0.6105,-0.0292,0.046242,0.996166,0.17617,Sig Aging only,Reversed (Aging Up / Training Down),FALSE
CAPN3,-0.5188,0.1164,0.027867,0.893605,0.052455,Sig Aging only,Reversed (Aging Down / Training Up),TRUE
CTSB,0.4778,0.157,0.025552,0.748551,0.503068,Sig Aging only,Exacerbated Up,TRUE
LRPAP1,0.6259,-0.0035,0.007966,0.99992,0.060586,Sig Aging only,Reversed (Aging Up / Training Down),TRUE
RPL17,-0.4784,0.1417,0.048423,0.829273,0.055256,Sig Aging only,Reversed (Aging Down / Training Up),FALSE
LRMDA,-0.5985,0.0066,0.006915,0.999731,0.079845,Sig Aging only,Reversed (Aging Down / Training Up),FALSE
RPS24,-0.5583,0.0366,0.04367,0.992722,0.15908,Sig Aging only,Reversed (Aging Down / Training Up),TRUE
ETFB,0.542,-0.0438,0.010366,0.985382,0.064052,Sig Aging only,Reversed (Aging Up / Training Down),FALSE
LAMTOR1,0.5548,-7e-4,0.013038,0.999996,0.073381,Sig Aging only,Reversed (Aging Up / Training Down),TRUE
PPIA,0.4834,0.0436,0.013693,0.982918,0.188283,Sig Aging only,Exacerbated Up,FALSE
PCCB,0.5007,0.0236,0.032032,0.995985,0.203615,Sig Aging only,Exacerbated Up,TRUE
CDC42,0.4284,-0.0849,0.032358,0.92247,0.068442,Sig Aging only,Reversed (Aging Up / Training Down),FALSE
VAPB,-0.4007,-0.0973,0.024064,0.871614,0.400504,Sig Aging only,Exacerbated Down,FALSE
NCL,0.4773,0.0189,0.029302,0.997347,0.205841,Sig Aging only,Exacerbated Up,FALSE
CRAT,0.4474,-0.0444,0.013408,0.97929,0.066782,Sig Aging only,Reversed (Aging Up / Training Down),FALSE
DDAH2,0.4741,0.0044,0.032147,0.999851,0.168285,Sig Aging only,Exacerbated Up,TRUE
ECHS1,0.4649,0.0093,0.006663,0.999175,0.09539,Sig Aging only,Exacerbated Up,FALSE
LONP1,0.4701,-0.0034,0.014037000000000001,0.999906,0.117116,Sig Aging only,Reversed (Aging Up / Training Down),FALSE
ALDH4A1,0.4169,-0.0536,0.035109,0.970629,0.105587,Sig Aging only,Reversed (Aging Up / Training Down),FALSE
STBD1,-0.4303,-0.032,0.012939,0.988906,0.171324,Sig Aging only,Exacerbated Down,FALSE
NARS1,-0.4402,0.0161,0.03671,0.997831,0.160417,Sig Aging only,Reversed (Aging Down / Training Up),TRUE
AKR7A2,0.4496,-0.0048,0.007292,0.999774,0.082362,Sig Aging only,Reversed (Aging Up / Training Down),FALSE
YWHAZ,0.3888,-0.0364,0.019676,0.983542,0.087679000000000007,Sig Aging only,Reversed (Aging Up / Training Down),FALSE
DPYSL2,0.3847,0.0368,0.027436,0.983897,0.252452,Sig Aging only,Exacerbated Up,FALSE
IDH2,0.3987,0.0163,0.020008,0.99713,0.176122,Sig Aging only,Exacerbated Up,FALSE
PSMD14,-0.3411,0.0501,0.036471,0.962567,0.09872,Sig Aging only,Reversed (Aging Down / Training Up),FALSE
MYLK,-0.3186,-0.7396,0.615134,0.006135,0.595739,Sig Training only,Exacerbated Down,TRUE
SLC25A42,-0.2843,-0.7574,0.891886,0.031184,0.75075,Sig Training only,Exacerbated Down,TRUE
