ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,ONTOLOGY,module
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",34/147,41/2061,0.8292682926829268,11.62667994026879,19.042990683975685,3.2461909977956607e-34,4.3705535161230667e-32,4.3116871817611265e-32,NDUFS8/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-ND1/MT-ND3/MT-ND5/NDUFB7/NDUFV2/NDUFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/NDUFA5/NDUFA9/NDUFB9,34,BP,red
GO:0007005,mitochondrion organization,61/147,164/2061,0.3719512195121951,5.214907914385266,15.588260693352522,8.235084860165454e-33,1.016346723158753e-30,1.0026577005183904e-30,NDUFS8/COX7A2L/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/TIMM8A/NDUFS7/NDUFS2/MTX2/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFC2/NDUFA10/NDUFB10/TOMM40/MT-ND1/MT-ND5/RALA/COX7A2/TMEM11/NDUFB7/COX7A1/NDUFS1/VDAC2/UQCRFS1/NDUFA8/NDUFA6/NDUFA5/NDUFA9/IMMT/MFN1/TOMM5/MCU/PNPT1/DNAJA3/PGAM5/PHB2/TIMM21/TMEM126A/GHITM/TOMM22/DNAJC11/ATAD3A/NDUFB11/CHCHD3/NDUFA13/NDUFA12/STOML2/SAMM50/TIMM8B/MTCH2/CHCHD2/NDUFB9,61,BP,red
GO:0010257,NADH dehydrogenase complex assembly,33/147,42/2061,0.7857142857142857,11.01603498542274,18.17078247441244,1.020323477458445e-31,1.0793564786542552e-29,1.0648187870017458e-29,NDUFS8/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFC2/NDUFA10/NDUFB10/MT-ND1/MT-ND5/NDUFB7/NDUFS1/NDUFA8/NDUFA6/NDUFA5/NDUFA9/TIMM21/TMEM126A/NDUFB11/NDUFA13/NDUFA12/NDUFB9,33,BP,red
GO:0032981,mitochondrial respiratory chain complex I assembly,33/147,42/2061,0.7857142857142857,11.01603498542274,18.17078247441244,1.020323477458445e-31,1.0793564786542552e-29,1.0648187870017458e-29,NDUFS8/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFC2/NDUFA10/NDUFB10/MT-ND1/MT-ND5/NDUFB7/NDUFS1/NDUFA8/NDUFA6/NDUFA5/NDUFA9/TIMM21/TMEM126A/NDUFB11/NDUFA13/NDUFA12/NDUFB9,33,BP,red
GO:0006091,generation of precursor metabolites and energy,68/147,222/2061,0.3063063063063063,4.294539437396581,14.397982590511235,6.419511934505776e-31,6.338198116668702e-29,6.252829870241416e-29,NDUFS8/COX7A2L/NDUFAB1/UQCRQ/UQCR11/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-CO1/MT-CO2/MT-CO3/MT-ND1/MT-ND3/MT-ND5/UQCRH/CYC1/COX6C/COX8A/COX5B/COX4I1/COX7A2/COX6B1/UQCRB/COX7C/NDUFB7/NDUFV2/COX5A/UQCRC2/COX7A1/COX7B/NDUFS1/UQCRC1/UQCRFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/CYCS/COX6A2/NDUFA5/NDUFA9/COA6/PNPT1/SORBS1/GHITM/NDUFB11/NDUFA13/NDUFA12/SLC25A13/STOML2/CHCHD2/NDUFB9,68,BP,red
GO:0033108,mitochondrial respiratory chain complex assembly,38/147,60/2061,0.6333333333333333,8.879591836734694,17.162364179247962,8.415253165406172e-31,7.331170551745025e-29,7.232428107482209e-29,NDUFS8/COX7A2L/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFC2/NDUFA10/NDUFB10/MT-ND1/MT-ND5/COX7A2/NDUFB7/COX7A1/NDUFS1/UQCRFS1/NDUFA8/NDUFA6/NDUFA5/NDUFA9/TIMM21/TMEM126A/NDUFB11/NDUFA13/NDUFA12/SAMM50/NDUFB9,38,BP,red
GO:0042776,proton motive force-driven mitochondrial ATP synthesis,38/147,60/2061,0.6333333333333333,8.879591836734694,17.162364179247962,8.415253165406172e-31,7.331170551745025e-29,7.232428107482209e-29,NDUFS8/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-ND1/MT-ND3/MT-ND5/NDUFB7/NDUFV2/NDUFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/NDUFA5/NDUFA9/NDUFB11/NDUFA13/NDUFA12/STOML2/NDUFB9,38,BP,red
GO:0015986,proton motive force-driven ATP synthesis,38/147,61/2061,0.6229508196721312,8.734024757443962,16.989350980875017,2.1135466909466415e-30,1.7389792496066533e-28,1.7155571970958706e-28,NDUFS8/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-ND1/MT-ND3/MT-ND5/NDUFB7/NDUFV2/NDUFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/NDUFA5/NDUFA9/NDUFB11/NDUFA13/NDUFA12/STOML2/NDUFB9,38,BP,red
GO:0006754,ATP biosynthetic process,39/147,70/2061,0.5571428571428572,7.811370262390671,16.064573124779997,1.419392640792183e-28,1.0933536160891352e-26,1.078627399077238e-26,NDUFS8/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-ND1/MT-ND3/MT-ND5/NDUFB7/NDUFV2/NDUFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/NDUFA5/NDUFA9/NDUFB11/NDUFA13/NDUFA12/SLC25A13/STOML2/NDUFB9,39,BP,red
GO:0098662,inorganic cation transmembrane transport,57/147,164/2061,0.3475609756097561,4.872946739671478,14.323564038829987,1.4765072465754696e-28,1.0933536160891352e-26,1.078627399077238e-26,NDUFS8/COX7A2L/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/SLC25A12/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-CO1/MT-CO2/MT-CO3/MT-ND1/MT-ND3/MT-ND5/UQCRH/CYC1/COX8A/COX5B/COX4I1/COX6B1/NDUFB7/NDUFV2/COX5A/VDAC1/COX7A1/COX7B/NDUFS1/UQCRC1/UQCRFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/CAV1/NDUFA5/NDUFA9/MICU2/MCU/PHB2/GHITM/NDUFA12/SLC25A13/NDUFB9,57,BP,red
GO:0098655,monoatomic cation transmembrane transport,57/147,168/2061,0.3392857142857143,4.756924198250729,14.077744450528645,6.524021075234876e-28,4.600988196391834e-26,4.53901817164211e-26,NDUFS8/COX7A2L/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/SLC25A12/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-CO1/MT-CO2/MT-CO3/MT-ND1/MT-ND3/MT-ND5/UQCRH/CYC1/COX8A/COX5B/COX4I1/COX6B1/NDUFB7/NDUFV2/COX5A/VDAC1/COX7A1/COX7B/NDUFS1/UQCRC1/UQCRFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/CAV1/NDUFA5/NDUFA9/MICU2/MCU/PHB2/GHITM/NDUFA12/SLC25A13/NDUFB9,57,BP,red
GO:0009201,ribonucleoside triphosphate biosynthetic process,39/147,73/2061,0.5342465753424658,7.49035504612804,15.643827044214104,1.253593941114571e-27,8.072054899089912e-26,7.963333593899426e-26,NDUFS8/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-ND1/MT-ND3/MT-ND5/NDUFB7/NDUFV2/NDUFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/NDUFA5/NDUFA9/NDUFB11/NDUFA13/NDUFA12/SLC25A13/STOML2/NDUFB9,39,BP,red
GO:0009206,purine ribonucleoside triphosphate biosynthetic process,39/147,73/2061,0.5342465753424658,7.49035504612804,15.643827044214104,1.253593941114571e-27,8.072054899089912e-26,7.963333593899426e-26,NDUFS8/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-ND1/MT-ND3/MT-ND5/NDUFB7/NDUFV2/NDUFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/NDUFA5/NDUFA9/NDUFB11/NDUFA13/NDUFA12/SLC25A13/STOML2/NDUFB9,39,BP,red
GO:0098660,inorganic ion transmembrane transport,57/147,170/2061,0.3352941176470588,4.700960384153661,13.957718764904508,1.3461862607688726e-27,8.307091050827918e-26,8.195204078715769e-26,NDUFS8/COX7A2L/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/SLC25A12/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-CO1/MT-CO2/MT-CO3/MT-ND1/MT-ND3/MT-ND5/UQCRH/CYC1/COX8A/COX5B/COX4I1/COX6B1/NDUFB7/NDUFV2/COX5A/VDAC1/COX7A1/COX7B/NDUFS1/UQCRC1/UQCRFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/CAV1/NDUFA5/NDUFA9/MICU2/MCU/PHB2/GHITM/NDUFA12/SLC25A13/NDUFB9,57,BP,red
GO:0009145,purine nucleoside triphosphate biosynthetic process,39/147,74/2061,0.527027027027027,7.389134031991174,15.508872872926458,2.51030554887572e-27,1.4498148562803571e-25,1.4302875159153744e-25,NDUFS8/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-ND1/MT-ND3/MT-ND5/NDUFB7/NDUFV2/NDUFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/NDUFA5/NDUFA9/NDUFB11/NDUFA13/NDUFA12/SLC25A13/STOML2/NDUFB9,39,BP,red
GO:0034220,monoatomic ion transmembrane transport,59/147,185/2061,0.31891891891891894,4.471373414230557,13.711724891164334,2.54525227976295e-27,1.4498148562803571e-25,1.4302875159153744e-25,NDUFS8/COX7A2L/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/SLC25A12/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-CO1/MT-CO2/MT-CO3/MT-ND1/MT-ND3/MT-ND5/UQCRH/CYC1/COX8A/COX5B/COX4I1/COX6B1/NDUFB7/NDUFV2/COX5A/VDAC1/COX7A1/COX7B/NDUFS1/UQCRC1/VDAC2/UQCRFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/CAV1/NDUFA5/NDUFA9/MICU2/MCU/PHB2/GHITM/NDUFA12/SLC25A13/VDAC3/NDUFB9,59,BP,red
GO:0009142,nucleoside triphosphate biosynthetic process,39/147,76/2061,0.5131578947368421,7.19468313641246,15.246387311030205,9.635550625977898e-27,5.285277954471581e-25,5.214091332887846e-25,NDUFS8/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-ND1/MT-ND3/MT-ND5/NDUFB7/NDUFV2/NDUFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/NDUFA5/NDUFA9/NDUFB11/NDUFA13/NDUFA12/SLC25A13/STOML2/NDUFB9,39,BP,red
GO:0055085,transmembrane transport,64/147,241/2061,0.26556016597510373,3.723261918875434,12.464749389829292,8.987836488878453e-25,4.753923514296068e-23,4.689893626527554e-23,NDUFS8/COX7A2L/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/SLC25A12/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/TOMM40/MT-CO1/MT-CO2/MT-CO3/MT-ND1/MT-ND3/MT-ND5/UQCRH/CYC1/COX8A/COX5B/COX4I1/COX6B1/NDUFB7/NDUFV2/COX5A/VDAC1/COX7A1/COX7B/NDUFS1/UQCRC1/VDAC2/UQCRFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/CAV1/NDUFA5/NDUFA9/MICU2/MCU/PNPT1/PHB2/TIMM21/SORBS1/GHITM/TOMM22/NDUFA12/SLC25A13/VDAC3/NDUFB9,64,BP,red
GO:0006811,monoatomic ion transport,61/147,221/2061,0.27601809954751133,3.869886416104904,12.51045902498559,1.9092861634543007e-24,9.750526924399377e-23,9.619198529490272e-23,NDUFS8/COX7A2L/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/SLC25A12/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/TOMM40/MT-CO1/MT-CO2/MT-CO3/FTH1/MT-ND1/MT-ND3/MT-ND5/UQCRH/CYC1/COX8A/COX5B/COX4I1/COX6B1/NDUFB7/NDUFV2/COX5A/VDAC1/COX7A1/COX7B/NDUFS1/UQCRC1/VDAC2/UQCRFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/CAV1/NDUFA5/NDUFA9/MICU2/MCU/PHB2/GHITM/NDUFA12/SLC25A13/VDAC3/NDUFB9,61,BP,red
GO:0006812,monoatomic cation transport,58/147,203/2061,0.2857142857142857,4.005830903790087,12.49715108284622,5.955371685349161e-24,2.9399684886673694e-22,2.900370490970048e-22,NDUFS8/COX7A2L/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/SLC25A12/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-CO1/MT-CO2/MT-CO3/FTH1/MT-ND1/MT-ND3/MT-ND5/UQCRH/CYC1/COX8A/COX5B/COX4I1/COX6B1/NDUFB7/NDUFV2/COX5A/VDAC1/COX7A1/COX7B/NDUFS1/UQCRC1/UQCRFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/CAV1/NDUFA5/NDUFA9/MICU2/MCU/PHB2/GHITM/NDUFA12/SLC25A13/NDUFB9,58,BP,red
GO:0009152,purine ribonucleotide biosynthetic process,39/147,90/2061,0.43333333333333335,6.075510204081633,13.642028693654067,3.138398275387607e-23,1.4993444664029181e-21,1.4791500190960945e-21,NDUFS8/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-ND1/MT-ND3/MT-ND5/NDUFB7/NDUFV2/NDUFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/NDUFA5/NDUFA9/NDUFB11/NDUFA13/NDUFA12/SLC25A13/STOML2/NDUFB9,39,BP,red
