pathway,contrast,NES,padj,size,database,sig,pathway_label,pattern,sort_key,leading_edge
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,Aging,-2.466,1.179e-9,114,GO:BP,TRUE,Membraneless Organelle Assembly,Reversed,-2.4656636614148506,PLEC;OBSCN;SYNPO2L;TTN;SQSTM1;NEB;LMOD2;RPL24;MYOM2;MYOM3;MYBPH;FLNC;RPS23;MYOM1;RPL38;TPM1;KPNB1;NRAP;ACTN2;CAPN3;FLNA;TNNT3;RPS19;MYOZ1;RPS27;CAPRIN1;MAPT;TMOD4;RPS5;MSN;MYH3;RPS15;MYBPC2;CSRP1;EZR;EIF5;RPS3;TCAP;RPS14;DYNC1H1;WDR1;RPL5;MAPRE1;EIF2A;ACTA1;DDX3X;TMOD1;CSRP3;LMOD3;UBAP2L
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,Training_Old,2.083,2.016e-5,114,GO:BP,TRUE,Membraneless Organelle Assembly,Reversed,-2.4656636614148506,FSCN1;MYBPH;RPS15;LCP1;RPS6;GSN;RPL24;CSRP3;MSN;TUBB;RPS19;RPSA;CSRP1;RPS14;CAPG;UBAP2L;FLNA;MYH11;CASQ1;DYNC1H1;RPL11;G3BP1;NRAP;RPS3;MYL9;RPS5;CAPRIN1;ACTA1;FLNC;MAPRE1;RPS28;WDR1;RPL38;EIF2S1;SQSTM1;EZR;ACTN2;TNNT3;TPM1;FXR1;C1QBP;SBDS;CAPN3;VPS4B;RPL5;MAPRE3;TMOD4;CHMP4B;KLHL41;MYL2;MAPT
REACTOME_TRANSLATION,Aging,-2.677,1.512e-15,176,Reactome,TRUE,Translation,Reversed,-2.6770472566521453,RPS7;EEF1G;RPL24;RPS10;EIF3C;RPS27A;RPL23A;RPS23;RPL22;NARS1;RPL38;RPS3A;RPL27A;DDOST;RPL34;RPL17;EIF3G;RPS19;RPS27;RPL23;RPS24;RPL10;MRPL9;RPL35;RPL31;IARS1;EIF2B1;RPS5;EEF2;RPS25;EIF3M;EIF2S3;RPL36AL;RPL35A;RPL37A;RPL19;EEF1A2;RPL30;RPS15;RPS20;RPL28;MRPL22;EIF5;EIF3D;RPS3;EIF4A1;RPS14;RPS2;EIF4E;RPL32;RPS21;RPS17;RPLP1;RPL5;RPL6;EEF1A1;RPL36;RPL26;TRMT112;RARS1;RPL7A;EIF3A;MRPL1;RPS13;MRPS21;SSR4;RPLP0;RPL29;YARS1;RPS12;MRPL13;RPS18;EIF3K;EIF3I;EIF3J;LARS1;RPN1;RPLP2;SEC61A1;RPL11;MRPL36;RPL18A;RPS26;RPS16;RPL14;RPL13A;EEF1D;EIF3L;RPL13;EIF3B;RPL3;RPS8
REACTOME_TRANSLATION,Training_Old,2.392,5.164e-11,177,Reactome,TRUE,Translation,Reversed,-2.6770472566521453,RPS15;RPS6;RPL22;TUFM;RPL24;RPS12;EEF1G;RPS3A;RPL37A;RPS21;RPL18;RPS2;RPL10;RPS17;RPS19;RPSA;RPS16;RPS14;RPS13;RPS18;RPL32;RPS25;RPS11;PTCD3;RPL23A;RPL23;RPS4X;RPS20;MARS1;MTIF2;RPS10;RPS7;RPS15A;MRPS18A;RPL36AL;EIF3C;RPLP2;VARS1;MRPS18B;RPL11;RPL12;EEF2;RPL35;RPL6;RPS3;RPL19;EIF2B3;TARS1;RPS8;EIF4A2;RPS5;EIF3I;QARS1;SSR4;MRPL13;RPL7;MRPS5;RPS28;ETF1;MRPL9;RPL8;RPL17;RPLP0;EIF3E;RPL38;EIF2S1;RPS9;IARS2;RPL4;TSFM;RPL13A;MRPL4;EIF3L;MRPL1;FARSB;SARS1;MRPS25;EIF3K;RPL29;RPL31;RPL28;MRPL38;RPL13;EIF2B1;YARS1;EEF1B2;EIF2S2;EIF3A;RPL5;RPL36;MRPS21;EIF3G
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,Aging,-2.965,3.327e-16,77,Reactome,TRUE,Eukaryotic Translation Elongation,Reversed,-2.9645607812958046,RPS7;EEF1G;RPL24;RPS10;RPS27A;RPL23A;RPS23;RPL22;RPL38;RPS3A;RPL27A;RPL34;RPL17;RPS19;RPS27;RPL23;RPS24;RPL10;RPL35;RPL31;RPS5;EEF2;RPS25;RPL36AL;RPL35A;RPL37A;RPL19;EEF1A2;RPL30;RPS15;RPS20;RPL28;RPS3;RPS14;RPS2;RPL32;RPS21;RPS17;RPLP1;RPL5;RPL6;EEF1A1;RPL36;RPL26;RPL7A;RPS13;RPLP0;RPL29;RPS12;RPS18;RPLP2;RPL11;RPL18A;RPS26;RPS16;RPL14;RPL13A;EEF1D;RPL13;RPL3;RPS8;RPL12;RPL10A;RPSA;RPL4
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,Training_Old,2.806,1.684e-12,77,Reactome,TRUE,Eukaryotic Translation Elongation,Reversed,-2.9645607812958046,RPS15;RPS6;RPL22;RPL24;RPS12;EEF1G;RPS3A;RPL37A;RPS21;RPL18;RPS2;RPL10;RPS17;RPS19;RPSA;RPS16;RPS14;RPS13;RPS18;RPL32;RPS25;RPS11;RPL23A;RPL23;RPS4X;RPS20;RPS10;RPS7;RPS15A;RPL36AL;RPLP2;RPL11;RPL12;EEF2;RPL35;RPL6;RPS3;RPL19;RPS8;RPS5;RPL7;RPS28;RPL8;RPL17;RPLP0;RPL38;RPS9;RPL4;RPL13A
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS,Aging,2.599,3.453e-8,46,GO:BP,TRUE,Monocarboxylic Acid Catabolic Process,Aging only,2.59851811104087,HADHA;DCXR;HADHB;ECHS1;ACADM;ACAT1;CRAT;ETFB;ECI1;ETFA;HADH;PCCB;CPT2;ECH1;ACAA2;FAH;IVD;PCCA;ECI2;MCEE;ADIPOQ;ACADS;ACADVL;MLYCD;GCDH;SLC16A1;PLIN5
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS,Training_Old,-1.639,0.1029,46,GO:BP,FALSE,Monocarboxylic Acid Catabolic Process,Aging only,2.59851811104087,ACADS;CPT1B;ECHDC2;PLIN5;ACAA2;HADHB;CPT2;SORD;HADH;ACAT1;CPT1A;ADIPOQ;ECI1;DCXR;ACADVL;ETFA;HADHA
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,Aging,2.435,7.249e-6,22,Reactome,TRUE,Mitochondrial Fatty Acid Beta Oxidation,Aging only,2.4345979475504222,HADHA;HADHB;ECHS1;ACADM;ECI1;HADH;PCCB;ACAA2;PCCA;ACOT9;MCEE;ACADS;ACSF2;ACADVL
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,Training_Old,-1.467,0.2976,22,Reactome,FALSE,Mitochondrial Fatty Acid Beta Oxidation,Aging only,2.4345979475504222,ACADS;DBI;ACSF2;ACAA2;HADHB;HADH;ECI1;ACADVL;HADHA
REACTOME_FATTY_ACID_METABOLISM,Aging,2.424,9.445e-7,53,Reactome,TRUE,Fatty Acid Metabolism,Aging only,2.4239218146144936,HADHA;HADHB;ECHS1;ACADM;CRAT;ECI1;HADH;PCCB;CPT2;ACAA2;PCCA;CBR4;ECI2;ACOT9;MCEE;ACADS;ACSF2;ACADVL;MLYCD;SLC27A1;ACSL1;SLC25A20;CPT1B;MECR;ACAA1;HSD17B8;PTGES3;ACOT2;MMUT
REACTOME_FATTY_ACID_METABOLISM,Training_Old,-1.356,0.3157,53,Reactome,FALSE,Fatty Acid Metabolism,Aging only,2.4239218146144936,SLC27A1;ACADS;GPX1;CPT1B;DBI;ACSF2;ACAA2;HADHB;CPT2;HADH;CPT1A;PTGR2;ECI1;ACADVL
GOBP_FATTY_ACID_METABOLIC_PROCESS,Aging,2.416,2.84e-8,104,GO:BP,TRUE,Fatty Acid Metabolic Process,Aging only,2.4158406489746644,HADHA;HADHB;ECHS1;ACADM;ACAT1;CRAT;ETFB;ECI1;ETFA;HADH;PCCB;CPT2;ECH1;ASAH1;ACAA2;IVD;PCCA;CBR4;C3;ECI2;ACOT9;MCEE;ADIPOQ;ACADS;ACSF2;ACADVL;ACADSB;MLYCD;SLC27A1;ACSS2;GCDH;PLIN5;FABP3;ACSL1;CPT1B;ECHDC3;APOC2;MECR;ACAA1;FABP5;HSD17B8;PTGES3;GSTP1;ACOT2;MMUT;ECHDC2;CES2
GOBP_FATTY_ACID_METABOLIC_PROCESS,Training_Old,-1.503,0.1004,104,GO:BP,FALSE,Fatty Acid Metabolic Process,Aging only,2.4158406489746644,SLC27A1;GSTP1;ACADS;GPX1;CPT1B;DBI;ACSS2;ECHDC2;ECHDC3;PLIN5;ACSF2;PLAA;ACAA2;HADHB;CPT2;HADH;ACAT1;MGST3;CPT1A;ADIPOQ;PTGR2;FABP5;AKR1B1;FABP3;ECI1;ACADVL;ADH5
HALLMARK_FATTY_ACID_METABOLISM,Aging,2.162,1.605e-5,83,Hallmark,TRUE,Fatty Acid Metabolism,Aging only,2.161752999625845,IDI1;HMGCL;MAOA;HADHB;ECHS1;ACADM;CRAT;ECI1;HADH;PRDX6;CPT2;ECH1;ACO2;ACAA2;YWHAH;FH;ECI2;CA2;SDHA;HSDL2;MCEE;ACADS;ACADVL;MDH1;MLYCD;GCDH;HCCS;ACSL1;APEX1;SUCLA2;ALAD;LGALS1;ALDH9A1;GLUL;ACAA1;SUCLG1;MDH2
HALLMARK_FATTY_ACID_METABOLISM,Training_Old,-1.194,0.4558,83,Hallmark,FALSE,Fatty Acid Metabolism,Aging only,2.161752999625845,IDI1;ACADS;PRDX6;ME1;ALDH1A1;MDH1;ALDH9A1;GLUL;ACAA2;GSTZ1;HADHB;CPT2;MAOA;HADH;GPD2;IDH1;CPT1A;ADSL;ECI1;ACADVL
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,Aging,2.142,5.802e-4,24,Reactome,TRUE,Citric Acid Cycle Tca Cycle,Aging only,2.1417824681867708,FXN;ACAT1;IDH2;ACO2;FH;SDHA;CS;SUCLA2;SDHB;ISCA2;NNT;SUCLG1;MDH2;TRAP1;IDH3B;IDH3G;SDHD;SIRT3;DLD;DLST;IDH3A
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,Training_Old,1.399,0.3329,25,Reactome,FALSE,Citric Acid Cycle Tca Cycle,Aging only,2.1417824681867708,IDH3B;IDH3A;FH;IDH3G
REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,Aging,2.027,2.265e-4,76,Reactome,TRUE,Mitochondrial Protein Degradation,Aging only,2.027037807474976,ACAT1;IDH2;LONP1;ECI1;HADH;PCCB;ECH1;ACO2;TIMM10;TFAM;ACAD8;FH;ALDH2;ACADSB;FECH;CHCHD2;DBT;NADK2;CS;ATP5F1C;OPA1;HSPD1;IARS2;MDH2;ACOT2;ATP5PD;AFG3L2;GLUD1;ATP5PO;TIMM9;MRPL12
REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,Training_Old,1.129,0.5757,76,Reactome,FALSE,Mitochondrial Protein Degradation,Aging only,2.027037807474976,IDH3A;HSPA9;PMPCA;SHMT2;FH;ALDH1B1;GLUD1;TIMM9;MT-CO1;ME2;CHCHD2;SSBP1;ATP5F1B;IARS2;COX5B;OPA1;MT-ND5
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Aging,1.967,2.019e-5,155,Hallmark,TRUE,OXPHOS,Aging only,1.9674111500362532,HADHA;HADHB;ECHS1;FXN;MAOB;ACADM;ACAT1;IDH2;ALDH6A1;ETFB;ECI1;ETFA;ECH1;ACO2;ACAA2;TIMM10;PDP1;FH;SDHA;VDAC1;ACADVL;MDH1;ACADSB;CYB5R3;CYB5A;HCCS;CS;PHB2;ATP5F1C;TIMM50;OPA1;SUCLA2;SLC25A20;SDHB;GOT2;COX11;NNT;LDHB;ACAA1;SUCLG1;MDH2;ATP5F1D;ATP5PD;AFG3L2;GLUD1;ATP5PO;ATP6V1G1;TIMM9;DECR1;COX8A;IDH3B;ATP5F1A;MFN2;IDH3G;UQCRC1;TOMM70
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Training_Old,-0.62,1,155,Hallmark,FALSE,OXPHOS,Aging only,1.9674111500362532,ALDH6A1;ATP6V1G1;MPC1;MAOB;MDH1;ATP5MF;VDAC3;MFN2;VDAC1;ACAA2;HADHB;IDH1;ACAT1;MGST3;TIMM10;CPT1A;PDHX;FXN;FDX1;ECI1;ACADVL;MRPL11;CYB5A;ATP5PB;ETFA;HADHA
GOBP_MITOCHONDRIAL_TRANSPORT,Aging,1.953,8.994e-4,62,GO:BP,TRUE,Mitochondrial Transport,Aging only,1.9525175120973137,SLC25A46;CPT2;TST;ACAA2;TIMM10;MICU1;SFXN1;VDAC1;PPIF;TIMM44;CHCHD4;PMPCB;LETM1;GSK3A;TIMM50;HSPD1;ATP5IF1;SLC25A20;CPT1B;TIMM8A;MCU;AFG3L2;TIMM9;VPS35;MTCH2;PNPT1;TOMM70;SAMM50;TIMM13;NOL3;VDAC2;SLC25A13;MPC1
GOBP_MITOCHONDRIAL_TRANSPORT,Training_Old,-0.701,0.9916,62,GO:BP,FALSE,Mitochondrial Transport,Aging only,1.9525175120973137,CPT1B;MPC1;GSK3A;VDAC1;TST;ACAA2;CPT2;TIMM10;CPT1A;HSPA1A;NOL3;PNPT1;ROMO1
GOBP_FATTY_ACID_TRANSPORT,Aging,1.925,0.00928,20,GO:BP,TRUE,Fatty Acid Transport,Aging only,1.9253540950230206,PLIN2;CPT2;FABP4;SLC27A1;FABP3;ACSL1;SLC25A20;CPT1B;GOT2;FABP5
GOBP_FATTY_ACID_TRANSPORT,Training_Old,-1.564,0.2111,20,GO:BP,FALSE,Fatty Acid Transport,Aging only,1.9253540950230206,SLC27A1;PLIN2;CPT1B;CPT2;CPT1A;FABP4;FABP5;FABP3;FIS1
GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS,Aging,1.904,0.01644,23,GO:BP,TRUE,Reactive Nitrogen Species Metabolic Process,Aging only,1.9040031779036604,SOD2;DDAH2;DYNLL1;CLU;CYB5R3;THAP4;SPR;KHSRP;HBB;ASS1;APOE;CD36
GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS,Training_Old,-1.136,0.6071,23,GO:BP,FALSE,Reactive Nitrogen Species Metabolic Process,Aging only,1.9040031779036604,ASS1;CD47;DYNLL1;CYB5B;KHSRP;RAC1;SPR;ATP2B4;APOE;CLU;CYB5R3;SOD2;CAV1
GOBP_REGULATION_OF_LIPID_LOCALIZATION,Aging,1.901,0.01374,29,GO:BP,TRUE,Regulation Of Lipid Localization,Aging only,1.9007277019967341,PLIN2;LAMTOR1;PLIN3;C3;ADIPOQ;PTPN11;NAXE;PLIN5;FABP3;ACSL1;APOC2;AGT
GOBP_REGULATION_OF_LIPID_LOCALIZATION,Training_Old,-1.26,0.4564,29,GO:BP,FALSE,Regulation Of Lipid Localization,Aging only,1.9007277019967341,PLIN2;DBI;PLIN5;MAPK3;ADIPOQ;AGT;FABP3;NAXE;FIS1;LPCAT3;ACSL1;SURF4;EHD1;APOC2;SAR1B;APOE
GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,Aging,1.843,0.02608,17,GO:BP,TRUE,Regulation Of Response To Cytokine Stimulus,Aging only,1.8432817674185225,CDC37;MAVS;UBE2K;ANXA4;ADIPOQ;PTPN11;PADI2
GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,Training_Old,-1.425,0.3304,17,GO:BP,FALSE,Regulation Of Response To Cytokine Stimulus,Aging only,1.8432817674185225,GSTP1;UBE2K;CPNE1;MAVS;ADIPOQ;HSPA1A;NOL3
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,Aging,1.835,0.01062,36,GO:BP,TRUE,Adaptive Immune Response Based On Somatic Recombinat...,Aging only,1.8352959782515206,HMGB1;IGHG2;CLU;C3;IGHA1;HLA-A;IGHG1;YWHAG;AZGP1;IGKC;OPA1;HSPD1;IGLC2;LGALS1
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,Training_Old,0.986,0.7583,36,GO:BP,FALSE,Adaptive Immune Response Based On Somatic Recombinat...,Aging only,1.8352959782515206,HPRT1;IGKC;IGHV3-7;IGHG1;IGLC3;IGLC2;ANXA1;OPA1;C1QBP;STX7;IGHG2;USP5;HLA-A
GOBP_KETONE_METABOLIC_PROCESS,Aging,1.815,0.006554,52,GO:BP,TRUE,Ketone Metabolic Process,Aging only,1.8145307384128557,AKR7A2;COQ7;COQ5;CBR4;COQ8A;ADIPOQ;ACADVL;MLYCD;HAGH;PLIN5;FABP3;PPTC7;COQ3;SIRT5;STAT5B;APOC2;H6PD;FABP5;COQ9
GOBP_KETONE_METABOLIC_PROCESS,Training_Old,-1.716,0.05148,52,GO:BP,FALSE,Ketone Metabolic Process,Aging only,1.8145307384128557,KYAT1;HAGH;PRKG1;STAT5B;GLO1;H6PD;PLIN5;COQ7;OXCT1;COQ9;PLAA;PARK7;CPT1A;ADIPOQ;FABP5;NMT1;AKR1B1;FABP3;ACADVL
GOBP_RESPONSE_TO_INSULIN,Aging,1.795,0.007625,59,GO:BP,TRUE,Response To Insulin,Aging only,1.7946444104063004,HADHA;CTSD;LONP1;APPL1;HADH;PRKDC;NCL;ADIPOQ;PTPN11;PLN;SLC27A1;FABP3;GSK3A;YWHAG;NUCKS1;ECHDC3;MYO1C;GSTP1;BLVRB;GRB2;CUL3;PAK1;GOT1;USO1
GOBP_RESPONSE_TO_INSULIN,Training_Old,-1.174,0.5176,59,GO:BP,FALSE,Response To Insulin,Aging only,1.7946444104063004,SLC27A1;GSTP1;SGCB;ECHDC3;CTSD;GSK3A;SORBS1;HADH;PRKCQ;NUCKS1;MAPK3;ADIPOQ;GOT1;USO1;RBP4;MYO1C;FABP3;VAMP2;FBP1;PIP4K2B;HADHA;SNX5;ATP2B1;RAB10;PLN;EEF2K;YWHAG
REACTOME_PROTEIN_LOCALIZATION,Aging,1.787,0.004742,75,Reactome,TRUE,Protein Localization,Aging only,1.7866701197176735,HMGCL;FXN;CRAT;ECH1;ACO2;TIMM10;EMD;SGTA;ECI2;VDAC1;TIMM44;MLYCD;CHCHD2;CHCHD4;PMPCB;CYB5A;PITRM1;CS;TIMM50;HSPD1;TIMM8A;CHCHD7;ACAA1
REACTOME_PROTEIN_LOCALIZATION,Training_Old,0.832,0.9323,75,Reactome,FALSE,Protein Localization,Aging only,1.7866701197176735,DHRS4;HSPA9;PMPCA;IDH3G;SCP2;USP9X;TIMM9;PMPCB;CHCHD2;TIMM8B;ATAD1;ATP5F1B;TIMM13;CHCHD4;IDE;SLC25A13;HSCB;GSTK1;TOMM22
GOBP_NADP_METABOLIC_PROCESS,Aging,1.784,0.04672,17,GO:BP,TRUE,Nadp Metabolic Process,Aging only,1.7835044659839219,DCXR;IDH2;TALDO1;MDH1;NADK2;PGLS;NNT;H6PD;PGD;ACO1;TIGAR;TKT
GOBP_NADP_METABOLIC_PROCESS,Training_Old,-1.84,0.06369,17,GO:BP,FALSE,Nadp Metabolic Process,Aging only,1.7835044659839219,TALDO1;RBKS;ME1;H6PD;MDH1;ALDH1L1;IDH1;ACO1;TIGAR;DCXR
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS,Aging,1.76,0.04378,20,Reactome,TRUE,Phase I Functionalization Of Compounds,Aging only,1.759959618704793,MAOA;MAOB;ALDH2;ACSS2;CYB5R3;ADH1B;PTGES3;CES2
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS,Training_Old,-1.644,0.1671,20,Reactome,FALSE,Phase I Functionalization Of Compounds,Aging only,1.759959618704793,ADH1B;ACSS2;ALDH1A1;MAOB;CMBL;MAOA;CYB5B;FDX1;ADH5
GOBP_REGULATION_OF_HEMOPOIESIS,Aging,1.758,0.0252,34,GO:BP,TRUE,Regulation Of Hemopoiesis,Aging only,1.7575551994128251,HMGB2;HMGB1;PRKDC;XRCC6;ADIPOQ;FBN1;OPA1;CUL4A;LGALS1;STAT5B;GLUL;PITHD1
GOBP_REGULATION_OF_HEMOPOIESIS,Training_Old,-1.327,0.3617,34,GO:BP,FALSE,Regulation Of Hemopoiesis,Aging only,1.7575551994128251,STAT5B;HMGB2;SOD1;FBN1;GLUL;HMGB1;RHOA;ADIPOQ;HSPA1A;CLPTM1;PRXL2A;CUL4A;PRMT1;HLA-DRB1;TSC22D1
HALLMARK_HEME_METABOLISM,Aging,1.738,0.01644,48,Hallmark,TRUE,Heme Metabolism,Aging only,1.7384430594102824,SELENBP1;ALDH6A1;CTSB;HDGF;C3;RAD23A;CA2;FN3K;LAMP2;FECH;OPTN;HAGH;PGLS;UBAC1;ALAD;NNT;TNS1;ADD1;BLVRB;PRDX2;HBB
HALLMARK_HEME_METABOLISM,Training_Old,-1.125,0.6069,48,Hallmark,FALSE,Heme Metabolism,Aging only,1.7384430594102824,ALDH6A1;RNF123;RAD23A;SELENBP1;HAGH;TFRC;H1-0;ALDH1L1;MGST3
GOBP_FAT_CELL_DIFFERENTIATION,Aging,1.722,0.04974,22,GO:BP,TRUE,Fat Cell Differentiation,Aging only,1.7217051554656821,SOD2;LRG1;ALDH6A1;MB;FABP4;ADIPOQ;AAMDC;FABP3
GOBP_FAT_CELL_DIFFERENTIATION,Training_Old,-1.209,0.525,23,GO:BP,FALSE,Fat Cell Differentiation,Aging only,1.7217051554656821,ALDH6A1;LRG1;AAMDC;GPX1;HNRNPU;MB;FABP4;ADIPOQ;FABP3
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION,Aging,1.699,0.03748,29,GO:BP,TRUE,Ameboidal Type Cell Migration,Aging only,1.6991109481725086,PDLIM1;ARHGDIB;LRG1;APPL1;CDC42;CAP1;PTPN11;CALR;ITGB1;TNS1;CFL1;LAMTOR2;AGO2;PAK1;ILK;CLASP2
