ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,ONTOLOGY,module
GO:0007005,mitochondrion organization,62/160,164/2075,0.3780487804878049,4.90282012195122,15.050471099655928,1.776542121624953e-31,2.5856763061105e-29,2.567060864740363e-29,NDUFS8/COX7A2L/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/TIMM8A/NDUFS7/NDUFS2/MTX2/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFC2/NDUFA10/NDUFB10/TOMM40/MT-ND1/RALA/COX7A2/TMEM11/NDUFB7/COX7A1/NDUFS1/VDAC2/UQCRFS1/NDUFA8/NDUFA6/COX17/NDUFA5/NDUFA9/IMMT/MFN1/SUPV3L1/TOMM5/SMIM20/MCU/PNPT1/DNAJA3/PHB2/TIMM21/TMEM126A/GHITM/TOMM22/DNAJC11/ATAD3A/NDUFB11/CHCHD3/NDUFA13/NDUFA12/STOML2/SAMM50/TIMM8B/MTCH2/CHCHD2/NDUFB9,62,BP,green
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",33/160,41/2075,0.8048780487804879,10.438262195121952,17.63958933472458,4.0510671490151465e-31,5.404798754644374e-29,5.365887188607782e-29,NDUFS8/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-ND1/MT-ND3/NDUFB7/NDUFV2/NDUFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/NDUFA5/NDUFA9/NDUFB9,33,BP,green
GO:0033108,mitochondrial respiratory chain complex assembly,39/160,60/2075,0.65,8.4296875,16.876742551705714,8.184715345991466e-31,1.0079791745332568e-28,1.000722281169807e-28,NDUFS8/COX7A2L/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFC2/NDUFA10/NDUFB10/MT-ND1/COX7A2/NDUFB7/COX7A1/NDUFS1/UQCRFS1/NDUFA8/NDUFA6/COX17/NDUFA5/NDUFA9/SMIM20/TIMM21/TMEM126A/NDUFB11/NDUFA13/NDUFA12/SAMM50/NDUFB9,39,BP,green
GO:0006091,generation of precursor metabolites and energy,69/160,223/2075,0.3094170403587444,4.012752242152467,13.761803007975985,4.554935677369816e-29,5.208894299620768e-27,5.171393137464979e-27,NDUFS8/COX7A2L/NDUFAB1/UQCRQ/UQCR11/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-CO1/MT-CO2/MT-CO3/MT-ND1/MT-ND3/UQCRH/CYC1/COX6C/COX8A/COX5B/COX4I1/COX7A2/COX6B1/UQCRB/COX7C/NDUFB7/NDUFV2/COX5A/UQCRC2/COX7A1/COX7B/NDUFS1/UQCRC1/UQCRFS1/NDUFV1/NDUFA8/OXCT1/NDUFV3/NDUFA6/CYCS/COX6A2/COX17/NDUFA5/NDUFA9/COA6/PNPT1/SORBS1/GHITM/NDUFB11/NDUFA13/NDUFA12/SLC25A13/STOML2/CHCHD2/NDUFB9,69,BP,green
GO:0010257,NADH dehydrogenase complex assembly,32/160,42/2075,0.7619047619047619,9.880952380952381,16.803334601410455,8.75122347799452e-29,8.756692992668267e-27,8.693649639323505e-27,NDUFS8/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFC2/NDUFA10/NDUFB10/MT-ND1/NDUFB7/NDUFS1/NDUFA8/NDUFA6/NDUFA5/NDUFA9/TIMM21/TMEM126A/NDUFB11/NDUFA13/NDUFA12/NDUFB9,32,BP,green
GO:0032981,mitochondrial respiratory chain complex I assembly,32/160,42/2075,0.7619047619047619,9.880952380952381,16.803334601410455,8.75122347799452e-29,8.756692992668267e-27,8.693649639323505e-27,NDUFS8/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFC2/NDUFA10/NDUFB10/MT-ND1/NDUFB7/NDUFS1/NDUFA8/NDUFA6/NDUFA5/NDUFA9/TIMM21/TMEM126A/NDUFB11/NDUFA13/NDUFA12/NDUFB9,32,BP,green
GO:0042776,proton motive force-driven mitochondrial ATP synthesis,37/160,60/2075,0.6166666666666667,7.997395833333334,15.894779963699003,5.761950475755903e-28,5.272033689694054e-26,5.234077958800764e-26,NDUFS8/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-ND1/MT-ND3/NDUFB7/NDUFV2/NDUFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/NDUFA5/NDUFA9/NDUFB11/NDUFA13/NDUFA12/STOML2/NDUFB9,37,BP,green
GO:0034220,monoatomic ion transmembrane transport,62/160,185/2075,0.33513513513513515,4.346283783783784,13.781538704831922,5.927333317582322e-28,5.272033689694054e-26,5.234077958800764e-26,NDUFS8/COX7A2L/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/PMPCB/NDUFS3/SLC25A12/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-CO1/MT-CO2/MT-CO3/MT-ND1/MT-ND3/UQCRH/CYC1/COX8A/COX5B/COX4I1/COX6B1/NDUFB7/NDUFV2/COX5A/VDAC1/COX7A1/COX7B/NDUFS1/UQCRC1/VDAC2/UQCRFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/DCD/CAV1/COX17/NDUFA5/NDUFA9/MICU2/MCU/PHB2/TMEM120A/GHITM/NDUFA12/SLC25A13/VDAC3/NDUFB9,62,BP,green
GO:0015986,proton motive force-driven ATP synthesis,37/160,61/2075,0.6065573770491803,7.866290983606558,15.730313094403655,1.377570863590885e-27,1.1607847118994772e-25,1.1524277030594107e-25,NDUFS8/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-ND1/MT-ND3/NDUFB7/NDUFV2/NDUFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/NDUFA5/NDUFA9/NDUFB11/NDUFA13/NDUFA12/STOML2/NDUFB9,37,BP,green
GO:0098662,inorganic cation transmembrane transport,58/160,164/2075,0.35365853658536583,4.586509146341463,13.830678988268913,2.1383711399087604e-27,1.7117660974969627e-25,1.6994423269801204e-25,NDUFS8/COX7A2L/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/PMPCB/NDUFS3/SLC25A12/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-CO1/MT-CO2/MT-CO3/MT-ND1/MT-ND3/UQCRH/CYC1/COX8A/COX5B/COX4I1/COX6B1/NDUFB7/NDUFV2/COX5A/VDAC1/COX7A1/COX7B/NDUFS1/UQCRC1/UQCRFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/CAV1/COX17/NDUFA5/NDUFA9/MICU2/MCU/PHB2/GHITM/NDUFA12/SLC25A13/NDUFB9,58,BP,green
GO:0098655,monoatomic cation transmembrane transport,58/160,168/2075,0.34523809523809523,4.4773065476190474,13.58633287298092,9.564359745916307e-27,7.291685692005718e-25,7.239189582122117e-25,NDUFS8/COX7A2L/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/PMPCB/NDUFS3/SLC25A12/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-CO1/MT-CO2/MT-CO3/MT-ND1/MT-ND3/UQCRH/CYC1/COX8A/COX5B/COX4I1/COX6B1/NDUFB7/NDUFV2/COX5A/VDAC1/COX7A1/COX7B/NDUFS1/UQCRC1/UQCRFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/CAV1/COX17/NDUFA5/NDUFA9/MICU2/MCU/PHB2/GHITM/NDUFA12/SLC25A13/NDUFB9,58,BP,green
GO:0055085,transmembrane transport,69/160,243/2075,0.2839506172839506,3.682484567901234,12.860492857047198,1.8689438346234501e-26,1.3600813996509743e-24,1.3502895647279474e-24,NDUFS8/COX7A2L/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/PMPCB/NDUFS3/SLC25A12/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/TOMM40/MT-CO1/MT-CO2/MT-CO3/MT-ND1/MT-ND3/UQCRH/CYC1/COX8A/COX5B/COX4I1/COX6B1/NDUFB7/NDUFV2/COX5A/VDAC1/COX7A1/COX7B/NDUFS1/UQCRC1/VDAC2/UQCRFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/DCD/CAV1/COX17/NDUFA5/NDUFA9/SLC27A1/SLC25A42/MICU2/MCU/PNPT1/PHB2/TIMM21/SORBS1/TMEM120A/GHITM/TOMM22/NDUFA12/SLC25A13/VDAC3/NDUFB9,69,BP,green
GO:0098660,inorganic ion transmembrane transport,58/160,170/2075,0.3411764705882353,4.424632352941177,13.467001363220684,1.984589056129975e-26,1.3814465560278652e-24,1.37150090377861e-24,NDUFS8/COX7A2L/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/PMPCB/NDUFS3/SLC25A12/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-CO1/MT-CO2/MT-CO3/MT-ND1/MT-ND3/UQCRH/CYC1/COX8A/COX5B/COX4I1/COX6B1/NDUFB7/NDUFV2/COX5A/VDAC1/COX7A1/COX7B/NDUFS1/UQCRC1/UQCRFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/CAV1/COX17/NDUFA5/NDUFA9/MICU2/MCU/PHB2/GHITM/NDUFA12/SLC25A13/NDUFB9,58,BP,green
GO:0006754,ATP biosynthetic process,38/160,70/2075,0.5428571428571428,7.040178571428571,14.856673803573566,7.559216236642422e-26,5.042627164526882e-24,5.006323033916692e-24,NDUFS8/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-ND1/MT-ND3/NDUFB7/NDUFV2/NDUFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/NDUFA5/NDUFA9/NDUFB11/NDUFA13/NDUFA12/SLC25A13/STOML2/NDUFB9,38,BP,green
GO:0006811,monoatomic ion transport,65/160,222/2075,0.2927927927927928,3.797156531531532,12.74487341605832,1.5009087427833415e-25,9.61181958878452e-24,9.54261979622251e-24,NDUFS8/COX7A2L/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/VPS4B/NDUFS6/NDUFB1/PMPCB/NDUFS3/SLC25A12/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/TOMM40/MT-CO1/MT-CO2/MT-CO3/FTH1/MT-ND1/MT-ND3/UQCRH/CYC1/COX8A/COX5B/COX4I1/COX6B1/NDUFB7/NDUFV2/COX5A/VDAC1/COX7A1/COX7B/NDUFS1/UQCRC1/VDAC2/UQCRFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/DCD/CAV1/COX17/NDUFA5/NDUFA9/MICU2/MCU/PHB2/TMEM120A/GHITM/NDUFA12/SLC25A13/VDAC3/NDUFB9,65,BP,green
GO:0009201,ribonucleoside triphosphate biosynthetic process,38/160,73/2075,0.5205479452054794,6.750856164383562,14.455791552193947,5.981563226383603e-25,3.546845453866722e-23,3.521310125473389e-23,NDUFS8/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-ND1/MT-ND3/NDUFB7/NDUFV2/NDUFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/NDUFA5/NDUFA9/NDUFB11/NDUFA13/NDUFA12/SLC25A13/STOML2/NDUFB9,38,BP,green
GO:0009206,purine ribonucleoside triphosphate biosynthetic process,38/160,73/2075,0.5205479452054794,6.750856164383562,14.455791552193947,5.981563226383603e-25,3.546845453866722e-23,3.521310125473389e-23,NDUFS8/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-ND1/MT-ND3/NDUFB7/NDUFV2/NDUFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/NDUFA5/NDUFA9/NDUFB11/NDUFA13/NDUFA12/SLC25A13/STOML2/NDUFB9,38,BP,green
GO:0009145,purine nucleoside triphosphate biosynthetic process,38/160,74/2075,0.5135135135135135,6.659628378378377,14.327163244666044,1.1566848114027285e-24,6.613758510913459e-23,6.56614310232376e-23,NDUFS8/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-ND1/MT-ND3/NDUFB7/NDUFV2/NDUFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/NDUFA5/NDUFA9/NDUFB11/NDUFA13/NDUFA12/SLC25A13/STOML2/NDUFB9,38,BP,green
GO:0009142,nucleoside triphosphate biosynthetic process,38/160,76/2075,0.5,6.484375,14.076916021902539,4.149644388715283e-24,2.2908898849424717e-22,2.2743967429982134e-22,NDUFS8/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-ND1/MT-ND3/NDUFB7/NDUFV2/NDUFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/NDUFA5/NDUFA9/NDUFB11/NDUFA13/NDUFA12/SLC25A13/STOML2/NDUFB9,38,BP,green
GO:0006812,monoatomic cation transport,60/160,204/2075,0.29411764705882354,3.814338235294118,12.233041784651212,1.8667538839612598e-23,9.96224322740659e-22,9.890520578180712e-22,NDUFS8/COX7A2L/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/VPS4B/NDUFS6/NDUFB1/PMPCB/NDUFS3/SLC25A12/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-CO1/MT-CO2/MT-CO3/FTH1/MT-ND1/MT-ND3/UQCRH/CYC1/COX8A/COX5B/COX4I1/COX6B1/NDUFB7/NDUFV2/COX5A/VDAC1/COX7A1/COX7B/NDUFS1/UQCRC1/UQCRFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/CAV1/COX17/NDUFA5/NDUFA9/MICU2/MCU/PHB2/GHITM/NDUFA12/SLC25A13/NDUFB9,60,BP,green
GO:0009152,purine ribonucleotide biosynthetic process,38/160,90/2075,0.4222222222222222,5.475694444444445,12.545310276732945,8.98242119100883e-21,4.638985911872625e-19,4.60558777535597e-19,NDUFS8/NDUFAB1/NDUFA1/NDUFS4/NDUFB5/NDUFB3/NDUFA2/NDUFS5/NDUFS7/NDUFS2/NDUFS6/NDUFB1/NDUFS3/NDUFB6/NDUFA3/NDUFB4/NDUFB8/NDUFA7/NDUFC2/NDUFA10/NDUFB10/MT-ND1/MT-ND3/NDUFB7/NDUFV2/NDUFS1/NDUFV1/NDUFA8/NDUFV3/NDUFA6/NDUFA5/NDUFA9/NDUFB11/NDUFA13/NDUFA12/SLC25A13/STOML2/NDUFB9,38,BP,green
