k,concordance,method,contrast
44,0.7727272727272727,cycloess_none,Training_Young
45,0.7555555555555555,cycloess_none,Training_Young
46,0.7608695652173914,cycloess_none,Training_Young
47,0.7659574468085106,cycloess_none,Training_Young
48,0.75,cycloess_none,Training_Young
49,0.7346938775510204,cycloess_none,Training_Young
50,0.72,cycloess_none,Training_Young
51,0.7254901960784313,cycloess_none,Training_Young
52,0.7307692307692307,cycloess_none,Training_Young
53,0.71698113207547165,cycloess_none,Training_Young
54,0.7222222222222222,cycloess_none,Training_Young
55,0.7272727272727273,cycloess_none,Training_Young
56,0.7142857142857143,cycloess_none,Training_Young
57,0.7017543859649122,cycloess_none,Training_Young
58,0.7068965517241379,cycloess_none,Training_Young
59,0.711864406779661,cycloess_none,Training_Young
60,0.7166666666666667,cycloess_none,Training_Young
61,0.7049180327868853,cycloess_none,Training_Young
62,0.7096774193548387,cycloess_none,Training_Young
63,0.7142857142857143,cycloess_none,Training_Young
64,0.71875,cycloess_none,Training_Young
65,0.7230769230769231,cycloess_none,Training_Young
66,0.7424242424242424,cycloess_none,Training_Young
67,0.746268656716418,cycloess_none,Training_Young
68,0.7352941176470589,cycloess_none,Training_Young
69,0.7391304347826086,cycloess_none,Training_Young
70,0.7571428571428571,cycloess_none,Training_Young
71,0.7464788732394366,cycloess_none,Training_Young
72,0.75,cycloess_none,Training_Young
73,0.7534246575342466,cycloess_none,Training_Young
74,0.7567567567567568,cycloess_none,Training_Young
75,0.76,cycloess_none,Training_Young
76,0.7631578947368421,cycloess_none,Training_Young
77,0.7532467532467533,cycloess_none,Training_Young
78,0.7564102564102564,cycloess_none,Training_Young
79,0.759493670886076,cycloess_none,Training_Young
80,0.75,cycloess_none,Training_Young
81,0.7654320987654321,cycloess_none,Training_Young
82,0.7560975609756098,cycloess_none,Training_Young
83,0.7590361445783133,cycloess_none,Training_Young
84,0.75,cycloess_none,Training_Young
85,0.7529411764705882,cycloess_none,Training_Young
86,0.7441860465116279,cycloess_none,Training_Young
87,0.7586206896551724,cycloess_none,Training_Young
88,0.75,cycloess_none,Training_Young
89,0.7415730337078652,cycloess_none,Training_Young
90,0.7444444444444445,cycloess_none,Training_Young
91,0.7472527472527473,cycloess_none,Training_Young
92,0.7391304347826086,cycloess_none,Training_Young
93,0.7311827956989247,cycloess_none,Training_Young
94,0.723404255319149,cycloess_none,Training_Young
95,0.7157894736842105,cycloess_none,Training_Young
96,0.71875,cycloess_none,Training_Young
97,0.7216494845360825,cycloess_none,Training_Young
98,0.7142857142857143,cycloess_none,Training_Young
99,0.7070707070707071,cycloess_none,Training_Young
100,0.71,cycloess_none,Training_Young
101,0.7128712871287128,cycloess_none,Training_Young
102,0.7058823529411765,cycloess_none,Training_Young
103,0.7184466019417476,cycloess_none,Training_Young
104,0.7211538461538461,cycloess_none,Training_Young
105,0.7142857142857143,cycloess_none,Training_Young
106,0.71698113207547165,cycloess_none,Training_Young
107,0.7289719626168224,cycloess_none,Training_Young
108,0.7407407407407407,cycloess_none,Training_Young
109,0.7339449541284404,cycloess_none,Training_Young
110,0.7454545454545455,cycloess_none,Training_Young
111,0.7387387387387387,cycloess_none,Training_Young
112,0.7321428571428571,cycloess_none,Training_Young
113,0.7345132743362832,cycloess_none,Training_Young
114,0.7280701754385965,cycloess_none,Training_Young
115,0.7304347826086957,cycloess_none,Training_Young
116,0.7241379310344828,cycloess_none,Training_Young
117,0.7264957264957265,cycloess_none,Training_Young
118,0.7288135593220338,cycloess_none,Training_Young
119,0.7226890756302521,cycloess_none,Training_Young
120,0.725,cycloess_none,Training_Young
121,0.7272727272727273,cycloess_none,Training_Young
122,0.7295081967213115,cycloess_none,Training_Young
123,0.7235772357723578,cycloess_none,Training_Young
124,0.717741935483871,cycloess_none,Training_Young
125,0.712,cycloess_none,Training_Young
126,0.7063492063492064,cycloess_none,Training_Young
127,0.7165354330708661,cycloess_none,Training_Young
128,0.71875,cycloess_none,Training_Young
129,0.7209302325581395,cycloess_none,Training_Young
130,0.7230769230769231,cycloess_none,Training_Young
131,0.7251908396946565,cycloess_none,Training_Young
132,0.7196969696969697,cycloess_none,Training_Young
133,0.7142857142857143,cycloess_none,Training_Young
134,0.7164179104477612,cycloess_none,Training_Young
135,0.7185185185185186,cycloess_none,Training_Young
136,0.7132352941176471,cycloess_none,Training_Young
137,0.7153284671532847,cycloess_none,Training_Young
138,0.7101449275362319,cycloess_none,Training_Young
139,0.7050359712230215,cycloess_none,Training_Young
140,0.7,cycloess_none,Training_Young
141,0.6950354609929078,cycloess_none,Training_Young
142,0.6901408450704225,cycloess_none,Training_Young
143,0.6923076923076923,cycloess_none,Training_Young
144,0.6944444444444444,cycloess_none,Training_Young
145,0.6896551724137931,cycloess_none,Training_Young
146,0.6917808219178082,cycloess_none,Training_Young
147,0.6870748299319728,cycloess_none,Training_Young
148,0.6959459459459459,cycloess_none,Training_Young
149,0.697986577181208,cycloess_none,Training_Young
150,0.7,cycloess_none,Training_Young
151,0.695364238410596,cycloess_none,Training_Young
152,0.6973684210526315,cycloess_none,Training_Young
153,0.6993464052287581,cycloess_none,Training_Young
154,0.7012987012987013,cycloess_none,Training_Young
155,0.7032258064516129,cycloess_none,Training_Young
156,0.7051282051282052,cycloess_none,Training_Young
157,0.7006369426751592,cycloess_none,Training_Young
158,0.7088607594936709,cycloess_none,Training_Young
159,0.71698113207547165,cycloess_none,Training_Young
160,0.71875,cycloess_none,Training_Young
161,0.7142857142857143,cycloess_none,Training_Young
162,0.7098765432098766,cycloess_none,Training_Young
163,0.7116564417177914,cycloess_none,Training_Young
164,0.7073170731707317,cycloess_none,Training_Young
165,0.7090909090909091,cycloess_none,Training_Young
166,0.7108433734939759,cycloess_none,Training_Young
167,0.7125748502994012,cycloess_none,Training_Young
168,0.7083333333333334,cycloess_none,Training_Young
169,0.7159763313609467,cycloess_none,Training_Young
170,0.7176470588235294,cycloess_none,Training_Young
171,0.7251461988304093,cycloess_none,Training_Young
172,0.7209302325581395,cycloess_none,Training_Young
173,0.7225433526011561,cycloess_none,Training_Young
174,0.7183908045977011,cycloess_none,Training_Young
175,0.72,cycloess_none,Training_Young
176,0.7159090909090909,cycloess_none,Training_Young
177,0.7175141242937854,cycloess_none,Training_Young
178,0.7191011235955056,cycloess_none,Training_Young
179,0.7206703910614525,cycloess_none,Training_Young
180,0.7222222222222222,cycloess_none,Training_Young
181,0.7182320441988951,cycloess_none,Training_Young
182,0.7252747252747253,cycloess_none,Training_Young
183,0.726775956284153,cycloess_none,Training_Young
184,0.7282608695652174,cycloess_none,Training_Young
185,0.7297297297297297,cycloess_none,Training_Young
186,0.7258064516129032,cycloess_none,Training_Young
187,0.7272727272727273,cycloess_none,Training_Young
188,0.7287234042553191,cycloess_none,Training_Young
189,0.7248677248677249,cycloess_none,Training_Young
190,0.7263157894736842,cycloess_none,Training_Young
191,0.7277486910994765,cycloess_none,Training_Young
192,0.7239583333333334,cycloess_none,Training_Young
193,0.7253886010362695,cycloess_none,Training_Young
194,0.7216494845360825,cycloess_none,Training_Young
195,0.7230769230769231,cycloess_none,Training_Young
196,0.7244897959183674,cycloess_none,Training_Young
197,0.7208121827411168,cycloess_none,Training_Young
198,0.7222222222222222,cycloess_none,Training_Young
199,0.7236180904522613,cycloess_none,Training_Young
200,0.72,cycloess_none,Training_Young
201,0.7213930348258707,cycloess_none,Training_Young
202,0.7227722772277227,cycloess_none,Training_Young
203,0.7241379310344828,cycloess_none,Training_Young
204,0.7303921568627451,cycloess_none,Training_Young
205,0.7317073170731707,cycloess_none,Training_Young
206,0.7281553398058253,cycloess_none,Training_Young
207,0.7246376811594203,cycloess_none,Training_Young
208,0.7259615384615384,cycloess_none,Training_Young
209,0.7272727272727273,cycloess_none,Training_Young
210,0.7285714285714285,cycloess_none,Training_Young
211,0.7298578199052133,cycloess_none,Training_Young
212,0.7264150943396226,cycloess_none,Training_Young
213,0.7230046948356808,cycloess_none,Training_Young
214,0.7242990654205608,cycloess_none,Training_Young
215,0.7209302325581395,cycloess_none,Training_Young
216,0.7175925925925926,cycloess_none,Training_Young
217,0.7142857142857143,cycloess_none,Training_Young
218,0.7155963302752294,cycloess_none,Training_Young
219,0.7168949771689498,cycloess_none,Training_Young
220,0.7227272727272728,cycloess_none,Training_Young
221,0.7194570135746606,cycloess_none,Training_Young
222,0.7207207207207207,cycloess_none,Training_Young
223,0.7219730941704036,cycloess_none,Training_Young
224,0.7232142857142857,cycloess_none,Training_Young
225,0.72,cycloess_none,Training_Young
226,0.7212389380530974,cycloess_none,Training_Young
227,0.7180616740088106,cycloess_none,Training_Young
228,0.7192982456140351,cycloess_none,Training_Young
229,0.7205240174672489,cycloess_none,Training_Young
230,0.717391304347826,cycloess_none,Training_Young
231,0.7186147186147186,cycloess_none,Training_Young
232,0.7155172413793104,cycloess_none,Training_Young
233,0.7167381974248928,cycloess_none,Training_Young
234,0.717948717948718,cycloess_none,Training_Young
235,0.7191489361702128,cycloess_none,Training_Young
236,0.7245762711864406,cycloess_none,Training_Young
237,0.729957805907173,cycloess_none,Training_Young
238,0.7310924369747899,cycloess_none,Training_Young
239,0.7280334728033473,cycloess_none,Training_Young
240,0.725,cycloess_none,Training_Young
241,0.7261410788381742,cycloess_none,Training_Young
242,0.7272727272727273,cycloess_none,Training_Young
243,0.7242798353909465,cycloess_none,Training_Young
244,0.7295081967213115,cycloess_none,Training_Young
245,0.7346938775510204,cycloess_none,Training_Young
246,0.7398373983739838,cycloess_none,Training_Young
247,0.7408906882591093,cycloess_none,Training_Young
248,0.7419354838709677,cycloess_none,Training_Young
249,0.7389558232931727,cycloess_none,Training_Young
250,0.736,cycloess_none,Training_Young
251,0.7370517928286853,cycloess_none,Training_Young
252,0.7341269841269841,cycloess_none,Training_Young
253,0.7312252964426877,cycloess_none,Training_Young
254,0.7322834645669292,cycloess_none,Training_Young
255,0.7294117647058823,cycloess_none,Training_Young
256,0.734375,cycloess_none,Training_Young
257,0.7315175097276264,cycloess_none,Training_Young
258,0.7286821705426356,cycloess_none,Training_Young
259,0.7258687258687259,cycloess_none,Training_Young
260,0.7230769230769231,cycloess_none,Training_Young
261,0.7203065134099617,cycloess_none,Training_Young
262,0.7175572519083969,cycloess_none,Training_Young
263,0.7186311787072244,cycloess_none,Training_Young
264,0.7234848484848485,cycloess_none,Training_Young
265,0.7283018867924528,cycloess_none,Training_Young
266,0.7293233082706767,cycloess_none,Training_Young
267,0.7303370786516854,cycloess_none,Training_Young
268,0.7313432835820896,cycloess_none,Training_Young
269,0.7286245353159851,cycloess_none,Training_Young
270,0.725925925925926,cycloess_none,Training_Young
271,0.7232472324723247,cycloess_none,Training_Young
272,0.7242647058823529,cycloess_none,Training_Young
273,0.7216117216117216,cycloess_none,Training_Young
274,0.718978102189781,cycloess_none,Training_Young
275,0.72,cycloess_none,Training_Young
276,0.717391304347826,cycloess_none,Training_Young
277,0.7184115523465704,cycloess_none,Training_Young
278,0.7194244604316546,cycloess_none,Training_Young
279,0.7168458781362007,cycloess_none,Training_Young
280,0.7214285714285714,cycloess_none,Training_Young
281,0.7259786476868327,cycloess_none,Training_Young
282,0.723404255319149,cycloess_none,Training_Young
283,0.7279151943462897,cycloess_none,Training_Young
284,0.7323943661971831,cycloess_none,Training_Young
285,0.7333333333333333,cycloess_none,Training_Young
286,0.7342657342657343,cycloess_none,Training_Young
287,0.735191637630662,cycloess_none,Training_Young
288,0.7361111111111112,cycloess_none,Training_Young
289,0.740484429065744,cycloess_none,Training_Young
290,0.7448275862068966,cycloess_none,Training_Young
291,0.7422680412371134,cycloess_none,Training_Young
292,0.7431506849315068,cycloess_none,Training_Young
293,0.7440273037542662,cycloess_none,Training_Young
294,0.7414965986394558,cycloess_none,Training_Young
295,0.7389830508474576,cycloess_none,Training_Young
296,0.7432432432432432,cycloess_none,Training_Young
297,0.7441077441077442,cycloess_none,Training_Young
298,0.7483221476510067,cycloess_none,Training_Young
299,0.7491638795986622,cycloess_none,Training_Young
300,0.7466666666666667,cycloess_none,Training_Young
1,1,quantile_none,Training_Young
2,0.5,quantile_none,Training_Young
3,0.3333333333333333,quantile_none,Training_Young
4,0.5,quantile_none,Training_Young
5,0.4,quantile_none,Training_Young
6,0.5,quantile_none,Training_Young
7,0.5714285714285714,quantile_none,Training_Young
8,0.625,quantile_none,Training_Young
9,0.6666666666666666,quantile_none,Training_Young
10,0.6,quantile_none,Training_Young
11,0.6363636363636364,quantile_none,Training_Young
12,0.75,quantile_none,Training_Young
13,0.7692307692307693,quantile_none,Training_Young
14,0.7142857142857143,quantile_none,Training_Young
15,0.6666666666666666,quantile_none,Training_Young
16,0.6875,quantile_none,Training_Young
17,0.6470588235294118,quantile_none,Training_Young
18,0.7222222222222222,quantile_none,Training_Young
19,0.7368421052631579,quantile_none,Training_Young
20,0.75,quantile_none,Training_Young
21,0.7142857142857143,quantile_none,Training_Young
22,0.7727272727272727,quantile_none,Training_Young
23,0.782608695652174,quantile_none,Training_Young
24,0.7916666666666666,quantile_none,Training_Young
25,0.76,quantile_none,Training_Young
26,0.7692307692307693,quantile_none,Training_Young
27,0.7777777777777778,quantile_none,Training_Young
28,0.75,quantile_none,Training_Young
29,0.7931034482758621,quantile_none,Training_Young
30,0.8,quantile_none,Training_Young
31,0.8387096774193549,quantile_none,Training_Young
32,0.8125,quantile_none,Training_Young
33,0.8181818181818182,quantile_none,Training_Young
34,0.7941176470588235,quantile_none,Training_Young
35,0.8,quantile_none,Training_Young
36,0.8055555555555556,quantile_none,Training_Young
37,0.7837837837837838,quantile_none,Training_Young
38,0.8157894736842105,quantile_none,Training_Young
39,0.7948717948717948,quantile_none,Training_Young
40,0.775,quantile_none,Training_Young
41,0.7560975609756098,quantile_none,Training_Young
42,0.7380952380952381,quantile_none,Training_Young
43,0.7441860465116279,quantile_none,Training_Young
44,0.75,quantile_none,Training_Young
45,0.7777777777777778,quantile_none,Training_Young
46,0.7608695652173914,quantile_none,Training_Young
47,0.7659574468085106,quantile_none,Training_Young
48,0.75,quantile_none,Training_Young
49,0.7755102040816326,quantile_none,Training_Young
50,0.78,quantile_none,Training_Young
51,0.7647058823529411,quantile_none,Training_Young
52,0.7692307692307693,quantile_none,Training_Young
53,0.7735849056603774,quantile_none,Training_Young
54,0.7777777777777778,quantile_none,Training_Young
55,0.7818181818181819,quantile_none,Training_Young
56,0.8035714285714286,quantile_none,Training_Young
57,0.7894736842105263,quantile_none,Training_Young
58,0.7931034482758621,quantile_none,Training_Young
59,0.7796610169491526,quantile_none,Training_Young
60,0.7666666666666667,quantile_none,Training_Young
61,0.7540983606557377,quantile_none,Training_Young
62,0.7419354838709677,quantile_none,Training_Young
63,0.7301587301587301,quantile_none,Training_Young
64,0.734375,quantile_none,Training_Young
65,0.7384615384615385,quantile_none,Training_Young
66,0.7424242424242424,quantile_none,Training_Young
67,0.746268656716418,quantile_none,Training_Young
68,0.75,quantile_none,Training_Young
69,0.7391304347826086,quantile_none,Training_Young
70,0.7428571428571429,quantile_none,Training_Young
71,0.7464788732394366,quantile_none,Training_Young
72,0.7638888888888888,quantile_none,Training_Young
73,0.7534246575342466,quantile_none,Training_Young
74,0.7432432432432432,quantile_none,Training_Young
75,0.7466666666666667,quantile_none,Training_Young
76,0.75,quantile_none,Training_Young
77,0.7402597402597403,quantile_none,Training_Young
78,0.7307692307692307,quantile_none,Training_Young
79,0.7215189873417721,quantile_none,Training_Young
80,0.725,quantile_none,Training_Young
81,0.7160493827160493,quantile_none,Training_Young
82,0.7195121951219512,quantile_none,Training_Young
83,0.7228915662650602,quantile_none,Training_Young
84,0.7261904761904762,quantile_none,Training_Young
85,0.7294117647058823,quantile_none,Training_Young
86,0.7325581395348837,quantile_none,Training_Young
87,0.735632183908046,quantile_none,Training_Young
88,0.75,quantile_none,Training_Young
89,0.7528089887640449,quantile_none,Training_Young
90,0.7555555555555555,quantile_none,Training_Young
91,0.7582417582417582,quantile_none,Training_Young
92,0.75,quantile_none,Training_Young
93,0.7419354838709677,quantile_none,Training_Young
94,0.7340425531914894,quantile_none,Training_Young
95,0.7368421052631579,quantile_none,Training_Young
96,0.7395833333333334,quantile_none,Training_Young
97,0.7319587628865979,quantile_none,Training_Young
98,0.7448979591836735,quantile_none,Training_Young
99,0.7474747474747475,quantile_none,Training_Young
100,0.74,quantile_none,Training_Young
101,0.7326732673267327,quantile_none,Training_Young
102,0.7254901960784313,quantile_none,Training_Young
103,0.7281553398058253,quantile_none,Training_Young
104,0.7307692307692307,quantile_none,Training_Young
105,0.7238095238095238,quantile_none,Training_Young
106,0.71698113207547165,quantile_none,Training_Young
107,0.719626168224299,quantile_none,Training_Young
108,0.7222222222222222,quantile_none,Training_Young
109,0.7247706422018348,quantile_none,Training_Young
110,0.7181818181818181,quantile_none,Training_Young
111,0.7297297297297297,quantile_none,Training_Young
112,0.7321428571428571,quantile_none,Training_Young
113,0.7345132743362832,quantile_none,Training_Young
114,0.7456140350877193,quantile_none,Training_Young
115,0.7565217391304347,quantile_none,Training_Young
116,0.7586206896551724,quantile_none,Training_Young
117,0.7521367521367521,quantile_none,Training_Young
118,0.7542372881355932,quantile_none,Training_Young
119,0.7647058823529411,quantile_none,Training_Young
120,0.7666666666666667,quantile_none,Training_Young
121,0.7603305785123967,quantile_none,Training_Young
122,0.7622950819672131,quantile_none,Training_Young
123,0.7560975609756098,quantile_none,Training_Young
124,0.7580645161290323,quantile_none,Training_Young
125,0.76,quantile_none,Training_Young
126,0.753968253968254,quantile_none,Training_Young
127,0.7480314960629921,quantile_none,Training_Young
128,0.75,quantile_none,Training_Young
129,0.751937984496124,quantile_none,Training_Young
130,0.7461538461538462,quantile_none,Training_Young
131,0.7480916030534351,quantile_none,Training_Young
132,0.75,quantile_none,Training_Young
133,0.7518796992481203,quantile_none,Training_Young
134,0.7611940298507462,quantile_none,Training_Young
135,0.7555555555555555,quantile_none,Training_Young
136,0.75,quantile_none,Training_Young
137,0.7445255474452555,quantile_none,Training_Young
138,0.7391304347826086,quantile_none,Training_Young
139,0.7482014388489209,quantile_none,Training_Young
140,0.75,quantile_none,Training_Young
141,0.7446808510638298,quantile_none,Training_Young
142,0.7464788732394366,quantile_none,Training_Young
143,0.7412587412587412,quantile_none,Training_Young
144,0.7361111111111112,quantile_none,Training_Young
145,0.7379310344827587,quantile_none,Training_Young
146,0.7397260273972602,quantile_none,Training_Young
147,0.7414965986394558,quantile_none,Training_Young
148,0.7364864864864865,quantile_none,Training_Young
149,0.7449664429530202,quantile_none,Training_Young
150,0.7533333333333333,quantile_none,Training_Young
151,0.7549668874172185,quantile_none,Training_Young
152,0.756578947368421,quantile_none,Training_Young
153,0.7516339869281046,quantile_none,Training_Young
154,0.7467532467532467,quantile_none,Training_Young
155,0.7419354838709677,quantile_none,Training_Young
156,0.7371794871794872,quantile_none,Training_Young
157,0.732484076433121,quantile_none,Training_Young
158,0.7278481012658228,quantile_none,Training_Young
159,0.7295597484276729,quantile_none,Training_Young
160,0.725,quantile_none,Training_Young
161,0.7204968944099379,quantile_none,Training_Young
162,0.7222222222222222,quantile_none,Training_Young
163,0.7177914110429447,quantile_none,Training_Young
164,0.7134146341463414,quantile_none,Training_Young
165,0.7151515151515152,quantile_none,Training_Young
166,0.7108433734939759,quantile_none,Training_Young
167,0.7065868263473054,quantile_none,Training_Young
168,0.7142857142857143,quantile_none,Training_Young
169,0.7100591715976331,quantile_none,Training_Young
170,0.7058823529411765,quantile_none,Training_Young
171,0.7017543859649122,quantile_none,Training_Young
172,0.7034883720930233,quantile_none,Training_Young
173,0.6994219653179191,quantile_none,Training_Young
174,0.7011494252873564,quantile_none,Training_Young
175,0.7085714285714285,quantile_none,Training_Young
176,0.7102272727272727,quantile_none,Training_Young
177,0.7062146892655368,quantile_none,Training_Young
178,0.702247191011236,quantile_none,Training_Young
179,0.7039106145251397,quantile_none,Training_Young
180,0.7111111111111111,quantile_none,Training_Young
181,0.712707182320442,quantile_none,Training_Young
182,0.7142857142857143,quantile_none,Training_Young
183,0.7103825136612022,quantile_none,Training_Young
184,0.7119565217391305,quantile_none,Training_Young
185,0.7135135135135136,quantile_none,Training_Young
186,0.7150537634408602,quantile_none,Training_Young
187,0.7165775401069518,quantile_none,Training_Young
188,0.7127659574468085,quantile_none,Training_Young
189,0.7142857142857143,quantile_none,Training_Young
190,0.7157894736842105,quantile_none,Training_Young
191,0.7120418848167539,quantile_none,Training_Young
192,0.71875,quantile_none,Training_Young
193,0.7150259067357513,quantile_none,Training_Young
194,0.7216494845360825,quantile_none,Training_Young
195,0.717948717948718,quantile_none,Training_Young
196,0.7142857142857143,quantile_none,Training_Young
197,0.7157360406091371,quantile_none,Training_Young
198,0.7121212121212122,quantile_none,Training_Young
199,0.7135678391959799,quantile_none,Training_Young
200,0.715,quantile_none,Training_Young
201,0.7114427860696517,quantile_none,Training_Young
202,0.7079207920792079,quantile_none,Training_Young
203,0.7093596059113301,quantile_none,Training_Young
204,0.7107843137254902,quantile_none,Training_Young
205,0.7121951219512195,quantile_none,Training_Young
206,0.7087378640776699,quantile_none,Training_Young
207,0.7101449275362319,quantile_none,Training_Young
208,0.7067307692307693,quantile_none,Training_Young
209,0.7033492822966507,quantile_none,Training_Young
210,0.7047619047619048,quantile_none,Training_Young
211,0.7061611374407583,quantile_none,Training_Young
212,0.7028301886792453,quantile_none,Training_Young
213,0.704225352112676,quantile_none,Training_Young
214,0.7009345794392523,quantile_none,Training_Young
215,0.6976744186046512,quantile_none,Training_Young
216,0.6990740740740741,quantile_none,Training_Young
217,0.7004608294930875,quantile_none,Training_Young
218,0.7018348623853211,quantile_none,Training_Young
219,0.7031963470319634,quantile_none,Training_Young
220,0.7045454545454546,quantile_none,Training_Young
221,0.7013574660633484,quantile_none,Training_Young
222,0.7027027027027027,quantile_none,Training_Young
223,0.7085201793721974,quantile_none,Training_Young
224,0.7142857142857143,quantile_none,Training_Young
225,0.72,quantile_none,Training_Young
226,0.7168141592920354,quantile_none,Training_Young
227,0.7180616740088106,quantile_none,Training_Young
228,0.7236842105263158,quantile_none,Training_Young
229,0.7248908296943232,quantile_none,Training_Young
230,0.7217391304347827,quantile_none,Training_Young
231,0.7272727272727273,quantile_none,Training_Young
232,0.7241379310344828,quantile_none,Training_Young
233,0.7253218884120172,quantile_none,Training_Young
234,0.7222222222222222,quantile_none,Training_Young
235,0.7276595744680852,quantile_none,Training_Young
236,0.7245762711864406,quantile_none,Training_Young
237,0.7215189873417721,quantile_none,Training_Young
238,0.7226890756302521,quantile_none,Training_Young
239,0.7196652719665272,quantile_none,Training_Young
240,0.7166666666666667,quantile_none,Training_Young
241,0.7136929460580913,quantile_none,Training_Young
242,0.7107438016528925,quantile_none,Training_Young
243,0.7160493827160493,quantile_none,Training_Young
244,0.7131147540983607,quantile_none,Training_Young
245,0.7142857142857143,quantile_none,Training_Young
246,0.7154471544715447,quantile_none,Training_Young
247,0.7165991902834008,quantile_none,Training_Young
248,0.7217741935483871,quantile_none,Training_Young
249,0.7188755020080321,quantile_none,Training_Young
250,0.72,quantile_none,Training_Young
251,0.7211155378486056,quantile_none,Training_Young
252,0.7261904761904762,quantile_none,Training_Young
253,0.7233201581027668,quantile_none,Training_Young
254,0.7204724409448819,quantile_none,Training_Young
255,0.7215686274509804,quantile_none,Training_Young
256,0.71875,quantile_none,Training_Young
257,0.7237354085603113,quantile_none,Training_Young
258,0.7209302325581395,quantile_none,Training_Young
259,0.722007722007722,quantile_none,Training_Young
260,0.7192307692307692,quantile_none,Training_Young
261,0.7164750957854407,quantile_none,Training_Young
262,0.7175572519083969,quantile_none,Training_Young
263,0.7186311787072244,quantile_none,Training_Young
264,0.7159090909090909,quantile_none,Training_Young
265,0.7132075471698113,quantile_none,Training_Young
266,0.7105263157894737,quantile_none,Training_Young
267,0.7116104868913857,quantile_none,Training_Young
268,0.7126865671641791,quantile_none,Training_Young
269,0.7137546468401487,quantile_none,Training_Young
270,0.7185185185185186,quantile_none,Training_Young
271,0.7195571955719557,quantile_none,Training_Young
272,0.7169117647058824,quantile_none,Training_Young
273,0.7216117216117216,quantile_none,Training_Young
274,0.718978102189781,quantile_none,Training_Young
275,0.72,quantile_none,Training_Young
276,0.7210144927536232,quantile_none,Training_Young
277,0.7220216606498195,quantile_none,Training_Young
278,0.7194244604316546,quantile_none,Training_Young
279,0.7204301075268817,quantile_none,Training_Young
280,0.725,quantile_none,Training_Young
281,0.7259786476868327,quantile_none,Training_Young
282,0.7304964539007093,quantile_none,Training_Young
283,0.7279151943462897,quantile_none,Training_Young
284,0.7253521126760564,quantile_none,Training_Young
285,0.7228070175438597,quantile_none,Training_Young
286,0.7202797202797203,quantile_none,Training_Young
287,0.7212543554006968,quantile_none,Training_Young
288,0.7222222222222222,quantile_none,Training_Young
289,0.7231833910034602,quantile_none,Training_Young
290,0.7206896551724138,quantile_none,Training_Young
291,0.7216494845360825,quantile_none,Training_Young
292,0.7191780821917808,quantile_none,Training_Young
293,0.7167235494880546,quantile_none,Training_Young
294,0.7210884353741497,quantile_none,Training_Young
295,0.7186440677966102,quantile_none,Training_Young
296,0.722972972972973,quantile_none,Training_Young
297,0.7239057239057239,quantile_none,Training_Young
298,0.7214765100671141,quantile_none,Training_Young
299,0.7224080267558528,quantile_none,Training_Young
300,0.7266666666666667,quantile_none,Training_Young
1,0,vsn_none,Training_Young
2,1,vsn_none,Training_Young
3,1,vsn_none,Training_Young
4,0.75,vsn_none,Training_Young
5,0.8,vsn_none,Training_Young
6,0.8333333333333334,vsn_none,Training_Young
7,0.7142857142857143,vsn_none,Training_Young
8,0.75,vsn_none,Training_Young
9,0.6666666666666666,vsn_none,Training_Young
10,0.8,vsn_none,Training_Young
11,0.9090909090909091,vsn_none,Training_Young
12,0.8333333333333334,vsn_none,Training_Young
13,0.9230769230769231,vsn_none,Training_Young
