pathway,pval,padj,NES,size,leadingEdge,database,ES,log2err,contrast
GOBP_REGULATION_OF_GLYCOLYTIC_PROCESS,0.852589641434263,0.9799918413967529,0.7112712027333863,15,UCHL1;ACTN3;PFKFB1,GO:BP,0.24649943891588905,0.01597087996562732,Reversal
GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY,0.8547233722243132,0.9805901701888524,0.7734816376223494,45,RPS7;RPL23;BANF1;GAPDH;RPL11;CAMK2A;RPL5;CHP1,GO:BP,0.20312409636493603,0.015816870843410945,Reversal
GOBP_RECEPTOR_INTERNALIZATION,0.8558119839085327,0.980660505807143,-0.7428423705878274,24,LRPAP1;UBQLN2;ITGB1,GO:BP,-0.22317733051198343,0.017517780540212132,Reversal
GOBP_REGULATION_OF_CHEMOTAXIS,0.8567362428842504,0.980660505807143,0.7286537445957214,23,MAPK1;HSPB1;TMSB4X;THBS4;DUSP3;DDT;C1QBP,GO:BP,0.2251937883318478,0.01590328175623272,Reversal
GOBP_ALPHA_BETA_T_CELL_ACTIVATION,0.8783552255853798,0.9819210252650798,0.6870780894117035,16,RPL22,GO:BP,0.23409818108074537,0.015589130970345214,Reversal
GOBP_CARTILAGE_DEVELOPMENT,0.862454942136217,0.9819210252650798,0.7007724493548638,15,MUSTN1;COL3A1;DDRGK1;COL1A1,GO:BP,0.24286097189068578,0.015804116660095315,Reversal
GOBP_CELLULAR_RESPONSE_TO_ALCOHOL,0.865024215624342,0.9819210252650798,-0.7050751117902405,16,SOD2;GNB1,GO:BP,-0.23630199017120787,0.017279975192632177,Reversal
GOBP_CYTOKINESIS,0.8591459528362014,0.9819210252650798,-0.764586288164553,39,CDC42;SH3GLB1;SEPTIN2;SEPTIN9;CHMP2A;PDXP;VPS4A;RHOA;CUL3;SEPTIN11;ACTR3;MYH14;PDCD6IP,GO:BP,-0.20307204996576989,0.017510508435688712,Reversal
GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT,0.8731698041452748,0.9819210252650798,0.748935974026471,41,TMED1;VAPB;ERGIC1;VCP;COPG1;COPB2;TFG;COPA;BCAP29;BCAP31;SEC23IP,GO:BP,0.2005503966979055,0.015658309637246567,Reversal
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT,0.8762733446519525,0.9819210252650798,-0.7028899624669183,17,CHMP2A;RAB12;VPS4A,GO:BP,-0.23184556813732024,0.01720523303124726,Reversal
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.8776119402985074,0.9819210252650798,-0.7760872415522243,63,SOD2;PPIA;PRKDC;CLU;CUL1;CUL4A;GPX1;TXNDC12;PPIF;CUL5;DIABLO;TRAP1;NOL3;CUL3;PARK7;HNRNPK;ARL6IP5;UBQLN1,GO:BP,-0.18680459097490446,0.01725145027665743,Reversal
GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY,0.8631154499151104,0.9819210252650798,-0.7155889621564953,17,CHMP2A;VPS4A;VPS36;VPS28,GO:BP,-0.23603428465771617,0.017427177829208905,Reversal
GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,0.8764855687606112,0.9819210252650798,-0.7026824207476008,17,ADIPOQ;GSTP1;NLRX1;GPX1;APOE;SOD1;GNAS;HLA-DRB1;VPS35,GO:BP,-0.2317771112942911,0.017201684786716444,Reversal
GOBP_PEPTIDE_METABOLIC_PROCESS,0.8742174160500854,0.9819210252650798,0.6880962823620275,15,GCLM;MGST2;IDE;ERAP1;DNPEP,GO:BP,0.2384678964514858,0.015607962704617477,Reversal
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,0.8775937559489815,0.9819210252650798,0.6877140518960253,16,CAPN3;STAC3;CASQ1;JPH2;ATP2A1;STIM1;CACNB3,GO:BP,0.23431486338092294,0.015601682539343523,Reversal
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT,0.8614218009478672,0.9819210252650798,0.718649750933021,22,CAPN3;STAC3;CAMK2A;CASQ1,GO:BP,0.22451275542579963,0.01581049223071133,Reversal
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,0.8717349755786791,0.9819210252650798,-0.7063375708788749,18,MAVS;EMD;TARDBP;PPM1A;YWHAE,GO:BP,-0.22898565586282696,0.01729068852988103,Reversal
GOBP_POSITIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS,0.8674825912639798,0.9819210252650798,-0.7117151469657603,19,RIDA;HNRNPD;KHSRP;TARDBP;PNPT1;PAIP1;AGO2;DCPS;HNRNPU,GO:BP,-0.22702869371864354,0.01726927086170245,Reversal
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,0.8755574431938841,0.9819210252650798,-0.7329913685391205,28,GDI1;TBC1D24;ITGB1;MECP2;PRMT5;MAP2K2;UFL1;PAK1,GO:BP,-0.21186981234521618,0.017226543251617005,Reversal
GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS,0.8755574431938841,0.9819210252650798,-0.7329913685391205,28,GDI1;TBC1D24;ITGB1;MECP2;PRMT5;MAP2K2;UFL1;PAK1,GO:BP,-0.21186981234521618,0.017226543251617005,Reversal
GOBP_RECOMBINATIONAL_REPAIR,0.8664536741214057,0.9819210252650798,-0.7208543168388967,20,HDGFL2;NUCKS1;RPA1;XRCC6;RPA2,GO:BP,-0.22720105765531012,0.017423567151980957,Reversal
GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,0.8726591760299626,0.9819210252650798,0.7942813453804307,83,CAMK2D;FLNA;ACTN4;SNTA1;ACTN2;CAPN3;HRC;CALM1;STAC3;FXYD1;AKT2;TMSB4X;TRDN;CASQ1,GO:BP,0.1841418119744207,0.015445618772412684,Reversal
GOBP_RESPONSE_TO_VIRUS,0.877668659265585,0.9819210252650798,-0.761123207308455,49,MAVS;CLU;CALR;NPC2;ATAD3A;DHX15;IFITM1;NT5C3A;HCFC2;BST2;AIMP1;DDX17;AKAP1;DEFA3;PHB2;TOMM70;PPM1B;IFIT2;CFL1,GO:BP,-0.1926528795487053,0.01726927086170245,Reversal
GOBP_STEM_CELL_DIFFERENTIATION,0.8687251373366168,0.9819210252650798,0.7182042197729864,24,RPS7;MAPK1,GO:BP,0.2189322784133202,0.01567723837883564,Reversal
GOBP_VIRAL_LIFE_CYCLE,0.8623734654318329,0.9819210252650798,-0.7942518813180536,69,MAVS;HMGB1;RAD23A;PPIA;ITGB1;NUCKS1;SCARB2;CTSB;CHMP2A;VPS4A;IFITM1;BST2;LGALS1;TFRC;VPS28;APOE;NECTIN1;PDCD6IP;STOM;JPT2,GO:BP,-0.18776908716605564,0.017656750820011873,Reversal
GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,0.8823780098018326,0.9820486155601792,-0.7503766613792024,44,LRG1;APPL1;ITGB1;FBN1;UBE2D1;PPM1A;GOT1;LTBP3;PXN;SPRED2,GO:BP,-0.19423318168904274,0.01716271906872995,Reversal
GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS,0.8807373965387509,0.9820486155601792,0.7685234872586725,60,MT-ND2;NDUFA1;MT-ND4;NDUFA6;MT-ND5;NDUFA11;NDUFS2;NDUFA10;MT-ND1;NDUFA13;NDUFB6;NDUFAB1;NDUFA8;NDUFS4;ATP5PF;NDUFV3;NDUFA7;NDUFA12;NDUFV2;NDUFB5;MT-ATP8;NDUFB3;MT-ND3;MT-ATP6;NDUFB9;SDHC;NDUFC2,GO:BP,0.18985852211086596,0.015377515086476244,Reversal
GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,0.8815035039286473,0.9820486155601792,-0.6960685932938274,18,HMGB1;CALR;RTN4;RHOA;APOD;OXSR1,GO:BP,-0.2256565839511815,0.017127398564942026,Reversal
GOBP_T_CELL_PROLIFERATION,0.8799324752057396,0.9820486155601792,-0.6991674553277633,19,HMGB1;STAT5B;PTPN11;TFRC;PPP3CB;HLA-A,GO:BP,-0.22302612885276485,0.017060557225755727,Reversal
GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,0.8835006630043569,0.9822103609727642,0.7161161151444255,27,FLNA;RPS3;CAMK2A;CHP1;DDRGK1,GO:BP,0.2115504551825849,0.015433210910973627,Reversal
GOBP_LAMELLIPODIUM_ASSEMBLY,0.8871274571972099,0.9851525905891667,-0.684791968130392,15,CDC42;ITGB1;CDH13,GO:BP,-0.23408173064576293,0.016966168206513067,Reversal
GOBP_MITOCHONDRIAL_TRANSLATION,0.8883614961078413,0.9852585173973638,0.7389706527660205,42,MRPL9;MRPL13;MRPL1;MRPS21;MRPL22;DDX3X;MRPS18B;C1QBP;TUFM;MRPS18A;SHMT2;MRPL38;MRPL36;MRPS5;LRPPRC;MRPS25;MRPL37;MRPL53;MRPL4,GO:BP,0.19718552226562736,0.015386781926602871,Reversal
GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION,0.8891835574919492,0.9852585173973638,0.6965309626938493,24,KLHL40;RPS2,GO:BP,0.2123255565056253,0.015340510532764674,Reversal
GOBP_ORGANOPHOSPHATE_ESTER_TRANSPORT,0.8920127795527156,0.985505304897653,-0.6980910176102954,20,NPC2;SCARB2;APOC2;DBI;APOE,GO:BP,-0.22002645171947804,0.016997554082365206,Reversal
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,0.890881913303438,0.985505304897653,0.7815172954866159,88,MT-CO1;MT-ND2;NDUFA1;MT-ND4;COX5B;NDUFA6;UQCR10;MT-ND5;ATP6V1H;GHITM;ATP6V1E1;ATP1A1;NDUFS2;NDUFA10;UQCRFS1;MT-ND1;SLC25A3;NDUFB6;NDUFA8;NDUFS4;ATP5PF;NDUFV3;NDUFA7;NDUFA12;NDUFV2;NDUFB5;MT-ATP8;NDUFB3;ATP1B1;MT-ND3;MT-ATP6;NDUFB9;NDUFC2;UQCRH;NDUFA2;COX7A2L;MT-CO3;NDUFB1;NDUFB8;MT-CO2;NDUFS7;ATP5ME;NDUFB10;ATP6V1A;COX5A,GO:BP,0.1792734827380209,0.015114496940275616,Reversal
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,0.8923480870217554,0.985505304897653,0.7255354959819735,37,FLNA;BAG3;CCT5;CCT7;LMNA;CCT4;CHP1;JUP,GO:BP,0.19806783876095957,0.015144823308697269,Reversal
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST,0.8935580204778157,0.9857582992098846,-0.741098541471716,45,HMGB1;PPIA;ITGB1;SCARB2;CTSB;CHMP2A;VPS4A;LGALS1;TFRC;NECTIN1;HSPD1,GO:BP,-0.19089766789518023,0.01699406296936286,Reversal
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE,0.895978100652769,0.9859664201672764,-0.6761293376126226,16,CTSZ;AGT;RTN4,GO:BP,-0.22660097544123065,0.01676572070443953,Reversal
GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,0.8966898587391946,0.9859664201672764,-0.7359136951274085,41,CDC42;GDI1;TBC1D24;DPYSL3;SCARB2;SEPTIN9,GO:BP,-0.19329038872103524,0.016772581036692994,Reversal
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY,0.8958570885594831,0.9859664201672764,0.7135701492382003,30,RPS12;PPP1CA;RACK1;VCP;G3BP1;JUP;DDX3X;HSP90B1;COL1A1;PIN1;CSNK2A1;UBE2B;GSK3B,GO:BP,0.20466297298037317,0.015279058016822068,Reversal
GOBP_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS,0.8991293268209811,0.9868107961899452,-0.6750770644888759,18,MICU1;XRCC6;AKR1B1;RCSD1;OXSR1;LETM1;MYLK;FBP1,GO:BP,-0.21885139732492806,0.01683793675366344,Reversal
GOBP_REGULATION_OF_CIRCADIAN_RHYTHM,0.9004034826927161,0.9868107961899452,-0.6741921829216301,18,PRKDC;HNRNPD;TARDBP,GO:BP,-0.21856452997652326,0.016817262304136885,Reversal
GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS,0.9003181336161188,0.9868107961899452,-0.7353836466874593,43,PRDX6;RIDA;NCL;HNRNPD;KHSRP;TARDBP;PRMT5;PNPT1;WDR77;DDX17;HNRNPK,GO:BP,-0.19102595406770664,0.016800058884020336,Reversal
GOBP_CARDIAC_CHAMBER_DEVELOPMENT,0.901890359168242,0.9873636285011801,0.6676135018644469,17,TPM1;NACA;CRELD1;MYH7,GO:BP,0.22323261285611093,0.015105411989579732,Reversal
GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION,0.9043052003410059,0.9887168812549971,-0.726493024330356,38,PRUNE1;FKBP4;GSK3A;MECP2;CHMP2A;TPPP;CLASP2;RHOA;PAK1;PPP2CA;PDCD6IP,GO:BP,-0.19450568863167558,0.016806937498655725,Reversal
GOBP_RESPONSE_TO_CAMP,0.9050940604523356,0.9887168812549971,-0.6653531166196585,15,ADIPOQ;ASS1;PNPT1;RAP1A;FBP1;FDX1;ATP5PO,GO:BP,-0.22743696812639286,0.016673460859496215,Reversal
GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS,0.9067313779278329,0.9894300052306971,-0.6717822714957231,19,HMGB2;STAT5B,GO:BP,-0.21429057989172512,0.01662248809718291,Reversal
GOBP_CHAPERONE_MEDIATED_PROTEIN_FOLDING,0.9089874857792947,0.9899111908422187,0.7158606896671944,40,ERO1A;HSPB1;CCT5;UNC45B;CCT7;CCT4;HSPE1;HSPA14;HSPA8;CCT3;TCP1;HSPA5;HSPH1;HSPA9;CSNK2A1;CCT8,GO:BP,0.19251443405836355,0.015035957985302379,Reversal
GOBP_METENCEPHALON_DEVELOPMENT,0.909685587676725,0.9899111908422187,-0.6691941312670932,19,SLC25A46;MECP2;HNRNPD;PTPN11;AARS1;PAK1,GO:BP,-0.21346499384403236,0.01657509357008807,Reversal
GOBP_MODULATION_OF_PROCESS_OF_ANOTHER_ORGANISM,0.9101273038191146,0.9899111908422187,0.6667481448394494,19,PSMC3;GSN;VAPB;CAV2;EEF1A1,GO:BP,0.2165356987095108,0.015048011980352091,Reversal
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY,0.9130342334679992,0.9919993563625288,-0.6745270868092109,21,STAT5B;AZGP1;PPP3CB;HLA-A;PRDX1;HLA-DRB1;IGHG1;VAMP2;B2M;GRB2;LAMP1;HLA-B,GO:BP,-0.20948339920505035,0.016632666627407384,Reversal
GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,0.92351061830482994,0.9943333916248538,0.7307844045483124,61,CAMK2D;FLNA;CAPN3;HRC;ERO1A;CALM1;STAC3;TRDN;CASQ1;ATP2A3;TMEM38A;GHITM,GO:BP,0.17982503284300816,0.014679087835659816,Reversal
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.9165959252971138,0.9943333916248538,-0.6847829493874282,25,HMGB1;ANXA3;KARS1;PCYT1A;LGALS1;TFRC;HSPD1,GO:BP,-0.20377433079705054,0.016548088429981435,Reversal
GOBP_CELL_REDOX_HOMEOSTASIS,0.9246676514032496,0.9943333916248538,-0.6511566551216085,19,PRDX6;TXNRD1;GPX1;PRDX1;ERP44;APEX1;TXNRD2;NNT,GO:BP,-0.20771125280767982,0.016337356590389873,Reversal
GOBP_CHROMOSOME_LOCALIZATION,0.9303904923599321,0.9943333916248538,-0.6642872592111794,25,CDC42;BUB3;CHMP2A;VPS4A;CUL3;ABRAXAS2;ACTR3;PDCD6IP,GO:BP,-0.1976753244569761,0.016330722037680188,Reversal
GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS,0.9310126582278481,0.9943333916248538,-0.6773264062277512,30,GDI1;ITGB1;RTN4;CLASP2;PPP3CB;PLAA;APOE;PAK1;DNM2;CFL1;RAB21,GO:BP,-0.19231139164953526,0.016234896335190648,Reversal
GOBP_ERAD_PATHWAY,0.9217654858874786,0.9943333916248538,0.6748216606871065,27,CCDC47;PSMC6;NPLOC4;VCP;BCAP31;HSP90B1;HSPA5;USP14;UBXN6;STUB1;ERLIN2,GO:BP,0.19935151083233726,0.014820749471537642,Reversal
GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,0.9289576729442476,0.9943333916248538,0.7528408329158968,84,DYNLT1;RPS15;ACTN4;KPNB1;MAPT;DYNC1H1;UCHL1;S100A13;EZR;MAPRE1;LMNA;MYH9;COPG1;MAP2K1;TFG,GO:BP,0.17391567257163956,0.014480788521123847,Reversal
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE,0.9275854746230622,0.9943333916248538,-0.6396679056333313,18,TIMM10;TIMM8A;TOMM70;TMEM126A;SAMM50;MTCH2;ROMO1,GO:BP,-0.20737219842857157,0.016383892852789756,Reversal
GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION,0.9248248035676364,0.9943333916248538,-0.6768217604913002,28,TST;DDX19A;XPO1;KHSRP;PNPT1,GO:BP,-0.19563409003334986,0.016427253904427203,Reversal
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,0.9174573055028463,0.9943333916248538,0.6676009443055889,23,FLNA;COL3A1;MYH9;ZYX;LAMA2;NME2;NID1,GO:BP,0.2063251398310007,0.014913002792086152,Reversal
GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH,0.927451350840733,0.9943333916248538,0.6461200391940396,18,SPAG9;CRYAB;RACK1,GO:BP,0.2129700097741556,0.014693778214554032,Reversal
GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS,0.9295078852365571,0.9943333916248538,0.6431675048079936,19,YBX3;C1QBP;FXR1;U2AF2;YBX1;QKI,GO:BP,0.20887755911849887,0.014743839785784254,Reversal
GOBP_REGULATION_OF_CELL_MATRIX_ADHESION,0.9207667731629393,0.9943333916248538,-0.6661353150416512,20,CDH13;CLASP2;RHOA;LIMCH1;APOD;CFL1;RAC1;RRAS,GO:BP,-0.209954556119889,0.01653460686676211,Reversal
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,0.9269033605468008,0.9943333916248538,0.7044032143935597,42,RPS7;RPS3;HSPB1;RACK1;YBX3;DDX3X;MAP2K1;RPL26;BCAP31,GO:BP,0.1879616128135469,0.01477337080308941,Reversal
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL,0.9206281833616299,0.9943333916248538,-0.6785232694893921,25,SOD2;ALB;PPIF;GOT1;PARK7;ARL6IP5;BCO2;SOD1;ATP5IF1;NNT,GO:BP,-0.20191160614339626,0.016484175029056608,Reversal
GOBP_VIRAL_RELEASE_FROM_HOST_CELL,0.9218517732002548,0.9943333916248538,-0.648293064276963,18,PPIA;CHMP2A;VPS4A,GO:BP,-0.2101683651487921,0.016474112052841768,Reversal
GOBP_AMINO_ACID_ACTIVATION,0.9342527866994144,0.9949490450399088,0.6580185454441558,26,NARS1;IARS1;YARS1;RARS1;QARS1;LARS1;TARS1;SARS1;MARS1,GO:BP,0.19624967505017837,0.014588344905958728,Reversal
GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS,0.9339123867069486,0.9949490450399088,0.6706381054673313,29,PLEC;DCTN3,GO:BP,0.19396573449433657,0.014585427318401295,Reversal
GOBP_DE_NOVO_PROTEIN_FOLDING,0.9362948960302457,0.9949490450399088,0.6245314646202799,17,ERO1A;HSPE1;HSPA14;HSPA8;HSPA5;HSPH1;HSPA9,GO:BP,0.20882709871608623,0.014565020881225726,Reversal
GOBP_DNA_BIOSYNTHETIC_PROCESS,0.9488003022860382,0.9949490450399088,0.6136170589346734,18,CCT5;VCP;CCT7;CCT4;CCT3;TCP1;CCT8;HSP90AB1;HNRNPA1;CCT2;CCT6A,GO:BP,0.20225658254140638,0.014365409491295094,Reversal
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,0.9431601272534464,0.9949490450399088,-0.6876329666457075,43,FXN;TFAM;TACO1;ATPAF2;COA3;LYRM7;ATP5F1D;CHCHD7;CHCHD4,GO:BP,-0.17862206223050597,0.016123431235903034,Reversal
GOBP_MITOTIC_CYTOKINESIS,0.9496066340633638,0.9949490450399088,-0.6219275553669517,21,CHMP2A;VPS4A;RHOA;MYH14;PDCD6IP;ARL3;CFL1,GO:BP,-0.1931479119301946,0.016061549708216365,Reversal
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE,0.9485387547649301,0.9949490450399088,-0.6566917112134465,31,YWHAZ;ADIPOQ;GSTP1;NLRX1;GPX1;APOE;HLA-A;SOD1;PPM1B;GNAS;HLA-DRB1;SERPING1;VPS35,GO:BP,-0.1850404646533028,0.016019375895762217,Reversal
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,0.9445742195795286,0.9949490450399088,-0.6182108372658359,18,FBN1;UBE2D1;PPM1A;SPRED2,GO:BP,-0.2004160897978061,0.01612016707681707,Reversal
GOBP_OXIDATIVE_PHOSPHORYLATION,0.940836132885405,0.9949490450399088,0.7541292870529072,105,MT-CO1;MT-ND2;NDUFA1;MT-ND4;ACTN3;COX6A2;VCP;COX5B;NDUFA6;UQCR10;MT-ND5;NDUFA11;GHITM;MACROH2A1;COX7A2;NDUFS2;NDUFA10;SHMT2;UQCRFS1;UQCRB;CYCS;MT-ND1;NDUFA13;NDUFB6;NDUFAB1;NDUFA8;NDUFS4;ATP5PF;NDUFV3;NDUFA7;NDUFA12;COX6C;NDUFV2;COX7C;NDUFB5;MT-ATP8;NDUFB3;MT-ND3;MT-ATP6;NDUFB9;SDHC;NDUFC2;UQCR11;COA6;UQCRH;NDUFA2;COX7A2L;MT-CO3;NDUFB1;NDUFB8;MT-CO2;NDUFS7;ATP5ME;NDUFB10;UQCRQ,GO:BP,0.1676218257248468,0.014310925119337061,Reversal
GOBP_POSITIVE_REGULATION_OF_BINDING,0.9480296973158195,0.9949490450399088,0.6049033936771671,16,EIF3C,GO:BP,0.206099985389787,0.014486581795884163,Reversal
GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,0.9407047900400929,0.9949490450399088,-0.626980229349692,19,HMGB1;PTPN11;GNAI2;RAP1A;APOE;PHB2,GO:BP,-0.19999925962447446,0.01608756978243887,Reversal
GOBP_POSITIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,0.9488293051359517,0.9949490450399088,0.6472841752020333,29,KLHL40;RPS2;VCP;DCUN1D1;DDX3X,GO:BP,0.18721117909357923,0.014356793083006381,Reversal
GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION,0.9503990877993158,0.9949490450399088,0.6455403481142618,30,RPS15;EZR;LMNA;ATAD1;AP2M1;MAP2K1;FXR1;RABEP1,GO:BP,0.1851509721432403,0.014425868431193646,Reversal
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,0.9426306850349122,0.9949490450399088,0.6334998189376667,21,NACA;DDRGK1;BCAP29;BCAP31;BTF3;HSPA5;VAPA,GO:BP,0.20026922557166982,0.014443189004793496,Reversal
GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS,0.9462457337883959,0.9949490450399088,-0.6839817593615138,45,PRUNE1;FKBP4;GSK3A;MECP2;XPO1;CHMP2A;TPPP;CLASP2;RHOA;PAK1;PPP2CA;PDCD6IP,GO:BP,-0.17618510284160174,0.016159390383714275,Reversal
GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,0.9488003022860382,0.9949490450399088,0.61336341599686794,18,NACA;ACTN3;LMOD3;LAMA2;YBX1;NID1;RPL3L;LAMC1,GO:BP,0.20217297835694098,0.014365409491295094,Reversal
GOBP_REGULATION_OF_PROTEIN_BINDING,0.9444127165429278,0.9949490450399088,0.6106099945927801,16,XIRP1;RACK1;RPL11,GO:BP,0.20804431299255277,0.01454173485828657,Reversal
GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,0.9424139396515087,0.9949490450399088,-0.6583598132403368,29,LRG1;FBN1;UBE2D1;PPM1A;GOT1;SPRED2,GO:BP,-0.1884130778901947,0.01616266426456248,Reversal
GOBP_SYMBIONT_ENTRY_INTO_HOST,0.9382034402208537,0.9949490450399088,-0.6581123833241491,26,HMGB1;ITGB1;SCARB2;CTSB;LGALS1;TFRC;NECTIN1,GO:BP,-0.19369000268795059,0.01621844510492709,Reversal
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION,0.9565400843881856,0.9959235202239584,-0.6828076448331187,53,HMGB1;PPIA;ITGB1;SCARB2;GPX1;CTSB;CHMP2A;VPS4A;BST2;LGALS1;TFRC;NECTIN1;HSPD1,GO:BP,-0.1697182589997199,0.015842415789836778,Reversal
GOBP_CALCIUM_ION_TRANSPORT,0.9583644510828977,0.9959235202239584,0.711953974129365,76,CAMK2D;FLNA;CAPN3;HRC;ERO1A;CALM1;STAC3;CAMK2A;CAMK2B;TRDN;CASQ1,GO:BP,0.1673865211322741,0.014049940543588296,Reversal
GOBP_GOLGI_VESICLE_TRANSPORT,0.9585365853658536,0.9959235202239584,0.7014685129128403,71,TMED1;RACK1;VAPB;ERGIC1;VCP;COPG1;COPB2;TFG;COPA;BCAP29;BCAP31;RABEP1;SEC23IP;SPTBN1;KRT18;VPS13A;VAPA;HYOU1;VPS13C;LMAN1;NSF;MYO18A;AP2A1,GO:BP,0.16734668372218126,0.014117578326857193,Reversal
GOBP_MEMBRANE_BIOGENESIS,0.9569994317105512,0.9959235202239584,0.6098875797513957,24,BANF1;CAV2;SPTBN1;ANXA2;IQGAP1,GO:BP,0.18591380241843128,0.014279474619291273,Reversal
GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT,0.9524081477251095,0.9959235202239584,0.596002507955555,16,KPNB1;MAPRE1,GO:BP,0.20306731531989572,0.014420099525711027,Reversal
GOBP_MRNA_TRANSPORT,0.9576144834930778,0.9959235202239584,-0.6110722779504012,20,DDX19A;XPO1;KHSRP;NUTF2;SRSF1;HNRNPA2B1;DHX9;SRSF3;NUP133;SEC13;G3BP2;HNRNPA1;LRPPRC;SARNP;ALYREF;QKI;EIF4E;DDX39B;MVP;FXR1,GO:BP,-0.19259962049335863,0.015964427209939243,Reversal
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,0.9592576791808873,0.9959235202239584,-0.666559139750237,45,YWHAZ;RTCA;ADIPOQ;GSTP1;NLRX1;GPX1;TSPAN8;CLASP2;TMX1;APOE;HLA-A;SOD1;PPM1B;GNAS;PADI2;HLA-DRB1;SERPING1;VPS35,GO:BP,-0.17169725505038527,0.015961202007294003,Reversal
GOBP_PROSTANOID_METABOLIC_PROCESS,0.9550084889643463,0.9959235202239584,-0.6014588314562861,17,GSTP1;FABP5;PTGES3;AKR1B1;PLAA,GO:BP,-0.19838889717642602,0.015951531094362426,Reversal
GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS,0.9613578138343296,0.9960459823747436,-0.6696032455269808,49,PRDX6;LUC7L2;NCL;SF3B2;KHSRP;DHX15;PRMT5;WDR77;NOL3;DDX17;HNRNPK,GO:BP,-0.16948766266386128,0.01594186721381903,Reversal
