gene,fcm_cluster,fcm_membership,wgcna_module,concordance_quadrant,reversal_quadrant
KPNA6,C3,0.9537817589531228,Brown,Conc. Up,Reversed (Aging Down / Training Up)
USO1,C1,0.9998817728142944,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
EDF1,C3,0.9932535236087244,Black,Conc. Down,Exacerbated Down
DNAJA2,C3,0.9995207704516864,Brown,Conc. Up,Reversed (Aging Down / Training Up)
CUTA,C3,0.5998383993902354,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
PFDN1,C1,0.8009518442369821,Green,Conc. Down,Exacerbated Down
WDR1,C3,0.8167398310791494,Brown,Conc. Up,Reversed (Aging Down / Training Up)
LDB3,C4,0.9999997764639544,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
CLASP2,C2,0.998409463245161,Red,Conc. Down,Reversed (Aging Up / Training Down)
COBL,C1,0.7505257077792513,Turquoise,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
CPNE3,C3,0.8067390434034231,Yellow,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
CLUH,C2,0.9997330961567954,Yellow,Conc. Up,Exacerbated Up
CAND2,C3,0.9879612728142816,Brown,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
COQ9,C2,0.9935019558569352,Blue,Conc. Down,Reversed (Aging Up / Training Down)
GGCT,C1,0.9847094516194814,Turquoise,Conc. Down,Exacerbated Down
NDUFS7,C2,0.9500044417049284,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
RTN2,C3,0.9828419960771272,Yellow,Disc. YUp/ODn,Exacerbated Down
NDUFS2,C2,0.9741661841460976,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
NIPSNAP2,C2,0.9999873418743688,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
CILP,C4,0.9995202628644454,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
ATP6V1G1,C3,0.9989964590322968,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
VPS4B,C1,0.800320967864268,Turquoise,Disc. YDn/OUp,Exacerbated Up
SH3BGRL,C1,0.9758547452525846,Pink,Conc. Up,Reversed (Aging Down / Training Up)
FLNB,C3,0.9987419054399108,Brown,Conc. Up,Reversed (Aging Down / Training Up)
NDUFS6,C2,0.9902550720533838,Red,Disc. YDn/OUp,Exacerbated Up
CS,C2,0.9999998602881548,Blue,Conc. Down,Reversed (Aging Up / Training Down)
SEC22B,C3,0.9970766682491,Brown,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
MTX2,C2,0.8307945107635312,Red,Conc. Down,Reversed (Aging Up / Training Down)
NDUFB1,C2,0.9953020303747112,Red,Conc. Down,Exacerbated Down
PMPCB,C2,0.9991671229929288,Blue,Disc. YDn/OUp,Exacerbated Up
NDUFS3,C2,0.9994427798035704,Red,Conc. Down,Reversed (Aging Up / Training Down)
ECI2,C2,0.9999003358667394,Blue,Conc. Down,Reversed (Aging Up / Training Down)
BANF1,C4,0.9813783287391408,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
CSDE1,C4,0.9447295105307768,Black,Disc. YUp/ODn,Exacerbated Down
PRKRA,C4,0.9981987573637018,Black,Conc. Up,Reversed (Aging Down / Training Up)
LYPLA1,C2,0.995828221843861,Red,Disc. YDn/OUp,Exacerbated Up
TIPRL,C1,0.7780030070319887,Yellow,Conc. Up,Reversed (Aging Down / Training Up)
PPM1B,C4,0.5300910584550932,Yellow,Disc. YDn/OUp,Exacerbated Up
SLC25A12,C2,0.999978257644444,Red,Disc. YDn/OUp,Exacerbated Up
TCEA3,C4,0.9910847849932134,Blue,Disc. YDn/OUp,Exacerbated Up
EIF3G,C3,0.9796860221890232,Turquoise,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
EIF3J,C4,0.5934784745170586,Yellow,Conc. Up,Reversed (Aging Down / Training Up)
PSMD10,C1,0.9905798205837366,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
IDH1,C1,0.9969679409309762,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
SCO1,C2,0.9911395807914384,Magenta,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
ARL6IP5,C3,0.9971122146129422,Brown,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
DYSF,C3,0.9999854055792428,Brown,Conc. Up,Reversed (Aging Down / Training Up)
DCTN3,C1,0.9996260671789988,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
ATP5PD,C2,0.9999924671983602,Magenta,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
FLOT1,C1,0.98417910019873,Yellow,Conc. Up,Exacerbated Up
ATP5MG,C2,0.9999128487885248,Magenta,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
GLRX3,C3,0.8173126791458409,Brown,Conc. Up,Reversed (Aging Down / Training Up)
SNCG,C4,0.5179850043794706,Turquoise,Conc. Up,Exacerbated Up
BAIAP3,C2,0.9997505259685838,Magenta,Conc. Down,Exacerbated Down
TOMM70,C2,0.9561802836763368,Yellow,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
TMEM63A,C3,0.999537180832255,Brown,Conc. Up,Exacerbated Up
PLPBP,C1,0.999969472924988,Pink,Conc. Down,Reversed (Aging Up / Training Down)
ERLIN2,C4,0.998350051101364,Black,Conc. Down,Exacerbated Down
ENDOD1,C1,0.4945874149351955,Brown,Conc. Up,Reversed (Aging Down / Training Up)
SEC31A,C3,0.9979978995449392,Brown,Conc. Up,Exacerbated Up
NDUFB6,C2,0.9999215662267,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
MFN2,C3,0.6481874901505706,Magenta,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
NDUFA3,C2,0.9991189256375448,Red,Conc. Down,Exacerbated Down
NDUFB4,C2,0.9993862915887198,Red,Conc. Down,Reversed (Aging Up / Training Down)
NDUFB8,C2,0.985194071018279,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
NDUFA7,C2,0.9904109889588826,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
RTN3,C3,0.987311348108366,Brown,Conc. Up,Exacerbated Up
LETM1,C2,0.999985707362406,Blue,Conc. Up,Exacerbated Up
STBD1,C3,0.9708935202552,Brown,Disc. YUp/ODn,Exacerbated Down
ZRANB2,C1,0.9992649175066524,Pink,Disc. YDn/OUp,Exacerbated Up
EPM2A,C4,0.4275133613603913,Turquoise,Conc. Down,Exacerbated Down
VAPB,C4,0.9851840439941262,Green,Conc. Down,Exacerbated Down
NDUFC2,C2,0.9977835349316256,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
NDUFA10,C2,0.8419336984783269,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
PGLS,C2,0.7350743333609442,Blue,Conc. Down,Reversed (Aging Up / Training Down)
LYPLA2,C3,0.9750705496366684,Turquoise,Conc. Down,Exacerbated Down
IPO7,C3,0.8995667799525335,Yellow,Disc. YUp/ODn,Exacerbated Down
ARIH2,C4,0.9997754520588608,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
SVIL,C4,0.6103019151927125,Green,Disc. YUp/ODn,Exacerbated Down
H6PD,C1,0.998923794192054,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
MPC2,C2,0.999430393157872,Magenta,Disc. YUp/ODn,Exacerbated Down
ETHE1,C2,0.9999858167171736,Magenta,Conc. Down,Exacerbated Down
ACSL3,C3,0.9942290817249716,Brown,Disc. YUp/ODn,Exacerbated Down
ASMTL,C4,0.8893525579790476,Green,Conc. Down,Reversed (Aging Up / Training Down)
SNAP29,C3,0.7391660791310226,Pink,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
OXSR1,C1,0.9987769695555672,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
LSM8,C4,0.8166799222199302,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
AP2A1,C3,0.9997829902053356,Brown,Conc. Up,Exacerbated Up
BAG2,C1,0.6832019225048935,Turquoise,Disc. YUp/ODn,Exacerbated Down
BAG3,C4,0.9659993882739832,Brown,Conc. Up,Reversed (Aging Down / Training Up)
MLYCD,C2,0.9999943347434492,Blue,Conc. Down,Reversed (Aging Up / Training Down)
AIFM1,C2,0.99999677460155,Magenta,Conc. Down,Exacerbated Down
BPNT1,C1,0.8007423778611801,Yellow,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
DDAH2,C3,0.9996714914576992,Pink,Conc. Up,Exacerbated Up
ABHD16A,C3,0.8752520232671983,Blue,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
TXNDC12,C3,0.9562301503465828,Pink,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
NUDT3,C2,0.4748753486084716,Blue,Conc. Down,Reversed (Aging Up / Training Down)
NDUFB10,C2,0.9995141991750962,Red,Conc. Down,Exacerbated Down
TOMM40,C2,0.969342443035796,Red,Disc. YDn/OUp,Exacerbated Up
PEX11B,C3,0.6156461503217961,Blue,Conc. Down,Reversed (Aging Up / Training Down)
CYB5A,C1,0.9017594288259084,Blue,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
ADH1B,C1,0.9939218520658032,Pink,Conc. Down,Reversed (Aging Up / Training Down)
GLUD1,C2,0.9978761140121296,Blue,Conc. Up,Exacerbated Up
CYB5R3,C3,0.9999591952217076,Brown,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
GSR,C3,0.9675208090335408,Brown,Conc. Up,Reversed (Aging Down / Training Up)
MT-CO1,C4,0.6229841610735771,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
MT-CO2,C2,0.9987563992231502,Red,Conc. Down,Exacerbated Down
MT-CO3,C2,0.8386968064223655,Red,Conc. Down,Exacerbated Down
CP,C1,0.9929863126589772,Pink,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
F13A1,C3,0.997838999965468,Turquoise,Conc. Up,Exacerbated Up
HPRT1,C3,0.94751782003125,Brown,Conc. Up,Reversed (Aging Down / Training Up)
GOT2,C2,0.9999999044638176,Blue,Disc. YDn/OUp,Exacerbated Up
PGK1,C1,0.9997576461841914,Turquoise,Conc. Up,Reversed (Aging Down / Training Up)
HP,C1,0.999438619025891,Pink,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
CFB,C1,0.9944510534330816,Pink,Conc. Up,Exacerbated Up
MT-ATP6,C3,0.6559088665142802,Yellow,Disc. YUp/ODn,Exacerbated Down
CA2,C1,0.9979490141274798,Pink,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
ASS1,C2,0.8190333079898661,Red,Conc. Down,Reversed (Aging Up / Training Down)
SERPINA1,C1,0.950978539222942,Pink,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
SERPINA3,C1,0.9942048318095368,Pink,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
AGT,C1,0.734981555265815,Pink,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
A2M,C1,0.9390905164142735,Pink,Conc. Up,Reversed (Aging Down / Training Up)
C3,C1,0.9933843473973296,Pink,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
JCHAIN,C1,0.761280169515863,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
IGKV3-20,C1,0.9697308644330774,Pink,Conc. Up,Exacerbated Up
IGHV3-7,C1,0.9863376398740028,Pink,Conc. Up,Exacerbated Up
IGKC,C1,0.9986305003946436,Pink,Conc. Up,Exacerbated Up
IGHG1,C1,0.9943265111978786,Pink,Conc. Up,Exacerbated Up
IGHG2,C1,0.9649690024770315,Pink,Conc. Up,Exacerbated Up
IGHG3,C1,0.5112414325909946,Pink,Conc. Up,Exacerbated Up
IGHM,C1,0.9682655179535946,Pink,Conc. Up,Exacerbated Up
IGHA1,C1,0.957654231614685,Pink,Conc. Up,Exacerbated Up
HLA-B,C4,0.9989979352196812,Blue,Disc. YDn/OUp,Exacerbated Up
MB,C3,0.938553194521916,Blue,Conc. Down,Reversed (Aging Up / Training Down)
COL1A1,C4,0.9990197707974272,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
COL3A1,C4,0.9997921385933176,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
COL4A1,C4,0.9988341152618524,Green,Conc. Down,Exacerbated Down
CRYAB,C3,0.9997373960380178,Brown,Conc. Up,Reversed (Aging Down / Training Up)
LMNA,C4,0.9667352997882708,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
TNNC2,C4,0.9999893571937256,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
APOE,C1,0.7581382815431386,Pink,Conc. Down,Reversed (Aging Up / Training Down)
APOC2,C1,0.9527102596275572,Pink,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
LRG1,C1,0.9675766565244828,Pink,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
FN1,C2,0.9478488135447632,Turquoise,Conc. Down,Exacerbated Down
RBP4,C1,0.9803278079282378,Pink,Conc. Down,Reversed (Aging Up / Training Down)
ORM1,C1,0.9996005504446012,Pink,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
TTR,C1,0.997796613142996,Pink,Disc. YDn/OUp,Exacerbated Up
ALB,C1,0.7912242575153107,Pink,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
TFRC,C3,0.9392970512389268,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
TF,C1,0.9959976556694862,Pink,Conc. Up,Exacerbated Up
FTH1,C1,0.8228238430268812,Red,Disc. YDn/OUp,Exacerbated Up
MT2A,C1,0.9507387049295964,Pink,Conc. Down,Reversed (Aging Up / Training Down)
MT-ND1,C2,0.9818031219531708,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
MT-ND2,C2,0.9468055056222056,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
MT-ND3,C2,0.9993290682550224,Red,Conc. Down,Exacerbated Down
MT-ND5,C2,0.7471027729208678,Red,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
MT-ATP8,C2,0.9998553663349814,Magenta,Conc. Up,Reversed (Aging Down / Training Up)
CAT,C1,0.9991887829282186,Pink,Conc. Down,Reversed (Aging Up / Training Down)
ALDOA,C1,0.9990670910487912,Yellow,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
CSTB,C1,0.8894617747283794,Blue,Disc. YDn/OUp,Exacerbated Up
ANXA1,C3,0.9984764899061662,Brown,Conc. Up,Exacerbated Up
VWF,C4,0.9608698672686466,Turquoise,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
GAPDH,C1,0.7706854723524954,Yellow,Conc. Up,Reversed (Aging Down / Training Up)
HLA-A,C1,0.7296324726192767,Blue,Conc. Up,Exacerbated Up
CAPNS1,C3,0.7830220369187103,Brown,Conc. Up,Reversed (Aging Down / Training Up)
HSPB1,C3,0.9983022204987058,Brown,Conc. Up,Reversed (Aging Down / Training Up)
RPN1,C3,0.8507955393311885,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
RPN2,C3,0.6156113939313628,Yellow,Conc. Up,Reversed (Aging Down / Training Up)
ATP1A1,C3,0.9716537796279704,Brown,Conc. Up,Reversed (Aging Down / Training Up)
ATP1B1,C3,0.9675845864715852,Turquoise,Conc. Up,Exacerbated Up
APOD,C1,0.9774802980601665,Pink,Conc. Down,Reversed (Aging Up / Training Down)
SLC25A5,C2,0.9999993383913804,Magenta,Disc. YDn/OUp,Exacerbated Up
SERPING1,C1,0.9931785326597448,Pink,Disc. YDn/OUp,Exacerbated Up
PCCA,C2,0.9999332457049588,Blue,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
PCCB,C2,0.999995983841935,Blue,Conc. Up,Exacerbated Up
EIF2S1,C4,0.9437169123794464,Black,Conc. Up,Reversed (Aging Down / Training Up)
RPLP1,C4,0.9651869216995002,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
RPLP2,C4,0.9998739320885024,Black,Conc. Up,Reversed (Aging Down / Training Up)
RPLP0,C4,0.999814124376538,Black,Conc. Up,Reversed (Aging Down / Training Up)
FABP3,C2,0.9229391085893548,Blue,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
CLEC3B,C1,0.9740319475124,Pink,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
KRT18,C4,0.980662657388892,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
KRT8,C1,0.7291432653243216,Turquoise,Conc. Down,Exacerbated Down
MYL1,C4,0.9999993341423896,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
GSN,C3,0.9995699812190154,Black,Conc. Up,Reversed (Aging Down / Training Up)
PTMA,C3,0.984835245997826,Blue,Disc. YDn/OUp,Exacerbated Up
ATP5F1B,C2,0.999999586585404,Magenta,Conc. Up,Exacerbated Up
S100A6,C3,0.999907057654056,Brown,Conc. Up,Reversed (Aging Down / Training Up)
EIF4E,C1,0.6846590611861068,Turquoise,Conc. Down,Exacerbated Down
ENO1,C1,0.9385743823398592,Yellow,Conc. Up,Reversed (Aging Down / Training Up)
PYGL,C4,0.6847552390180192,Blue,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
NPM1,C4,0.9746439481966872,Black,Conc. Down,Reversed (Aging Up / Training Down)
TPM3,C4,0.9999980060859528,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
EPHX1,C3,0.99266641256274,Brown,Disc. YUp/ODn,Exacerbated Down
DBI,C1,0.8145405353253632,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
LDHB,C3,0.972317718319016,Blue,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
GPX1,C1,0.9183264959760852,Blue,Conc. Down,Reversed (Aging Up / Training Down)
P4HB,C3,0.9165489891287576,Brown,Conc. Up,Exacerbated Up
H1-0,C4,0.9492967137526572,Green,Conc. Down,Reversed (Aging Up / Training Down)
CTSD,C1,0.945401622916058,Blue,Conc. Down,Reversed (Aging Up / Training Down)
ANXA2,C3,0.9999919715915088,Brown,Conc. Up,Reversed (Aging Down / Training Up)
TUBB,C3,0.9996835850804836,Brown,Conc. Up,Reversed (Aging Down / Training Up)
CA3,C3,0.99912576754521365,Blue,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
DCN,C1,0.6458102874410317,Green,Conc. Down,Exacerbated Down
PSAP,C1,0.916460505826422,Blue,Conc. Down,Reversed (Aging Up / Training Down)
PFN1,C3,0.9983877551942184,Brown,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
BPGM,C1,0.9998401376710208,Pink,Conc. Down,Exacerbated Down
APRT,C4,0.8934881179002573,Green,Conc. Up,Reversed (Aging Down / Training Up)
EPRS1,C3,0.9998182842661874,Brown,Conc. Up,Reversed (Aging Down / Training Up)
