gene,logFC_Aging,logFC_Training_Old,pi_score_Aging,pi_score_Training_Old,pi_score_Reversal,significance,quadrant,imputed
ANXA2,-0.086,0.1432,0.938324,0.77682,0.714587,NS,Reversed (Aging Down / Training Up),FALSE
PSMD13,-0.2183,-0.0105,0.328146,0.998587,0.607886,NS,Exacerbated Down,FALSE
DUSP3,-0.1958,0.0328,0.534373,0.987675,0.623399,NS,Reversed (Aging Down / Training Up),FALSE
USO1,0.113,-0.1154,0.865649,0.830243,0.663485,NS,Reversed (Aging Up / Training Down),FALSE
HNRNPM,-0.0197,0.2085,0.998171,0.582922,0.785155,NS,Reversed (Aging Down / Training Up),TRUE
DPM3,-0.1524,-0.0752,0.929546,0.961848,0.985966,NS,Exacerbated Down,TRUE
TXNRD1,0.0787,-0.1483,0.921406,0.63141,0.581841,NS,Reversed (Aging Up / Training Down),FALSE
PFDN5,-0.0727,-0.1543,0.948315,0.672944,0.960351,NS,Exacerbated Down,TRUE
ADSS1,0.206,0.0208,0.491167,0.995306,0.751995,NS,Exacerbated Up,FALSE
ACSS1,0.1738,-0.0526,0.842073,0.979174,0.803103,NS,Reversed (Aging Up / Training Down),TRUE
ACOT2,0.1786,-0.0477,0.707217,0.979481,0.722847,NS,Reversed (Aging Up / Training Down),FALSE
COASY,-0.1699,-0.0563,0.787855,0.972057,0.942863,NS,Exacerbated Down,TRUE
PSMD12,-0.1778,-0.0483,0.684056,0.977131,0.905979,NS,Exacerbated Down,FALSE
PSMD2,-0.1604,0.0656,0.594887,0.928192,0.537981,NS,Reversed (Aging Down / Training Up),FALSE
STX4,-0.1438,-0.0821,0.915008,0.946507,0.988908,NS,Exacerbated Down,TRUE
MRPL53,-0.1112,0.1145,0.953428,0.923713,0.861725,NS,Reversed (Aging Down / Training Up),TRUE
AGO2,0.1961,0.0296,0.697584,0.993442,0.871778,NS,Exacerbated Up,TRUE
IDE,-0.1362,0.0893,0.82049,0.905049,0.686889,NS,Reversed (Aging Down / Training Up),TRUE
VPS13C,-0.2113,0.0138,0.730281,0.998701,0.802067,NS,Reversed (Aging Down / Training Up),TRUE
CD38,-0.1637,-0.0613,0.857528,0.978675,0.968382,NS,Exacerbated Down,TRUE
HSPA1A,-0.1153,-0.1095,0.85884,0.847974,0.999831,NS,Exacerbated Down,FALSE
DYNC1I2,-0.1356,0.0892,0.781342,0.89368,0.644359,NS,Reversed (Aging Down / Training Up),FALSE
FUBP1,0.1192,-0.1054,0.859063,0.865024,0.687919,NS,Reversed (Aging Up / Training Down),TRUE
SPTAN1,-0.1222,0.1022,0.883299,0.896366,0.745232,NS,Reversed (Aging Down / Training Up),TRUE
RABGGTA,0.065,0.1594,0.968427,0.714627,0.956387,NS,Exacerbated Up,TRUE
UCHL5,-0.147,0.0774,0.773358,0.927932,0.676507,NS,Reversed (Aging Down / Training Up),TRUE
MDH2,0.1728,0.0515,0.657695,0.969774,0.906175,NS,Exacerbated Up,FALSE
PACSIN2,0.1595,0.0648,0.844228,0.963201,0.964316,NS,Exacerbated Up,TRUE
TXNRD2,0.1356,-0.0885,0.893147,0.945819,0.813796,NS,Reversed (Aging Up / Training Down),TRUE
ZYX,-0.1305,0.0935,0.80658,0.886811,0.6597,NS,Reversed (Aging Down / Training Up),FALSE
HDHD5,0.1122,0.1116,0.925451,0.90864,0.999999,NS,Exacerbated Up,TRUE
SARS2,0.2148,0.0087,0.669104,0.999478,0.811748,NS,Exacerbated Up,TRUE
ATP6V1A,0.089,0.1344,0.917328,0.757056,0.988569,NS,Exacerbated Up,TRUE
MAP2K2,0.1334,-0.0894,0.809226,0.899911,0.674976,NS,Reversed (Aging Up / Training Down),TRUE
TMEM143,0.1689,0.0536,0.830442,0.982578,0.955495,NS,Exacerbated Up,TRUE
EIF4B,0.0865,-0.1359,0.923682,0.750727,0.672092,NS,Reversed (Aging Up / Training Down),TRUE
RPS11,-0.0308,0.1916,0.992767,0.580483,0.718306,NS,Reversed (Aging Down / Training Up),TRUE
HEBP2,0.1143,-0.1081,0.879942,0.87197,0.718859,NS,Reversed (Aging Up / Training Down),FALSE
FARSA,0.1768,0.0452,0.777209,0.985369,0.929641,NS,Exacerbated Up,TRUE
GRHPR,-0.203,0.0189,0.399088,0.995232,0.559705,NS,Reversed (Aging Down / Training Up),FALSE
PREP,-0.1661,-0.0558,0.675282,0.963034,0.9215,NS,Exacerbated Down,FALSE
GSS,0.1356,-0.0859,0.819522,0.919434,0.710636,NS,Reversed (Aging Up / Training Down),FALSE
RNF181,-0.0455,-0.176,0.992842,0.811493,0.955131,NS,Exacerbated Down,TRUE
UFL1,0.1066,-0.1148,0.902823,0.857214,0.730997,NS,Reversed (Aging Up / Training Down),TRUE
KDM5B,-0.1857,0.0353,0.735098,0.990535,0.773262,NS,Reversed (Aging Down / Training Up),TRUE
GOT1,0.1226,-0.0979,0.804387,0.855307,0.624023,NS,Reversed (Aging Up / Training Down),FALSE
XPO1,0.153,-0.0672,0.69733,0.937694,0.630681,NS,Reversed (Aging Up / Training Down),TRUE
TMX1,0.2141,-0.0059,0.621899,0.99974,0.758049,NS,Reversed (Aging Up / Training Down),TRUE
VCP,-0.2144,0.0047,0.348759,0.999734,0.570565,NS,Reversed (Aging Down / Training Up),FALSE
ACO1,0.1184,-0.1005,0.848466,0.872122,0.685017,NS,Reversed (Aging Up / Training Down),FALSE
TIMM13,0.114,0.1046,0.882065,0.882476,0.999606,NS,Exacerbated Up,FALSE
VDAC3,0.0254,-0.1928,0.995941,0.645786,0.774929,NS,Reversed (Aging Up / Training Down),FALSE
BTF3L4,-0.1961,-0.0219,0.489992,0.994169,0.754998,NS,Exacerbated Down,TRUE
CMYA5,-0.083,-0.1349,0.93825,0.786662,0.986549,NS,Exacerbated Down,FALSE
MYH14,0.2149,-0.0029,0.676192,0.999947,0.800782,NS,Reversed (Aging Up / Training Down),TRUE
GYG1,-0.205,-0.012,0.521277,0.998587,0.745618,NS,Exacerbated Down,FALSE
GPX1,0.0742,-0.1426,0.926464,0.637617,0.593918,NS,Reversed (Aging Up / Training Down),FALSE
EEA1,-0.1814,0.0354,0.74178,0.989272,0.76584700000000006,NS,Reversed (Aging Down / Training Up),TRUE
NUDT16,0.0822,-0.1346,0.957588,0.81868,0.78119,NS,Reversed (Aging Up / Training Down),TRUE
HNRNPA3,0.0854,0.1312,0.966188,0.879262,0.993842,NS,Exacerbated Up,TRUE
NDUFV3,-0.0837,0.1328,0.968966,0.901309,0.863478,NS,Reversed (Aging Down / Training Up),FALSE
RAB2A,0.0273,-0.189,0.99525,0.65718,0.777473,NS,Reversed (Aging Up / Training Down),FALSE
CNBP,0.1343,-0.082,0.852611,0.939354,0.767735,NS,Reversed (Aging Up / Training Down),FALSE
TUBA1B,-0.0612,0.1549,0.965517,0.691964,0.704675,NS,Reversed (Aging Down / Training Up),FALSE
CCT5,-0.0547,0.1614,0.956433,0.478285,0.539584,NS,Reversed (Aging Down / Training Up),FALSE
TLN1,0.119,0.097,0.755511,0.809732,0.99624,NS,Exacerbated Up,FALSE
TARS1,-0.0617,0.154,0.975946,0.760178,0.780582,NS,Reversed (Aging Down / Training Up),TRUE
TSFM,0.076,0.1395,0.967429,0.854207,0.986446,NS,Exacerbated Up,TRUE
TIMM21,0.1292,0.0863,0.897559,0.942518,0.993617,NS,Exacerbated Up,TRUE
NME2,0.0181,0.1973,0.997159,0.475563,0.781194,NS,Exacerbated Up,FALSE
GLRX5,0.0636,-0.1515,0.98314,0.850595,0.858386,NS,Reversed (Aging Up / Training Down),TRUE
DHRS7,-0.1311,0.084,0.831446,0.923055,0.726185,NS,Reversed (Aging Down / Training Up),FALSE
MLX,-0.1919,-0.0231,0.823973,0.997323,0.914911,NS,Exacerbated Down,TRUE
COQ10A,0.094,0.1206,0.952181,0.902732,0.997902,NS,Exacerbated Up,FALSE
CAMK2G,-0.1929,-0.0215,0.590824,0.99545,0.812212,NS,Exacerbated Down,TRUE
DEK,-0.2068,-0.0075,0.702952,0.999578,0.818036,NS,Exacerbated Down,TRUE
PARVA,0.0411,-0.1725,0.991,0.73034,0.814026,NS,Reversed (Aging Up / Training Down),TRUE
DCAF8,-0.1144,0.0991,0.906602,0.912762,0.789473,NS,Reversed (Aging Down / Training Up),TRUE
GSTK1,0.1256,0.0879,0.863166,0.924461,0.993693,NS,Exacerbated Up,FALSE
ATP2A1,-0.1755,0.0379,0.767763,0.989544,0.796643,NS,Reversed (Aging Down / Training Up),FALSE
UFM1,0.1028,-0.1103,0.935703,0.901034,0.817127,NS,Reversed (Aging Up / Training Down),TRUE
CCT7,-0.1208,0.0922,0.776363,0.84955,0.59165,NS,Reversed (Aging Down / Training Up),FALSE
PSMA2,-0.2012,0.0115,0.544803,0.998714,0.69646,NS,Reversed (Aging Down / Training Up),FALSE
SUCLA2,0.2044,0.0081,0.49917,0.999328,0.721629,NS,Exacerbated Up,FALSE
PPP3CB,0.0347,-0.1777,0.990921,0.643806,0.748489,NS,Reversed (Aging Up / Training Down),FALSE
MTDH,-0.1434,0.0689,0.829835,0.953237,0.760905,NS,Reversed (Aging Down / Training Up),TRUE
ROMO1,0.0294,-0.1828,0.996051,0.778926,0.851492,NS,Reversed (Aging Up / Training Down),FALSE
MRPL36,-0.1983,-0.0137,0.688007,0.998662,0.840529,NS,Exacerbated Down,TRUE
FAHD1,0.1592,-0.0526,0.783941,0.975472,0.771673,NS,Reversed (Aging Up / Training Down),TRUE
CMBL,0.0053,-0.2065,0.999851,0.637715,0.810803,NS,Reversed (Aging Up / Training Down),FALSE
PIN1,-0.1668,0.0449,0.754007,0.98223800000000006,0.759254,NS,Reversed (Aging Down / Training Up),TRUE
MOB4,-0.1443,-0.0674,0.861158,0.958648,0.975568,NS,Exacerbated Down,TRUE
CSNK2A1,-0.128,0.0826,0.890307,0.948983,0.817012,NS,Reversed (Aging Down / Training Up),FALSE
MAPRE2,-0.1255,-0.0851,0.822287,0.90832,0.990854,NS,Exacerbated Down,FALSE
UGP2,-0.1688,0.0416,0.650368,0.979644,0.681464,NS,Reversed (Aging Down / Training Up),FALSE
PCYT1A,0.0812,-0.1291,0.940339,0.783995,0.724143,NS,Reversed (Aging Up / Training Down),TRUE
SARS1,-0.107,0.103,0.913696,0.901137,0.787797,NS,Reversed (Aging Down / Training Up),TRUE
USP13,-0.1312,-0.0786,0.928792,0.961288,0.992475,NS,Exacerbated Down,TRUE
SLC1A4,-0.173,0.0368,0.86065,0.99265,0.865293,NS,Reversed (Aging Down / Training Up),TRUE
YWHAG,0.1629,-0.0469,0.558061,0.963706,0.573241,NS,Reversed (Aging Up / Training Down),FALSE
COPS8,0.1808,-0.0289,0.639013,0.991057,0.704488,NS,Reversed (Aging Up / Training Down),TRUE
COL14A1,0.1351,0.0744,0.968928,0.989154,0.996213,NS,Exacerbated Up,TRUE
TUBB2A,0.0876,0.1216,0.919633,0.802252,0.993711,NS,Exacerbated Up,FALSE
CKM,0.1484,-0.0605,0.678515,0.944959,0.629143,NS,Reversed (Aging Up / Training Down),FALSE
HSPD1,0.1727,0.0358,0.593264,0.983594,0.853943,NS,Exacerbated Up,FALSE
CCT4,-0.0364,0.172,0.985511,0.517073,0.647083,NS,Reversed (Aging Down / Training Up),FALSE
DDAH1,-0.1423,0.066,0.815107,0.958093,0.762599,NS,Reversed (Aging Down / Training Up),FALSE
PRMT5,0.0776,-0.1306,0.927787,0.729865,0.662169,NS,Reversed (Aging Up / Training Down),TRUE
QDPR,-0.0583,-0.1494,0.97076,0.731009,0.95509,NS,Exacerbated Down,FALSE
KPNA1,0.0537,0.154,0.976409,0.719315,0.946252,NS,Exacerbated Up,TRUE
CCDC124,-0.0954,0.1122,0.936389,0.886986,0.801775,NS,Reversed (Aging Down / Training Up),TRUE
CTNNA1,-0.1885,0.0188,0.875272,0.998391,0.893867,NS,Reversed (Aging Down / Training Up),TRUE
RMDN1,0.121,0.0863,0.878665,0.930111,0.994889,NS,Exacerbated Up,FALSE
PRELP,-0.1611,-0.046,0.87867,0.990211,0.964748,NS,Exacerbated Down,TRUE
SEC23IP,-0.157,0.05,0.742116,0.97133,0.726261,NS,Reversed (Aging Down / Training Up),TRUE
MAP2K1,-0.1599,0.0468,0.636976,0.969558,0.645695,NS,Reversed (Aging Down / Training Up),FALSE
FAM98B,-0.2037,-0.003,0.610609,0.999927,0.771659,NS,Exacerbated Down,TRUE
PTGR2,-0.0623,-0.1444,0.973074,0.802401,0.971156,NS,Exacerbated Down,FALSE
PFDN6,0.157,-0.0491,0.716444,0.972624,0.712669,NS,Reversed (Aging Up / Training Down),FALSE
AKR1B1,0.1075,-0.0985,0.865325,0.865882,0.696112,NS,Reversed (Aging Up / Training Down),FALSE
AFG3L2,0.1549,0.051,0.719198,0.969711,0.931288,NS,Exacerbated Up,FALSE
BLVRB,0.1627,-0.0427,0.727569,0.981835,0.744208,NS,Reversed (Aging Up / Training Down),FALSE
NDUFB6,-0.1885,0.0169,0.807967,0.998554,0.864879,NS,Reversed (Aging Down / Training Up),FALSE
HIBADH,0.1916,0.0126,0.47514,0.998058,0.723337,NS,Exacerbated Up,FALSE
PYGM,-0.0855,-0.1186,0.929654,0.827154,0.994438,NS,Exacerbated Down,FALSE
ACTR1A,-0.0755,0.1286,0.930781,0.733239,0.669265,NS,Reversed (Aging Down / Training Up),FALSE
SIRT3,0.1649,0.0388,0.838216,0.990642,0.944615,NS,Exacerbated Up,TRUE
NTPCR,0.1439,-0.0593,0.890209,0.978624,0.860091,NS,Reversed (Aging Up / Training Down),TRUE
MAN2C1,-0.0847,-0.1183,0.959884,0.902001,0.996496,NS,Exacerbated Down,TRUE
PTMS,0.1702,-0.0325,0.844437,0.99389,0.864997,NS,Reversed (Aging Up / Training Down),TRUE
RYR1,-0.1428,-0.0592,0.752063,0.956278,0.955016,NS,Exacerbated Down,FALSE
KRT5,-0.1398,0.0619,0.952473,0.989704,0.938405,NS,Reversed (Aging Down / Training Up),TRUE
RTN2,-0.0748,-0.1268,0.939347,0.768726,0.983708,NS,Exacerbated Down,FALSE
MRPL19,0.1798,0.0216,0.865589,0.997487,0.929074,NS,Exacerbated Up,TRUE
NSF,-0.0366,0.1647,0.992304,0.769756,0.830507,NS,Reversed (Aging Down / Training Up),TRUE
SNRPD2,0.1676,0.0337,0.799051,0.990934,0.919683,NS,Exacerbated Up,TRUE
HSP90B1,-0.0833,0.1177,0.916459,0.78494,0.687381,NS,Reversed (Aging Down / Training Up),FALSE
PRDX3,0.0645,0.1359,0.941842,0.645515,0.958022,NS,Exacerbated Up,FALSE
CALR,0.1497,-0.0506,0.545013,0.946903,0.529899,NS,Reversed (Aging Up / Training Down),FALSE
STOML2,0.1106,0.0896,0.85219,0.887497,0.997458,NS,Exacerbated Up,FALSE
NIPSNAP2,0.1821,-0.0179,0.662458,0.997123,0.760781,NS,Reversed (Aging Up / Training Down),FALSE
HARS1,0.1991,-7e-4,0.511151,0.999996,0.704631,NS,Reversed (Aging Up / Training Down),FALSE
PDK2,-0.1224,-0.0773,0.950041,0.973585,0.995823,NS,Exacerbated Down,TRUE
SEC22B,0.1528,-0.0466,0.676416,0.970608,0.677661,NS,Reversed (Aging Up / Training Down),FALSE
ARPP19,-0.1945,-0.0049,0.769423,0.999864,0.869109,NS,Exacerbated Down,TRUE
PSMC5,-0.1858,-0.0135,0.495842,0.997715,0.740497,NS,Exacerbated Down,FALSE
FKBP2,-0.0965,-0.1026,0.959796,0.942464,0.99991,NS,Exacerbated Down,TRUE
LRRC20,0.0525,-0.1465,0.97592,0.733045,0.756792,NS,Reversed (Aging Up / Training Down),FALSE
S100A10,0.0957,0.1032,0.927826,0.897967,0.999775,NS,Exacerbated Up,FALSE
DCN,-0.142,-0.0567,0.910106,0.984771,0.981517,NS,Exacerbated Down,FALSE
ABCE1,-0.0044,0.1938,0.999896,0.685996,0.838068,NS,Reversed (Aging Down / Training Up),FALSE
TOR1AIP2,0.0976,0.1005,0.976087,0.937372,0.999984,NS,Exacerbated Up,TRUE
TBC1D4,-0.1406,0.0572,0.832331,0.964483,0.778946,NS,Reversed (Aging Down / Training Up),TRUE
GPD1,-0.1557,-0.0416,0.760754,0.98347,0.928852,NS,Exacerbated Down,FALSE
PREB,0.1874,-0.0098,0.708548,0.99912,0.780665,NS,Reversed (Aging Up / Training Down),TRUE
PIAS2,-0.0782,0.119,0.955293,0.866672,0.812182,NS,Reversed (Aging Down / Training Up),FALSE
WARS1,0.0899,-0.1073,0.91175,0.843086,0.72942,NS,Reversed (Aging Up / Training Down),FALSE
HNRNPH1,0.016,0.1811,0.998029,0.597471,0.836829,NS,Exacerbated Up,FALSE
TMX4,-0.0813,-0.1158,0.94101,0.840422,0.994141,NS,Exacerbated Down,TRUE
CHMP2A,0.187,-0.0094,0.515853,0.998955,0.677635,NS,Reversed (Aging Up / Training Down),TRUE
CST3,0.0429,0.1533,0.98812,0.781938,0.947326,NS,Exacerbated Up,TRUE
PKM,-0.0537,0.1425,0.969968,0.698123,0.718963,NS,Reversed (Aging Down / Training Up),FALSE
TBCB,0.1741,0.0214,0.698928,0.995916,0.867327,NS,Exacerbated Up,FALSE
KTN1,-0.1401,-0.0551,0.88715,0.97907,0.975115,NS,Exacerbated Down,TRUE
MRPL37,-0.1525,0.0426,0.900954,0.990415,0.893185,NS,Reversed (Aging Down / Training Up),TRUE
SERPINF2,-0.124,0.071,0.930409,0.968733,0.879666,NS,Reversed (Aging Down / Training Up),TRUE
ISOC2,0.1474,-0.0476,0.749327,0.974279,0.741409,NS,Reversed (Aging Up / Training Down),FALSE
RTN3,0.1327,0.062,0.918005,0.980232,0.986618,NS,Exacerbated Up,TRUE
GNB2,-0.0384,-0.1563,0.987506,0.69205,0.918701,NS,Exacerbated Down,FALSE
USP47,-0.022,-0.1726,0.997028,0.661738,0.886448,NS,Exacerbated Down,TRUE
SNF8,0.1259,0.0685,0.897864,0.95619,0.986595,NS,Exacerbated Up,TRUE
PPIL3,0.1671,-0.0269,0.861522,0.996412,0.887158,NS,Reversed (Aging Up / Training Down),TRUE
PALMD,0.191,-0.003,0.742617,0.999943,0.83807,NS,Reversed (Aging Up / Training Down),TRUE
COPS4,0.1599,-0.0341,0.570657,0.981853,0.629719,NS,Reversed (Aging Up / Training Down),FALSE
RPL15,0.1375,0.0564,0.901102,0.982113,0.980744,NS,Exacerbated Up,TRUE
MPI,-0.1031,-0.0904,0.874119,0.8862,0.999092,NS,Exacerbated Down,FALSE
SRSF1,0.1678,0.0254,0.880114,0.99614,0.938787,NS,Exacerbated Up,TRUE
CD47,0.0045,-0.1887,0.999883,0.670977,0.83146,NS,Reversed (Aging Up / Training Down),TRUE
BAIAP3,-0.1603,-0.0328,0.854477,0.993994,0.947992,NS,Exacerbated Down,TRUE
SNU13,-0.0077,-0.1851,0.999642,0.65866,0.84914,NS,Exacerbated Down,TRUE
FBLN2,0.0392,0.1536,0.997467,0.849428,0.979669,NS,Exacerbated Up,TRUE
UBE2V1,-0.0963,-0.096,0.915568,0.899305,0.999999,NS,Exacerbated Down,FALSE
MT-ND1,-0.1742,0.018,0.805216,0.998064,0.859939,NS,Reversed (Aging Down / Training Up),FALSE
CUL3,0.1439,-0.0478,0.775967,0.975543,0.764741,NS,Reversed (Aging Up / Training Down),FALSE
NT5C3A,0.0872,-0.1042,0.908544,0.836807,0.719544,NS,Reversed (Aging Up / Training Down),FALSE
COMT,-0.1222,0.0691,0.853942,0.94937,0.782592,NS,Reversed (Aging Down / Training Up),FALSE
AHCYL1,0.0399,0.1513,0.987571,0.736979,0.93411,NS,Exacerbated Up,FALSE
REEP5,-0.1757,-0.0155,0.709692,0.998014,0.860943,NS,Exacerbated Down,FALSE
NMT1,-0.0613,-0.1296,0.979933,0.827948,0.982179,NS,Exacerbated Down,TRUE
MTX1,-0.1567,0.0341,0.756775,0.988961,0.785463,NS,Reversed (Aging Down / Training Up),TRUE
PPP3R1,-0.0608,-0.1297,0.976159,0.854369,0.98139,NS,Exacerbated Down,TRUE
PPP2R2A,0.1843,-0.0061,0.512487,0.999566,0.689213,NS,Reversed (Aging Up / Training Down),FALSE
HSPA9,0.0383,0.1519,0.983155,0.601159,0.896394,NS,Exacerbated Up,FALSE
UGGT1,-0.154,-0.036,0.824744,0.990072,0.940308,NS,Exacerbated Down,TRUE
FHL1,-0.0549,0.1348,0.97197,0.76171,0.766484,NS,Reversed (Aging Down / Training Up),FALSE
CUL5,0.1129,-0.0768,0.825315,0.909407,0.70248,NS,Reversed (Aging Up / Training Down),FALSE
C11orf68,-0.1682,0.0215,0.812074,0.996837,0.849016,NS,Reversed (Aging Down / Training Up),TRUE
LAMP1,0.1287,0.0604,0.850465,0.962099,0.976438,NS,Exacerbated Up,TRUE
ASPH,-0.0934,0.0955,0.964989,0.954711,0.90589,NS,Reversed (Aging Down / Training Up),TRUE
CDV3,-0.1316,0.0573,0.840804,0.966746,0.795773,NS,Reversed (Aging Down / Training Up),TRUE
SUCLG1,0.1883,-0,0.606815,1,0.768542,NS,Reversed (Aging Up / Training Down),FALSE
SPRYD4,0.1749,-0.013,0.824142,0.999056,0.878066,NS,Reversed (Aging Up / Training Down),TRUE
TBCE,0.116,-0.0717,0.932689,0.958148,0.866599,NS,Reversed (Aging Up / Training Down),TRUE
EIF3B,-0.1533,0.0343,0.748973,0.988199,0.778972,NS,Reversed (Aging Down / Training Up),FALSE
PRKAG1,0.0524,0.135,0.972253,0.738302,0.95673,NS,Exacerbated Up,FALSE
RAB14,-0.1091,-0.0782,0.901665,0.94186,0.995882,NS,Exacerbated Down,TRUE
SNCA,0.0351,0.1522,0.998287,0.944744,0.985863,NS,Exacerbated Up,TRUE
VPS35,0.1562,0.031,0.771782,0.991262,0.916417,NS,Exacerbated Up,TRUE
PYGB,0.0601,-0.1267,0.968219,0.806233,0.789366,NS,Reversed (Aging Up / Training Down),FALSE
CAT,0.1281,-0.0585,0.914047,0.980748,0.887869,NS,Reversed (Aging Up / Training Down),FALSE
CACNB3,-0.1502,-0.0354,0.743893,0.986625,0.917085,NS,Exacerbated Down,FALSE
USP9X,0.0656,0.1198,0.958474,0.764688,0.981651,NS,Exacerbated Up,TRUE
NAA50,0.1798,0.0055,0.655138,0.999723,0.80934,NS,Exacerbated Up,TRUE
SFPQ,-0.0571,0.1279,0.983761,0.888336,0.88281,NS,Reversed (Aging Down / Training Up),TRUE
PGRMC1,0.0769,-0.1079,0.984806,0.960446,0.942609,NS,Reversed (Aging Up / Training Down),TRUE
TAPBP,-0.0579,-0.1268,0.991474,0.896168,0.98995,NS,Exacerbated Down,TRUE
CPNE3,0.0916,-0.0931,0.908381,0.885545,0.764161,NS,Reversed (Aging Up / Training Down),TRUE
HSPG2,-0.1235,-0.0612,0.931786,0.981772,0.990155,NS,Exacerbated Down,FALSE
HYOU1,0.001,0.1836,0.999994,0.653926,0.833525,NS,Exacerbated Up,TRUE
ADPRHL1,-0.1411,-0.0434,0.82922,0.983985,0.954825,NS,Exacerbated Down,FALSE
PEPD,-0.0413,-0.1427,0.985385,0.743904,0.94101,NS,Exacerbated Down,FALSE
OCIAD1,0.1494,-0.0346,0.736963,0.986536,0.763262,NS,Reversed (Aging Up / Training Down),TRUE
DDX17,0.1191,-0.0647,0.850452,0.946871,0.769872,NS,Reversed (Aging Up / Training Down),TRUE
PCNP,0.1528,0.0307,0.90162,0.993849,0.954205,NS,Exacerbated Up,TRUE
FBP2,-0.134,-0.0491,0.906585,0.98685,0.978774,NS,Exacerbated Down,FALSE
HK1,0.0359,0.1466,0.986363,0.655056,0.909493,NS,Exacerbated Up,FALSE
DCTN1,0.0993,0.0831,0.888453,0.909171,0.998554,NS,Exacerbated Up,FALSE
NDUFB7,0.1264,-0.0559,0.911103,0.981504,0.886647,NS,Reversed (Aging Up / Training Down),FALSE
SERBP1,-0.1548,0.0274,0.814842,0.994533,0.84836,NS,Reversed (Aging Down / Training Up),FALSE
HP1BP3,-0.0579,0.124,0.985152,0.888269,0.887686,NS,Reversed (Aging Down / Training Up),TRUE
AP1M1,-0.1679,0.014,0.807373,0.998644,0.858744,NS,Reversed (Aging Down / Training Up),TRUE
ARCN1,0.1759,-0.0059,0.795575,0.999775,0.863518,NS,Reversed (Aging Up / Training Down),TRUE
SNRPA,0.1123,0.0692,0.909119,0.957118,0.992387,NS,Exacerbated Up,TRUE
AK1,-0.1457,-0.0357,0.804897,0.988779,0.938122,NS,Exacerbated Down,FALSE
CHMP6,0.1515,0.0297,0.828127,0.993141,0.933918,NS,Exacerbated Up,TRUE
SAR1B,-0.1287,-0.0522,0.840159,0.973149,0.969617,NS,Exacerbated Down,FALSE
UBE2V2,0.0171,-0.1636,0.996578,0.490023,0.688542,NS,Reversed (Aging Up / Training Down),FALSE
SLC25A13,0.0927,0.088,0.925703,0.920499,0.999902,NS,Exacerbated Up,FALSE
PSMB5,0.0762,-0.1039,0.950457,0.88324,0.818277,NS,Reversed (Aging Up / Training Down),FALSE
ERP29,0.0841,0.0958,0.937538,0.900386,0.999385,NS,Exacerbated Up,FALSE
PPM1B,0.1757,0.0039,0.765177,0.999891,0.864768,NS,Exacerbated Up,TRUE
STX7,0.0838,0.0951,0.94553,0.906457,0.999462,NS,Exacerbated Up,TRUE
GLO1,0.0075,-0.1713,0.999538,0.598101,0.784924,NS,Reversed (Aging Up / Training Down),FALSE
BOLA2,-0.021,0.1577,0.997497,0.769197,0.859157,NS,Reversed (Aging Down / Training Up),TRUE
PSMA6,-0.1543,0.0241,0.681631,0.993138,0.751537,NS,Reversed (Aging Down / Training Up),FALSE
ANP32A,-0.1296,0.0487,0.814775,0.973787,0.791202,NS,Reversed (Aging Down / Training Up),TRUE
EPM2A,-0.1551,-0.0231,0.874503,0.997236,0.946781,NS,Exacerbated Down,TRUE
IFIT2,0.0535,-0.1242,0.982372,0.871483,0.866318,NS,Reversed (Aging Up / Training Down),FALSE
NDUFA8,-0.1641,-0.0135,0.804943,0.998802,0.905213,NS,Exacerbated Down,FALSE
MRPL47,-0.0179,-0.1593,0.998115,0.727763,0.906738,NS,Exacerbated Down,TRUE
WARS2,-0.0066,-0.1704,0.999939,0.859321,0.964063,NS,Exacerbated Down,TRUE
EPHA2,0.1408,-0.0361,0.934532,0.99541,0.936111,NS,Reversed (Aging Up / Training Down),TRUE
RPS28,-0.0131,0.1637,0.999128,0.794202,0.881737,NS,Reversed (Aging Down / Training Up),FALSE
SOD1,0.0146,-0.1621,0.998331,0.666746,0.806736,NS,Reversed (Aging Up / Training Down),FALSE
TIMM8B,-0.0205,0.1554,0.998011,0.807137,0.885001,NS,Reversed (Aging Down / Training Up),TRUE
CYC1,0.1111,0.0647,0.876782,0.95472,0.988827,NS,Exacerbated Up,FALSE
TECR,-0.0942,0.0815,0.955635,0.960612,0.900674,NS,Reversed (Aging Down / Training Up),TRUE
ATP5PD,0.1404,-0.0353,0.772399,0.986454,0.790363,NS,Reversed (Aging Up / Training Down),FALSE
TOMM70,0.1411,-0.0344,0.832022,0.990185,0.843998,NS,Reversed (Aging Up / Training Down),TRUE
SSBP1,0.0718,0.1035,0.953992,0.877285,0.995116,NS,Exacerbated Up,FALSE
EIF2S2,-0.105,0.0702,0.88922,0.941305,0.802704,NS,Reversed (Aging Down / Training Up),TRUE
PRDX1,0.1,-0.075,0.909178,0.941834,0.826208,NS,Reversed (Aging Up / Training Down),FALSE
DAG1,-0.0541,-0.1202,0.970768,0.798969,0.973572,NS,Exacerbated Down,FALSE
MBNL1,-0.0951,0.0792,0.905795,0.920736,0.795012,NS,Reversed (Aging Down / Training Up),TRUE
UQCRC1,0.1071,0.067,0.876461,0.946923,0.991159,NS,Exacerbated Up,FALSE
CZIB,0.0337,-0.1403,0.991311,0.776653,0.830761,NS,Reversed (Aging Up / Training Down),FALSE
