gene,logFC_Aging,logFC_Training_Old,pi_score_Aging,pi_score_Training_Old,pi_score_Reversal,significance,quadrant,imputed
EIF4A2,0.0303,0.1431,0.992986,0.763593,0.931682,NS,Exacerbated Up,FALSE
ENO1,-0.0292,0.1435,0.994796,0.815071,0.8674,NS,Reversed (Aging Down / Training Up),FALSE
PDLIM3,-0.1278,0.0449,0.894364,0.986555,0.882942,NS,Reversed (Aging Down / Training Up),FALSE
LMAN1,-0.137,0.0356,0.834078,0.989126,0.844592,NS,Reversed (Aging Down / Training Up),TRUE
KLC1,0.032,0.1399,0.995412,0.814543,0.957395,NS,Exacerbated Up,TRUE
MRPL11,-0.0435,-0.1284,0.992086,0.862655,0.976883,NS,Exacerbated Down,TRUE
TUBB4B,-0.1584,0.0133,0.700087,0.998202,0.794877,NS,Reversed (Aging Down / Training Up),FALSE
PSMA3,-0.162,0.0096,0.585282,0.998802,0.72696,NS,Reversed (Aging Down / Training Up),FALSE
GNAI2,0.1349,-0.0362,0.750702,0.983088,0.764653,NS,Reversed (Aging Up / Training Down),FALSE
GRSF1,0.0424,0.1285,0.991956,0.893403,0.97794,NS,Exacerbated Up,TRUE
RAB18,0.0951,-0.0757,0.908968,0.932439,0.814022,NS,Reversed (Aging Up / Training Down),TRUE
SBDS,-0.0978,0.073,0.888237,0.929316,0.788597,NS,Reversed (Aging Down / Training Up),FALSE
SGCB,-0.021,-0.1498,0.99561,0.639931,0.874437,NS,Exacerbated Down,FALSE
ACY1,0.0596,0.1109,0.97487,0.885082,0.989007,NS,Exacerbated Up,FALSE
TMEM126A,0.0568,-0.1132,0.975755,0.870642,0.851545,NS,Reversed (Aging Up / Training Down),TRUE
COPS7A,0.156,-0.0136,0.713624,0.998128,0.802909,NS,Reversed (Aging Up / Training Down),TRUE
VPS28,0.0566,-0.113,0.969621,0.81932,0.80323,NS,Reversed (Aging Up / Training Down),TRUE
APOOL,0.0832,-0.0863,0.937531,0.918744,0.833209,NS,Reversed (Aging Up / Training Down),FALSE
ENDOD1,-0.1256,0.0435,0.802062,0.976727,0.787435,NS,Reversed (Aging Down / Training Up),FALSE
DNM1L,0.1203,-0.0487,0.8173,0.96977,0.784927,NS,Reversed (Aging Up / Training Down),FALSE
ARL6IP5,0.1097,-0.0593,0.865544,0.958093,0.805917,NS,Reversed (Aging Up / Training Down),FALSE
PRDX2,0.1109,0.0581,0.821066,0.948293,0.979478,NS,Exacerbated Up,FALSE
ETF1,0.0173,0.1513,0.998415,0.807532,0.929271,NS,Exacerbated Up,TRUE
SEPTIN7,0.0624,0.1062,0.964404,0.861121,0.989941,NS,Exacerbated Up,TRUE
NDUFB1,-0.128,-0.0402,0.897475,0.989678,0.973189,NS,Exacerbated Down,TRUE
NDUFA7,-0.0867,0.0811,0.958676,0.95737,0.900777,NS,Reversed (Aging Down / Training Up),FALSE
CISD2,0.1113,0.0559,0.930632,0.97019,0.988116,NS,Exacerbated Up,TRUE
SEC31A,0.0454,0.1209,0.98774,0.834857,0.975046,NS,Exacerbated Up,TRUE
SYNCRIP,-0.1028,-0.0631,0.899984,0.955148,0.991976,NS,Exacerbated Down,TRUE
UBE2M,-0.0562,-0.1096,0.961681,0.798506,0.979827,NS,Exacerbated Down,FALSE
TMEM120A,-0.0011,-0.1645,0.999998,0.876365,0.957827,NS,Exacerbated Down,TRUE
DNM2,0.102,-0.0633,0.903171,0.958996,0.842674,NS,Reversed (Aging Up / Training Down),FALSE
GNPDA1,0.054,-0.1108,0.973847,0.846709,0.83027,NS,Reversed (Aging Up / Training Down),TRUE
PCBD1,0.0874,-0.0774,0.916585,0.923213,0.812374,NS,Reversed (Aging Up / Training Down),FALSE
FAM98A,-0.1073,0.0575,0.951811,0.98388,0.929664,NS,Reversed (Aging Down / Training Up),TRUE
AARS1,0.1444,-0.0203,0.724559,0.995236,0.791338,NS,Reversed (Aging Up / Training Down),FALSE
PKIA,-0.0293,-0.135,0.993705,0.80023,0.943082,NS,Exacerbated Down,FALSE
ASPA,0.09,0.0741,0.953294,0.957159,0.999151,NS,Exacerbated Up,TRUE
HNRNPK,0.0825,-0.0814,0.918426,0.904411,0.794583,NS,Reversed (Aging Up / Training Down),FALSE
CCT2,0.0438,0.1201,0.98044,0.786954,0.961998,NS,Exacerbated Up,FALSE
LAP3,0.0942,0.0696,0.8753,0.922979,0.995885,NS,Exacerbated Up,FALSE
FARSB,0.0406,0.1232,0.990631,0.880935,0.974927,NS,Exacerbated Up,FALSE
TPP2,0.1526,0.0111,0.720384,0.998745,0.862925,NS,Exacerbated Up,FALSE
TRIM28,0.1201,0.0436,0.882347,0.981277,0.971081,NS,Exacerbated Up,TRUE
B2M,0.1333,0.0303,0.852828,0.992105,0.948236,NS,Exacerbated Up,TRUE
KARS1,0.0594,-0.1042,0.953584,0.80602,0.760978,NS,Reversed (Aging Up / Training Down),FALSE
GSTM2,-0.0971,0.0664,0.934212,0.965397,0.882975,NS,Reversed (Aging Down / Training Up),FALSE
FBLN1,0.0242,-0.1392,0.997638,0.868823,0.916238,NS,Reversed (Aging Up / Training Down),TRUE
ABRAXAS2,0.1468,-0.0158,0.73125,0.997087,0.798299,NS,Reversed (Aging Up / Training Down),TRUE
AKR1A1,0.1564,-0.006,0.744407,0.999684,0.84023,NS,Reversed (Aging Up / Training Down),FALSE
NUTF2,0.0537,-0.1087,0.970458,0.832812,0.812875,NS,Reversed (Aging Up / Training Down),FALSE
FKBP1A,0.0753,-0.0871,0.960462,0.935351,0.880189,NS,Reversed (Aging Up / Training Down),FALSE
ATP2B4,-0.1083,-0.054,0.887677,0.967862,0.98432,NS,Exacerbated Down,TRUE
RHOA,0.0553,-0.107,0.968546,0.839498,0.813955,NS,Reversed (Aging Up / Training Down),FALSE
PIN4,0.0317,-0.1298,0.993746,0.843036,0.880973,NS,Reversed (Aging Up / Training Down),TRUE
NUBP1,-0.0591,0.1021,0.984532,0.917635,0.90957,NS,Reversed (Aging Down / Training Up),TRUE
EML1,-0.0873,-0.0735,0.927668,0.94038,0.999088,NS,Exacerbated Down,FALSE
NDUFA12,-0.1406,0.0201,0.879504,0.997633,0.906276,NS,Reversed (Aging Down / Training Up),FALSE
NDUFA13,-0.1407,0.0199,0.850618,0.997217,0.885076,NS,Reversed (Aging Down / Training Up),FALSE
NAPA,0.1116,-0.0489,0.756222,0.952833,0.70335,NS,Reversed (Aging Up / Training Down),FALSE
HNRNPH3,0.0329,-0.1275,0.994858,0.893535,0.913171,NS,Reversed (Aging Up / Training Down),TRUE
TMED9,0.1195,0.0397,0.908245,0.989436,0.976506,NS,Exacerbated Up,TRUE
RPN2,-0.1566,0.0025,0.827089,0.99996,0.89469,NS,Reversed (Aging Down / Training Up),TRUE
DYNLL2,-0.1304,-0.0287,0.922736,0.996374,0.972683,NS,Exacerbated Down,TRUE
PSMA4,-0.0842,0.074,0.905207,0.914012,0.78897,NS,Reversed (Aging Down / Training Up),FALSE
PDIA6,0.1105,0.0477,0.872438,0.975544,0.978046,NS,Exacerbated Up,FALSE
CCT3,-0.0241,0.134,0.9928,0.640971,0.75725,NS,Reversed (Aging Down / Training Up),FALSE
PLAA,0.0438,-0.1143,0.979874,0.803115,0.813375,NS,Reversed (Aging Up / Training Down),FALSE
AUH,0.1354,0.0226,0.882402,0.99684,0.953152,NS,Exacerbated Up,FALSE
YWHAE,0.1072,-0.0505,0.811239,0.956976,0.75615,NS,Reversed (Aging Up / Training Down),FALSE
PTPA,0.1281,-0.0296,0.915893,0.994402,0.91225,NS,Reversed (Aging Up / Training Down),TRUE
SNX2,-0.0991,-0.0584,0.904363,0.962415,0.991363,NS,Exacerbated Down,TRUE
EEF1B2,-0.0794,0.0779,0.941534,0.932646,0.852378,NS,Reversed (Aging Down / Training Up),FALSE
ACYP2,-0.0954,0.0613,0.901669,0.955224,0.835627,NS,Reversed (Aging Down / Training Up),FALSE
PSMD11,-0.0925,0.0638,0.844341,0.917464,0.729299,NS,Reversed (Aging Down / Training Up),FALSE
PSMA1,-0.1515,0.0048,0.579472,0.99967,0.738529,NS,Reversed (Aging Down / Training Up),FALSE
ATP6V1B2,0.0777,-0.0783,0.937804,0.924049,0.838639,NS,Reversed (Aging Up / Training Down),FALSE
BCAM,-0.0732,-0.0827,0.965512,0.944372,0.999674,NS,Exacerbated Down,TRUE
UBXN6,-0.0478,0.1079,0.984953,0.88227,0.881138,NS,Reversed (Aging Down / Training Up),TRUE
CAP2,0.1071,0.0484,0.907531,0.980142,0.98487,NS,Exacerbated Up,FALSE
ACOT13,0.0773,0.078,0.947876,0.936335,0.999998,NS,Exacerbated Up,FALSE
SESN1,0.0824,-0.0729,0.956125,0.956924,0.896208,NS,Reversed (Aging Up / Training Down),TRUE
PLCL1,-0.0542,0.1009,0.991803,0.959491,0.950642,NS,Reversed (Aging Down / Training Up),TRUE
LCMT1,0.0619,0.093,0.975328,0.926582,0.996339,NS,Exacerbated Up,TRUE
FKBP3,0.1407,0.0138,0.715492,0.997684,0.869548,NS,Exacerbated Up,FALSE
PLP2,0.0731,0.081,0.989501,0.980875,0.999918,NS,Exacerbated Up,TRUE
USP15,-0.1132,0.0404,0.869134,0.983035,0.854854,NS,Reversed (Aging Down / Training Up),TRUE
COQ6,0.114,-0.0395,0.884706,0.986035,0.873911,NS,Reversed (Aging Up / Training Down),FALSE
ATP5F1B,0.0652,0.0879,0.956688,0.899678,0.99719,NS,Exacerbated Up,FALSE
CRKL,-0.0308,-0.1223,0.990068,0.760452,0.939548,NS,Exacerbated Down,FALSE
HNRNPL,-0.009,0.1438,0.999476,0.786749,0.88379,NS,Reversed (Aging Down / Training Up),TRUE
ASMTL,0.0618,-0.091,0.988415,0.937688,0.937512,NS,Reversed (Aging Up / Training Down),TRUE
PARP1,0.0331,0.1192,0.991251,0.827691,0.95957,NS,Exacerbated Up,TRUE
NIT2,-0.0791,-0.0732,0.913645,0.912134,0.999774,NS,Exacerbated Down,FALSE
SLMAP,0.1081,0.0441,0.908077,0.984098,0.982297,NS,Exacerbated Up,FALSE
EDF1,-0.0889,-0.063,0.937716,0.96474,0.997187,NS,Exacerbated Down,FALSE
UBE3A,0.1199,-0.0319,0.897733,0.99202,0.894985,NS,Reversed (Aging Up / Training Down),TRUE
COX7C,-0.1192,0.0322,0.921296,0.994123,0.922892,NS,Reversed (Aging Down / Training Up),FALSE
ATP5PO,0.1397,0.0117,0.779255,0.998667,0.89495,NS,Exacerbated Up,FALSE
S100A1,-0.1093,-0.0419,0.946639,0.991608,0.9883,NS,Exacerbated Down,FALSE
PALLD,-0.128,0.0232,0.933813,0.9977,0.942739,NS,Reversed (Aging Down / Training Up),TRUE
PAFAH1B3,0.1289,-0.0221,0.921051,0.99743,0.931011,NS,Reversed (Aging Up / Training Down),TRUE
VDAC2,0.1069,0.044,0.880207,0.979282,0.977776,NS,Exacerbated Up,FALSE
CTSG,-0.0506,0.1002,0.998028,0.977554,0.984298,NS,Reversed (Aging Down / Training Up),TRUE
IDH1,0.0526,-0.0981,0.967973,0.847737,0.818813,NS,Reversed (Aging Up / Training Down),FALSE
BSG,0.0187,0.1319,0.99667,0.733407,0.908901,NS,Exacerbated Up,FALSE
DNPEP,-0.1244,0.026,0.785814,0.991531,0.816958,NS,Reversed (Aging Down / Training Up),FALSE
COX6C,-0.0519,0.0982,0.985616,0.933433,0.918922,NS,Reversed (Aging Down / Training Up),FALSE
SPPL2A,-0.0754,-0.0745,0.974483,0.970546,0.999998,NS,Exacerbated Down,TRUE
PARK7,0.0531,-0.0967,0.965368,0.842641,0.809975,NS,Reversed (Aging Up / Training Down),FALSE
IMPA1,-0.0799,-0.0691,0.906565,0.918227,0.999191,NS,Exacerbated Down,FALSE
EEF1D,-0.10780000000000001,0.0409,0.827394,0.975581,0.80465,NS,Reversed (Aging Down / Training Up),FALSE
RDH14,0.0111,0.1376,0.999286,0.812459,0.927726,NS,Exacerbated Up,TRUE
PPP2R1A,0.1403,0.008,0.594652,0.998966,0.792918,NS,Exacerbated Up,FALSE
ELOC,-0.0999,0.0482,0.863178,0.967036,0.818078,NS,Reversed (Aging Down / Training Up),FALSE
CHMP2B,-0.1193,-0.0286,0.882949,0.9932,0.960724,NS,Exacerbated Down,TRUE
MRPS25,-0.055,0.0928,0.978744,0.912448,0.890825,NS,Reversed (Aging Down / Training Up),TRUE
BCKDHA,-0.0203,-0.1274,0.998185,0.886723,0.963214,NS,Exacerbated Down,TRUE
TXLNB,-0.0482,-0.099,0.975358,0.856528,0.983707,NS,Exacerbated Down,FALSE
PDAP1,0.0858,-0.0613,0.935868,0.963127,0.881372,NS,Reversed (Aging Up / Training Down),FALSE
ANXA5,-0.0989,-0.0481,0.918659,0.979612,0.988326,NS,Exacerbated Down,FALSE
BCAP31,-0.0801,0.0668,0.91052,0.927883,0.810147,NS,Reversed (Aging Down / Training Up),FALSE
LASP1,0.0035,0.1434,0.999964,0.901134,0.956299,NS,Exacerbated Up,TRUE
EHD1,0.0985,-0.0482,0.882745,0.97075,0.841785,NS,Reversed (Aging Up / Training Down),FALSE
SETD7,-0.1117,0.0348,0.876368,0.988213,0.872671,NS,Reversed (Aging Down / Training Up),FALSE
HSPA8,-0.13,0.0162,0.705712,0.996167,0.784755,NS,Reversed (Aging Down / Training Up),FALSE
ENDOG,-0.134,0.0122,0.916316,0.999321,0.940317,NS,Reversed (Aging Down / Training Up),FALSE
TCP1,-0.048,0.0979,0.973243,0.84541,0.827594,NS,Reversed (Aging Down / Training Up),FALSE
EIF3J,-0.1233,0.0225,0.750932,0.992696,0.797517,NS,Reversed (Aging Down / Training Up),FALSE
QARS1,-0.069,0.0767,0.931882,0.89596,0.802694,NS,Reversed (Aging Down / Training Up),FALSE
NDUFAF2,0.1419,-0.0031,0.901938,0.999944,0.93126,NS,Reversed (Aging Up / Training Down),TRUE
APRT,-0.053,0.0918,0.97248,0.890253,0.85994,NS,Reversed (Aging Down / Training Up),FALSE
AK2,0.1367,-0.0079,0.807207,0.999441,0.874906,NS,Reversed (Aging Up / Training Down),FALSE
GABARAPL2,0.0179,-0.1263,0.998623,0.905173,0.937791,NS,Reversed (Aging Up / Training Down),TRUE
TMEM63A,0.0546,0.0893,0.985049,0.947684,0.996339,NS,Exacerbated Up,TRUE
CLIP2,-0.1335,0.0103,0.92832,0.999504,0.943075,NS,Reversed (Aging Down / Training Up),TRUE
BAG6,-0.0583,-0.085,0.983026,0.9285,0.997475,NS,Exacerbated Down,TRUE
GDI2,0.0835,-0.0597,0.884244,0.933771,0.789031,NS,Reversed (Aging Up / Training Down),FALSE
PSMC1,-0.0887,0.0543,0.895196,0.957359,0.83194,NS,Reversed (Aging Down / Training Up),FALSE
MFN1,0.042,-0.1008,0.993104,0.93814,0.940056,NS,Reversed (Aging Up / Training Down),TRUE
PRKAB2,0.062,0.0807,0.959223,0.912366,0.998014,NS,Exacerbated Up,FALSE
RPS6KA3,-0.0581,0.0843,0.970932,0.921822,0.88321,NS,Reversed (Aging Down / Training Up),FALSE
PSMD4,-0.1292,0.0132,0.732654,0.997673,0.812574,NS,Reversed (Aging Down / Training Up),FALSE
MTPN,0.0793,-0.063,0.927805,0.947633,0.852767,NS,Reversed (Aging Up / Training Down),FALSE
UBA1,0.0993,-0.0422,0.832628,0.969836,0.797071,NS,Reversed (Aging Up / Training Down),FALSE
ABHD14B,0.06,-0.0815,0.96778,0.92466,0.880648,NS,Reversed (Aging Up / Training Down),FALSE
UQCRFS1,-0.0128,0.1286,0.998586,0.766387,0.863988,NS,Reversed (Aging Down / Training Up),FALSE
NDUFC2,-0.0368,0.1045,0.994257,0.938885,0.9422,NS,Reversed (Aging Down / Training Up),FALSE
CAPNS1,-0.0342,0.1066,0.981081,0.716746,0.760323,NS,Reversed (Aging Down / Training Up),FALSE
SNTB1,-0.1179,-0.0227,0.897786,0.996315,0.962101,NS,Exacerbated Down,TRUE
MT-ATP8,-0.0584,0.0821,0.981182,0.953884,0.928101,NS,Reversed (Aging Down / Training Up),FALSE
ATP1A1,-0.0298,0.1105,0.990313,0.796932,0.840075,NS,Reversed (Aging Down / Training Up),FALSE
TXN,-0.0635,-0.0766,0.963374,0.933897,0.999165,NS,Exacerbated Down,FALSE
PPP6R1,-0.121,0.0191,0.899433,0.996552,0.901008,NS,Reversed (Aging Down / Training Up),TRUE
TPI1,-0.1285,0.0113,0.779519,0.998552,0.849218,NS,Reversed (Aging Down / Training Up),FALSE
TMED2,-0.1235,0.0161,0.879555,0.997952,0.904662,NS,Reversed (Aging Down / Training Up),TRUE
ATP5PF,-0.0493,0.0902,0.980496,0.91361,0.893389,NS,Reversed (Aging Down / Training Up),FALSE
OPA3,0.0526,-0.086,0.985712,0.949681,0.931625,NS,Reversed (Aging Up / Training Down),TRUE
IMMT,0.0915,-0.0467,0.901117,0.972917,0.861852,NS,Reversed (Aging Up / Training Down),FALSE
VAPA,-0.0913,0.0467,0.906228,0.974063,0.868461,NS,Reversed (Aging Down / Training Up),FALSE
CSDE1,-0.1318,-0.0061,0.810062,0.999657,0.901492,NS,Exacerbated Down,FALSE
EIF4G1,-0.0329,-0.1048,0.984757,0.763583,0.951653,NS,Exacerbated Down,FALSE
COX17,-0.0852,-0.0525,0.960326,0.983208,0.996708,NS,Exacerbated Down,FALSE
SLIRP,0.0531,0.0846,0.983355,0.943341,0.996457,NS,Exacerbated Up,TRUE
PLCD4,0.1182,0.0191,0.853753,0.996515,0.942376,NS,Exacerbated Up,TRUE
CMC2,0.1073,-0.0294,0.937089,0.994619,0.933799,NS,Reversed (Aging Up / Training Down),TRUE
STIM1,-0.1171,0.0191,0.860739,0.996533,0.88799,NS,Reversed (Aging Down / Training Up),TRUE
ILF3,0.1003,0.0358,0.955,0.993369,0.988648,NS,Exacerbated Up,TRUE
ATP5PB,0.0547,-0.0807,0.969492,0.914218,0.874178,NS,Reversed (Aging Up / Training Down),FALSE
PPP2CA,0.1224,0.0128,0.746266,0.997695,0.88679,NS,Exacerbated Up,FALSE
SRPRB,-0.1023,0.0329,0.923579,0.99166,0.917144,NS,Reversed (Aging Down / Training Up),TRUE
AK3,0.1332,-0.0017,0.920192,0.999987,0.951212,NS,Reversed (Aging Up / Training Down),FALSE
USP5,-0.0696,0.0651,0.939433,0.937037,0.853897,NS,Reversed (Aging Down / Training Up),FALSE
COX7A2L,-0.1156,0.019,0.956359,0.998234,0.956266,NS,Reversed (Aging Down / Training Up),TRUE
DGLUCY,0.1016,-0.0328,0.93475,0.992884,0.929616,NS,Reversed (Aging Up / Training Down),TRUE
EML2,0.0823,0.0519,0.968328,0.984258,0.997395,NS,Exacerbated Up,TRUE
PRDX5,0.0524,0.0816,0.971571,0.909934,0.99505,NS,Exacerbated Up,FALSE
PAFAH1B1,-0.0805,-0.0534,0.953578,0.977102,0.997134,NS,Exacerbated Down,FALSE
RABL3,-0.0386,-0.095,0.991252,0.924754,0.987992,NS,Exacerbated Down,TRUE
HSPA5,-0.0583,0.0751,0.958419,0.912401,0.855053,NS,Reversed (Aging Down / Training Up),FALSE
SNX12,-0.0891,-0.0442,0.943386,0.984297,0.991666,NS,Exacerbated Down,TRUE
SLC25A12,0.072,0.0608,0.947445,0.956448,0.99935,NS,Exacerbated Up,FALSE
PCBP1,-0.0918,0.0409,0.888256,0.977392,0.858467,NS,Reversed (Aging Down / Training Up),FALSE
UQCR11,-0.0944,0.0382,0.956689,0.992392,0.947092,NS,Reversed (Aging Down / Training Up),TRUE
FIS1,0.0238,-0.1083,0.995913,0.875783,0.90835,NS,Reversed (Aging Up / Training Down),FALSE
KPNA3,-0.1318,0,0.86031,1,0.919185,NS,Reversed (Aging Down / Training Up),TRUE
TRIM25,-0.0579,-0.0738,0.983973,0.962297,0.999235,NS,Exacerbated Down,TRUE
CAVIN1,0.1024,-0.0291,0.880614,0.990684,0.882527,NS,Reversed (Aging Up / Training Down),FALSE
HSD17B4,0.1195,0.0115,0.942179,0.999462,0.971908,NS,Exacerbated Up,FALSE
OXSR1,0.0449,-0.0859,0.974248,0.869644,0.847336,NS,Reversed (Aging Up / Training Down),FALSE
SEC23A,0.0538,0.077,0.972819,0.928709,0.997169,NS,Exacerbated Up,TRUE
TIPRL,-0.0727,0.058,0.936757,0.950824,0.865309,NS,Reversed (Aging Down / Training Up),TRUE
DLD,0.0851,-0.0455,0.906201,0.971636,0.864202,NS,Reversed (Aging Up / Training Down),FALSE
PITPNA,-0.1235,-0.0071,0.892988,0.99959,0.936627,NS,Exacerbated Down,TRUE
UQCRB,-0.0601,0.07,0.964279,0.940193,0.889703,NS,Reversed (Aging Down / Training Up),FALSE
MOB1A,0.1045,-0.0253,0.939709,0.995811,0.936369,NS,Reversed (Aging Up / Training Down),TRUE
SZRD1,0.0817,-0.0479,0.959768,0.983421,0.933386,NS,Reversed (Aging Up / Training Down),TRUE
XRCC5,-0.0574,-0.0721,0.964848,0.930324,0.998766,NS,Exacerbated Down,FALSE
ATP5F1A,0.1179,0.0112,0.837747,0.998715,0.925164,NS,Exacerbated Up,FALSE
NDUFV2,-0.0981,0.0308,0.933866,0.993305,0.930419,NS,Reversed (Aging Down / Training Up),FALSE
PCMT1,0.083,-0.0459,0.919244,0.973529,0.879492,NS,Reversed (Aging Up / Training Down),FALSE
SMYD1,0.0874,0.0413,0.961081,0.990553,0.993781,NS,Exacerbated Up,FALSE
BROX,0.1275,0.0011,0.922364,0.999993,0.946772,NS,Exacerbated Up,TRUE
PFKFB2,-0.0142,0.1141,0.998915,0.892403,0.934034,NS,Reversed (Aging Down / Training Up),TRUE
LAT,-0.0632,0.065,0.982216,0.97771,0.952709,NS,Reversed (Aging Down / Training Up),FALSE
PDHX,-0.0301,-0.0977,0.990204,0.846005,0.967156,NS,Exacerbated Down,FALSE
EIF2S1,-0.0725,0.0553,0.905529,0.937688,0.815648,NS,Reversed (Aging Down / Training Up),FALSE
MAT2A,-0.0278,-0.0997,0.990475,0.812023,0.956824,NS,Exacerbated Down,FALSE
NDUFB3,-0.1243,0.0026,0.901949,0.999962,0.939879,NS,Reversed (Aging Down / Training Up),FALSE
DDX6,-0.0328,-0.0939,0.992791,0.913049,0.98329,NS,Exacerbated Down,TRUE
PSMD1,-0.1084,0.0181,0.849859,0.996256,0.880518,NS,Reversed (Aging Down / Training Up),FALSE
PFDN1,-0.0806,-0.0455,0.937725,0.977668,0.993555,NS,Exacerbated Down,TRUE
PSMA7,-0.0823,0.0436,0.879827,0.964825,0.828564,NS,Reversed (Aging Down / Training Up),FALSE
SNTB2,-0.0564,-0.0695,0.966117,0.935672,0.999023,NS,Exacerbated Down,FALSE
DCTN2,0.0189,0.1068,0.995339,0.756304,0.925786,NS,Exacerbated Up,FALSE
CANX,0.0817,0.044,0.918202,0.974769,0.990895,NS,Exacerbated Up,FALSE
MTM1,-0.0797,0.046,0.959861,0.9831,0.932757,NS,Reversed (Aging Down / Training Up),TRUE
RPN1,-0.1199,0.0057,0.77696,0.999601,0.860189,NS,Reversed (Aging Down / Training Up),FALSE
HNRNPH2,-0.025,-0.1004,0.997767,0.926993,0.983628,NS,Exacerbated Down,TRUE
NDUFB5,-0.026,0.0991,0.996074,0.921154,0.936268,NS,Reversed (Aging Down / Training Up),FALSE
NAP1L1,-0.0611,0.0625,0.96967,0.960467,0.917353,NS,Reversed (Aging Down / Training Up),TRUE
PSMB1,-0.1196,0.0039,0.733541,0.999787,0.838471,NS,Reversed (Aging Down / Training Up),FALSE
ADH5,0.0253,-0.0981,0.994991,0.891202,0.914149,NS,Reversed (Aging Up / Training Down),FALSE
STAT3,0.0921,0.0313,0.931353,0.99127,0.982478,NS,Exacerbated Up,TRUE
CCT8,0.0136,0.1098,0.997536,0.726468,0.90442,NS,Exacerbated Up,FALSE
RRAS,0.0942,-0.0288,0.9102,0.991684,0.907772,NS,Reversed (Aging Up / Training Down),FALSE
SRL,-0.0786,-0.0443,0.926736,0.974945,0.992707,NS,Exacerbated Down,FALSE
PGP,0.1151,-0.0077,0.831144,0.999362,0.889243,NS,Reversed (Aging Up / Training Down),FALSE
PAFAH2,-0.0086,-0.1142,0.999606,0.895364,0.956833,NS,Exacerbated Down,TRUE
RALA,0.1156,-0.0069,0.871809,0.999591,0.916154,NS,Reversed (Aging Up / Training Down),FALSE
SRP14,0.0423,-0.0801,0.988063,0.942304,0.931302,NS,Reversed (Aging Up / Training Down),TRUE
MTCH2,0.1115,0.0105,0.854524,0.998881,0.932628,NS,Exacerbated Up,FALSE
PAICS,-0.115,0.0069,0.822508,0.999469,0.885412,NS,Reversed (Aging Down / Training Up),FALSE
UBE2L3,-0.0119,-0.1096,0.99849,0.7865,0.921861,NS,Exacerbated Down,FALSE
ETFDH,0.1008,-0.0207,0.918394,0.996649,0.929,NS,Reversed (Aging Up / Training Down),FALSE
A2M,-0.0537,0.0677,0.989853,0.980614,0.966278,NS,Reversed (Aging Down / Training Up),FALSE
PSMD9,-0.0523,0.0688,0.974284,0.944224,0.908209,NS,Reversed (Aging Down / Training Up),FALSE
EIF4G2,-6e-4,-0.1204,0.999998,0.842885,0.926392,NS,Exacerbated Down,TRUE
PRMT1,-0.0237,-0.0969,0.995609,0.893171,0.971653,NS,Exacerbated Down,FALSE
BCL2L13,0.0989,-0.0213,0.86817,0.994382,0.885387,NS,Reversed (Aging Up / Training Down),FALSE
PGD,0.1163,0.0037,0.864954,0.999883,0.927375,NS,Exacerbated Up,FALSE
NIBAN1,-0.0073,-0.1123,0.999735,0.907509,0.960711,NS,Exacerbated Down,TRUE
PPIC,-0.0338,-0.0856,0.99567,0.961987,0.993476,NS,Exacerbated Down,TRUE
IMPACT,0.0296,-0.0897,0.997118,0.960096,0.966695,NS,Reversed (Aging Up / Training Down),TRUE
PDCD6IP,0.114,0.0052,0.798589,0.999666,0.896772,NS,Exacerbated Up,FALSE
GSK3B,-0.014,0.1046,0.998303,0.836471,0.902119,NS,Reversed (Aging Down / Training Up),TRUE
PRKACA,0.0761,0.0421,0.913507,0.971874,0.99118,NS,Exacerbated Up,FALSE
SLC25A3,-0.0303,0.0876,0.992421,0.911007,0.918613,NS,Reversed (Aging Down / Training Up),FALSE
MICU2,0.0354,-0.0824,0.993934,0.94485,0.947631,NS,Reversed (Aging Up / Training Down),TRUE
SUPV3L1,0.11,0.0077,0.968635,0.999732,0.978889,NS,Exacerbated Up,TRUE
ARL8B,-0.0643,-0.0532,0.961712,0.969716,0.999394,NS,Exacerbated Down,FALSE
SCCPDH,0.0131,0.1042,0.998358,0.833948,0.941296,NS,Exacerbated Up,FALSE
GSPT1,-0.106,0.0108,0.870996,0.998785,0.907516,NS,Reversed (Aging Down / Training Up),TRUE
JSRP1,-0.0948,0.0216,0.911735,0.99559,0.920545,NS,Reversed (Aging Down / Training Up),FALSE
ARF5,0.059,0.0573,0.968913,0.960889,0.999987,NS,Exacerbated Up,TRUE
AHCY,0.0344,-0.0816,0.986946,0.89625,0.89438,NS,Reversed (Aging Up / Training Down),FALSE
SUCLG2,0.0195,-0.0965,0.998358,0.945527,0.959697,NS,Reversed (Aging Up / Training Down),FALSE
NDUFA3,-0.0233,-0.0926,0.997507,0.946872,0.98538,NS,Exacerbated Down,FALSE
MEMO1,-0.0533,0.0626,0.979393,0.965293,0.935905,NS,Reversed (Aging Down / Training Up),FALSE
IPO5,-0.1074,-0.0079,0.789598,0.99908,0.899656,NS,Exacerbated Down,FALSE
LRPPRC,-0.0017,0.1135,0.999976,0.829397,0.916077,NS,Reversed (Aging Down / Training Up),FALSE
STK38,0.0047,-0.1104,0.999926,0.931188,0.966021,NS,Reversed (Aging Up / Training Down),TRUE
NDUFB9,-0.066,0.0487,0.972947,0.983198,0.947971,NS,Reversed (Aging Down / Training Up),FALSE
EIF3F,0.1018,-0.0128,0.885103,0.998355,0.914717,NS,Reversed (Aging Up / Training Down),FALSE
