gene,logFC_Training_Young,logFC_Training_Old,pi_score_Young,pi_score_Old,pi_score_Interaction,significance,quadrant,imputed
ATP2B1,0.0979,-0.1159,0.977154,0.905332,0.892842,NS,Discordant (Young Up / Old Down),TRUE
AHCY,0.1319,-0.0819,0.698387,0.895693,0.496753,NS,Discordant (Young Up / Old Down),FALSE
CACNB3,-0.1779,-0.0354,0.562465,0.986627,0.817608,NS,Concordant Down,FALSE
UBE2M,-0.1037,-0.1092,0.816216,0.800432,0.999753,NS,Concordant Down,FALSE
MARCHF5,0.1183,0.0944,0.907415,0.935782,0.997678,NS,Concordant Up,TRUE
RSU1,-0.1325,-0.08,0.792971,0.931724,0.981596,NS,Concordant Down,TRUE
ATP6V1A,0.0778,0.1346,0.924238,0.757191,0.975119,NS,Concordant Up,FALSE
WDR77,0.0358,-0.1765,0.990349,0.696217,0.711844,NS,Discordant (Young Up / Old Down),TRUE
ALB,0.1911,-0.0211,0.678547,0.997059,0.738808,NS,Discordant (Young Up / Old Down),FALSE
TSPO,0.2054,0.0066,0.600615,0.999694,0.747444,NS,Concordant Up,TRUE
LRPPRC,0.0985,0.1134,0.873665,0.832953,0.998474,NS,Concordant Up,FALSE
ACADM,0.1155,0.0958,0.873978,0.918461,0.998006,NS,Concordant Up,FALSE
HSD17B12,0.1159,0.0954,0.898669,0.929579,0.998157,NS,Concordant Up,TRUE
SYNPO2,0.1733,0.0379,0.798017,0.992212,0.921641,NS,Concordant Up,FALSE
HLA-A,0.0846,0.1262,0.95413,0.89211,0.993003,NS,Concordant Up,TRUE
TLN1,0.1134,0.0974,0.72274,0.806043,0.997361,NS,Concordant Up,FALSE
TMX4,-0.0943,-0.1163,0.900295,0.840191,0.996954,NS,Concordant Down,TRUE
CFB,0.1751,0.0351,0.805963,0.993248,0.917657,NS,Concordant Up,TRUE
COA6,-0.1987,0.0115,0.647857,0.999136,0.739885,NS,Discordant (Young Down / Old Up),FALSE
FYCO1,0.2029,-0.0068,0.70415,0.999743,0.786014,NS,Discordant (Young Up / Old Down),TRUE
CHMP2B,-0.181,-0.0287,0.650201,0.993121,0.837805,NS,Concordant Down,TRUE
SUGT1,0.1808,0.0288,0.681209,0.992069,0.836126,NS,Concordant Up,TRUE
ADSS2,-0.1034,0.106,0.925662,0.917325,0.774866,NS,Discordant (Young Down / Old Up),TRUE
MTX2,-0.203,-0.0061,0.503302,0.999679,0.685424,NS,Concordant Down,FALSE
FIS1,-0.1006,-0.1085,0.893822,0.878494,0.999657,NS,Concordant Down,FALSE
NOL3,-0.0895,-0.1194,0.926599,0.866625,0.995256,NS,Concordant Down,FALSE
MRPS5,-0.0259,0.183,0.997323,0.770917,0.836283,NS,Discordant (Young Down / Old Up),TRUE
PSMD6,0.1461,-0.0627,0.785578,0.966657,0.708805,NS,Discordant (Young Up / Old Down),FALSE
HADHB,-0.0995,-0.1092,0.844821,0.815158,0.999254,NS,Concordant Down,FALSE
LDHD,0.0966,-0.1118,0.967195,0.944455,0.877369,NS,Discordant (Young Up / Old Down),TRUE
RPL10A,0.1092,0.0991,0.935251,0.948845,0.999674,NS,Concordant Up,FALSE
PUDP,-0.1716,-0.0366,0.761772,0.990585,0.901716,NS,Concordant Down,TRUE
CHCHD3,-0.1517,-0.0564,0.707397,0.966783,0.930353,NS,Concordant Down,FALSE
EIF3L,0.0897,0.1183,0.933167,0.879268,0.995974,NS,Concordant Up,TRUE
PDP1,-0.0696,0.1384,0.967832,0.859651,0.781034,NS,Discordant (Young Down / Old Up),TRUE
USO1,-0.0923,-0.1156,0.906092,0.850929,0.996679,NS,Concordant Down,FALSE
TIPRL,0.1498,0.0579,0.653158,0.953172,0.918265,NS,Concordant Up,TRUE
ATP5PB,0.1271,-0.0806,0.762996,0.914887,0.585553,NS,Discordant (Young Up / Old Down),FALSE
GSTP1,0.0077,-0.1995,0.999415,0.474183,0.607081,NS,Discordant (Young Up / Old Down),FALSE
FAM98B,-0.2036,-0.0035,0.555347,0.999899,0.699697,NS,Concordant Down,TRUE
RNF114,-0.0017,-0.2053,0.999977,0.523663,0.683334,NS,Concordant Down,TRUE
CHP1,-0.1563,-0.0505,0.754386,0.976794,0.92694,NS,Concordant Down,TRUE
PURB,0.1459,-0.0608,0.884992,0.980746,0.834766,NS,Discordant (Young Up / Old Down),TRUE
NSF,0.0413,0.165,0.988368,0.771247,0.918558,NS,Concordant Up,TRUE
PYGL,0.1498,-0.0565,0.881611,0.985211,0.846296,NS,Discordant (Young Up / Old Down),TRUE
SEC13,-0.1396,0.0666,0.821752,0.958724,0.71765,NS,Discordant (Young Down / Old Up),TRUE
CYC1,-0.1401,0.0652,0.743781,0.952949,0.638504,NS,Discordant (Young Down / Old Up),FALSE
FKBP4,0.1175,-0.0877,0.85274,0.924418,0.69376,NS,Discordant (Young Up / Old Down),FALSE
HDGFL2,-0.1189,-0.0861,0.936882,0.941362,0.99637,NS,Concordant Down,TRUE
TF,0.1812,0.0235,0.761435,0.996915,0.883509,NS,Concordant Up,FALSE
DYNLL1,0.0662,-0.1377,0.955267,0.782025,0.676623,NS,Discordant (Young Up / Old Down),TRUE
DPM3,0.1281,-0.0757,0.946882,0.961353,0.876163,NS,Discordant (Young Up / Old Down),TRUE
EEF1A2,0.1367,0.067,0.834905,0.965721,0.97457,NS,Concordant Up,FALSE
FBP2,0.1547,-0.0488,0.836459,0.986438,0.810243,NS,Discordant (Young Up / Old Down),FALSE
RACK1,-0.0182,0.1853,0.997007,0.592973,0.667145,NS,Discordant (Young Down / Old Up),FALSE
TBC1D4,-0.1467,0.0567,0.799574,0.965195,0.703271,NS,Discordant (Young Down / Old Up),TRUE
GLOD4,-0.1276,-0.0757,0.7215,0.913501,0.974757,NS,Concordant Down,FALSE
RALA,-0.1967,-0.0065,0.525611,0.99963900000000006,0.703127,NS,Concordant Down,FALSE
ABHD11,0.1228,0.0798,0.922593,0.969286,0.994173,NS,Concordant Up,TRUE
COX11,0.1425,-0.06,0.859267,0.975561,0.794838,NS,Discordant (Young Up / Old Down),TRUE
MYH14,0.1999,-0.0024,0.658262,0.999963,0.765109,NS,Discordant (Young Up / Old Down),TRUE
METAP2,-0.0704,-0.1316,0.912354,0.625163,0.956217,NS,Concordant Down,TRUE
CLPP,0.1692,-0.0326,0.851741,0.994968,0.850849,NS,Discordant (Young Up / Old Down),TRUE
TMOD1,0.0924,0.1092,0.971426,0.956429,0.999379,NS,Concordant Up,TRUE
SESN1,-0.1282,-0.0731,0.873332,0.956709,0.985147,NS,Concordant Down,TRUE
SMTNL1,0.0519,-0.1493,0.986996,0.880729,0.849252,NS,Discordant (Young Up / Old Down),FALSE
PYGM,0.0836,-0.1175,0.917325,0.830681,0.656183,NS,Discordant (Young Up / Old Down),FALSE
ADH5,-0.1023,-0.0984,0.873692,0.887312,0.999907,NS,Concordant Down,FALSE
VWF,-0.0356,0.1649,0.997556,0.880743,0.925141,NS,Discordant (Young Down / Old Up),TRUE
BIN1,0.1897,-0.0107,0.323566,0.998414,0.472965,NS,Discordant (Young Up / Old Down),FALSE
DDAH1,-0.1346,0.0658,0.816959,0.96238,0.72772,NS,Discordant (Young Down / Old Up),FALSE
RPS23,-0.1185,0.0817,0.900465,0.95575,0.801112,NS,Discordant (Young Down / Old Up),TRUE
LDHA,0.0875,0.1124,0.948074,0.913268,0.997474,NS,Concordant Up,FALSE
EPRS1,0.1988,0.0011,0.20125,0.999983,0.40333,NS,Concordant Up,FALSE
RDH14,-0.063,0.1369,0.969056,0.81489,0.746152,NS,Discordant (Young Down / Old Up),TRUE
SNRPD3,-0.0263,0.1735,0.993571,0.636895,0.677778,NS,Discordant (Young Down / Old Up),TRUE
AGT,0.0491,-0.1506,0.984179,0.797288,0.776878,NS,Discordant (Young Up / Old Down),TRUE
CLCC1,-0.1193,-0.0804,0.891985,0.924302,0.991925,NS,Concordant Down,TRUE
PDLIM3,0.1539,0.0455,0.805156,0.986128,0.940024,NS,Concordant Up,FALSE
RPS20,0.006,0.1933,0.999723,0.609501,0.751478,NS,Concordant Up,FALSE
STOML2,0.1098,0.0895,0.824336,0.891031,0.996924,NS,Concordant Up,FALSE
YBX3,-0.1248,-0.0741,0.826219,0.945903,0.983757,NS,Concordant Down,FALSE
NAA50,0.1936,0.0052,0.529228,0.999755,0.696755,NS,Concordant Up,TRUE
CASQ2,0.1661,-0.0326,0.816855,0.994343,0.825731,NS,Discordant (Young Up / Old Down),FALSE
RAB5C,0.0904,0.1083,0.931428,0.901239,0.998455,NS,Concordant Up,FALSE
PABPC4,-0.1669,0.0316,0.853569,0.994989,0.850035,NS,Discordant (Young Down / Old Up),TRUE
UBE2Z,0.1341,-0.0639,0.85673,0.960574,0.754801,NS,Discordant (Young Up / Old Down),TRUE
UBAC1,0.1012,0.0963,0.875852,0.891764,0.999854,NS,Concordant Up,FALSE
CAVIN1,0.1682,-0.0293,0.584047,0.990553,0.623668,NS,Discordant (Young Up / Old Down),FALSE
RPLP0,0.0448,0.1526,0.986522,0.818452,0.942096,NS,Concordant Up,FALSE
SYNJ2BP,-0.195,-0.0023,0.554089,0.999956,0.710376,NS,Concordant Down,FALSE
RPL26,0.1369,0.0604,0.894039,0.981936,0.979535,NS,Concordant Up,FALSE
LARS1,0.1396,0.0577,0.811151,0.970537,0.959399,NS,Concordant Up,TRUE
TST,-0.0245,-0.1727,0.99550399999999994,0.717236,0.862745,NS,Concordant Down,FALSE
SOD1,-0.0352,-0.1617,0.987512,0.672938,0.870097,NS,Concordant Down,FALSE
AHSA1,0.187,0.0097,0.578756,0.999127,0.737189,NS,Concordant Up,TRUE
SNX6,-0.13,-0.0663,0.734332,0.930378,0.961044,NS,Concordant Down,TRUE
ENO2,0.0038,0.1923,0.999902,0.660536,0.779958,NS,Concordant Up,FALSE
IMPDH2,-0.079,0.1164,0.918309,0.81437,0.639634,NS,Discordant (Young Down / Old Up),FALSE
NPC2,-0.1447,-0.0497,0.95394,0.988005,0.982551,NS,Concordant Down,TRUE
ACTR3,0.0954,0.0986,0.88027,0.874972,0.999931,NS,Concordant Up,FALSE
IFIT2,-0.0696,-0.1241,0.963555,0.876143,0.985552,NS,Concordant Down,FALSE
TNMD,-0.0245,-0.1692,0.996609,0.799433,0.904122,NS,Concordant Down,TRUE
NCL,-0.1747,0.0189,0.692789,0.997347,0.752167,NS,Discordant (Young Down / Old Up),FALSE
ACOT9,0.1108,0.0824,0.859686,0.928782,0.994975,NS,Concordant Up,FALSE
LYPLA2,-0.1692,-0.0239,0.853078,0.996798,0.918782,NS,Concordant Down,TRUE
EIF4A2,-0.0503,0.1428,0.977123,0.786448,0.733238,NS,Discordant (Young Down / Old Up),FALSE
C1QBP,-0.0926,0.1004,0.912913,0.898892,0.730547,NS,Discordant (Young Down / Old Up),FALSE
ATP1B1,0.1143,0.0786,0.787469,0.909427,0.989024,NS,Concordant Up,FALSE
PKM,0.0494,0.1435,0.970096,0.702553,0.92056,NS,Concordant Up,FALSE
BAG6,0.1073,-0.0855,0.938089,0.927791,0.81973,NS,Discordant (Young Up / Old Down),TRUE
TPT1,-0.1393,-0.0534,0.81538,0.977473,0.957578,NS,Concordant Down,FALSE
PSMD9,0.1245,0.0682,0.786632,0.944548,0.97544,NS,Concordant Up,FALSE
UQCRQ,-0.1279,0.0646,0.784177,0.952867,0.674904,NS,Discordant (Young Down / Old Up),FALSE
ATP5F1C,0.1594,0.0331,0.658169,0.988863,0.864359,NS,Concordant Up,FALSE
LMAN1,0.1574,0.035,0.727038,0.989563,0.896505,NS,Concordant Up,TRUE
SERPINA3,0.1276,-0.0645,0.882394,0.973181,0.816194,NS,Discordant (Young Up / Old Down),TRUE
SNX5,-0.0066,-0.1852,0.999915,0.845043,0.939144,NS,Concordant Down,TRUE
SLC29A1,0.008,-0.1834,0.999713,0.685595,0.829883,NS,Discordant (Young Up / Old Down),TRUE
RABGGTA,-0.0323,0.159,0.991053,0.700121,0.723123,NS,Discordant (Young Down / Old Up),TRUE
SERPINA1,0.1002,-0.0909,0.932009,0.946359,0.824376,NS,Discordant (Young Up / Old Down),FALSE
ELAVL1,-0.188,0.0031,0.845366,0.99994,0.865135,NS,Discordant (Young Down / Old Up),TRUE
GSR,0.1409,0.0496,0.639248,0.964023,0.908596,NS,Concordant Up,FALSE
SERPING1,-0.157,0.0335,0.872661,0.994236,0.862024,NS,Discordant (Young Down / Old Up),TRUE
TXN2,-0.0783,0.1121,0.940069,0.869737,0.737074,NS,Discordant (Young Down / Old Up),TRUE
DCUN1D1,0.0739,0.1157,0.96212,0.89216,0.991965,NS,Concordant Up,TRUE
COQ3,-0.1198,-0.0698,0.834941,0.95077,0.983717,NS,Concordant Down,FALSE
IGKV3-20,0.0703,0.1191,0.98753,0.950937,0.99541,NS,Concordant Up,TRUE
RTN4,-0.0095,-0.1798,0.999051,0.529263,0.710978,NS,Concordant Down,FALSE
AGO2,-0.1601,0.0292,0.764787,0.993666,0.776961,NS,Discordant (Young Down / Old Up),TRUE
PREP,-0.1329,-0.0562,0.757986,0.964127,0.952784,NS,Concordant Down,FALSE
YWHAZ,0.1527,-0.0364,0.620391,0.983542,0.620237,NS,Discordant (Young Up / Old Down),FALSE
ABHD14B,-0.1074,-0.0816,0.857604,0.924336,0.995588,NS,Concordant Down,FALSE
SNX12,-0.1447,-0.0442,0.814955,0.984331,0.941709,NS,Concordant Down,TRUE
SUMO2,0.0738,0.115,0.962979,0.898255,0.992474,NS,Concordant Up,TRUE
SLC25A20,-0.1241,0.0647,0.880814,0.971528,0.811283,NS,Discordant (Young Down / Old Up),FALSE
PYGB,-0.0628,-0.1257,0.955645,0.803255,0.970867,NS,Concordant Down,FALSE
S100A1,0.1467,-0.0417,0.878301,0.991739,0.864671,NS,Discordant (Young Up / Old Down),FALSE
PPM1B,-0.1848,0.0034,0.694604,0.99992,0.781701,NS,Discordant (Young Down / Old Up),TRUE
HNRNPA1,-0.1336,-0.0544,0.894632,0.981414,0.97477,NS,Concordant Down,TRUE
TOM1,-0.0708,-0.1171,0.944713,0.838417,0.985442,NS,Concordant Down,FALSE
CNBP,-0.1065,-0.0814,0.891663,0.941349,0.996658,NS,Concordant Down,FALSE
NPEPPS,-0.0776,-0.1096,0.91007,0.813328,0.99138,NS,Concordant Down,FALSE
TIMM10,-0.0342,-0.1528,0.990842,0.778507,0.914173,NS,Concordant Down,FALSE
RPS24,0.1504,0.0366,0.851987,0.992722,0.945959,NS,Concordant Up,TRUE
DHRS7B,0.0607,-0.1263,0.974527,0.879781,0.815208,NS,Discordant (Young Up / Old Down),FALSE
HSD17B4,0.1759,0.011,0.839349,0.999511,0.907658,NS,Concordant Up,FALSE
UQCRFS1,-0.0581,0.1287,0.957001,0.761466,0.658731,NS,Discordant (Young Down / Old Up),FALSE
PELO,0.0445,0.1423,0.989529,0.854995,0.960183,NS,Concordant Up,TRUE
ACAT1,-0.0741,-0.1125,0.930103,0.829997,0.988895,NS,Concordant Down,FALSE
COQ8A,-0.1067,-0.0799,0.849703,0.922824,0.99492100000000006,NS,Concordant Down,FALSE
GAPDHS,0.1381,0.0484,0.951147,0.993018,0.984805,NS,Concordant Up,TRUE
EIF3A,-0.1243,0.0622,0.754685,0.947826,0.636162,NS,Discordant (Young Down / Old Up),FALSE
LETM1,0.1217,0.0645,0.859708,0.965682,0.981869,NS,Concordant Up,FALSE
CRAT,-0.1417,-0.0444,0.734253,0.97929,0.923975,NS,Concordant Down,FALSE
RTN2,0.059,-0.1266,0.956447,0.774507,0.669701,NS,Discordant (Young Up / Old Down),FALSE
STAT3,-0.1548,0.0307,0.750713,0.991671,0.751453,NS,Discordant (Young Down / Old Up),TRUE
DDB1,0.1602,0.0253,0.419304,0.9892,0.719099,NS,Concordant Up,FALSE
SLC25A13,-0.0975,0.0879,0.890027,0.914931,0.721781,NS,Discordant (Young Down / Old Up),FALSE
SDHD,0.1094,-0.0756,0.906691,0.958403,0.812361,NS,Discordant (Young Up / Old Down),TRUE
EIF3K,-0.0849,0.1,0.932491,0.906403,0.768518,NS,Discordant (Young Down / Old Up),FALSE
HNRNPA2B1,-0.1795,0.0054,0.691516,0.999804,0.785714,NS,Discordant (Young Down / Old Up),FALSE
AZGP1,-0.0275,-0.1572,0.994593,0.782228,0.903472,NS,Concordant Down,FALSE
UQCRC2,-0.12,0.0646,0.790802,0.94779,0.670093,NS,Discordant (Young Down / Old Up),FALSE
APOE,-0.0755,-0.1087,0.98396,0.947674,0.99757,NS,Concordant Down,TRUE
PSMD11,0.1199,0.064,0.72394,0.932587,0.966791,NS,Concordant Up,FALSE
BCKDHA,-0.0559,-0.128,0.983578,0.888503,0.979581,NS,Concordant Down,TRUE
SQSTM1,-0.0667,0.1172,0.961532,0.870465,0.777517,NS,Discordant (Young Down / Old Up),TRUE
ECH1,0.1586,-0.0251,0.75181,0.995319,0.781124,NS,Discordant (Young Up / Old Down),FALSE
RAB14,-0.1054,-0.0783,0.893493,0.942311,0.99597,NS,Concordant Down,TRUE
BSG,-0.0521,0.1315,0.967383,0.760089,0.682165,NS,Discordant (Young Down / Old Up),FALSE
AP1G1,-0.0149,0.1685,0.999361,0.79624,0.901378,NS,Discordant (Young Down / Old Up),TRUE
TXNDC17,0.0382,0.1452,0.982016,0.681078,0.890109,NS,Concordant Up,FALSE
PPIA,0.1396,0.0436,0.780535,0.982918,0.936753,NS,Concordant Up,FALSE
PSMD3,0.1448,-0.0383,0.696618,0.98364,0.682198,NS,Discordant (Young Up / Old Down),FALSE
RTN3,0.1216,0.0615,0.91875,0.980589,0.987503,NS,Concordant Up,TRUE
NIPSNAP2,-0.1653,-0.0177,0.665394,0.997228,0.828384,NS,Concordant Down,FALSE
MTM1,-0.1369,0.046,0.848381,0.983104,0.801768,NS,Discordant (Young Down / Old Up),TRUE
MXRA7,0.0761,-0.1066,0.981745,0.949878,0.91183,NS,Discordant (Young Up / Old Down),TRUE
HARS1,0.1815,-0.001,0.485692,0.999988,0.646624,NS,Discordant (Young Up / Old Down),TRUE
PSMD7,-0.0038,0.1786,0.999865,0.590572,0.710339,NS,Discordant (Young Down / Old Up),FALSE
EML2,0.13,0.0523,0.90336,0.984023,0.976818,NS,Concordant Up,TRUE
SLC35A4,-0.0568,0.1252,0.977947,0.877112,0.822163,NS,Discordant (Young Down / Old Up),TRUE
CDH13,-0.0168,-0.165,0.997778,0.721677,0.85179,NS,Concordant Down,FALSE
HP1BP3,0.0579,0.1239,0.98494,0.895727,0.984538,NS,Concordant Up,TRUE
PRKAB2,0.1009,0.0807,0.866562,0.920864,0.997158,NS,Concordant Up,FALSE
CLIP2,0.1711,0.0103,0.854024,0.999505,0.907373,NS,Concordant Up,TRUE
ADI1,0.1169,0.0642,0.953548,0.982853,0.993199,NS,Concordant Up,TRUE
SNTB1,-0.1578,-0.0231,0.770352,0.9962,0.892472,NS,Concordant Down,TRUE
PCCA,0.1555,-0.0253,0.75322,0.994799,0.77417,NS,Discordant (Young Up / Old Down),TRUE
ATP5PF,0.0903,0.0901,0.914754,0.917441,1,NS,Concordant Up,FALSE
MCTS1,0.175,-0.0051,0.543578,0.999736,0.679267,NS,Discordant (Young Up / Old Down),FALSE
HNRNPD,-0.1287,-0.0513,0.771035,0.970206,0.951299,NS,Concordant Down,FALSE
PSMD4,0.1665,0.0132,0.47033,0.997708,0.697728,NS,Concordant Up,FALSE
MRPS25,0.0871,0.0923,0.931927,0.913611,0.999853,NS,Concordant Up,TRUE
EIF3E,-0.036,0.1433,0.991321,0.83427,0.823833,NS,Discordant (Young Down / Old Up),TRUE
USP13,-0.1003,-0.0789,0.956899,0.961127,0.998568,NS,Concordant Down,TRUE
HDHD2,-0.1323,-0.0468,0.76358,0.976684,0.941588,NS,Concordant Down,TRUE
UGP2,0.1371,0.0419,0.719149,0.979436,0.918011,NS,Concordant Up,FALSE
LIMS1,-0.137,0.0418,0.763531,0.979405,0.711258,NS,Discordant (Young Down / Old Up),TRUE
HEBP2,-0.0703,-0.1085,0.947295,0.867293,0.990521,NS,Concordant Down,FALSE
CMPK1,-0.1097,-0.0687,0.927377,0.973043,0.993771,NS,Concordant Down,TRUE
PPTC7,-0.1093,0.069,0.952228,0.973105,0.89349,NS,Discordant (Young Down / Old Up),TRUE
PA2G4,0.0314,0.1468,0.989757,0.718558,0.888409,NS,Concordant Up,FALSE
CMYA5,-0.0432,-0.1349,0.981509,0.786075,0.938393,NS,Concordant Down,FALSE
AIMP2,0.1469,-0.0308,0.585788,0.986467,0.604453,NS,Discordant (Young Up / Old Down),FALSE
PMM2,-0.055,0.1226,0.984677,0.912854,0.874934,NS,Discordant (Young Down / Old Up),TRUE
PSMC6,0.1145,0.0628,0.754359,0.936654,0.972474,NS,Concordant Up,FALSE
TRIP10,0.1146,-0.0627,0.78215,0.942792,0.650021,NS,Discordant (Young Up / Old Down),TRUE
CD36,0.0836,0.0933,0.959548,0.950174,0.999672,NS,Concordant Up,FALSE
ARPC1A,0.0229,-0.1536,0.995501,0.679229,0.74555,NS,Discordant (Young Up / Old Down),TRUE
PITHD1,-0.0765,-0.0997,0.973458,0.926332,0.998157,NS,Concordant Down,TRUE
TSFM,0.0372,0.1389,0.99145,0.855887,0.95133,NS,Concordant Up,TRUE
SGTA,-0.1093,-0.0667,0.822418,0.942049,0.985164,NS,Concordant Down,FALSE
GYG1,0.1643,-0.0117,0.616838,0.998642,0.711338,NS,Discordant (Young Up / Old Down),FALSE
PPIC,-0.0896,-0.086,0.956309,0.961639,0.99996,NS,Concordant Down,TRUE
PSMC2,0.1239,0.0515,0.618176,0.945747,0.924019,NS,Concordant Up,FALSE
SLIRP,0.0913,0.0841,0.935104,0.943634,0.999768,NS,Concordant Up,TRUE
HGS,-0.0922,-0.0829,0.939338,0.93667,0.999603,NS,Concordant Down,TRUE
TXN,-0.0985,-0.0766,0.881723,0.93393,0.996844,NS,Concordant Down,FALSE
MIF,0.105,0.0699,0.898824,0.959326,0.993539,NS,Concordant Up,FALSE
RPL5,-0.0352,0.1397,0.993765,0.888214,0.878686,NS,Discordant (Young Down / Old Up),FALSE
SETD7,0.1395,0.0352,0.753366,0.987897,0.915157,NS,Concordant Up,FALSE
MRPL1,0.0469,0.1274,0.986422,0.875152,0.970102,NS,Concordant Up,TRUE
CACNA2D1,-0.1091,-0.0649,0.817152,0.943505,0.983532,NS,Concordant Down,FALSE
SERPINF1,-0.1564,0.0175,0.824529,0.998249,0.854082,NS,Discordant (Young Down / Old Up),TRUE
TUBB4B,0.1605,0.0134,0.62503,0.998195,0.795943,NS,Concordant Up,FALSE
XRCC6,-0.1486,0.0247,0.683799,0.993387,0.713337,NS,Discordant (Young Down / Old Up),TRUE
UBXN4,0.0674,0.1058,0.972133,0.912336,0.993687,NS,Concordant Up,TRUE
SERPINB1,0.1133,0.0597,0.895198,0.974393,0.986073,NS,Concordant Up,FALSE
STBD1,0.1409,-0.032,0.713665,0.988906,0.717467,NS,Discordant (Young Up / Old Down),FALSE
ISOC2,0.1256,-0.0473,0.778662,0.974658,0.721859,NS,Discordant (Young Up / Old Down),FALSE
PSMD1,0.1544,0.0185,0.619964,0.996142,0.810718,NS,Concordant Up,FALSE
ATP5F1B,0.084,0.0887,0.906953,0.897875,0.999843,NS,Concordant Up,FALSE
EDF1,-0.1091,-0.0631,0.871512,0.961465,0.98677,NS,Concordant Down,TRUE
ACYP2,0.1108,0.0613,0.833436,0.955941,0.9813,NS,Concordant Up,FALSE
CLPB,0.1081,0.0639,0.944019,0.975994,0.993425,NS,Concordant Up,TRUE
ENDOG,0.1594,0.0125,0.853224,0.99929,0.918986,NS,Concordant Up,FALSE
USP15,0.132,0.0399,0.767892,0.98339,0.931574,NS,Concordant Up,TRUE
COPG1,-0.0955,0.0762,0.901226,0.926621,0.751991,NS,Discordant (Young Down / Old Up),TRUE
SPPL2A,-0.0962,-0.0748,0.945057,0.970382,0.998411,NS,Concordant Down,TRUE
IST1,-0.1043,0.0666,0.820772,0.934084,0.672047,NS,Discordant (Young Down / Old Up),TRUE
SCCPDH,0.0664,0.1045,0.934233,0.825742,0.987118,NS,Concordant Up,FALSE
PHPT1,0.0058,-0.1651,0.999676,0.629855,0.732977,NS,Discordant (Young Up / Old Down),FALSE
TUBA8,-0.0836,0.0873,0.896673,0.88968,0.694049,NS,Discordant (Young Down / Old Up),FALSE
KPNA6,0.0221,0.1485,0.996037,0.717757,0.881852,NS,Concordant Up,TRUE
CUL3,0.1229,-0.0476,0.805443,0.976189,0.750115,NS,Discordant (Young Up / Old Down),FALSE
GNB1,0.0181,-0.1522,0.996476,0.667608,0.720097,NS,Discordant (Young Up / Old Down),FALSE
HNRNPR,0.0675,0.1025,0.949419,0.872274,0.991686,NS,Concordant Up,TRUE
CAPZB,-0.0684,0.1015,0.974167,0.941629,0.882024,NS,Discordant (Young Down / Old Up),FALSE
PRDX2,0.1111,0.0586,0.779001,0.947834,0.972638,NS,Concordant Up,FALSE
PFDN2,0.0425,-0.127,0.981028,0.795526,0.753504,NS,Discordant (Young Up / Old Down),TRUE
PFKFB2,0.0552,0.1142,0.979969,0.892437,0.983485,NS,Concordant Up,TRUE
PPIL3,0.1421,-0.0273,0.879954,0.996324,0.884736,NS,Discordant (Young Up / Old Down),TRUE
TXNRD2,-0.0813,-0.0881,0.95812,0.94637,0.999819,NS,Concordant Down,TRUE
ANP32A,0.1202,0.0491,0.79956,0.972114,0.958562,NS,Concordant Up,TRUE
PSMC4,0.104,0.0652,0.814952,0.936068,0.986155,NS,Concordant Up,FALSE
CHMP4B,0.0958,0.0731,0.892827,0.942464,0.99672,NS,Concordant Up,FALSE
EIF1AX,0.1318,0.037,0.801674,0.987693,0.93727,NS,Concordant Up,FALSE
RAB12,-0.039,-0.1298,0.988651,0.834155,0.951763,NS,Concordant Down,TRUE
FAM136A,-0.038,0.1308,0.993275,0.900209,0.890979,NS,Discordant (Young Down / Old Up),TRUE
HSPA8,0.1517,0.0167,0.516124,0.995922,0.747692,NS,Concordant Up,FALSE
NAA15,0.1576,0.0106,0.924458,0.999486,0.944769,NS,Concordant Up,TRUE
MAT2A,-0.0679,-0.0996,0.917296,0.812342,0.989826,NS,Concordant Down,FALSE
RHOA,-0.0602,-0.1072,0.951426,0.831617,0.981472,NS,Concordant Down,FALSE
PPP1R2,-0.0571,-0.11,0.967935,0.869359,0.981949,NS,Concordant Down,FALSE
FXYD1,0.1083,0.0585,0.939146,0.983387,0.991852,NS,Concordant Up,TRUE
YARS1,-0.063,0.1035,0.970844,0.912034,0.842144,NS,Discordant (Young Down / Old Up),TRUE
PSMF1,0.1619,0.0045,0.690138,0.999826,0.803394,NS,Concordant Up,TRUE
CFL1,0.109,0.0573,0.877966,0.970735,0.984,NS,Concordant Up,FALSE
IMMT,-0.1195,-0.0468,0.77697,0.972397,0.951735,NS,Concordant Down,FALSE
PPP5C,0.1453,-0.0206,0.661175,0.994864,0.702695,NS,Discordant (Young Up / Old Down),TRUE
NNT,0.0966,0.0693,0.896827,0.951612,0.995402,NS,Concordant Up,FALSE
UBE2G1,-0.1376,-0.0281,0.91871100000000006,0.995284,0.958894,NS,Concordant Down,TRUE
ITIH4,-0.0689,0.0968,0.979023,0.949045,0.902568,NS,Discordant (Young Down / Old Up),TRUE
TMEM245,0.0913,-0.0742,0.966924,0.945474,0.895184,NS,Discordant (Young Up / Old Down),TRUE
ACADVL,-0.0771,-0.0883,0.921304,0.896949,0.999112,NS,Concordant Down,FALSE
XPO7,0.0859,-0.0795,0.964731,0.950783,0.884588,NS,Discordant (Young Up / Old Down),TRUE
ESD,-0.1143,-0.051,0.897965,0.982522,0.980987,NS,Concordant Down,FALSE
PFKL,0.1426,0.0227,0.848845,0.996999,0.931913,NS,Concordant Up,FALSE
GMPPB,0.1404,0.0245,0.807773,0.995186,0.914109,NS,Concordant Up,TRUE
