gene,logFC_Training_Young,logFC_Training_Old,pi_score_Young,pi_score_Old,pi_score_Interaction,significance,quadrant,imputed
CCT2,0.2454,0.1201,0.224008,0.786954,0.845506,NS,Concordant Up,FALSE
PDIA3,0.2309,0.1345,0.235446,0.702222,0.903706,NS,Concordant Up,FALSE
HSPE1,0.1502,0.2148,0.703345,0.442445,0.969022,NS,Concordant Up,FALSE
SHMT2,0.0695,0.2954,0.974858,0.409961,0.776868,NS,Concordant Up,TRUE
MYL12B,-0.0319,0.3325,0.993642,0.286842,0.383433,NS,Discordant (Young Down / Old Up),FALSE
SF1,-0.3127,0.0511,0.643161,0.989286,0.636137,NS,Discordant (Young Down / Old Up),TRUE
ABHD10,-0.2011,-0.1625,0.666828,0.755831,0.99279,NS,Concordant Down,TRUE
CAP1,0.0781,0.2854,0.956693,0.407413,0.772887,NS,Concordant Up,TRUE
TACO1,-0.316,-0.0474,0.368636,0.986703,0.661233,NS,Concordant Down,TRUE
PCBD2,-0.1953,-0.1678,0.434572,0.581497,0.994055,NS,Concordant Down,FALSE
HP,0.3023,-0.0604,0.680568,0.989091,0.694959,NS,Discordant (Young Up / Old Down),FALSE
RPL34,0.1953,-0.1673,0.85582,0.900306,0.670741,NS,Discordant (Young Up / Old Down),TRUE
MT-CO2,-0.3491,-0.013,0.158611,0.998872,0.380641,NS,Concordant Down,FALSE
GAPDH,0.1748,0.1865,0.602291,0.567017,0.999129,NS,Concordant Up,FALSE
FN1,-0.2237,-0.1367,0.914059,0.943793,0.989509,NS,Concordant Down,TRUE
NOMO2,-0.2663,0.0938,0.383209,0.913673,0.272866,NS,Discordant (Young Down / Old Up),TRUE
DDX1,0.2863,0.0737,0.12238,0.930178,0.565181,NS,Concordant Up,FALSE
TRAPPC3,0.3564,0.0034,0.452726,0.999932,0.544228,NS,Concordant Up,TRUE
TOMM70,0.3245,-0.0344,0.156665,0.990185,0.249483,NS,Discordant (Young Up / Old Down),TRUE
EIF2B1,0.2813,0.0773,0.36089,0.933328,0.71407,NS,Concordant Up,TRUE
ETHE1,-0.2841,-0.0729,0.559686,0.953017,0.79183,NS,Concordant Down,TRUE
PRELP,-0.3109,-0.046,0.476745,0.990211,0.736528,NS,Concordant Down,TRUE
CLTC,0.277,0.0799,0.211973,0.929875,0.679148,NS,Concordant Up,FALSE
PHKB,0.1306,0.2263,0.797874,0.436206,0.933992,NS,Concordant Up,FALSE
MYO1C,0.2193,-0.1375,0.633599,0.834658,0.370132,NS,Discordant (Young Up / Old Down),TRUE
AP2B1,0.1829,0.1736,0.697473,0.705616,0.999582,NS,Concordant Up,TRUE
UBL4A,0.231,-0.1253,0.655576,0.873281,0.428905,NS,Discordant (Young Up / Old Down),TRUE
COQ9,-0.2176,-0.1385,0.411205,0.757751,0.952029,NS,Concordant Down,FALSE
TKT,0.2149,0.1411,0.721034,0.855642,0.978413,NS,Concordant Up,TRUE
UBE2V2,-0.1922,-0.1636,0.32351799999999997,0.490023,0.991759,NS,Concordant Down,FALSE
MTDH,0.2866,0.0689,0.287164,0.953237,0.665739,NS,Concordant Up,TRUE
NDUFB8,-0.3101,0.0454,0.217272,0.983635,0.289396,NS,Discordant (Young Down / Old Up),FALSE
RPS16,0.1032,0.252,0.901508,0.430173,0.860501,NS,Concordant Up,FALSE
PDLIM5,-0.1023,-0.2521,0.912388,0.472949,0.871573,NS,Concordant Down,FALSE
ACAD8,-0.2792,0.0751,0.423974,0.954245,0.363094,NS,Discordant (Young Down / Old Up),TRUE
SLC25A3,0.2666,0.0876,0.229463,0.911007,0.726397,NS,Concordant Up,FALSE
PRXL2A,-0.1674,-0.1868,0.824805,0.788119,0.998708,NS,Concordant Down,FALSE
CYB5A,0.2174,-0.1365,0.683966,0.854101,0.433152,NS,Discordant (Young Up / Old Down),TRUE
PICALM,0.351,-0.0028,0.518169,0.999949,0.562298,NS,Discordant (Young Up / Old Down),TRUE
SCP2,0.1258,0.2275,0.869339,0.57992,0.946456,NS,Concordant Up,TRUE
PAFAH1B2,-0.1656,0.1876,0.911645,0.808563,0.663528,NS,Discordant (Young Down / Old Up),TRUE
RPS27A,0.1443,-0.208,0.889234,0.770674,0.562155,NS,Discordant (Young Up / Old Down),FALSE
FHL3,-0.147,-0.2041,0.820207,0.660479,0.984378,NS,Concordant Down,FALSE
SLC25A24,0.1214,0.2297,0.808781,0.359295,0.902701,NS,Concordant Up,TRUE
PGM5,-0.2776,-0.0733,0.401151,0.961825,0.771042,NS,Concordant Down,FALSE
RPL15,0.2942,0.0564,0.440361,0.982113,0.744622,NS,Concordant Up,TRUE
CST3,0.1967,0.1533,0.631394,0.781938,0.990074,NS,Concordant Up,TRUE
DDAH2,0.3443,0.0052,0.146491,0.99979,0.316368,NS,Concordant Up,TRUE
ACY1,0.2381,0.1109,0.447632,0.885082,0.896583,NS,Concordant Up,FALSE
TACC2,0.148,-0.2007,0.806751,0.625441,0.342221,NS,Discordant (Young Up / Old Down),TRUE
ERO1A,0.1735,0.175,0.613235,0.575286,0.999986,NS,Concordant Up,TRUE
ALDH9A1,-0.1822,-0.166,0.597439,0.676575,0.998394,NS,Concordant Down,FALSE
CCT8,0.2384,0.1098,0.091595,0.726468,0.747735,NS,Concordant Up,FALSE
SPTBN1,0.1907,0.1575,0.572589,0.716812,0.993149,NS,Concordant Up,FALSE
CCDC124,0.236,0.1122,0.511701,0.886986,0.910219,NS,Concordant Up,TRUE
DNAJA2,0.2232,0.1249,0.288704,0.757598,0.904739,NS,Concordant Up,FALSE
SSBP1,0.2445,0.1035,0.326706,0.877285,0.840904,NS,Concordant Up,FALSE
LPCAT3,-0.2357,-0.1106,0.740148,0.929185,0.947456,NS,Concordant Down,TRUE
CAV1,-0.3058,-0.0399,0.16319,0.98552,0.479447,NS,Concordant Down,FALSE
SDR39U1,-0.181,-0.1636,0.809507,0.82747,0.998963,NS,Concordant Down,TRUE
NACA,0.2676,0.0768,0.1132,0.909346,0.587302,NS,Concordant Up,FALSE
RPS28,0.1804,0.1637,0.738504,0.794202,0.998822,NS,Concordant Up,FALSE
DCTN2,0.2372,0.1068,0.11044,0.756304,0.754111,NS,Concordant Up,FALSE
SPTAN1,0.241,0.1022,0.44435,0.896366,0.871823,NS,Concordant Up,TRUE
GYS1,0.2392,0.1036,0.373882,0.884253,0.861827,NS,Concordant Up,FALSE
NDUFB11,-0.304,0.0382,0.291595,0.989897,0.38217,NS,Discordant (Young Down / Old Up),FALSE
HSPA2,0.2775,-0.0645,0.607127,0.981862,0.608079,NS,Discordant (Young Up / Old Down),FALSE
RPS10,-0.0804,0.2607,0.954165,0.49849,0.435027,NS,Discordant (Young Down / Old Up),FALSE
MAPRE3,0.1947,0.146,0.773884,0.885458,0.992053,NS,Concordant Up,TRUE
PHKG1,0.1797,0.1607,0.471629,0.582379,0.99703,NS,Concordant Up,FALSE
BCAM,-0.2577,-0.0827,0.442135,0.944372,0.81868,NS,Concordant Down,TRUE
TMEM11,-0.2649,0.0754,0.224697,0.934552,0.199509,NS,Discordant (Young Down / Old Up),FALSE
CALM1,0.1816,0.1585,0.570154,0.681597,0.996465,NS,Concordant Up,FALSE
CPPED1,0.2831,0.0567,0.67026,0.988201,0.856468,NS,Concordant Up,TRUE
LCP1,0.015,0.3247,0.998356,0.153721,0.398268,NS,Concordant Up,TRUE
RPS21,-0.0484,0.2909,0.979503,0.265155,0.306247,NS,Discordant (Young Down / Old Up),FALSE
TMEM109,-0.1539,-0.1849,0.764382,0.670668,0.994915,NS,Concordant Down,FALSE
MYOT,-0.0954,0.2433,0.961068,0.73285,0.648675,NS,Discordant (Young Down / Old Up),FALSE
RRAS2,-0.1975,-0.141,0.556082,0.772927,0.979125,NS,Concordant Down,TRUE
FKBP5,-0.1637,-0.1747,0.729071,0.671388,0.999352,NS,Concordant Down,TRUE
HRC,0.3021,0.0357,0.086087,0.985368,0.361511,NS,Concordant Up,FALSE
KTN1,0.2826,-0.0551,0.472632,0.97907,0.462971,NS,Discordant (Young Up / Old Down),TRUE
TMEM70,0.1079,0.2296,0.9486,0.767277,0.956907,NS,Concordant Up,TRUE
COL18A1,-0.2736,-0.0632,0.788604,0.981701,0.895099,NS,Concordant Down,TRUE
CRKL,-0.2144,-0.1223,0.310417,0.760452,0.914379,NS,Concordant Down,FALSE
LMCD1,0.2723,0.0639,0.373073,0.968681,0.737345,NS,Concordant Up,FALSE
PCYT1A,-0.2069,-0.1291,0.518894,0.783995,0.956134,NS,Concordant Down,TRUE
RPS12,-0.0503,0.2856,0.976882,0.264318,0.297943,NS,Discordant (Young Down / Old Up),FALSE
HSP90B1,0.2182,0.1177,0.306358,0.78494,0.899264,NS,Concordant Up,FALSE
NAXD,-0.1819,-0.154,0.663855,0.769616,0.995841,NS,Concordant Down,FALSE
CHCHD4,0.2106,0.1247,0.720711,0.873395,0.967946,NS,Concordant Up,TRUE
UFM1,0.2246,-0.1103,0.594482,0.901034,0.420636,NS,Discordant (Young Up / Old Down),TRUE
PRKG1,-0.0498,-0.2849,0.983067,0.389633,0.698267,NS,Concordant Down,TRUE
TTC38,0.2375,0.0972,0.867629,0.960798,0.961785,NS,Concordant Up,TRUE
HINT3,-0.2863,-0.0484,0.521922,0.988975,0.780284,NS,Concordant Down,TRUE
PPP6R1,-0.3155,0.0191,0.300272,0.996552,0.351085,NS,Discordant (Young Down / Old Up),TRUE
PGAM5,0.1574,-0.177,0.844106,0.762821,0.503506,NS,Discordant (Young Up / Old Down),TRUE
RUVBL2,0.2548,0.0795,0.490397,0.950857,0.829301,NS,Concordant Up,TRUE
SLMAP,0.2901,0.0441,0.260229,0.984098,0.593992,NS,Concordant Up,FALSE
SULT1A1,-0.1693,-0.1644,0.862003,0.854889,0.999931,NS,Concordant Down,TRUE
LMOD3,0.1696,0.1639,0.880748,0.87891300000000006,0.999919,NS,Concordant Up,TRUE
MMAB,-0.0479,-0.2842,0.987035,0.316178,0.707145,NS,Concordant Down,TRUE
MAVS,0.1691,-0.1627,0.564552,0.609524,0.164754,NS,Discordant (Young Up / Old Down),FALSE
ARPC4,0.2601,0.0715,0.396961,0.954722,0.7673,NS,Concordant Up,TRUE
ACACA,0.3291,0.0025,0.250149,0.999964,0.45306,NS,Concordant Up,FALSE
HIBCH,0.153,0.1784,0.848822,0.799047,0.997673,NS,Concordant Up,FALSE
ENOPH1,-0.199,-0.1321,0.52782,0.795239,0.968869,NS,Concordant Down,TRUE
TOMM40,-0.3035,0.0271,0.194989,0.993858,0.307262,NS,Discordant (Young Down / Old Up),TRUE
GPX1,-0.188,-0.1426,0.387705,0.637617,0.979796,NS,Concordant Down,FALSE
ATAD3A,-0.3198,0.0108,0.396981,0.999389,0.532321,NS,Discordant (Young Down / Old Up),TRUE
DCPS,-0.1885,-0.1409,0.848347,0.855081,0.9929,NS,Concordant Down,TRUE
SQOR,-0.2284,0.101,0.814457,0.946091,0.686609,NS,Discordant (Young Down / Old Up),TRUE
RPS17,0.0635,0.265,0.96861,0.380514,0.748026,NS,Concordant Up,TRUE
DSTN,0.1314,0.1969,0.899259,0.764569,0.984514,NS,Concordant Up,TRUE
EIF3C,0.1643,0.1632,0.687456,0.703056,0.999994,NS,Concordant Up,FALSE
SEC61A1,0.1829,-0.1443,0.709556,0.899261,0.56839,NS,Discordant (Young Up / Old Down),TRUE
NDUFB1,-0.2866,-0.0402,0.386918,0.989678,0.677463,NS,Concordant Down,TRUE
DYSF,0.2558,0.0709,0.184104,0.932124,0.648526,NS,Concordant Up,FALSE
SEPTIN7,0.2204,0.1062,0.401105,0.861121,0.892827,NS,Concordant Up,TRUE
ECI1,-0.2412,-0.0852,0.231187,0.897647,0.749499,NS,Concordant Down,FALSE
MRPS21,0.1835,0.1426,0.836864,0.888515,0.99488,NS,Concordant Up,TRUE
SVIL,0.0956,-0.2304,0.959028,0.750971,0.659795,NS,Discordant (Young Up / Old Down),TRUE
GRB2,-0.2319,0.0935,0.412567,0.909568,0.302016,NS,Discordant (Young Down / Old Up),FALSE
COL14A1,0.2507,0.0744,0.865974,0.989154,0.955737,NS,Concordant Up,TRUE
VWA8,0.0345,-0.2903,0.9966,0.463515,0.698637,NS,Discordant (Young Up / Old Down),TRUE
PDK2,-0.2474,-0.0773,0.756337,0.973585,0.916648,NS,Concordant Down,TRUE
SEPTIN9,0.1992,-0.1254,0.746069,0.837638,0.478484,NS,Discordant (Young Up / Old Down),TRUE
CLU,0.2327,-0.0913,0.697031,0.958449,0.614935,NS,Discordant (Young Up / Old Down),TRUE
VCAN,0.0106,-0.3132,0.999162,0.158539,0.333395,NS,Discordant (Young Up / Old Down),TRUE
ARPC5L,-0.1096,0.2141,0.964965,0.684443,0.712255,NS,Discordant (Young Down / Old Up),TRUE
ANXA4,0.2385,0.0846,0.433157,0.93318,0.838554,NS,Concordant Up,TRUE
LAMTOR2,0.3081,0.0146,0.722392,0.99862,0.766767,NS,Concordant Up,TRUE
CCT7,0.2304,0.0922,0.186222,0.84955,0.762485,NS,Concordant Up,FALSE
CCT3,0.1884,0.134,0.330689,0.640971,0.966403,NS,Concordant Up,FALSE
MAPK3,-0.1666,-0.1556,0.779787,0.77601,0.999449,NS,Concordant Down,TRUE
DPP3,0.2914,0.0308,0.189887,0.991405,0.485073,NS,Concordant Up,FALSE
MSRB2,-0.2204,0.1015,0.807945,0.938792,0.667408,NS,Discordant (Young Down / Old Up),TRUE
TSNAX,-0.0886,-0.2332,0.957272,0.629121,0.913631,NS,Concordant Down,TRUE
COL7A1,0.1759,-0.1453,0.814878,0.868235,0.578674,NS,Discordant (Young Up / Old Down),TRUE
SIRT3,-0.2824,0.0388,0.457877,0.990642,0.510256,NS,Discordant (Young Down / Old Up),TRUE
ACTR1A,0.1922,0.1286,0.411924,0.733239,0.961889,NS,Concordant Up,FALSE
ATP5MF,-0.1173,-0.2034,0.86628,0.598755,0.955622,NS,Concordant Down,FALSE
GNB2,-0.1639,-0.1563,0.648177,0.69205,0.999632,NS,Concordant Down,FALSE
HBB,0.1996,0.1206,0.806457,0.93561,0.981789,NS,Concordant Up,FALSE
DDOST,-0.1614,-0.1587,0.625953,0.646036,0.999949,NS,Concordant Down,TRUE
TCP1,0.2221,0.0979,0.259492,0.84541,0.828868,NS,Concordant Up,FALSE
CLASP2,-0.1812,-0.1385,0.843728,0.853344,0.993853,NS,Concordant Down,TRUE
RBBP7,-0.2142,0.1051,0.833885,0.931501,0.688268,NS,Discordant (Young Down / Old Up),TRUE
MLX,-0.2959,-0.0231,0.578831,0.997323,0.726201,NS,Concordant Down,TRUE
USP5,0.2534,0.0651,0.149502,0.937037,0.596754,NS,Concordant Up,FALSE
RPL23,-0.112,0.2065,0.869048,0.565747,0.35519,NS,Discordant (Young Down / Old Up),TRUE
TIAL1,0.2035,0.115,0.668851,0.869711,0.957469,NS,Concordant Up,TRUE
PLIN3,0.2645,0.0536,0.205051,0.967366,0.595269,NS,Concordant Up,FALSE
EEA1,0.2827,0.0354,0.334287,0.989272,0.597683,NS,Concordant Up,TRUE
TNPO1,0.1861,0.1317,0.565175,0.767084,0.978255,NS,Concordant Up,TRUE
NTPCR,0.2584,-0.0593,0.564823,0.978624,0.549673,NS,Discordant (Young Up / Old Down),TRUE
RPS14,0.1361,0.1816,0.733608,0.547615,0.983994,NS,Concordant Up,FALSE
HDDC2,0.2082,-0.1088,0.615122,0.869791,0.38764,NS,Discordant (Young Up / Old Down),TRUE
MRPL38,-0.1937,0.1232,0.70753,0.891927,0.508429,NS,Discordant (Young Down / Old Up),TRUE
GSTO1,-0.0524,-0.2644,0.974345,0.327436,0.671789,NS,Concordant Down,FALSE
DCD,-0.2825,0.034,0.627779,0.995603,0.68915,NS,Discordant (Young Down / Old Up),FALSE
NME1,0.1797,0.1366,0.541389,0.726666,0.985371,NS,Concordant Up,TRUE
MPST,0.0505,-0.2658,0.972791,0.249408,0.276644,NS,Discordant (Young Up / Old Down),TRUE
EHD4,-0.189,0.1262,0.842987,0.868819,0.628964,NS,Discordant (Young Down / Old Up),TRUE
DYNLRB1,0.0781,0.2371,0.95306,0.506571,0.85363,NS,Concordant Up,TRUE
ALDH16A1,-0.2604,0.0544,0.846866,0.983277,0.792452,NS,Discordant (Young Down / Old Up),TRUE
OSBPL11,0.1358,0.1787,0.916332,0.774485,0.994014,NS,Concordant Up,TRUE
RDH13,0.091,0.2231,0.960341,0.685916,0.936018,NS,Concordant Up,TRUE
VAT1,0.2374,0.0764,0.4105,0.944319,0.813407,NS,Concordant Up,FALSE
MYOM3,-0.2807,-0.0327,0.685287,0.996498,0.836858,NS,Concordant Down,FALSE
PRDX6,-0.1355,-0.1776,0.744225,0.578088,0.986835,NS,Concordant Down,FALSE
RPL28,0.1808,0.1323,0.770855,0.886128,0.99067,NS,Concordant Up,FALSE
CALD1,-0.0873,0.2256,0.976848,0.742312,0.738769,NS,Discordant (Young Down / Old Up),TRUE
UBE2N,-0.1878,-0.1251,0.504824,0.786615,0.968406,NS,Concordant Down,FALSE
CLTB,0.2968,-0.016,0.122366,0.997399,0.244848,NS,Discordant (Young Up / Old Down),TRUE
RPL35,-0.0694,0.2434,0.973277,0.634289,0.595661,NS,Discordant (Young Down / Old Up),TRUE
NTMT1,-0.084,0.2288,0.965157,0.646706,0.60939,NS,Discordant (Young Down / Old Up),TRUE
TPSB2,-0.2025,0.1098,0.787385,0.939526,0.655428,NS,Discordant (Young Down / Old Up),TRUE
H6PD,-0.1148,-0.197,0.866583,0.585634,0.957031,NS,Concordant Down,TRUE
TSC22D1,0.0406,-0.2712,0.99767,0.770722,0.868064,NS,Discordant (Young Up / Old Down),TRUE
DIABLO,-0.2809,-0.0309,0.307369,0.99236,0.585844,NS,Concordant Down,TRUE
KYAT3,-0.1827,-0.129,0.851833,0.904217,0.991307,NS,Concordant Down,TRUE
ERLIN2,-0.2249,-0.0866,0.536268,0.938799,0.887073,NS,Concordant Down,FALSE
KRT8,-0.3078,-0.0036,0.725562,0.999969,0.820625,NS,Concordant Down,FALSE
FHL1,0.1764,0.1348,0.575776,0.76171,0.987375,NS,Concordant Up,FALSE
DMAC2L,-0.0133,-0.2976,0.999064,0.335935,0.599418,NS,Concordant Down,TRUE
UFD1,0.1364,0.1742,0.849119,0.737491,0.993263,NS,Concordant Up,TRUE
PRKDC,0.2583,0.0522,0.300373,0.968022,0.636438,NS,Concordant Up,TRUE
MRPL4,0.1285,0.1818,0.963283,0.819899,0.994626,NS,Concordant Up,TRUE
HMGB2,-0.1052,-0.2048,0.896101,0.579037,0.938766,NS,Concordant Down,TRUE
COPB2,0.164,0.146,0.79653,0.779272,0.998488,NS,Concordant Up,TRUE
SGCG,-0.1363,-0.1736,0.715295,0.559197,0.98888,NS,Concordant Down,FALSE
EEF1A1,0.2556,0.0542,0.391672,0.976071,0.733533,NS,Concordant Up,FALSE
TAGLN2,0.0767,0.2321,0.920498,0.309657,0.765678,NS,Concordant Up,FALSE
RAB35,0.0574,0.2509,0.982623,0.51043,0.827469,NS,Concordant Up,TRUE
RAB21,-0.1317,-0.176,0.801998,0.633975,0.987355,NS,Concordant Down,TRUE
COQ10B,-0.1672,-0.14,0.811095,0.87725,0.99725,NS,Concordant Down,TRUE
SEPTIN11,0.2165,-0.0906,0.666566,0.935871,0.527224,NS,Discordant (Young Up / Old Down),TRUE
UBE2D3,-0.1701,-0.1369,0.675904,0.801237,0.993476,NS,Concordant Down,FALSE
RPS3,0.1502,0.1563,0.757612,0.746803,0.999801,NS,Concordant Up,FALSE
DHRS7C,-0.1747,-0.1317,0.732866,0.858394,0.991089,NS,Concordant Down,FALSE
MACROD1,-0.207,-0.0993,0.438075,0.876622,0.902311,NS,Concordant Down,FALSE
DHRS7,0.2223,0.084,0.418491,0.923055,0.84842,NS,Concordant Up,FALSE
PACSIN3,-0.114,0.1917,0.879457,0.655905,0.440727,NS,Discordant (Young Down / Old Up),FALSE
CASQ1,0.0623,0.2432,0.971561,0.527199,0.819121,NS,Concordant Up,FALSE
FDX1,-0.0804,-0.2246,0.983522,0.758769,0.953579,NS,Concordant Down,TRUE
GPD2,-0.1413,-0.1633,0.805393,0.746524,0.997504,NS,Concordant Down,FALSE
HNRNPDL,-0.2523,-0.0521,0.445034,0.97987,0.759072,NS,Concordant Down,FALSE
ATP1A1,0.1939,0.1105,0.380951,0.796932,0.927571,NS,Concordant Up,FALSE
RPS15A,0.146,0.1582,0.737365,0.707992,0.999101,NS,Concordant Up,TRUE
ALDH1L1,0.1249,-0.1792,0.858011,0.708523,0.459711,NS,Discordant (Young Up / Old Down),FALSE
NT5C,-0.2369,-0.0669,0.573086,0.970097,0.853461,NS,Concordant Down,TRUE
MRPL11,-0.1751,-0.1284,0.828916,0.862655,0.991602,NS,Concordant Down,TRUE
ITGA7,-0.119,-0.1843,0.833302,0.605281,0.97078,NS,Concordant Down,FALSE
DYNC1LI2,0.255,-0.0482,0.420015,0.980095,0.431559,NS,Discordant (Young Up / Old Down),TRUE
KLHDC8B,0.2699,0.0332,0.680772,0.995017,0.817079,NS,Concordant Up,TRUE
NDUFA11,-0.0809,-0.2221,0.969273,0.750638,0.934021,NS,Concordant Down,FALSE
KRT1,-0.2705,0.0318,0.745184,0.997096,0.788081,NS,Discordant (Young Down / Old Up),FALSE
RPS8,0.1645,0.1376,0.68842,0.79307,0.995685,NS,Concordant Up,FALSE
RPL36,0.1625,0.1396,0.84302,0.890494,0.998268,NS,Concordant Up,FALSE
SURF4,0.2168,-0.0853,0.619452,0.948718,0.528597,NS,Discordant (Young Up / Old Down),TRUE
RPLP2,0.0692,0.2328,0.969115,0.616762,0.87292,NS,Concordant Up,FALSE
PRMT5,0.1713,-0.1306,0.531029,0.729865,0.21427,NS,Discordant (Young Up / Old Down),TRUE
NHLRC2,0.2796,-0.0223,0.328288,0.996143,0.436644,NS,Discordant (Young Up / Old Down),TRUE
MRPL13,-0.1481,0.1538,0.851876,0.794423,0.544605,NS,Discordant (Young Down / Old Up),TRUE
PNPO,-0.101,-0.2009,0.931685,0.724358,0.956769,NS,Concordant Down,TRUE
BROX,-0.3006,0.0011,0.528034,0.999993,0.612597,NS,Discordant (Young Down / Old Up),TRUE
MCCC2,-0.2906,-0.0109,0.562544,0.99937,0.689034,NS,Concordant Down,TRUE
GDI1,-0.1668,-0.1346,0.447026,0.63997,0.989193,NS,Concordant Down,FALSE
EEF1B2,0.2231,0.0779,0.400868,0.932646,0.826544,NS,Concordant Up,FALSE
CSE1L,0.191,-0.1097,0.412476,0.807725,0.201179,NS,Discordant (Young Up / Old Down),FALSE
CCDC47,-0.1928,0.1077,0.635701,0.85535,0.389042,NS,Discordant (Young Down / Old Up),TRUE
YWHAH,0.2169,0.0832,0.289353,0.894053,0.803531,NS,Concordant Up,FALSE
NAGK,0.1648,0.1352,0.584589,0.719744,0.992993,NS,Concordant Up,TRUE
MYCBP,-0.2089,0.0908,0.613465,0.91579,0.445514,NS,Discordant (Young Down / Old Up),TRUE
SEC23IP,0.2493,0.05,0.294552,0.97133,0.646319,NS,Concordant Up,TRUE
CSNK2B,0.1803,0.1186,0.595957,0.832594,0.973166,NS,Concordant Up,TRUE
MRPL54,-0.2357,0.0631,0.796175,0.979763,0.734197,NS,Discordant (Young Down / Old Up),TRUE
RPS19,0.078,0.2204,0.933832,0.456452,0.843131,NS,Concordant Up,FALSE
RAB2A,-0.1094,-0.189,0.886917,0.65718,0.963168,NS,Concordant Down,FALSE
OSTC,-0.2791,0.0193,0.58589,0.997667,0.622752,NS,Discordant (Young Down / Old Up),TRUE
PLGRKT,-0.2659,-0.0324,0.601781,0.994993,0.789154,NS,Concordant Down,TRUE
EPDR1,-0.2073,-0.0909,0.65244,0.938053,0.930518,NS,Concordant Down,TRUE
MMGT1,0.2304,-0.067,0.653868,0.968961,0.584457,NS,Discordant (Young Up / Old Down),TRUE
CRIP2,0.015,0.282,0.999021,0.523079,0.722325,NS,Concordant Up,TRUE
EIF2B3,-0.1025,0.1945,0.974067,0.712017,0.784227,NS,Discordant (Young Down / Old Up),TRUE
AKAP1,-0.1804,-0.1164,0.823648,0.923162,0.986018,NS,Concordant Down,TRUE
CPT2,-0.1434,-0.1527,0.774946,0.753443,0.999531,NS,Concordant Down,FALSE
SPAG9,-0.1383,0.1577,0.857314,0.797281,0.547085,NS,Discordant (Young Down / Old Up),TRUE
LIMS3,-0.1235,0.1724,0.912972,0.727162,0.588762,NS,Discordant (Young Down / Old Up),TRUE
EEF1D,0.2548,0.0409,0.118283,0.975581,0.457082,NS,Concordant Up,FALSE
SEC23A,0.2187,0.077,0.391099,0.928709,0.823202,NS,Concordant Up,TRUE
MT-ATP8,0.2135,0.0821,0.639181,0.953884,0.914254,NS,Concordant Up,FALSE
PRDX3,0.1591,0.1359,0.505343,0.645515,0.994779,NS,Concordant Up,FALSE
MCEE,0.1634,-0.1316,0.927619,0.913997,0.79248,NS,Discordant (Young Up / Old Down),TRUE
PSAP,-0.1475,-0.1473,0.787781,0.796581,1,NS,Concordant Down,FALSE
TMED9,0.2548,0.0397,0.503945,0.989436,0.750149,NS,Concordant Up,TRUE
GARS1,0.1237,-0.1708,0.849179,0.70295,0.445053,NS,Discordant (Young Up / Old Down),TRUE
STUB1,0.2194,-0.0749,0.398652,0.935771,0.329477,NS,Discordant (Young Up / Old Down),FALSE
CAPZA1,-0.1873,0.1067,0.765027,0.93155,0.622356,NS,Discordant (Young Down / Old Up),FALSE
ATP6V1H,-0.1912,-0.1026,0.700178,0.9069,0.958285,NS,Concordant Down,TRUE
RPL4,0.1044,0.1893,0.943979,0.802188,0.975644,NS,Concordant Up,TRUE
STX7,0.1985,0.0951,0.591292,0.906457,0.928719,NS,Concordant Up,TRUE
DHX15,0.196,-0.0969,0.6664,0.902413,0.472046,NS,Discordant (Young Up / Old Down),TRUE
IBA57,-0.1883,-0.1042,0.809928,0.936547,0.975011,NS,Concordant Down,TRUE
SRSF11,-0.2877,0.0043,0.618702,0.999865,0.653293,NS,Discordant (Young Down / Old Up),TRUE
NUDT19,-0.2129,0.0788,0.797869,0.971734,0.727376,NS,Discordant (Young Down / Old Up),TRUE
LANCL1,-0.2159,-0.0756,0.458363,0.940709,0.848312,NS,Concordant Down,FALSE
BPGM,-0.2257,-0.0653,0.635198,0.974356,0.881563,NS,Concordant Down,FALSE
GRSF1,0.1624,0.1285,0.82937,0.893403,0.995711,NS,Concordant Up,TRUE
FBP1,-0.056,-0.2345,0.9885,0.776676,0.913173,NS,Concordant Down,FALSE
AKT2,0.0332,0.2571,0.994582,0.492616,0.771633,NS,Concordant Up,TRUE
U2AF2,-0.1133,0.1766,0.89321,0.709825,0.511165,NS,Discordant (Young Down / Old Up),TRUE
PARP1,-0.1701,0.1192,0.645461,0.827691,0.372196,NS,Discordant (Young Down / Old Up),TRUE
PPP3R1,-0.1589,-0.1297,0.771471,0.854369,0.99585,NS,Concordant Down,TRUE
RNF123,-0.0295,-0.2591,0.991407,0.2673,0.559786,NS,Concordant Down,TRUE
COX4I1,-0.2811,-0.0074,0.301517,0.999615,0.52023,NS,Concordant Down,FALSE
MAP4,0.2537,0.0348,0.394856,0.990575,0.682907,NS,Concordant Up,FALSE
BLVRA,0.2326,0.0557,0.342257,0.966273,0.726594,NS,Concordant Up,FALSE
JAGN1,-0.1357,-0.1525,0.87966,0.845217,0.998948,NS,Concordant Down,TRUE
AASDHPPT,-0.1446,-0.1429,0.896998,0.844388,0.999991,NS,Concordant Down,TRUE
HK1,0.1404,0.1466,0.671166,0.655056,0.999703,NS,Concordant Up,FALSE
PYGL,0.2303,-0.0561,0.697454,0.984563,0.686276,NS,Discordant (Young Up / Old Down),TRUE
NADK2,0.1858,-0.1003,0.761801,0.921436,0.592187,NS,Discordant (Young Up / Old Down),TRUE
