gene,logFC_Training_Young,logFC_Training_Old,pi_score_Young,pi_score_Old,pi_score_Interaction,significance,quadrant,imputed
SQSTM1,-0.0478,0.118,0.981261,0.868093,0.820778,NS,Discordant (Young Down / Old Up),TRUE
ISOC2,0.1182,-0.0476,0.803075,0.974279,0.743009,NS,Discordant (Young Up / Old Down),FALSE
UQCRH,-0.1087,0.0567,0.830697,0.961238,0.736838,NS,Discordant (Young Down / Old Up),FALSE
PMM2,-0.042,0.1231,0.991401,0.91252200000000006,0.893665,NS,Discordant (Young Down / Old Up),TRUE
APRT,0.0732,0.0918,0.930675,0.890253,0.997519,NS,Concordant Up,FALSE
ACAA1,0.0813,-0.0837,0.936869,0.935211,0.813055,NS,Discordant (Young Up / Old Down),FALSE
CLPP,0.1326,-0.0323,0.911766,0.995034,0.902077,NS,Discordant (Young Up / Old Down),TRUE
ESD,-0.114,-0.0508,0.89369,0.982026,0.980369,NS,Concordant Down,FALSE
RPL5,-0.0255,0.1392,0.996781,0.888981,0.8926,NS,Discordant (Young Down / Old Up),FALSE
SNF8,0.0956,0.0685,0.937537,0.95619,0.996537,NS,Concordant Up,TRUE
XPO7,0.0847,-0.0788,0.965355,0.951639,0.886293,NS,Discordant (Young Up / Old Down),TRUE
VPS4B,-0.0536,0.1098,0.987196,0.910907,0.892578,NS,Discordant (Young Down / Old Up),TRUE
ARAF,0.0672,-0.0961,0.98623,0.956226,0.929318,NS,Discordant (Young Up / Old Down),TRUE
ACOT9,0.0815,0.0818,0.927151,0.929244,0.999999,NS,Concordant Up,FALSE
ATP5IF1,0.0856,0.0776,0.940266,0.953539,0.999705,NS,Concordant Up,FALSE
HNRNPD,-0.1116,-0.0513,0.82837,0.970094,0.971205,NS,Concordant Down,FALSE
VPS13C,0.1487,0.0138,0.839143,0.998701,0.905349,NS,Concordant Up,TRUE
PSMA4,0.0885,0.074,0.866723,0.914012,0.998198,NS,Concordant Up,FALSE
PREP,-0.1065,-0.0558,0.840544,0.963034,0.979653,NS,Concordant Down,FALSE
ERH,0.055,0.1072,0.990061,0.933184,0.992606,NS,Concordant Up,TRUE
PIN4,-0.0324,-0.1298,0.992181,0.843036,0.944917,NS,Concordant Down,TRUE
TRIM72,0.0921,0.07,0.82168,0.906953,0.994906,NS,Concordant Up,FALSE
EIF3J,0.1396,0.0225,0.600875,0.992696,0.822516,NS,Concordant Up,FALSE
CUL5,-0.0851,-0.0768,0.881585,0.909407,0.999442,NS,Concordant Down,FALSE
UBE2G1,-0.1338,-0.0275,0.922151,0.995498,0.960866,NS,Concordant Down,TRUE
TIMM8B,-0.0058,0.1554,0.999818,0.807137,0.872468,NS,Discordant (Young Down / Old Up),TRUE
ACOT2,-0.1131,-0.0477,0.860513,0.979481,0.972467,NS,Concordant Down,FALSE
PSMA7,0.1171,0.0436,0.675469,0.964825,0.925872,NS,Concordant Up,FALSE
IMPDH2,-0.0438,0.1164,0.97667,0.808301,0.749588,NS,Discordant (Young Down / Old Up),FALSE
EIF2S1,0.1048,0.0553,0.731278,0.937688,0.96763,NS,Concordant Up,FALSE
ACAD9,-0.1556,0.0042,0.815263,0.999901,0.871193,NS,Discordant (Young Down / Old Up),TRUE
OPTN,0.0289,-0.1306,0.994671,0.846655,0.8571,NS,Discordant (Young Up / Old Down),TRUE
UBE2V1,-0.0634,-0.096,0.957799,0.899305,0.993226,NS,Concordant Down,FALSE
SPEG,0.0598,-0.0995,0.975,0.925035,0.864289,NS,Discordant (Young Up / Old Down),TRUE
TOMM5,-0.1419,0.0174,0.876478,0.998191,0.884994,NS,Discordant (Young Down / Old Up),TRUE
CLIP2,0.1484,0.0103,0.890559,0.999504,0.932389,NS,Concordant Up,TRUE
PSMA3,0.149,0.0096,0.564928,0.998802,0.752875,NS,Concordant Up,FALSE
USP15,0.1182,0.0404,0.816444,0.983035,0.952827,NS,Concordant Up,TRUE
IDE,-0.0691,0.0893,0.950641,0.905049,0.796688,NS,Discordant (Young Down / Old Up),TRUE
GPI,0.0746,0.0837,0.896754,0.871902,0.999225,NS,Concordant Up,FALSE
CTBP1,-0.1114,0.0464,0.848313,0.975818,0.783504,NS,Discordant (Young Down / Old Up),TRUE
CISD2,0.1017,0.0559,0.934594,0.97019,0.990135,NS,Concordant Up,TRUE
WARS1,0.0502,-0.1073,0.969258,0.843086,0.763602,NS,Discordant (Young Up / Old Down),FALSE
STOM,-0.1454,-0.0121,0.859206,0.999221,0.921724,NS,Concordant Down,TRUE
TATDN1,0.0477,-0.1094,0.986366,0.908271,0.877411,NS,Discordant (Young Up / Old Down),TRUE
MRPL19,0.1354,0.0216,0.911874,0.997487,0.953457,NS,Concordant Up,TRUE
PGM3,0.0294,-0.1274,0.993786,0.850778,0.850514,NS,Discordant (Young Up / Old Down),TRUE
UQCRB,-0.0866,0.07,0.900492,0.940193,0.772006,NS,Discordant (Young Down / Old Up),FALSE
WDR44,-0.0784,0.0779,0.979422,0.964723,0.926795,NS,Discordant (Young Down / Old Up),TRUE
ACO1,-0.0551,-0.1005,0.964431,0.872122,0.984684,NS,Concordant Down,FALSE
VAPA,0.1088,0.0467,0.826971,0.974063,0.967532,NS,Concordant Up,FALSE
PPP2R1A,0.1473,0.008,0.460609,0.998966,0.677773,NS,Concordant Up,FALSE
XRCC5,-0.0831,-0.0721,0.900641,0.930324,0.999096,NS,Concordant Down,FALSE
PPP1R2,-0.0446,-0.1105,0.980794,0.867226,0.970972,NS,Concordant Down,FALSE
ENO3,0.0103,0.1446,0.998851,0.690261,0.823278,NS,Concordant Up,FALSE
PEPD,-0.0122,-0.1427,0.998604,0.743904,0.8589,NS,Concordant Down,FALSE
SPCS1,0.0999,-0.0549,0.891289,0.971081,0.819555,NS,Discordant (Young Up / Old Down),TRUE
MAP2K4,-0.0788,0.0759,0.928758,0.924519,0.78623,NS,Discordant (Young Down / Old Up),TRUE
EML1,-0.0808,-0.0735,0.923552,0.94038,0.999664,NS,Concordant Down,FALSE
RTRAF,0.0234,0.1307,0.998604,0.927063,0.974197,NS,Concordant Up,TRUE
FN3K,-0.144,-0.01,0.727184,0.999104,0.84983,NS,Concordant Down,FALSE
CFL1,0.0967,0.057,0.902607,0.970395,0.990556,NS,Concordant Up,FALSE
UBR4,0.1067,-0.047,0.912002,0.976717,0.847536,NS,Discordant (Young Up / Old Down),TRUE
PPM1A,0.1296,0.0237,0.687479,0.992456,0.869817,NS,Concordant Up,TRUE
ADHFE1,-0.0838,-0.069,0.965471,0.976744,0.999328,NS,Concordant Down,TRUE
SYNCRIP,0.0896,-0.0631,0.905319,0.955148,0.802481,NS,Discordant (Young Up / Old Down),TRUE
RHOG,-0.0779,0.0748,0.987984,0.96413,0.954496,NS,Discordant (Young Down / Old Up),TRUE
FSD2,0.0216,0.131,0.996922,0.846167,0.934275,NS,Concordant Up,TRUE
CP,0.1231,-0.0292,0.899817,0.99465,0.888786,NS,Discordant (Young Up / Old Down),TRUE
NONO,-0.1199,0.0321,0.827192,0.990066,0.812772,NS,Discordant (Young Down / Old Up),TRUE
ITGB1,-0.0367,-0.1151,0.979672,0.756571,0.930715,NS,Concordant Down,FALSE
MBNL1,0.0725,0.0792,0.938711,0.920736,0.999701,NS,Concordant Up,TRUE
IFIT2,-0.0274,-0.1242,0.994717,0.871483,0.949351,NS,Concordant Down,FALSE
GSTM2,0.0852,0.0664,0.938381,0.965397,0.998282,NS,Concordant Up,FALSE
HNRNPA3,-0.0204,0.1312,0.998114,0.879262,0.905721,NS,Discordant (Young Down / Old Up),TRUE
GMPR2,0.1493,-0.0023,0.806134,0.999966,0.870667,NS,Discordant (Young Up / Old Down),FALSE
TXNL1,0.0998,0.0515,0.78404,0.95249,0.972466,NS,Concordant Up,FALSE
TPD52L2,-0.1063,-0.0448,0.775649,0.967684,0.95703800000000006,NS,Concordant Down,TRUE
OXSR1,-0.0652,-0.0859,0.926429,0.869644,0.995968,NS,Concordant Down,FALSE
PYGB,-0.0243,-0.1267,0.994283,0.806233,0.918773,NS,Concordant Down,FALSE
PCNP,-0.1203,0.0307,0.937023,0.993849,0.915152,NS,Discordant (Young Down / Old Up),TRUE
MCTS1,0.1455,-0.0055,0.666122,0.999685,0.767733,NS,Discordant (Young Up / Old Down),FALSE
HSCB,-0.0405,0.1103,0.993622,0.904555,0.915611,NS,Discordant (Young Down / Old Up),TRUE
HSP90AA1,0.1129,0.0378,0.797007,0.982342,0.947123,NS,Concordant Up,FALSE
TOR1AIP2,0.0502,0.1005,0.99378,0.937372,0.994361,NS,Concordant Up,TRUE
PRKCSH,0.1365,-0.014,0.712389,0.99792,0.773824,NS,Discordant (Young Up / Old Down),FALSE
SMTN,0.0607,0.0897,0.972888,0.93434,0.995979,NS,Concordant Up,TRUE
EIF4G2,0.0299,-0.1204,0.992257,0.842885,0.835157,NS,Discordant (Young Up / Old Down),TRUE
PIAS2,0.0307,0.119,0.992492,0.866672,0.952957,NS,Concordant Up,FALSE
AKR1B1,0.0508,-0.0985,0.967586,0.865882,0.782495,NS,Discordant (Young Up / Old Down),FALSE
RAN,0.1257,-0.0235,0.755541,0.993829,0.775806,NS,Discordant (Young Up / Old Down),FALSE
HNRNPR,0.046,0.1028,0.977429,0.871687,0.97649,NS,Concordant Up,TRUE
PSMD6,0.0856,-0.0632,0.938365,0.969195,0.868829,NS,Discordant (Young Up / Old Down),FALSE
ATP5F1D,0.0931,-0.0553,0.91703,0.974183,0.853954,NS,Discordant (Young Up / Old Down),FALSE
APOC2,0.0142,-0.1341,0.999401,0.922552,0.943195,NS,Discordant (Young Up / Old Down),TRUE
ACADSB,-0.0432,-0.1048,0.988328,0.922683,0.983289,NS,Concordant Down,TRUE
XRCC6,-0.1231,0.0249,0.790143,0.99343,0.797875,NS,Discordant (Young Down / Old Up),TRUE
DDAH1,-0.0817,0.066,0.930654,0.958093,0.839444,NS,Discordant (Young Down / Old Up),FALSE
EIF3E,0.0038,0.1439,0.999897,0.803416,0.876888,NS,Concordant Up,TRUE
FABP4,-0.0142,-0.1333,0.99827,0.803756,0.897403,NS,Concordant Down,FALSE
PANK4,-0.0161,-0.1314,0.997942,0.827804,0.913229,NS,Concordant Down,FALSE
EIF4B,-0.0112,-0.1359,0.998775,0.750727,0.863291,NS,Concordant Down,TRUE
LAMP1,0.0863,0.0604,0.927848,0.962099,0.995993,NS,Concordant Up,TRUE
APOO,-0.1388,-0.0079,0.752263,0.999445,0.860183,NS,Concordant Down,FALSE
TMOD1,-0.0381,0.1085,0.995269,0.955775,0.94533,NS,Discordant (Young Down / Old Up),TRUE
SLC1A4,-0.1098,0.0368,0.938872,0.99265,0.917428,NS,Discordant (Young Down / Old Up),TRUE
MYOF,0.0856,0.0605,0.950951,0.977507,0.997475,NS,Concordant Up,FALSE
VBP1,0.0487,-0.097,0.970514,0.870922,0.794199,NS,Discordant (Young Up / Old Down),FALSE
PM20D2,0.1009,0.0445,0.960057,0.991893,0.991441,NS,Concordant Up,TRUE
MAP2K1,0.0985,0.0468,0.835715,0.969558,0.974554,NS,Concordant Up,FALSE
FBP2,0.096,-0.0491,0.943339,0.98685,0.910516,NS,Discordant (Young Up / Old Down),FALSE
GSTK1,0.0571,0.0879,0.969306,0.924461,0.99446,NS,Concordant Up,FALSE
BTF3L4,0.1231,-0.0219,0.75016,0.994169,0.770221,NS,Discordant (Young Up / Old Down),TRUE
RPN2,0.1422,0.0025,0.824221,0.99996,0.889828,NS,Concordant Up,TRUE
TARDBP,0.1205,0.0242,0.791519,0.993273,0.914325,NS,Concordant Up,TRUE
HEBP2,-0.0366,-0.1081,0.98733,0.87197,0.964965,NS,Concordant Down,FALSE
RARS1,0.1151,0.0295,0.832867,0.991583,0.9439,NS,Concordant Up,FALSE
ARL8B,0.0912,-0.0532,0.897415,0.969716,0.822792,NS,Discordant (Young Up / Old Down),FALSE
PSMB4,0.1,0.0443,0.853973,0.976622,0.973906,NS,Concordant Up,FALSE
UBA1,0.1021,-0.0422,0.775613,0.969836,0.704562,NS,Discordant (Young Up / Old Down),FALSE
PITRM1,-0.1128,0.0313,0.937865,0.995568,0.928214,NS,Discordant (Young Down / Old Up),TRUE
GHITM,-0.0609,0.0828,0.968732,0.941365,0.870696,NS,Discordant (Young Down / Old Up),FALSE
PSMD14,0.0939,0.0497,0.84281,0.963267,0.980766,NS,Concordant Up,FALSE
SERPINF1,-0.1255,0.018,0.889471,0.998153,0.902609,NS,Discordant (Young Down / Old Up),TRUE
GCSH,-0.0278,-0.1156,0.996088,0.903523,0.967803,NS,Concordant Down,TRUE
SLC25A12,-0.0824,0.0608,0.911483,0.956448,0.81254,NS,Discordant (Young Down / Old Up),FALSE
COPA,0.0974,0.0456,0.89512100000000006,0.979566,0.982067,NS,Concordant Up,TRUE
OSBPL1A,-0.0353,0.1076,0.987341,0.842419,0.820541,NS,Discordant (Young Down / Old Up),TRUE
ATP6V1E1,-0.121,-0.0216,0.900391,0.997291,0.955897,NS,Concordant Down,TRUE
DNAJC11,-0.1421,-5e-4,0.871049,0.999998,0.909171,NS,Concordant Down,TRUE
PDHX,-0.0448,-0.0977,0.971473,0.846005,0.973329,NS,Concordant Down,FALSE
COBL,-0.0089,0.1334,0.999759,0.90575,0.943149,NS,Discordant (Young Down / Old Up),TRUE
MPI,-0.0517,-0.0904,0.965475,0.8862,0.987865,NS,Concordant Down,FALSE
PSMB7,0.1136,0.0285,0.829573,0.991834,0.942014,NS,Concordant Up,FALSE
ANXA7,-0.0376,-0.1044,0.976396,0.782021,0.94649,NS,Concordant Down,FALSE
HARS1,0.1412,-7e-4,0.687935,0.999996,0.797854,NS,Discordant (Young Up / Old Down),FALSE
PSMA5,0.1104,0.0313,0.738087,0.984448,0.920493,NS,Concordant Up,FALSE
IMPA1,-0.0724,-0.0691,0.905143,0.918227,0.999897,NS,Concordant Down,FALSE
CALR,0.0907,-0.0506,0.795796,0.946903,0.669867,NS,Discordant (Young Up / Old Down),FALSE
PRKAA1,0.1305,0.0108,0.696621,0.998621,0.839091,NS,Concordant Up,FALSE
HSPB8,0.1065,0.0347,0.925064,0.993557,0.979094,NS,Concordant Up,TRUE
SCFD1,0.1133,-0.0277,0.905849,0.994769,0.895087,NS,Discordant (Young Up / Old Down),TRUE
PDIA6,-0.0932,0.0477,0.889514,0.975544,0.827558,NS,Discordant (Young Down / Old Up),FALSE
ALDH7A1,-0.081,-0.0598,0.958761,0.97849,0.998265,NS,Concordant Down,TRUE
YKT6,0.133,-0.0076,0.730046,0.999365,0.797686,NS,Discordant (Young Up / Old Down),TRUE
FUS,-0.1313,0.0091,0.713999,0.999061,0.787301,NS,Discordant (Young Down / Old Up),TRUE
CUL1,0.0774,-0.0629,0.936085,0.95803,0.845326,NS,Discordant (Young Up / Old Down),TRUE
PSMD12,0.0919,-0.0483,0.903123,0.977131,0.845314,NS,Discordant (Young Up / Old Down),FALSE
YWHAG,0.0933,-0.0469,0.82486,0.963706,0.734818,NS,Discordant (Young Up / Old Down),FALSE
ATP5MG,0.0719,-0.0677,0.937002,0.946948,0.829163,NS,Discordant (Young Up / Old Down),FALSE
CISD1,0.0634,0.0749,0.952521,0.934224,0.999124,NS,Concordant Up,FALSE
SSB,-0.1251,0.0126,0.902265,0.999146,0.918101,NS,Discordant (Young Down / Old Up),TRUE
OSBP,-0.1181,0.0196,0.747098,0.994876,0.770466,NS,Discordant (Young Down / Old Up),TRUE
ERP29,0.0416,0.0958,0.983157,0.900386,0.980356,NS,Concordant Up,FALSE
LYPLA2,-0.1139,-0.0234,0.936938,0.996968,0.970411,NS,Concordant Down,TRUE
GPS1,0.0487,-0.0886,0.962974,0.865438,0.771014,NS,Discordant (Young Up / Old Down),FALSE
ISCA2,-0.1289,-0.0084,0.860759,0.999529,0.919072,NS,Concordant Down,TRUE
ESYT1,-0.0043,-0.1329,0.999897,0.878777,0.923704,NS,Concordant Down,FALSE
ADRM1,-0.0237,-0.1134,0.995745,0.879014,0.951914,NS,Concordant Down,TRUE
LDB3,-0.1086,0.0283,0.862132,0.992712,0.85464,NS,Discordant (Young Down / Old Up),FALSE
NUTF2,-0.0282,-0.1087,0.990812,0.832812,0.942532,NS,Concordant Down,FALSE
PRKRA,0.1315,0.0047,0.918176,0.999908,0.947713,NS,Concordant Up,TRUE
RPS26,-0.051,0.0851,0.981324,0.94607,0.900069,NS,Discordant (Young Down / Old Up),FALSE
CUL2,0.1288,0.0068,0.854658,0.999679,0.912035,NS,Concordant Up,TRUE
SARS2,0.1267,0.0087,0.865345,0.999478,0.921389,NS,Concordant Up,TRUE
NT5C3A,-0.0312,-0.1042,0.987901,0.836807,0.950438,NS,Concordant Down,FALSE
CYB5R1,-0.0167,-0.1178,0.997182,0.818535,0.913601,NS,Concordant Down,FALSE
EIF4E,-0.0667,-0.0677,0.943784,0.939311,0.999993,NS,Concordant Down,TRUE
PRDX1,0.0593,-0.075,0.963793,0.941834,0.862251,NS,Discordant (Young Up / Old Down),FALSE
TRDN,0.0172,0.1171,0.998617,0.925549,0.963992,NS,Concordant Up,TRUE
PSMD8,0.1314,0.0027,0.792358,0.999939,0.87176,NS,Concordant Up,TRUE
MAP2K2,-0.0444,-0.0894,0.979177,0.899911,0.985291,NS,Concordant Down,TRUE
ATAD1,-0.0234,0.1101,0.995259,0.873143,0.871793,NS,Discordant (Young Down / Old Up),FALSE
DNM2,0.0693,-0.0633,0.948017,0.958996,0.863079,NS,Discordant (Young Up / Old Down),FALSE
PSMC3,0.0635,0.069,0.912347,0.898692,0.999677,NS,Concordant Up,FALSE
AARS1,0.112,-0.0203,0.798118,0.995236,0.816614,NS,Discordant (Young Up / Old Down),FALSE
ATP5PD,0.0967,-0.0353,0.872485,0.986454,0.840675,NS,Discordant (Young Up / Old Down),FALSE
PAFAH2,-0.0176,-0.1142,0.997949,0.895364,0.951248,NS,Concordant Down,TRUE
TMED10,-0,-0.1317,1,0.826521,0.896064,NS,Concordant Down,TRUE
LPP,-0.0466,-0.085,0.984094,0.938517,0.992534,NS,Concordant Down,TRUE
TIMM13,0.0269,0.1046,0.993455,0.882476,0.958696,NS,Concordant Up,FALSE
AHNAK,0.119,0.0124,0.869945,0.998938,0.933836,NS,Concordant Up,FALSE
ALDH4A1,0.078,-0.0532,0.931517,0.971438,0.863974,NS,Discordant (Young Up / Old Down),FALSE
PURA,-0.0086,-0.1225,0.999463,0.860562,0.920934,NS,Concordant Down,TRUE
SFXN1,0.0646,0.066,0.955177,0.953002,0.999988,NS,Concordant Up,TRUE
DECR1,0.0582,0.0722,0.968586,0.951749,0.99892,NS,Concordant Up,FALSE
ALAD,0.0439,0.0863,0.986882,0.946448,0.99181,NS,Concordant Up,FALSE
COA3,-0.0049,-0.1252,0.999895,0.91517,0.948775,NS,Concordant Down,TRUE
NUDT9,-0.0655,-0.0644,0.96587,0.960466,0.999994,NS,Concordant Down,TRUE
PFN1,0.1294,-5e-4,0.709189,0.999997,0.81287,NS,Discordant (Young Up / Old Down),FALSE
LETM1,0.0654,0.0638,0.962883,0.966122,0.999987,NS,Concordant Up,FALSE
LAT,-0.0641,0.065,0.977505,0.97771,0.934456,NS,Discordant (Young Down / Old Up),FALSE
HP1BP3,0.005,0.124,0.999891,0.888269,0.942826,NS,Concordant Up,TRUE
SCCPDH,0.0247,0.1042,0.992522,0.833948,0.939317,NS,Concordant Up,FALSE
DDX3X,0.0672,0.0616,0.964075,0.971306,0.999855,NS,Concordant Up,FALSE
PTMS,0.0962,-0.0325,0.939126,0.99389,0.92454,NS,Discordant (Young Up / Old Down),TRUE
LRPAP1,-0.1252,-0.0031,0.906241,0.999937,0.931387,NS,Concordant Down,TRUE
ANXA6,0.0531,0.0743,0.954383,0.907521,0.995825,NS,Concordant Up,FALSE
ATP5PO,0.1156,0.0117,0.815306,0.998667,0.906771,NS,Concordant Up,FALSE
PAIP1,-0.0901,0.0372,0.918826,0.987719,0.88611,NS,Discordant (Young Down / Old Up),TRUE
PSMB6,0.0648,-0.0623,0.947633,0.953822,0.853998,NS,Discordant (Young Up / Old Down),FALSE
CAPN3,0.0109,0.1161,0.999225,0.893912,0.941571,NS,Concordant Up,TRUE
TKFC,-0.0391,-0.0874,0.994543,0.948517,0.992879,NS,Concordant Down,TRUE
UBAC1,0.0306,0.0957,0.991588,0.9054,0.972324,NS,Concordant Up,FALSE
MAT2B,0.0905,-0.0357,0.906218,0.985922,0.865827,NS,Discordant (Young Up / Old Down),TRUE
FN3KRP,-0.0796,0.0463,0.982364,0.992358,0.964455,NS,Discordant (Young Down / Old Up),TRUE
PTMA,-0.084,0.0418,0.967976,0.989515,0.940928,NS,Discordant (Young Down / Old Up),TRUE
MAPRE2,-0.0407,-0.0851,0.981054,0.90832,0.984891,NS,Concordant Down,FALSE
SERPINB6,-0.0268,0.0989,0.992945,0.885481,0.871951,NS,Discordant (Young Down / Old Up),FALSE
MTPN,-0.0624,-0.063,0.946749,0.947633,0.999997,NS,Concordant Down,FALSE
UCHL3,0.0199,0.105,0.995699,0.848521,0.936484,NS,Concordant Up,FALSE
EIF2S2,0.0547,0.0702,0.967363,0.941305,0.998404,NS,Concordant Up,TRUE
SAMM50,-0.1176,-0.0073,0.777316,0.999428,0.87696,NS,Concordant Down,FALSE
PRKACA,0.0826,0.0421,0.868905,0.971874,0.982557,NS,Concordant Up,FALSE
LDHD,0.0131,-0.1115,0.99945,0.94413,0.957402,NS,Discordant (Young Up / Old Down),TRUE
GDI2,0.0646,-0.0597,0.917708,0.933771,0.780952,NS,Discordant (Young Up / Old Down),FALSE
PLCL1,-0.0234,0.1009,0.99849,0.959491,0.963653,NS,Discordant (Young Down / Old Up),TRUE
UBE2L3,0.0142,-0.1096,0.997353,0.7865,0.816937,NS,Discordant (Young Up / Old Down),FALSE
ATP2A1,0.0857,0.0379,0.9378,0.989544,0.988215,NS,Concordant Up,FALSE
ARF5,-0.0663,0.0573,0.952072,0.960889,0.871032,NS,Discordant (Young Down / Old Up),TRUE
HSPA1A,-0.014,-0.1095,0.99806,0.847974,0.925107,NS,Concordant Down,FALSE
ECH1,0.0984,-0.0251,0.910674,0.995323,0.905826,NS,Discordant (Young Up / Old Down),FALSE
IARS1,-0.064,0.0593,0.969944,0.974043,0.917544,NS,Discordant (Young Down / Old Up),TRUE
PDAP1,0.0619,-0.0613,0.960796,0.963127,0.887284,NS,Discordant (Young Up / Old Down),FALSE
OSGEP,-0.037,0.0861,0.990766,0.923638,0.90867,NS,Discordant (Young Down / Old Up),TRUE
ATP5F1A,0.1118,0.0112,0.818357,0.998715,0.908354,NS,Concordant Up,FALSE
RCSD1,-0.0223,-0.1007,0.99577,0.89719,0.959854,NS,Concordant Down,FALSE
ANP32A,0.0741,0.0487,0.932833,0.973787,0.995455,NS,Concordant Up,TRUE
CFH,-0.021,0.1017,0.997797,0.935768,0.93814,NS,Discordant (Young Down / Old Up),TRUE
SLC44A2,-0.0916,-0.0311,0.935609,0.993391,0.982013,NS,Concordant Down,TRUE
WDR1,0.0381,0.0844,0.980747,0.893147,0.980712,NS,Concordant Up,FALSE
MPC2,0.0577,-0.0647,0.970278,0.963269,0.901899,NS,Discordant (Young Up / Old Down),FALSE
XPO1,0.0547,-0.0672,0.959532,0.937694,0.848858,NS,Discordant (Young Up / Old Down),TRUE
EPHA2,0.085,-0.0361,0.972718,0.99541,0.961104,NS,Discordant (Young Up / Old Down),TRUE
UCHL5,0.0434,0.0774,0.980414,0.927932,0.991947,NS,Concordant Up,TRUE
HIKESHI,0.0234,0.0972,0.994537,0.877466,0.956986,NS,Concordant Up,TRUE
VPS25,0.0287,-0.0918,0.994516,0.928927,0.919535,NS,Discordant (Young Up / Old Down),TRUE
SBDS,0.0474,0.073,0.971552,0.929316,0.994914,NS,Concordant Up,FALSE
EIF3F,0.1075,-0.0128,0.837455,0.998355,0.868041,NS,Discordant (Young Up / Old Down),FALSE
CKB,-0.0533,-0.067,0.961737,0.938905,0.99853,NS,Concordant Down,FALSE
PLP2,0.0392,0.081,0.996677,0.980875,0.997044,NS,Concordant Up,TRUE
YWHAB,0.082,0.038,0.866514,0.976779,0.978512,NS,Concordant Up,FALSE
KARS1,-0.0156,-0.1042,0.996762,0.80602,0.910494,NS,Concordant Down,FALSE
KRT14,-0.1025,0.0172,0.978692,0.999449,0.979953,NS,Discordant (Young Down / Old Up),TRUE
PSMA6,0.0953,0.0241,0.856796,0.993138,0.951929,NS,Concordant Up,FALSE
PSMD13,0.1086,-0.0105,0.774202,0.998587,0.825678,NS,Discordant (Young Up / Old Down),FALSE
NUDCD2,0.0777,-0.041,0.937121,0.983636,0.894309,NS,Discordant (Young Up / Old Down),TRUE
RAD23B,0.084,-0.0345,0.880834,0.98387,0.83986,NS,Discordant (Young Up / Old Down),FALSE
SYNJ2,-0.0481,0.0704,0.991489,0.981856,0.962586,NS,Discordant (Young Down / Old Up),FALSE
CARS1,0.0998,0.0187,0.905945,0.997338,0.960286,NS,Concordant Up,TRUE
MMUT,0.066,0.0524,0.974444,0.983442,0.999302,NS,Concordant Up,TRUE
EIF5,-0.0948,0.0236,0.898773,0.995089,0.894918,NS,Discordant (Young Down / Old Up),FALSE
PDCD5,0.0904,0.0278,0.884221,0.991476,0.966739,NS,Concordant Up,FALSE
DEK,-0.1103,-0.0075,0.930485,0.999578,0.950941,NS,Concordant Down,TRUE
COX17,-0.0652,-0.0525,0.972409,0.983208,0.999363,NS,Concordant Down,FALSE
OPA3,-0.0314,-0.086,0.994304,0.949681,0.987326,NS,Concordant Down,TRUE
PAICS,0.1104,0.0069,0.795494,0.999469,0.887436,NS,Concordant Up,FALSE
SIRT5,0.1064,0.0106,0.876001,0.999096,0.936576,NS,Concordant Up,FALSE
ASMTL,-0.0256,-0.091,0.998033,0.937688,0.987914,NS,Concordant Down,TRUE
GOT2,-0.0715,0.045,0.934001,0.976929,0.877232,NS,Discordant (Young Down / Old Up),FALSE
LNPK,0.0845,-0.0315,0.920542,0.990749,0.897442,NS,Discordant (Young Up / Old Down),TRUE
SPR,-0.0106,-0.1051,0.999313,0.914901,0.955458,NS,Concordant Down,TRUE
FLOT1,0.0923,0.0232,0.92062,0.99556,0.970992,NS,Concordant Up,TRUE
SMIM4,0.0894,0.0261,0.947059,0.995768,0.982237,NS,Concordant Up,TRUE
P4HB,0.1083,0.007,0.78454,0.999412,0.88223,NS,Concordant Up,FALSE
MDP1,-0.0041,-0.1107,0.99992,0.892464,0.94808,NS,Concordant Down,TRUE
PPP3CA,-0.1104,-0.0044,0.842554,0.999826,0.908116,NS,Concordant Down,FALSE
VPS28,0.0018,-0.113,0.999969,0.81932,0.883963,NS,Discordant (Young Up / Old Down),TRUE
SNTB2,-0.0451,-0.0695,0.974172,0.935672,0.995322,NS,Concordant Down,FALSE
BCAP29,0.0563,0.0583,0.97468,0.967991,0.99998,NS,Concordant Up,TRUE
SCRN2,-0.1056,0.0089,0.938968,0.999643,0.951897,NS,Discordant (Young Down / Old Up),TRUE
MYH8,-0.1021,0.0124,0.971722,0.999607,0.974998,NS,Discordant (Young Down / Old Up),TRUE
PABPC1,-0.0697,-0.0446,0.923491,0.972555,0.994492,NS,Concordant Down,FALSE
SEPTIN2,0.074,-0.0403,0.929076,0.981612,0.881658,NS,Discordant (Young Up / Old Down),TRUE
UBXN6,0.0063,0.1079,0.999762,0.88227,0.941908,NS,Concordant Up,TRUE
GBP2,0.0608,-0.053,0.980426,0.983412,0.947155,NS,Discordant (Young Up / Old Down),TRUE
PGAM1,-0.0681,0.0457,0.939507,0.9757,0.880969,NS,Discordant (Young Down / Old Up),FALSE
ATP2A3,0.0548,0.0586,0.983337,0.981525,0.999952,NS,Concordant Up,FALSE
DEPTOR,-0.0689,0.0444,0.967295,0.987842,0.938501,NS,Discordant (Young Down / Old Up),TRUE
