gene,LV1,LV2,LV3,LV4,LV5,LV6,LV7,LV8
CKMT2,0,0.4546995071938299,0,0,0,0.03730649747680919,0.021055986558166415,0.14016143634351425
NDUFB7,0,0.7229679233611289,0.053093368797102546,0.13061473825830278,0.02767894052670804,0,0,0
PRKACA,0,0,0.20572005142790478,0,0.05957902424688221,0.18894852467103887,0.07265939502636201,0.013770755776877034
CAPN2,0,0,0,0,0.1341365404769071,0,0.4263570126536236,0.08053552486240145
DES,0.13064990062138823,0,0,0.7701284259856851,8.426292657389812e-4,0.09374901596816795,0.08962378660474382,0
PFKL,0.18409749086803395,0,0,0.039446787806659,0,0.3653880158016823,0.1319342818495801,0
LGALS3,0,0,0.04604333147458592,0,0.11093487363418958,0,0.27982614615755413,0.07606496265075081
FLT1,0.07417635747941173,0,0,0.517184637681143,0,0,0,0
PSMC3,0,0,0,0,0.2202495826050818,0.3997062413901712,0.13598501752665965,0
TCP1,0.0024586877327560197,0,0,0,0.015881155772972732,0.17924012016145194,0.37639008769547444,0
RPL35A,0.2764666823368517,0,0,0.1347203183223857,0.5420678273636623,0,0.11381140591433157,0
ARF4,0,0,0,0.15065599422849346,0,0.3440845688677377,0,0
RPL7,0,0,0,0.16978157129281665,0.8378324603796564,0,0.017095612224098552,0.029145499550993412
VCL,0,0,0.1480118681266936,0,0.13887165733109577,0.009139349010088083,0.20562614330508683,0
RPL17,0.04817680843955536,0,0,0.10065345763423013,0.8196354876552098,0,0,0
PGAM1,0,0,0.17648842194955108,0.06624427037166017,0,0.39742891722185025,0,0
ATP5PF,0,0.6242899287544474,0,0.025125728173851312,0.02164093500717519,0.18845822819387703,0.022452939815700557,0
TSPAN8,0.2220673811683517,0,0.18089020707953377,0.16733401739141437,0,0.15166280302145113,0,0
TNNI1,0,0,0,0.45466817194952447,0,0,0,0.01712128662164281
NCL,0,0,0.35908065271877854,0.07830255259749695,0.2701086595566983,0,0,0.07988962037020167
HK1,0,0.12424163633740257,0,0,0,0.04916201055404854,0.16508154955836302,0.07627187541373028
NDUFV2,0.03838037489884925,0.49078891730157603,0.06402951638813942,0.17910241747585334,0.07737780273308206,0,0,0
SRM,0,0.04150750384592067,0.22846880100093406,0,0.001560470308735855,0,0.2857394345271819,0.044501593497945975
TYMP,0.4427280552401459,0,0,0.1441145662942979,0,0,0.04432550268009184,0
ATP2B1,0.23681783979249432,0,0,0.20488493970829377,0.27143381396867644,0,0,0
EIF2S2,0,0,0.05320571026975318,0.03103222267366587,0.6228316200163007,0.20772530227556793,0,0
ANXA7,0,0,0.3815867433779037,0,0.0027329011865197274,0.05923147117841608,0,0.08071643189010443
TPSB2,0,0.07653657464419364,0.22621618231045076,0.10553860761617026,0,0.014697797768193311,0,0.15875401900268116
BTF3,0,0,0,0.13803045156241273,0.031756668591515824,0.2997779463142093,0,0.03911255546028366
RAB6A,0,0,0.19329518629063885,0,0,0.0012561939854299228,0.2605091593274869,0.022111534810059424
PVALB,0.22487415657536286,0,0,0.3188869388372869,0.025839985469963096,0.17546751646829542,0,0
PSMB1,0.21813935991252636,0,0,0,0.040239133857551464,0.4138635779758288,0.04225141007259461,0
COX5A,0.1268521240618944,0.8141388586809061,0.02615758502963306,0.1932702022046364,0.199815439771007,0,0,0
CAPN3,0.17699569894787182,0,0,0.0752741118144465,0.1966870366765653,0,0.052089792850568715,0
CAST,0.1689833882523789,0,0,0.041291978558157506,0.08890458401802537,0.0861483163058853,0.17805519050371277,0
NEB,0.16561982439244133,0,0,0.6392866418638996,0.08384925418206446,0.025089514367341668,0.07290353587558017,0
PTMS,0.12430972710154911,0.06722086431297064,0,0.038901366582256444,0,0,0.20999937637704166,0.14208172000504593
GSTM3,0.1629327931581643,0,0.11355791204645313,0,0.0016891835302846106,0.13426844859721213,0,0
ATP6V1B2,0.2739116355317908,0,0.18500324425919293,0,0,0,0.06679615593100785,0.09596549597678196
CSRP1,0.19892256728301788,0,0,0,0.18265716564123435,0,0.25020942899288606,0
FLNA,0.1212536027310198,0,0,0,0.38583154487356336,0,0.23907387100245023,0
MAOA,0,0.2901607650309073,0.31980008367455354,0,0,0,0,0.19951861005029925
ACO1,0,0.25336658433584247,0,0.07805124881274836,0,0.13540721954843973,0.014617481120615842,0.025513494794240456
GPD1,0.2127949816557281,0,0.1253412867770784,0.1512522208884421,0,0.3003773587594727,0,0
VDAC1,0,0.47972529501542205,0.27465271002069813,0.027800312284271822,0.029901567411204127,0.0784923200990179,0,5.653445526232033e-4
BGN,0,0,0.2946652904834218,0.35998567093647343,0,0.047939945558029766,0,0.1445908552950582
RYR1,0.00711604049081379,0,0.03031442415639792,0.13170443030938925,0.2698609163531167,0.2984806830832125,0,0
SDHB,0.12973906416297837,0.6267765261651012,0.08082945639459001,0,0,0,0.13413556264813623,0.1175478631744984
COMT,0,0,0,0,0.11666956388962149,0.11764917890110145,0.06144585986819797,0
TGM2,0,0.2639525340724056,0.14677169770512635,0.11352440910602342,0,0,0,0.20843903524409588
MMUT,0,0.38132722307472466,0.008961743986691731,0,0,0,0.08442091873883888,0
OSBP,0,0.05377790772323103,0.25213665646506056,0.1311035004844755,0,0.11937917099433025,0,0
PCMT1,0,0,0.2564864432189295,0.015752884589671383,0.026772292724145576,0.3108871066970336,0,0
GART,0,0,0,0,0.01888347466987084,0,0.3283568819049347,0
PAICS,0.1866419846794633,0,0,0,0,0.14931520723049607,0.20589692356684725,0
SCP2,0.13164996556793557,0,0.24399175691252892,0.06699668289859981,0.017596908819548184,0,0.03513533075116563,0
UBA1,0,0,0.1526387517679892,0,0,0.2641066478168022,0.12248793788537632,0.14850519478563348
GPX3,0.11694941956425843,0,0.3895697167094329,0.00801497381440774,0,0,0,0.06789019882553914
NME2,0.0017119579087857585,0.13982612753399898,0,0.018720955683241235,0,0,0.19060845090566247,0.17762220844002943
FDXR,0,0,0.16819336269252858,0.3865086529835595,0,0.1947624045794255,0,0
HNRNPA2B1,0,0,0.07832259914128557,0.30610666406171316,0.14979374166331386,0,0,0.12250689389247765
UQCRC2,0.052671685260520865,0.8002120140304849,0.009720652858503358,0.0195158478212228,0.1469544796630378,0,0,0.0013197636595303297
FECH,0,0.15709418904779074,0.13565768003054543,0,0.09454250866396145,0,0,0.1315110046524497
AMPD1,0,0,0.17264806103888058,0,0.1225907253800069,0.19975749993748146,0,0
FBLN1,0,0,0.22581673532904162,0,0.22796560201246652,0.025612074342308586,0.03406372839601009,0.06200423229299391
SFPQ,0,0.04873702046073765,0.03408871346230637,0.007679081451038613,0.38276122013255615,0,0,0
PPIB,0,0,0.1542012390337491,0,0.15662622211984115,0,0.16704496711381542,0.2206692938665406
S100A1,0.10830395295071778,0,0.010164335576778361,0,0,0.06355263907607021,0.20657420723382916,0
HRC,0.0885475675159479,0,0,0,0.143102624795321,0.18928587918611128,0.19697290087684197,0
ME2,0.21210176450064933,0.4451260446049783,0,0,0,0,0.42587542473613343,0
WARS1,0.18096968719923628,0.010067798445918843,0.10992405837227963,0,0,0,0.1567554477404102,0.08706950277702025
RPS3,0,0,0,0,0.5088772095232763,0.10098679028901549,0.21102824177266988,0
GCSH,0,0.14217940334434362,0,0,0,0.08522059869532916,0.0013137200253070772,0.030963977257038863
AHCY,0.08026111028776761,0,0.026715080547267907,0.0018444599711556803,0,0.11279773292698306,0.3154448271855823,0
CFL1,0,0,0.08889119002752983,0,0.08030861475577905,0.38115944835891646,0,0
EIF4B,0.17000760853746869,0.02194247324163073,0.16205390384869228,0,0.5147579535262385,0,0,0.05121818506036421
ATP2B4,0,0,0.10843820824730696,0.11194814296527102,0,0.3191537150326765,0,0
CPT2,0.008711428992446731,0.31388992850236624,0.1379155398388133,0,0,0,0,0.13610643347478893
LAMA2,0,0,0,0.6335249157391243,0,0.12466612659099782,0,0
GPT,0.10756424950470501,0.497450512089118,0.13034480221609698,0,0,0,0,0.15572720856762653
COX7A1,0.11298656889118924,0.48550146422744295,0.10941635338902515,0.23409526589077656,0.14563692710465742,0,0,0.019068221865301053
COX7B,0,0.6872811719042701,0,0.2692594301933599,0.10130346657014219,0,0,0
EEF1B2,0.029373429177615325,0,0,0,0.25021811640381175,0,0.2989738747081312,0
ATP5PB,0,0.38326614941890197,0,0,0,0,0.06137365046658176,0
ACP1,0.10676352455458037,0,0.15703425102408236,0.07067966193209402,0,0.17236934061075224,0,0.042421462308636707
ACAT1,0,0.6556950239045017,0.16822033301169168,0,0,0.029300707230802758,0,0.08157314155389336
MYL9,0,0.03210742566624916,0.07930662856211311,0.03162815449709071,0.17713579746830066,0,0,0
AZGP1,0.10069875332801294,0.01183998877773269,0.06474047988956366,0.07920122765758855,0,0,0,0.3933241152854399
MPST,0,0.040003151514112115,0.20254554622990767,0,0,0.09765575116007476,0,0.12078107017853475
RPS12,0,0.09598353017659282,0,0,0.7827752974619172,0.15119545598778442,0,0.02655572478433495
DNAJB2,0.2495470929677792,0,0.14868466852570586,0,0,0,0,0
ATP5F1A,0.05901770922528253,0.8074866163946126,0,0,0,0,0.20061327635086185,0.030862009422568247
PSMA1,0.2669025250243509,0,0.011804668555126793,0,0.2526360625039337,0.31004246798733387,0.02001037048744531,0
PSMA2,0,0,0,0,0.22285840507248741,0.5993546383215486,0,0
PSMA3,0.18512634272062897,0,0,0,0.23362929850405062,0.34757124842542164,0.16942038506459803,0
PSMA4,0,0,0,0,0.15656328242375903,0.48267088321607526,0.026465264369569984,0
MSN,0.012933049805856104,0,0,0,0.19341797150026233,0,0.4571791057373126,0
DDX6,0.16829832037098913,0.03156478945900987,0,0,0,0.11286465794982732,0.06653628771285504,0
U2AF2,0.08610925421919916,0,0.10839226642266388,0,0.20132951409355188,0,0.03289038988752836,0.056939453648181426
RPL13,0,0,0,0.2342549412452131,0.7030099779205226,0,0,0
IVD,0,0.21606558386358726,0.2187883197357238,0,0,0,0.09378183270509263,0.08953518443522596
S100A4,0,0,0,0,0.07153561086048509,0.029127309999894425,0.41447964103387824,0.09712985031159332
HMGB2,0,0.13642875083962983,0.3528191771205088,0,0.007809628191351711,0,0,0.20878828532185256
TARS1,0.11558799565560178,0,0,0.026868753590204502,0,0.0991828200413613,0.25293397405490786,0.03468754864655266
VARS1,0,0,0,0,0.18024844257963413,0.10806474917376813,0.42922988955855673,0
EEF1G,0.1294014407524033,0,0,0.00565759201486205,0.22643361998257835,0.15030068997675347,0.2504429233460545,0
PLN,0,0,0.12967139287107765,0,0.06444042835217523,0,0.126389320525005,0.07984417605143049
FKBP2,0.15990455542857557,0.1200701357641345,0,0.14735905684543935,0.10798034474940844,0,0,0.1018834844159856
STOM,0,0.021236385946171478,0.042302588094703115,0,0,0.06366114435364677,0,0.3409302165162806
MAOB,0,0.28113721057902474,0.31038917639885144,0,0,0,0,0.18344746913908522
YWHAQ,0,0.046517951396782165,0.14961005551798942,0,0,0,0.1293554231399682,0.2775500925704874
MAPK3,0.2337549665731686,0,0.12478083849506127,0.18857344145341895,0.0693317712381542,0,0,0
RPL10,0,0,0,0.14367487708780194,0.6258796525973311,0.03758440946370643,0,0
RPA1,0,0,0.4572374714430565,0,0.002104741548508131,0.03463089041776333,0,0
APEX1,0,0.12132300387112843,0.1550052694661907,0,0.19520155538228623,0,0.04084074380217801,0.028489612125673136
CALR,0,0,0.12743536068314598,0,0.06457451986975234,0,0.1536869550534946,0.14458376852417484
MAP4,0.1013620252687428,0,0.07996904169052656,0,0.18795869075072455,0.04736357502400132,0.19028285011817395,0
CANX,0,0,0,0,0.05293600569604074,0.10205428935662089,0.369267974065653,0.03267313613073635
PSMA5,0,0,0.007131738706105284,0,0.2918661160447,0.4234959925206048,0,0.0515846125082703
PSMB4,0.12186950059337452,0,0.14776671706610486,0,0.07028941209689328,0.18066789491520416,0.05179874952656263,0
PSMB6,0,0,0.0032230576470350988,0,0.18100559526834392,0.5145549286853891,0.06697656189877838,0
PSMB5,0,0,0.041061005459707194,0,0.05067035259853087,0.5226674123637322,0.09218187235816122,0
GSTM2,0.1451611828662097,0,0.05391903586298223,0,0.08295822641878921,0.0389559800582442,0,0
TMOD1,0,0,0,0.7360179982668844,0.18963590924462767,0,0,0
NDUFS1,0.016845823306450524,0.8440606534058195,0.0572003522267583,0.21669242901327837,0.13096991982131412,0,0,0
MAPK1,0,0,0,0.029036692665682654,0.10884278454434511,0.2783853598606496,0.10040107818392811,0
RBL1,0.27721009242429,0,0,0.044474205406423946,0.2526037138008483,0,0.0921042017040956,0
LAP3,0,0.08348129995008374,0,0,0,0.10691894939736965,0.21404057507880547,0.08877769279358727
CD38,0,0,0.088574713070211,0,0,0.2921339468035603,0,0
TPP2,0,0,0.13899349168609812,0,0,0.1840151310458031,0,0
IMPA1,0.14297466320416632,0.04844297603204359,0,0.09887037392164305,0,0.2456214829036513,0,0
EPHA2,0,0,0,0,0,0.18789909883762407,0,0.35961436336263425
TKT,0.11177708823568608,0,0.11715027528538988,0,0,0,0.15710078935577976,0.3776762330335265
EEF1D,0,0,0,0,0.15668612312645494,0.28844827654272526,0.29787775790488663,0
MARCKS,0,0,0,0,0.029077904697529865,0,0.31681372335163593,0.2533053187230359
GNA11,0.3701035967940466,0,0.09892927251175329,0.11971319286619396,0,0,0,0
ALDH4A1,0.052867809225036755,0.20806902909483538,0.24962598110937018,0,0,0,0.10589787227541465,0.17933811945204164
ERP29,9.64123777988268e-5,0.2194159480747426,0,0.020153924760798064,0.14410915553166606,0,0.02136773286875026,0.17308370908421197
PRDX6,0,0,0.43425960903551203,0,0,0.12409168964443855,0,0.16396443218655782
BLVRB,0,0,0.2223245986875809,0,0,0.26667148190469864,0,0.27026170152899326
PRDX5,0.0392147624855382,0.05805841891675944,0,0,0,0,0.19945956701582482,0.12726586014850422
DDT,0.3277625926612854,0,0.06866963512428258,0,0.03068220686803433,0,0.038621171158990684,0.02028100937971059
PRDX3,0.02478835670212045,0.14443621491366354,0.004047471216511007,0,0.18831293689202164,0,0.17914953293635,0.053668931309320815
ATP5F1D,0,0.2689837940897103,0,0,0,0.280446158188735,0.015901894314400606,0.051290794898719634
RPL12,0,0,0,0.05879375632858998,0.8603325705463082,0,0.013903024300711183,0.02201804976322552
ECHS1,0,0.3552066614754901,0.0676378934504703,0,0,0.09216001841015276,0.031657688430198824,0.16513409658221043
CMPK1,0.5245097270230351,0,0,0,0,0,0.05128147555559791,0
PEBP1,0.050237578956201165,0,0.3267509001558922,0,0,0.16729143994744478,0,0.08364813034346426
PDIA3,0.02295286510524719,0,0,0.012245898846634413,0.09531384475200737,0.1273553210224389,0.2328334580842734,0.061569988186051805
PPP2R1A,0.050689536538718244,0,0.19588913926800158,0,0.1257339040360977,0,0.2514646353909328,0.15478689174435206
PPIF,0,0.4835396257645491,0,0,0,0,0,0.0711360772921691
NMT1,0.05993520384904231,0,0.027223527375913673,0,0.37434022342026996,0.03480088206384858,0,0
ADSS2,0,0,0.039756658895487323,0.16846951260291704,0,0.36952302352404687,0,0
LRPAP1,0,0.08254375864650458,0.39436094129747895,0,0,0.039730532010060784,0,0.15262468723658631
TSPO,0,0.23181513192816422,0,0.0024888704476766126,0,0.14295455963497147,0.06141089933211479,0.05636204811475664
ADSL,0.2837734274332855,0,0.04248267129939734,0.1304640143184433,0,0.3215257826050408,0,0
CLIP1,0.29953461454438135,0,0,0,0.031531081371585556,0,0.1762697275874507,0
SRI,0.006833388891163192,0.039690993125686864,0.2050987731317836,0,0,0,0.09830724906184703,0.19434088467230878
SERPINB1,0.09444322517323217,0,0.04290153176457127,0,0,0.0974337822964116,0.1597988159387721,0.14912925293671384
ALDH1B1,0,0.07881872754883597,0,0,0.21470242971715106,0.11404358652186329,0.36735117327473465,0
SDHA,0,0.5134059533360985,0,0,0,0.2109866986250077,0.09204562205405378,0.08054736040801094
GDI1,0.10603252154795163,0,0.4114311090762828,0.019911479548680912,0,0,0,0.0283659524061227
MAT2A,0.09470302587872585,0,0,0.1063203492991251,0,0.14902626052148552,0,0
CASQ1,0,0,0,0,0.2304162199872422,0.4634107512774599,0,0
DNAJA1,0.10596486482556496,0,0.1978879542637905,0,0.13333282587394268,0,0.21994440152908135,0.13930024166187047
AKT2,0.13017491708287698,0,0.002451670189692868,0.08596050600061873,0,0,0.22326683948957382,0.06288615799384525
UQCRC1,0,0.7636324045432284,0,0.08049951096363653,0.0944594394755489,0.1317866487672727,0,0
HIBADH,0,0.27058140575034845,0.07821958535856988,0,0,0,0,0.11006387085919837
ATIC,0.17572976122913594,0,0,0.02507287310770443,0.013395866954006054,0.13086231592846947,0.27672317967200405,0
HNRNPH3,0,0,0.16024701343229775,0.21887713456604388,0.0945384426597054,0.007446951313195827,0,0
HNRNPH1,0,0.15135091359597647,0.11106885631428494,0.0034808020234609396,0.2771731465727255,0,0,0.10785001885360827
YWHAB,0,0,0.24327403327421732,0,0.09296743126743519,0.15033812386892936,0.20597497314548852,0.013080474002973517
STIP1,0.10949914399371143,0,0.23904034784602116,0,0.12608619622355893,0,0.033802242339578015,0.050471149772954034
S100A11,0,0,0,0,0.059264722545841024,0,0.3693292601412968,0.1054771958999204
PRDX2,0.06599831236500384,0,0.07406148387045143,0,0,0,0.1072370088991867,0.3590397488181806
GBP2,0.36385484455719597,0,0.1391469777786844,0,0.08928933869864385,0,0.18384221800760675,0
ACSL1,0,0.5224907124307986,0,0,0,0,0.07956075152558743,0.0836482477299818
KIF5B,0,0,0,0,0.1022482131694291,0,0.3010164114221171,0.128503238819718
MCM5,0.03771149413478328,0.050492822662618245,0,0.036894323359551257,0,0,0,0.41345108545611536
SHMT1,0,0.03646402513635924,0.05064884072572846,0.019618511154613782,0,0.3047004692589608,0,0.07272526154923471
SHMT2,0.06050887672076291,0.42552359213181923,0,0,0.051435713783432375,0,0.14021886610167578,0.004198008073499751
HSPA4,0.19425762610083777,0,0,0,0.013483246858317591,0,0.34330358168497627,0.049633752662695804
MPI,0.2595308253612862,0,0,0.14535158399037912,0,0.11736439374068625,0,0.011904053472748213
GPC1,0.1002225708611165,0,0.05984629702725191,0.1290488048666819,0.051772437506674485,0.021498934387022207,0,0.07065452653650463
PFN2,0.12013799974003458,0,0.05918958896775217,0,0.10734519837650296,0,0.3751042889200252,0
CTNNA1,0.22931933675370864,0.20573547321663344,0,0,0.11645182945045739,0,0,0.1151721056188649
SERPINB6,0.2096351310310802,0,0,0,0.02805531973101605,0.14887739473628714,0,0.07693405618677147
RDX,0,0,0.3097481868761171,0,0,0.23096943771382863,0,0.05505815394334893
RPA3,0.17297830880337817,0,0.06131303486519658,0.09724072273017612,0.09846652182987811,0.025272910607180264,0,0
RPL22,0,0,0,0.07916899376139375,0.886569309924321,0.020188950172106646,0,0
SPR,0,0.11541697859452989,0.09266650634418915,0.16396151204591827,0,0.07821307676644386,0,0
THBS4,0.12555017201299576,0,0,0.04967278419436222,0.06905165152279974,0,0.23069692404898512,0.2075451975959815
FBN1,0,0.044533567565095536,0.2279294054493844,0.3294777685809674,0,0.0089034137915065,0,0.07798070989214785
AGL,0.13875058481700012,0,0,0.19692718290692632,0.09630317145456138,0.19913603528712023,0,0
MYH9,0,0.05159482985539224,0,0.1445241374648109,0.12855174067297276,0,0.03912974125674719,0.28572471364537844
COPB2,0.30242911441833503,0,0.07954194875366766,0,0,0,0.3211191880681019,0
ACTN2,0.06242783956811223,0,0,0.8463887872312643,0,0.03838529144637932,6.891363684189797e-4,0
ADD1,0,0.05382523020390561,0,0,0,0.30718516869576595,0.07925155382941071,0.12295726001474282
BSG,0,0.08112478270683254,0.04061045306703187,0,0,0.2780977386993847,0,0.14065215522559157
FUS,0,0,0.07749519471897322,0.148835227484832,0.39839664197854907,0.02323181783626822,0,0.02108473047145615
DEK,0,0,0.048619737797158315,0.3012666476276028,0.08722838564310235,0.19688613927639406,0,0
MYH11,0,0.02300932192118744,0.11947207432522762,0.06815998106368255,0.07261486958728637,0,0.015252466398938546,0.13392210158853884
GLRX,0.19903372124270985,0,0,0.13808477344355377,0,0.23273982565046383,0,0.0300671480154945
PPM1A,0,0.025521918591153415,0.13280335112848535,0,0,0.0501206421065247,0.18408224269716225,0.2055285192395588
KRT2,0.2383543102419744,0.022221957933525563,0.03793042348155928,0.051774139049229305,0.07681043780136766,0,0,0
HMGCL,0,0.37549706084913176,0.14658646681639015,0,0,0,0.020857770581176167,0.18447549029392887
PSMC2,0.2076370957731606,0,0,0,0.36429985825223987,0.20850061010190432,0.24931948485687142,0
ARL3,0,0.021946023234888118,0.2341078655719088,0,0,0,0.17572097976362006,0.0021800114715902932
MAP2K2,0,0,0.16153820526553014,0,0,0.07691991894302118,0.013023208177453779,0.1482672656351372
ATP5F1C,0,0.7645999507550902,0,0,0.016700915428379724,0.06358413831843737,0.1336620294581426,0.02438771391557059
ATP6V1E1,0.49726235599977564,0,0.0435497652340884,0,0.029874460367161088,0,0.07731011476410254,0.027682025596641256
RPL4,0,0.0035509468488793138,0,0.1788147862792203,0.8160628287020618,0,0.006531926326070341,0
LONP1,0,0.3088703317409737,0.2740708701739762,0,0,0,0,0.14432527344273588
PGM1,0.10768738771135178,0,0.35373651002070317,0,0,0.20208580379857918,0,0
PPP1CC,0,0.05208146024021665,0.1222177975280734,0,0.09121257830364668,0,0.0375326344600212,0.15462835840720085
SERPINF1,0.10496550507527883,0,0.07406940567504293,0.055403354459989305,0,0,0.0488716502674537,0.23693094853470378
DLST,0,0.5288679556696438,0,0,0,0.15433658977680034,0,0
GMPR,0,0,0.006311648092904802,0.048646287881290974,0,0.3506430679217703,0,0.03208423959560059
GPX4,0.20908103774983786,0.10901098861308907,0,0.07418551037426444,0,0,0,0.08806284762783081
SRP14,0,0,0.09388894398693994,0,0.27765451404516556,0.1597873199548829,0,0
TAGLN2,0,0.06801174243253452,0.18277785438245794,0.00737039410767696,0,0,0.14315855087589974,0.2218196182232942
TALDO1,0.10136515920678862,0,0.37778657204316013,0,0,0,0,0.2950831746075437
SNCA,0,0,0,0,0,0.14261351748669526,0,0.3868797265264449
ETFB,0,0.7455463307945688,0.094097957030617,0,0,0,0.06034675550985191,0.1735435339434981
ATP6V1A,0,0,0.0716436440197245,0,0,0.19002396732939345,0.015000996984581098,0.18640304417256728
HSPA9,0,0.6638506406435891,0,0,0.10210538722310632,0.022407798711905676,0.13906237535263868,0.09195336618214116
RPS19,0.16147538142371415,0,0,0.008894538380441554,0.5473438567595078,0,0.09923300825200204,0
RPL3,0.21807281742279921,0,0,0.15318718113920934,0.5604635792084964,0,0.022425192149226617,0
COL15A1,0.13228231664461151,0,0,0.5495857486010366,0,0,9.798295817809155e-4,0
COL18A1,0.004302053629358493,0,0.32325220507214697,0.256878543819149,0.05003137228511226,0,0,0.09374777185302381
DDOST,0.23184286358341155,0,0,0.04908280381079381,0.10825437194017026,0.08645184562998323,0.08574022835572911,0
ANP32A,0.2429594646533951,0,0.037383236313905985,0,0.08932243757564647,0,0.23945397149011818,0.002205566293291498
CAPG,0.1339377783511694,0,0.08703946841434669,0,0.037865750312945645,0,0.29983844016762506,0.12126569582685613
CAP2,0,0,0.2354151349013677,0.28109148124270716,0.229880232161424,0,0,0
CCT6A,0,0,0,0,0.21032053315560023,0.13151602365392537,0.3557686581772021,0.030411409850743712
RPL13A,0,0,0,0.18668771100375012,0.7163885981592124,0.013090979923088926,0.07516302779062893,0
STAT3,0.052818088652298034,0.04734588987360061,0.11067630200835857,0,0,0.02691404124143221,0,0.16958211220482639
MDH1,0.08811080387810205,0.5257854639167998,0.2140623840523575,0,0,0.11678052194871671,0,0.098151343316288
MDH2,0.024597022617134822,0.6736775365207842,0,0,0,0,0.14753559324749826,8.540771840389479e-4
HADHA,0,0.35203398965877636,0.16983039921941226,0,0,0.09973035980178839,0,0.12375229569372719
EIF2S3,0.3102305135550039,0,0,0,0.30973504619481207,0.14522182042027035,0.29780703752455073,0
NAA10,0,0,0,0,0.2350438976013868,0.01095780385018022,0.31533300851417184,0
PPP1R2,0.12729853168019922,0,0.290368990343844,0,0,0.09099545912628278,0.011026750158293543,0.13538163450154456
GARS1,0,0,0.19244449509949305,0,0,0.1414355569903265,0.12206465329758778,0
IARS1,0.20248563912679116,0,0,0.017857097871252687,0,0.08138228986920418,0.15768208266358055,0
EIF1,0,0,0,0.030317921755149215,0.0625448363049543,0.4259296187071501,0,0
ECI1,0,0.4748338175882758,0.31018408689040905,0.02567850074661426,0,0,0,0.10465302702209035
TMPO,0,0,0.41489602841457335,0.1294680689558948,0,0,0,0.10523376059490583
AKR1C3,0.04868489844293975,0,0,0,0.09550188183306703,0,0.4067773658758113,0.15548062846837934
RPS27,0.2914453016575196,0,0,0.047590959481049876,0.31864458250995165,0.029412131219351524,0.12489407022524274,0
LRPPRC,0.02966592765571007,0.3758369530255365,0,0,0.09064731508004947,0,0.16733994997601118,0.14551127233780442
ACAA2,0,0.4894277267105737,0,0,0,0,0,0.14503401297255766
RPL35,0,0,0,0.05309026626718464,0.7415002180475673,0.058634196038599,0,0
SLC1A4,0.07704830293962492,0,0.006040269184929114,0.11418199577190985,0,0.14605628256966485,0.027751898207502367,0
PAFAH1B1,0,0,0,0,0,0.43636812401802966,0.202158830374292,0
CRAT,0,0.4902922618407116,0.15580235403206882,0.005790059556882752,0,0,0,0.2567165426579844
GPD2,0.0045304844401038965,0,0.3047192724831578,0.07821917916282912,0,0.21929376986987098,0,0
NAMPT,0.18276407978140524,0.12184542854054843,0,0,0.03550375892485147,0,0.04707125560912583,0
PSMC4,0.2555777932394609,0,0,0,0.2800308232255221,0.13091843608985088,0.23683753317470443,0
TSFM,0,0.229185428991283,0,0.09251191681781286,0,0.10603814530430312,0,0.07220388326840915
TNNT3,0,0,0,0.842165090913649,0.09477525831919936,0.13306995848711975,0,0
ASPA,0.10750208980835411,0.2331866747289724,0.10037831983009252,0.04701796303578309,0,0,0,0
PPIC,0.06116729865198123,0,0,0.2605609502181195,0,0.19841934574388181,0,0
VDAC2,0,0.35328962120701396,0.06783874731606528,0.12052059492396489,0.14476846025861978,0,0,0
ACADSB,0,0.235028982656361,0.051876745440736054,0,0,0,0.04368034111726893,0.10777011398087229
USP5,0.24902775431574764,0,0,0,0.0021664543683408413,0,0.39544187250332047,0.03730111420055536
MAP2K4,0.32709360761279943,0,0,0.19911923920176275,0,0.10267866393540272,0,9.095078475704167e-4
PHKA2,0.02331351452748374,0.10474837780236167,0,0.22205599733422182,0,0.21865741111876974,0,0
PHKA1,0,0.006501210607048139,0,0.09878306033740368,0.03682901239766443,0.41033860456304455,0,0
CRKL,0.21225277734479522,0,0.23063465377899697,0.20002583637407206,0.15782646525266264,0,0,0
MTIF2,0,0.0905767478238286,0.04128140424630698,0,0.0570971850715691,0.01262208288219016,0.08802874374586807,0.06166351187137734
BAG6,0.40306011233768296,0,0,0,0.14307191207975342,0,0.0906749017717678,0.04707940892591691
NSF,0.10185832180762293,0,0.1360503538297309,0,0,0.11355814256093218,0.08047512570730096,0.1438456928598575
MAP2K3,0.15151868906318516,0.07149427041057518,0.015437564463580838,0,0,0,0.08090787951980005,0
RPL27A,0.30081264977932337,0,0,0.1368344823804887,0.6452443473869985,0,0.026209296676541222,0
RPL5,0,0,0,0.20543098377662683,0.7592534356701898,0,0,0
RPL28,0.008570416850589421,0,0,0.19514603967251787,0.7427377918324607,0,0.005648297028210845,0
RPS9,0.11866290674643198,0.08028332821379686,0.08310439336383453,0,0.7849906179999766,0,0.07726435456993727,0
RPS5,0,0.06992765025344669,0,0,0.5907512011586827,0.03006457617930326,0,0
RPS10,0.42205314246231634,0,0,0.05955220318678388,0.3954016333844343,0,0.013443631623402742,0
GNPDA1,0.07075462853712712,0,0.18744766365502158,0,0,0.22218690028076354,0.0432492005830703,0
UTRN,0.2815215952744192,0,0.050127428168772345,0.08278754767674912,0.16197712248741533,0,0,0
