gene,pathway,database,cluster
DYNC1LI1,GOBP_MICROTUBULE_BASED_MOVEMENT,GO:BP,C3
ILVBL,Unmapped,NA,C4
FSD2,Unmapped,NA,C4
MAP1LC3B2,Unmapped,NA,C4
SLC35A4,Unmapped,NA,C4
PDLIM1,GOBP_CELL_ADHESION,GO:BP,C4
STXBP3,GOBP_CELL_ADHESION,GO:BP,C4
DDX3X,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
HAT1,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
HNRNPDL,Unmapped,NA,C4
SYNM,GOBP_NEUROMUSCULAR_PROCESS,GO:BP,C4
TCAP,HALLMARK_MYOGENESIS,Hallmark,C4
EIF3D,Unmapped,NA,C4
TAPBP,Unmapped,NA,C4
RASA4,Unmapped,NA,C4
DENR,Unmapped,NA,C4
ACTN4,GOBP_CELL_ADHESION,GO:BP,C4
ENSA,Unmapped,NA,C4
SELENOF,Unmapped,NA,C4
LDB3,HALLMARK_MYOGENESIS,Hallmark,C4
CILP,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
BANF1,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
CSDE1,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
PRKRA,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
PPM1B,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
TCEA3,Unmapped,NA,C4
EIF3J,Unmapped,NA,C4
PIAS2,Unmapped,NA,C4
SNCG,Unmapped,NA,C4
UFL1,GOBP_CELL_ADHESION,GO:BP,C4
ERLIN2,Unmapped,NA,C4
VAPB,Unmapped,NA,C4
ARIH2,Unmapped,NA,C4
SVIL,HALLMARK_MYOGENESIS,Hallmark,C4
ASMTL,Unmapped,NA,C4
LSM8,Unmapped,NA,C4
BAG3,Unmapped,NA,C4
MT-CO1,Unmapped,NA,C4
HLA-B,Unmapped,NA,C4
COL1A1,HALLMARK_MYOGENESIS,Hallmark,C4
COL3A1,HALLMARK_MYOGENESIS,Hallmark,C4
COL4A1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
LMNA,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
TNNC2,HALLMARK_MYOGENESIS,Hallmark,C4
VWF,GOBP_CELL_ADHESION,GO:BP,C4
EIF2S1,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
RPLP1,Unmapped,NA,C4
RPLP2,Unmapped,NA,C4
RPLP0,Unmapped,NA,C4
SSB,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
KRT18,GOBP_CELL_ADHESION,GO:BP,C4
MYL1,HALLMARK_MYOGENESIS,Hallmark,C4
PYGL,Unmapped,NA,C4
NPM1,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
TPM3,HALLMARK_MYOGENESIS,Hallmark,C4
H1-0,HALLMARK_ANDROGEN_RESPONSE,Hallmark,C4
APRT,Unmapped,NA,C4
TPM2,HALLMARK_MYOGENESIS,Hallmark,C4
COL1A2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
COL4A2,HALLMARK_MYOGENESIS,Hallmark,C4
MYL3,HALLMARK_MYOGENESIS,Hallmark,C4
NFIC,Unmapped,NA,C4
VIM,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
RPS17,Unmapped,NA,C4
RPSA,GOBP_CELL_ADHESION,GO:BP,C4
SNRPA,Unmapped,NA,C4
LGALS1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
TPM1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
HNRNPA1,GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION,GO:BP,C4
PARP1,Unmapped,NA,C4
LIMS3,Unmapped,NA,C4
CALM1,Unmapped,NA,C4
THRB,Unmapped,NA,C4
MYL2,HALLMARK_MYOGENESIS,Hallmark,C4
LAMC1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
MYH3,HALLMARK_MYOGENESIS,Hallmark,C4
DBT,Unmapped,NA,C4
COL6A1,GOBP_CELL_ADHESION,GO:BP,C4
COL6A2,HALLMARK_MYOGENESIS,Hallmark,C4
COL6A3,HALLMARK_MYOGENESIS,Hallmark,C4
ACTN1,GOBP_CELL_ADHESION,GO:BP,C4
MYH1,HALLMARK_MYOGENESIS,Hallmark,C4
MYH7,HALLMARK_MYOGENESIS,Hallmark,C4
XRCC6,HALLMARK_ANDROGEN_RESPONSE,Hallmark,C4
MYH8,HALLMARK_MYOGENESIS,Hallmark,C4
TNNT1,HALLMARK_MYOGENESIS,Hallmark,C4
NID1,GOBP_CELL_ADHESION,GO:BP,C4
MYL6B,HALLMARK_MYOGENESIS,Hallmark,C4
HNRNPL,Unmapped,NA,C4
RPS2,Unmapped,NA,C4
RPA2,Unmapped,NA,C4
NQO2,Unmapped,NA,C4
PFKFB1,Unmapped,NA,C4
DES,HALLMARK_MYOGENESIS,Hallmark,C4
FLT1,Unmapped,NA,C4
ARF4,Unmapped,NA,C4
RPL7,Unmapped,NA,C4
RPL17,Unmapped,NA,C4
TNNI1,HALLMARK_MYOGENESIS,Hallmark,C4
NCL,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
ATP2B1,HALLMARK_UV_RESPONSE_DN,Hallmark,C4
EIF2S2,Unmapped,NA,C4
TPSB2,Unmapped,NA,C4
CAPN3,Unmapped,NA,C4
NEB,GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,GO:BP,C4
BGN,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
TGM2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
PCMT1,Unmapped,NA,C4
NME2,GOBP_CELL_ADHESION,GO:BP,C4
FDXR,Unmapped,NA,C4
HNRNPA2B1,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
FECH,Unmapped,NA,C4
AMPD1,Unmapped,NA,C4
SFPQ,Unmapped,NA,C4
LAMA2,HALLMARK_MYOGENESIS,Hallmark,C4
MYL9,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
RPS12,Unmapped,NA,C4
RPL13,Unmapped,NA,C4
FKBP2,Unmapped,NA,C4
RPL10,Unmapped,NA,C4
TMOD1,GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,GO:BP,C4
RPL12,Unmapped,NA,C4
NMT1,Unmapped,NA,C4
HNRNPH3,Unmapped,NA,C4
RPL22,Unmapped,NA,C4
FBN1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
MYH9,HALLMARK_MYOGENESIS,Hallmark,C4
ACTN2,HALLMARK_MYOGENESIS,Hallmark,C4
FUS,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
DEK,Unmapped,NA,C4
MYH11,HALLMARK_MYOGENESIS,Hallmark,C4
RPL4,Unmapped,NA,C4
PPP1CC,Unmapped,NA,C4
SRP14,Unmapped,NA,C4
RPS19,Unmapped,NA,C4
RPL3,Unmapped,NA,C4
COL15A1,HALLMARK_MYOGENESIS,Hallmark,C4
CAP2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
RPL13A,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
GARS1,Unmapped,NA,C4
EIF1,Unmapped,NA,C4
RPL35,Unmapped,NA,C4
TNNT3,HALLMARK_MYOGENESIS,Hallmark,C4
PPIC,Unmapped,NA,C4
CRKL,GOBP_CELL_ADHESION,GO:BP,C4
RPL27A,Unmapped,NA,C4
RPL5,Unmapped,NA,C4
RPL28,Unmapped,NA,C4
RPS5,Unmapped,NA,C4
CAPZA2,GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,GO:BP,C4
CAPZB,GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,GO:BP,C4
RPL29,Unmapped,NA,C4
TNNI2,HALLMARK_MYOGENESIS,Hallmark,C4
RPL34,Unmapped,NA,C4
AARS1,GOBP_NEUROMUSCULAR_PROCESS,GO:BP,C4
LRBA,Unmapped,NA,C4
BCAM,GOBP_CELL_ADHESION,GO:BP,C4
RPL14,Unmapped,NA,C4
FXR1,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
DUSP3,GOBP_CELL_ADHESION,GO:BP,C4
CAV2,Unmapped,NA,C4
HSD17B4,Unmapped,NA,C4
RPS6KA3,HALLMARK_ANDROGEN_RESPONSE,Hallmark,C4
HNRNPA3,Unmapped,NA,C4
MYOM1,HALLMARK_MYOGENESIS,Hallmark,C4
HNRNPM,Unmapped,NA,C4
THOP1,Unmapped,NA,C4
CAPZA1,GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,GO:BP,C4
CRIP2,Unmapped,NA,C4
MYOM2,HALLMARK_MYOGENESIS,Hallmark,C4
YARS1,Unmapped,NA,C4
LAMB2,GOBP_CELL_ADHESION,GO:BP,C4
SEC13,GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION,GO:BP,C4
HNRNPH2,Unmapped,NA,C4
SH3BGR,HALLMARK_MYOGENESIS,Hallmark,C4
EIF3B,Unmapped,NA,C4
EIF6,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
EEFSEC,Unmapped,NA,C4
EIF3E,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
GABARAPL2,HALLMARK_MYOGENESIS,Hallmark,C4
MYL6,Unmapped,NA,C4
ACTB,GOBP_CELL_ADHESION,GO:BP,C4
RAB5B,Unmapped,NA,C4
RPS3A,Unmapped,NA,C4
RPL26,Unmapped,NA,C4
RPL15,Unmapped,NA,C4
RPL37A,Unmapped,NA,C4
DAD1,Unmapped,NA,C4
RRAS2,Unmapped,NA,C4
PPP1CA,GOBP_CELL_ADHESION,GO:BP,C4
PPP1CB,GOBP_CELL_ADHESION,GO:BP,C4
RPS14,Unmapped,NA,C4
RPS18,Unmapped,NA,C4
SNRPD2,Unmapped,NA,C4
RPL7A,Unmapped,NA,C4
CNBP,Unmapped,NA,C4
RPL23A,Unmapped,NA,C4
H2BC4,Unmapped,NA,C4
RPL23,Unmapped,NA,C4
RPS15,Unmapped,NA,C4
RPS28,Unmapped,NA,C4
RPL30,Unmapped,NA,C4
RPL31,Unmapped,NA,C4
RPL10A,Unmapped,NA,C4
RPL32,Unmapped,NA,C4
RPL11,Unmapped,NA,C4
RPL8,Unmapped,NA,C4
GRB2,GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,GO:BP,C4
RPL38,Unmapped,NA,C4
RPS21,Unmapped,NA,C4
RACK1,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
TNNC1,HALLMARK_MYOGENESIS,Hallmark,C4
ACTA1,HALLMARK_MYOGENESIS,Hallmark,C4
CSNK2A1,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
RPL24,GOBP_NEURON_PROJECTION_GUIDANCE,GO:BP,C4
ERH,Unmapped,NA,C4
RPL19,Unmapped,NA,C4
SRSF3,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
FBLN2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
HSPG2,GOBP_CELL_ADHESION,GO:BP,C4
RBM3,Unmapped,NA,C4
HDLBP,Unmapped,NA,C4
PURA,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
SORD,HALLMARK_ANDROGEN_RESPONSE,Hallmark,C4
MYBPC1,GOBP_CELL_ADHESION,GO:BP,C4
SET,Unmapped,NA,C4
TAGLN,HALLMARK_MYOGENESIS,Hallmark,C4
RPL18A,Unmapped,NA,C4
RPL6,Unmapped,NA,C4
CAV1,GOBP_CELL_ADHESION,GO:BP,C4
LMNB2,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
PRKCQ,GOBP_CELL_ADHESION,GO:BP,C4
YWHAH,Unmapped,NA,C4
CALD1,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
RPL18,Unmapped,NA,C4
DPT,GOBP_CELL_ADHESION,GO:BP,C4
SRSF1,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
ACTN3,HALLMARK_MYOGENESIS,Hallmark,C4
PPP3CA,GOBP_CELL_ADHESION,GO:BP,C4
DHX9,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
SLC20A2,Unmapped,NA,C4
LMOD3,GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,GO:BP,C4
NEXN,GOBP_CELL_ADHESION,GO:BP,C4
ASPH,Unmapped,NA,C4
TRDN,Unmapped,NA,C4
PRDX4,Unmapped,NA,C4
MYBPH,HALLMARK_MYOGENESIS,Hallmark,C4
G3BP1,Unmapped,NA,C4
EIF3I,Unmapped,NA,C4
SNTB2,Unmapped,NA,C4
SF3B2,Unmapped,NA,C4
MTM1,Unmapped,NA,C4
CAMK2G,Unmapped,NA,C4
FHL3,Unmapped,NA,C4
ITGA7,HALLMARK_MYOGENESIS,Hallmark,C4
MOGS,Unmapped,NA,C4
DDX39B,GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION,GO:BP,C4
TUBB2A,Unmapped,NA,C4
NID2,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,C4
UBAP2L,Unmapped,NA,C4
CTTN,GOBP_CELL_ADHESION,GO:BP,C4
MYBPC2,GOBP_CELL_ADHESION,GO:BP,C4
CAPRIN1,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
CLINT1,Unmapped,NA,C4
MVP,GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION,GO:BP,C4
LASP1,Unmapped,NA,C4
PGM5,GOBP_CELL_ADHESION,GO:BP,C4
NONO,Unmapped,NA,C4
RAB35,Unmapped,NA,C4
PCBP2,Unmapped,NA,C4
ELOC,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
DHCR24,HALLMARK_ANDROGEN_RESPONSE,Hallmark,C4
TSC22D1,HALLMARK_ANDROGEN_RESPONSE,Hallmark,C4
ELAVL1,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
SPEG,HALLMARK_MYOGENESIS,Hallmark,C4
NEDD8,Unmapped,NA,C4
RBBP7,Unmapped,NA,C4
NOMO2,Unmapped,NA,C4
WDR44,Unmapped,NA,C4
HP1BP3,GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE,GO:BP,C4
DDI2,Unmapped,NA,C4
OBSCN,Unmapped,NA,C4
MYOM3,Unmapped,NA,C4
BROX,Unmapped,NA,C4
CRYBG3,Unmapped,NA,C4
ABLIM2,Unmapped,NA,C4
TWF2,GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,GO:BP,C4
SLC25A24,Unmapped,NA,C4
LPCAT3,Unmapped,NA,C4
SFXN4,Unmapped,NA,C4
LMOD2,GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,GO:BP,C4
CCDC137,Unmapped,NA,C4
CORO6,Unmapped,NA,C4
UBN2,Unmapped,NA,C4
XIRP1,Unmapped,NA,C4
SND1,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
EIF3M,Unmapped,NA,C4
MYH14,GOBP_NEUROMUSCULAR_PROCESS,GO:BP,C4
SZRD1,Unmapped,NA,C4
HDGFL2,Unmapped,NA,C4
MYPN,GOBP_CELL_ADHESION,GO:BP,C4
SRL,Unmapped,NA,C4
ACOT1,Unmapped,NA,C4
COMMD7,Unmapped,NA,C4
SYNPO,GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,GO:BP,C4
SMYD1,Unmapped,NA,C4
SERBP1,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
SPATA20,Unmapped,NA,C4
DEPTOR,GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE,GO:BP,C4
SPPL2A,Unmapped,NA,C4
PREX1,GOBP_CELL_ADHESION,GO:BP,C4
MYOZ3,Unmapped,NA,C4
UTP15,Unmapped,NA,C4
PCNP,Unmapped,NA,C4
PALLD,GOBP_CELL_ADHESION,GO:BP,C4
TTN,GOBP_NEUROMUSCULAR_PROCESS,GO:BP,C4
DDX1,Unmapped,NA,C4
MYO18A,Unmapped,NA,C4
RABGGTA,Unmapped,NA,C4
TFG,Unmapped,NA,C4
P3H4,Unmapped,NA,C4
CELF1,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
RPL3L,Unmapped,NA,C4
RPL36AL,Unmapped,NA,C4
MTARC2,Unmapped,NA,C4
CCDC47,Unmapped,NA,C4
MSI2,Unmapped,NA,C4
MRRF,Unmapped,NA,C4
MRPL53,Unmapped,NA,C4
PDLIM5,GOBP_CELL_ADHESION,GO:BP,C4
CRELD1,Unmapped,NA,C4
PGAM5,Unmapped,NA,C4
NGLY1,HALLMARK_ANDROGEN_RESPONSE,Hallmark,C4
PURB,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
BBS4,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
PLEKHF1,Unmapped,NA,C4
MYCBP,Unmapped,NA,C4
MACROD1,Unmapped,NA,C4
FYCO1,Unmapped,NA,C4
CORO1B,GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,GO:BP,C4
PELO,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
NTMT1,Unmapped,NA,C4
OSBPL1A,Unmapped,NA,C4
EIF2A,Unmapped,NA,C4
MRPL4,Unmapped,NA,C4
TRIM54,Unmapped,NA,C4
UBL5,Unmapped,NA,C4
TMEM38A,Unmapped,NA,C4
MOB1A,Unmapped,NA,C4
SYNPO2L,GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,GO:BP,C4
LRRC40,Unmapped,NA,C4
TNS1,Unmapped,NA,C4
PLGRKT,Unmapped,NA,C4
JPH1,Unmapped,NA,C4
MYOZ1,HALLMARK_MYOGENESIS,Hallmark,C4
MYOZ2,Unmapped,NA,C4
OSGEP,Unmapped,NA,C4
PDLIM7,HALLMARK_MYOGENESIS,Hallmark,C4
EIF2B3,Unmapped,NA,C4
BABAM2,Unmapped,NA,C4
TECR,Unmapped,NA,C4
TMOD4,GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,GO:BP,C4
VAPA,HALLMARK_ANDROGEN_RESPONSE,Hallmark,C4
RNF7,Unmapped,NA,C4
MYOT,GOBP_CELL_ADHESION,GO:BP,C4
DNAJB4,Unmapped,NA,C4
TES,Unmapped,NA,C4
PUF60,Unmapped,NA,C4
HSPB8,HALLMARK_MYOGENESIS,Hallmark,C4
PACSIN3,Unmapped,NA,C4
AGO2,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
MYH2,HALLMARK_MYOGENESIS,Hallmark,C4
SYNPO2,GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,GO:BP,C4
SNX12,GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION,GO:BP,C4
G3BP2,GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION,GO:BP,C4
PA2G4,HALLMARK_ANDROGEN_RESPONSE,Hallmark,C4
CAMK2A,Unmapped,NA,C4
RTRAF,GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION,GO:BP,C4
APOBEC2,Unmapped,NA,C4
CFL2,GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,GO:BP,C4
FNDC3A,GOBP_CELL_ADHESION,GO:BP,C4
TMX2,Unmapped,NA,C4
CAB39,Unmapped,NA,C4
RTCB,Unmapped,NA,C4
RPL36,Unmapped,NA,C4
SNX5,Unmapped,NA,C4
MYH4,HALLMARK_MYOGENESIS,Hallmark,C4
