gene,pathway,database,cluster
PARVA,GOBP_VASCULATURE_DEVELOPMENT,GO:BP,C1
PNPO,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C1
CZIB,Unmapped,NA,C1
MAP3K20,Unmapped,NA,C1
UGGT1,Unmapped,NA,C1
CLIC5,Unmapped,NA,C1
MYOF,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
GMPR2,Unmapped,NA,C1
IMPACT,Unmapped,NA,C1
EPS15L1,Unmapped,NA,C1
GRHPR,GOBP_ALDEHYDE_METABOLIC_PROCESS,GO:BP,C1
UBA2,Unmapped,NA,C1
COPS7A,Unmapped,NA,C1
NIPSNAP3A,Unmapped,NA,C1
PCYOX1,Unmapped,NA,C1
DPP7,Unmapped,NA,C1
ENOPH1,Unmapped,NA,C1
EIF2B4,GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,GO:BP,C1
ATP6V1H,HALLMARK_PROTEIN_SECRETION,Hallmark,C1
TRMT112,Unmapped,NA,C1
LCMT1,Unmapped,NA,C1
JPT1,Unmapped,NA,C1
CDV3,Unmapped,NA,C1
RAB21,Unmapped,NA,C1
DNPEP,Unmapped,NA,C1
TBC1D24,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
NDRG2,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C1
SNX6,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
COPS3,Unmapped,NA,C1
NSFL1C,GOBP_GOLGI_ORGANIZATION,GO:BP,C1
CHMP2B,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
PIN4,Unmapped,NA,C1
PLAA,Unmapped,NA,C1
MRPS35,Unmapped,NA,C1
SH3GLB1,Unmapped,NA,C1
PPIL1,Unmapped,NA,C1
USP15,HALLMARK_COMPLEMENT,Hallmark,C1
TLN2,Unmapped,NA,C1
DTNA,GOBP_CELL_CELL_SIGNALING,GO:BP,C1
PPME1,Unmapped,NA,C1
GMPPB,HALLMARK_GLYCOLYSIS,Hallmark,C1
SPCS1,Unmapped,NA,C1
SAR1B,HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,C1
SESN1,GOBP_CELLULAR_OXIDANT_DETOXIFICATION,GO:BP,C1
SEC23IP,GOBP_GOLGI_ORGANIZATION,GO:BP,C1
MMP24OS,Unmapped,NA,C2
TARS3,Unmapped,NA,C2
VWA8,Unmapped,NA,C2
PGP,Unmapped,NA,C2
NUDT19,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
NDUFS8,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
PDHX,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
DNM1L,GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION,GO:BP,C2
RTCA,Unmapped,NA,C2
NDUFA4,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
CES2,Unmapped,NA,C2
SDHD,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
COX7A2L,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFAB1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
OPLAH,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
MGST3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
RGS12,Unmapped,NA,C2
UQCRQ,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
MYL12B,Unmapped,NA,C2
UQCR11,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFA1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
BCAT2,Unmapped,NA,C2
NDUFS4,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
AKR7A2,Unmapped,NA,C2
TIMM44,Unmapped,NA,C2
CHMP2A,Unmapped,NA,C2
NDUFB5,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFB3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFA2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
SGTA,Unmapped,NA,C2
SLC25A20,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
IDH3B,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFS5,Unmapped,NA,C2
TIMM8A,Unmapped,NA,C2
OPA1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
PFKFB2,Unmapped,NA,C2
NOL3,GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION,GO:BP,C2
CLASP2,Unmapped,NA,C2
CLUH,Unmapped,NA,C2
COQ9,HALLMARK_ADIPOGENESIS,Hallmark,C2
NDUFS7,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFS2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NIPSNAP2,Unmapped,NA,C2
NDUFS6,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
CS,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
MTX2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFB1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
PMPCB,Unmapped,NA,C2
NDUFS3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ECI2,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
LYPLA1,Unmapped,NA,C2
SLC25A12,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
SCO1,Unmapped,NA,C2
ALDH1L1,Unmapped,NA,C2
ATP5PD,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ATP5MG,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
TPPP,Unmapped,NA,C2
BAIAP3,Unmapped,NA,C2
TOMM70,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFB6,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFA3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFB4,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFB8,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFA7,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
LETM1,Unmapped,NA,C2
NDUFC2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFA10,Unmapped,NA,C2
PGLS,Unmapped,NA,C2
MPC2,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
ETHE1,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
CAVIN2,HALLMARK_ADIPOGENESIS,Hallmark,C2
MLYCD,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
AIFM1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFB10,Unmapped,NA,C2
TOMM40,Unmapped,NA,C2
GLUD1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
MT-CO2,Unmapped,NA,C2
MT-CO3,Unmapped,NA,C2
GOT2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ASS1,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
FN1,Unmapped,NA,C2
MT-ND1,Unmapped,NA,C2
MT-ND2,Unmapped,NA,C2
MT-ND3,Unmapped,NA,C2
MT-ND4,Unmapped,NA,C2
MT-ND5,Unmapped,NA,C2
MT-ATP8,Unmapped,NA,C2
SOD2,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
SLC25A5,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
PCCA,Unmapped,NA,C2
PCCB,Unmapped,NA,C2
FABP3,GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT,GO:BP,C2
ATP5F1B,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
UQCRH,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
FH,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
SOD3,Unmapped,NA,C2
CTSG,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
PDHA1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
CYC1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ACAA1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
COX6C,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
FDX1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
COX8A,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
GAA,Unmapped,NA,C2
DLAT,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
COX5B,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
HSPD1,Unmapped,NA,C2
PDHB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
PYGB,Unmapped,NA,C2
ACADM,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
PABPC1,Unmapped,NA,C2
SLC25A4,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
SLC25A6,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
BCKDHA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
COX4I1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
PLS3,Unmapped,NA,C2
ETFA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
FDPS,Unmapped,NA,C2
COX7A2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
SLC2A4,Unmapped,NA,C2
COX6B1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
JUP,Unmapped,NA,C2
UQCRB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
FABP4,HALLMARK_ADIPOGENESIS,Hallmark,C2
GLUL,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
COX7C,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ACADS,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
CD36,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
TMEM11,Unmapped,NA,C2
GOT1,GOBP_2_OXOGLUTARATE_METABOLIC_PROCESS,GO:BP,C2
CKMT2,Unmapped,NA,C2
NDUFB7,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ATP5PF,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
HK1,Unmapped,NA,C2
NDUFV2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
COX5A,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
MAOA,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
ACO1,Unmapped,NA,C2
VDAC1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
SDHB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
MMUT,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
UQCRC2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ME2,Unmapped,NA,C2
GCSH,Unmapped,NA,C2
CPT2,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
GPT,Unmapped,NA,C2
COX7A1,Unmapped,NA,C2
COX7B,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ATP5PB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ACAT1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ATP5F1A,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
IVD,Unmapped,NA,C2
HMGB2,Unmapped,NA,C2
MAOB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFS1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
LAP3,Unmapped,NA,C2
GNA11,Unmapped,NA,C2
ALDH4A1,GOBP_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,GO:BP,C2
ERP29,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
PRDX3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ATP5F1D,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ECHS1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
PPIF,GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION,GO:BP,C2
TSPO,GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL,GO:BP,C2
SDHA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
UQCRC1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
HIBADH,Unmapped,NA,C2
HNRNPH1,Unmapped,NA,C2
ACSL1,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
SHMT2,Unmapped,NA,C2
CTNNA1,Unmapped,NA,C2
SPR,Unmapped,NA,C2
ADD1,Unmapped,NA,C2
BSG,Unmapped,NA,C2
HMGCL,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
ATP5F1C,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
LONP1,Unmapped,NA,C2
DLST,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
TAGLN2,Unmapped,NA,C2
ETFB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
HSPA9,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
MDH2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
HADHA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ECI1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
LRPPRC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ACAA2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
CRAT,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
NAMPT,Unmapped,NA,C2
TSFM,Unmapped,NA,C2
ASPA,Unmapped,NA,C2
VDAC2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ACADSB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
MAP2K4,Unmapped,NA,C2
PHKA2,Unmapped,NA,C2
MTIF2,Unmapped,NA,C2
MAP2K3,Unmapped,NA,C2
QARS1,Unmapped,NA,C2
UQCRFS1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ATP5PO,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
LSS,Unmapped,NA,C2
IDH2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
MRPL19,Unmapped,NA,C2
TUFM,Unmapped,NA,C2
ALDH7A1,GOBP_AMINO_ACID_BETAINE_METABOLIC_PROCESS,GO:BP,C2
ACADVL,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ACOT2,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
NDUFV1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
IDH3A,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
CPT1A,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ATP1A2,Unmapped,NA,C2
IDH3G,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
GALK1,Unmapped,NA,C2
ALDH5A1,GOBP_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,GO:BP,C2
SUOX,Unmapped,NA,C2
NDUFA8,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
MAP2K6,Unmapped,NA,C2
MRPL12,GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS,GO:BP,C2
PPP5C,Unmapped,NA,C2
NUBP1,Unmapped,NA,C2
SUCLG1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
HCCS,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
SMTN,Unmapped,NA,C2
SLC16A1,Unmapped,NA,C2
IST1,Unmapped,NA,C2
AK2,HALLMARK_ADIPOGENESIS,Hallmark,C2
HADHB,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
OXCT1,Unmapped,NA,C2
ATP5MF,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFV3,Unmapped,NA,C2
ATP5F1E,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ATP5ME,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFA6,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
SYNJ2BP,Unmapped,NA,C2
CD81,Unmapped,NA,C2
ACTR3,Unmapped,NA,C2
ABCE1,Unmapped,NA,C2
HSPE1,Unmapped,NA,C2
TIMM10,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
UBE2I,Unmapped,NA,C2
SELENOW,Unmapped,NA,C2
PIP4K2B,Unmapped,NA,C2
GSTO1,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
MRPS25,Unmapped,NA,C2
MRPS5,Unmapped,NA,C2
MRPS36,Unmapped,NA,C2
MRPS21,Unmapped,NA,C2
LACTB,Unmapped,NA,C2
RHOG,Unmapped,NA,C2
CYCS,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
TFAM,GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS,GO:BP,C2
SLC25A3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
PLIN5,Unmapped,NA,C2
ANK2,Unmapped,NA,C2
OGDH,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
COX6A2,Unmapped,NA,C2
ALDH6A1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
BDH1,Unmapped,NA,C2
SLC25A11,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ACY1,Unmapped,NA,C2
SSBP1,GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION,GO:BP,C2
C1QBP,GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS,GO:BP,C2
PMPCA,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
GRSF1,GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS,GO:BP,C2
AIMP1,Unmapped,NA,C2
TRAP1,Unmapped,NA,C2
ECH1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
TARDBP,Unmapped,NA,C2
PABPC4,Unmapped,NA,C2
NNT,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
MTX1,Unmapped,NA,C2
ASAH1,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
AUH,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
IDI1,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
COX17,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ENDOG,GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION,GO:BP,C2
TRIM25,Unmapped,NA,C2
PTGR1,Unmapped,NA,C2
EMC2,Unmapped,NA,C2
PDK1,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
PDK2,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
ADIPOQ,HALLMARK_ADIPOGENESIS,Hallmark,C2
ETFDH,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
FXN,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
DECR1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NDUFA5,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
CLPP,Unmapped,NA,C2
TST,HALLMARK_ADIPOGENESIS,Hallmark,C2
KYAT1,Unmapped,NA,C2
NDUFA9,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
PPP1R3A,Unmapped,NA,C2
HADH,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
IMMT,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
IAH1,Unmapped,NA,C2
TIMM50,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
NADK2,Unmapped,NA,C2
HSD17B12,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
AGK,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
LACTB2,Unmapped,NA,C2
COQ5,HALLMARK_ADIPOGENESIS,Hallmark,C2
PITRM1,Unmapped,NA,C2
COA6,Unmapped,NA,C2
TTC38,Unmapped,NA,C2
C6orf136,Unmapped,NA,C2
IBA57,Unmapped,NA,C2
LYRM7,Unmapped,NA,C2
LYPLAL1,Unmapped,NA,C2
MICOS13,Unmapped,NA,C2
ETFRF1,Unmapped,NA,C2
HIBCH,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
MRPL54,Unmapped,NA,C2
TATDN1,Unmapped,NA,C2
FAHD1,Unmapped,NA,C2
SLC27A1,HALLMARK_ADIPOGENESIS,Hallmark,C2
APOOL,Unmapped,NA,C2
HSDL2,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
UBE2R2,Unmapped,NA,C2
TRMT10C,GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS,GO:BP,C2
ERMP1,Unmapped,NA,C2
MRPL21,Unmapped,NA,C2
DGLUCY,GOBP_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS,GO:BP,C2
MAVS,Unmapped,NA,C2
HDDC2,Unmapped,NA,C2
DCXR,Unmapped,NA,C2
GLRX5,Unmapped,NA,C2
ISCA2,Unmapped,NA,C2
NLRX1,Unmapped,NA,C2
MDP1,Unmapped,NA,C2
SLC25A42,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
LDHD,Unmapped,NA,C2
ECHDC2,Unmapped,NA,C2
NAXD,Unmapped,NA,C2
MFN1,GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL,GO:BP,C2
HSCB,Unmapped,NA,C2
ADHFE1,GOBP_2_OXOGLUTARATE_METABOLIC_PROCESS,GO:BP,C2
SUPV3L1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
THNSL1,Unmapped,NA,C2
MICU2,Unmapped,NA,C2
FAM185A,Unmapped,NA,C2
NDUFAF2,Unmapped,NA,C2
GPD1L,Unmapped,NA,C2
CMYA5,Unmapped,NA,C2
TOMM5,Unmapped,NA,C2
CHCHD4,Unmapped,NA,C2
CBR4,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
SMIM20,Unmapped,NA,C2
ATPAF2,Unmapped,NA,C2
MRPL50,Unmapped,NA,C2
RDH13,Unmapped,NA,C2
ATAD1,Unmapped,NA,C2
SCCPDH,Unmapped,NA,C2
PDPR,Unmapped,NA,C2
NAXE,Unmapped,NA,C2
CHDH,GOBP_AMINO_ACID_BETAINE_METABOLIC_PROCESS,GO:BP,C2
MCU,GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION,GO:BP,C2
ABHD11,Unmapped,NA,C2
PPTC7,GOBP_KETONE_BIOSYNTHETIC_PROCESS,GO:BP,C2
COQ8A,GOBP_KETONE_BIOSYNTHETIC_PROCESS,GO:BP,C2
NUBPL,Unmapped,NA,C2
PNPT1,GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS,GO:BP,C2
GPT2,GOBP_2_OXOGLUTARATE_METABOLIC_PROCESS,GO:BP,C2
SMIM4,Unmapped,NA,C2
SCFD1,Unmapped,NA,C2
SPRYD4,Unmapped,NA,C2
RTN4IP1,GOBP_KETONE_BIOSYNTHETIC_PROCESS,GO:BP,C2
THAP4,Unmapped,NA,C2
HSD17B8,Unmapped,NA,C2
CPT1B,GOBP_AMINO_ACID_BETAINE_METABOLIC_PROCESS,GO:BP,C2
AKAP1,Unmapped,NA,C2
GCDH,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
USP13,Unmapped,NA,C2
FAM162A,GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION,GO:BP,C2
TMEM230,Unmapped,NA,C2
ISOC2,Unmapped,NA,C2
SLC25A46,Unmapped,NA,C2
TMEM143,Unmapped,NA,C2
FAM136A,Unmapped,NA,C2
FGGY,Unmapped,NA,C2
ACSF2,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
ISOC1,Unmapped,NA,C2
OPTN,Unmapped,NA,C2
KCTD12,Unmapped,NA,C2
RMDN1,Unmapped,NA,C2
ECHDC3,Unmapped,NA,C2
NUDT16,Unmapped,NA,C2
MRPL38,Unmapped,NA,C2
DAZAP1,Unmapped,NA,C2
DNAJA3,Unmapped,NA,C2
PTCD3,HALLMARK_ADIPOGENESIS,Hallmark,C2
CHMP6,Unmapped,NA,C2
FAHD2A,Unmapped,NA,C2
SUCLG2,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
COQ10A,Unmapped,NA,C2
MCEE,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
MCCC1,HALLMARK_ADIPOGENESIS,Hallmark,C2
PCYT2,Unmapped,NA,C2
PLIN2,HALLMARK_ADIPOGENESIS,Hallmark,C2
PHB2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
HSD17B10,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
DMAC2L,Unmapped,NA,C2
ACO2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
COQ7,GOBP_KETONE_BIOSYNTHETIC_PROCESS,GO:BP,C2
SLC29A1,Unmapped,NA,C2
NIPSNAP1,Unmapped,NA,C2
ARPC5L,Unmapped,NA,C2
MICU1,GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION,GO:BP,C2
PRXL2A,Unmapped,NA,C2
NIPSNAP3B,Unmapped,NA,C2
NTPCR,Unmapped,NA,C2
AGMAT,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
TACO1,Unmapped,NA,C2
UBAC1,Unmapped,NA,C2
AARSD1,Unmapped,NA,C2
DHRS4,Unmapped,NA,C2
TMEM70,Unmapped,NA,C2
CHCHD7,Unmapped,NA,C2
APOO,Unmapped,NA,C2
ABHD6,Unmapped,NA,C2
MECR,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
TIMM21,Unmapped,NA,C2
NUDT9,Unmapped,NA,C2
SORBS1,HALLMARK_ADIPOGENESIS,Hallmark,C2
HINT2,Unmapped,NA,C2
TMEM120A,Unmapped,NA,C2
BCL2L13,HALLMARK_ADIPOGENESIS,Hallmark,C2
HDHD5,Unmapped,NA,C2
MRPL13,Unmapped,NA,C2
MRPL9,Unmapped,NA,C2
MRPL1,Unmapped,NA,C2
BCO2,GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL,GO:BP,C2
MRPL37,Unmapped,NA,C2
