gene,pathway,database,cluster
ESYT2,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
CARNS1,Unmapped,NA,C1
NACA,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
MYO1C,Unmapped,NA,C1
FXYD1,Unmapped,NA,C1
PSMD11,Unmapped,NA,C1
PSMD12,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
PSMD9,Unmapped,NA,C1
PGRMC1,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
CLIC1,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
EIF3F,Unmapped,NA,C1
DCTN6,Unmapped,NA,C1
IPO5,Unmapped,NA,C1
PSMD14,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
BIN1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C1
KPNA3,Unmapped,NA,C1
HSPB6,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
PRMT5,Unmapped,NA,C1
PSMA7,Unmapped,NA,C1
CASQ2,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
HGS,Unmapped,NA,C1
ARPC1B,Unmapped,NA,C1
PGRMC2,Unmapped,NA,C1
SURF4,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
EIF3H,Unmapped,NA,C1
STX7,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
DYNC1LI2,GOBP_MICROTUBULE_BASED_MOVEMENT,GO:BP,C1
PSMD3,Unmapped,NA,C1
TXNL1,Unmapped,NA,C1
ERI3,Unmapped,NA,C1
TRAPPC3,Unmapped,NA,C1
GSTZ1,Unmapped,NA,C1
AP1G1,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
SYNGR2,Unmapped,NA,C1
NARS1,Unmapped,NA,C1
CALU,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
AHCYL1,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
PPP1R12B,Unmapped,NA,C1
SPAG9,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
SYNCRIP,Unmapped,NA,C1
KLHL41,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
PLIN3,Unmapped,NA,C1
KPNA6,Unmapped,NA,C1
EDF1,Unmapped,NA,C1
DNAJA2,Unmapped,NA,C1
CUTA,Unmapped,NA,C1
WDR1,Unmapped,NA,C1
CPNE3,Unmapped,NA,C1
CAND2,Unmapped,NA,C1
RTN2,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
TBCA,Unmapped,NA,C1
ATP6V1G1,Unmapped,NA,C1
FLNB,HALLMARK_MITOTIC_SPINDLE,Hallmark,C1
SEC22B,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
VPS26A,Unmapped,NA,C1
EIF3G,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
ARL6IP5,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
DYSF,Unmapped,NA,C1
GLRX3,Unmapped,NA,C1
TMEM63A,Unmapped,NA,C1
SEC31A,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
MFN2,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
RTN3,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
STBD1,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
TACC2,Unmapped,NA,C1
LYPLA2,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
IPO7,Unmapped,NA,C1
AHSA1,Unmapped,NA,C1
ACSL3,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
CDS2,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
SNAP29,Unmapped,NA,C1
AP2A1,Unmapped,NA,C1
DDAH2,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
ABHD16A,Unmapped,NA,C1
TXNDC12,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
CLPTM1,Unmapped,NA,C1
PEX11B,Unmapped,NA,C1
CYB5R3,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
GSR,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
F13A1,Unmapped,NA,C1
HPRT1,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
MT-ATP6,Unmapped,NA,C1
CST3,Unmapped,NA,C1
MB,Unmapped,NA,C1
CRYAB,GOCC_CELL_BODY,GO:CC,C1
TFRC,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
FTL,Unmapped,NA,C1
ANXA1,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
CAPNS1,Unmapped,NA,C1
HSPB1,GOBP_MICROTUBULE_BASED_MOVEMENT,GO:BP,C1
RPN1,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
RPN2,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
GNAI2,GOCC_CELL_BODY,GO:CC,C1
ATP1A1,Unmapped,NA,C1
ATP1B1,GOBP_PROTEIN_STABILIZATION,GO:BP,C1
ITGB1,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
GSN,HALLMARK_MITOTIC_SPINDLE,Hallmark,C1
PTMA,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
S100A6,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
EPHX1,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
LDHB,Unmapped,NA,C1
P4HB,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
ANXA2,Unmapped,NA,C1
CAPN1,Unmapped,NA,C1
TUBB,GOCC_CELL_BODY,GO:CC,C1
CA3,Unmapped,NA,C1
PFN1,GOBP_PROTEIN_STABILIZATION,GO:BP,C1
EPRS1,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
CTSB,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
HSP90AA1,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
PFKM,Unmapped,NA,C1
HSP90AB1,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
ANXA5,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
CLTB,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
DLD,Unmapped,NA,C1
IFIT2,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
UCHL1,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
ALDOC,Unmapped,NA,C1
HSPA1A,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
RRAS,Unmapped,NA,C1
MAPT,GOCC_CELL_BODY,GO:CC,C1
HSPA5,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
HSPA8,Unmapped,NA,C1
PYGM,Unmapped,NA,C1
LAMP1,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
UBL4A,Unmapped,NA,C1
MTHFD1,Unmapped,NA,C1
HARS1,Unmapped,NA,C1
IMPDH2,Unmapped,NA,C1
PEPD,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
EEF2,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Hallmark,C1
PDIA4,Unmapped,NA,C1
LCP1,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
GYS1,Unmapped,NA,C1
MIF,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
CD99,Unmapped,NA,C1
ACYP2,Unmapped,NA,C1
HSP90B1,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
IDE,Unmapped,NA,C1
DARS1,Unmapped,NA,C1
AKR1B1,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
GSPT1,Unmapped,NA,C1
EZR,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
CBR1,Unmapped,NA,C1
ATP2A2,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
YBX3,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
PRKACA,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
CAPN2,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
PFKL,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
LGALS3,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
TCP1,GOCC_CELL_BODY,GO:CC,C1
RPL35A,Unmapped,NA,C1
VCL,HALLMARK_MITOTIC_SPINDLE,Hallmark,C1
SRM,Unmapped,NA,C1
RAB6A,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
CAST,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
PTMS,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
CSRP1,Unmapped,NA,C1
FLNA,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
GART,Unmapped,NA,C1
PAICS,Unmapped,NA,C1
SCP2,Unmapped,NA,C1
PPIB,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
HRC,Unmapped,NA,C1
WARS1,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
RPS3,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
AHCY,Unmapped,NA,C1
EIF4B,Unmapped,NA,C1
EEF1B2,Unmapped,NA,C1
DNAJB2,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
PSMA3,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
MSN,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
S100A4,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
TARS1,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Hallmark,C1
VARS1,Unmapped,NA,C1
EEF1G,Unmapped,NA,C1
PLN,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
YWHAQ,Unmapped,NA,C1
CALR,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
MAP4,GOBP_MICROTUBULE_BASED_MOVEMENT,GO:BP,C1
CANX,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
PSMB4,Unmapped,NA,C1
PSMB5,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
MAPK1,Unmapped,NA,C1
RBL1,Unmapped,NA,C1
TPP2,Unmapped,NA,C1
EEF1D,Unmapped,NA,C1
MARCKS,HALLMARK_MITOTIC_SPINDLE,Hallmark,C1
PRDX5,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
CMPK1,Unmapped,NA,C1
PPP2R1A,GOCC_CELL_BODY,GO:CC,C1
CLIP1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C1
SERPINB1,Unmapped,NA,C1
ALDH1B1,Unmapped,NA,C1
MAT2A,Unmapped,NA,C1
DNAJA1,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
AKT2,GOBP_PROTEIN_STABILIZATION,GO:BP,C1
ATIC,Unmapped,NA,C1
YWHAB,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
STIP1,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
S100A11,Unmapped,NA,C1
GBP2,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
KIF5B,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
HSPA4,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
PFN2,GOBP_PROTEIN_STABILIZATION,GO:BP,C1
THBS4,Unmapped,NA,C1
COPB2,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
PPM1A,Unmapped,NA,C1
PSMC2,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
ARL3,GOBP_MICROTUBULE_BASED_MOVEMENT,GO:BP,C1
SERPINF1,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
DDOST,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
CAPG,Unmapped,NA,C1
CCT6A,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
EIF2S3,Unmapped,NA,C1
NAA10,Unmapped,NA,C1
IARS1,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Hallmark,C1
AKR1C3,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
RPS27,Unmapped,NA,C1
PAFAH1B1,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
PSMC4,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
USP5,Unmapped,NA,C1
BAG6,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
RPS9,Unmapped,NA,C1
GNPDA1,Unmapped,NA,C1
IQGAP1,Unmapped,NA,C1
GYG1,Unmapped,NA,C1
EIF1AX,Unmapped,NA,C1
ARCN1,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
CD151,Unmapped,NA,C1
PSMD8,Unmapped,NA,C1
GSS,Unmapped,NA,C1
CCT5,GOCC_CELL_BODY,GO:CC,C1
NES,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
PXN,HALLMARK_MITOTIC_SPINDLE,Hallmark,C1
CCT3,GOCC_CELL_BODY,GO:CC,C1
SARS1,Unmapped,NA,C1
GSK3B,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
GDI2,Unmapped,NA,C1
SERPINH1,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
CSRP3,Unmapped,NA,C1
DNM2,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
CCT8,GOCC_CELL_BODY,GO:CC,C1
CCT4,GOCC_CELL_BODY,GO:CC,C1
RAB5C,Unmapped,NA,C1
RAB7A,Unmapped,NA,C1
BCAP31,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
UBE2D1,Unmapped,NA,C1
KPNA1,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
ARHGDIB,Unmapped,NA,C1
BLVRA,Unmapped,NA,C1
COPA,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
SEC24C,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
SUB1,Unmapped,NA,C1
RARS1,Unmapped,NA,C1
PRKAG1,Unmapped,NA,C1
PRKAA2,GOCC_CELL_BODY,GO:CC,C1
HSPA2,Unmapped,NA,C1
NAPA,Unmapped,NA,C1
PSMD4,Unmapped,NA,C1
CSE1L,Unmapped,NA,C1
VCP,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
NAP1L1,Unmapped,NA,C1
ARPP19,Unmapped,NA,C1
ARPC4,Unmapped,NA,C1
SEC61B,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
ROMO1,Unmapped,NA,C1
RPS20,Unmapped,NA,C1
S100A10,Unmapped,NA,C1
RAB10,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
ACTR2,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
ACTR1A,Unmapped,NA,C1
SEC61A1,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
VBP1,Unmapped,NA,C1
B2M,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
NPC2,Unmapped,NA,C1
UFM1,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
RPS7,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
PSMC1,Unmapped,NA,C1
PSMC5,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
RPS8,Unmapped,NA,C1
RPS15A,Unmapped,NA,C1
RPS16,Unmapped,NA,C1
UBE2G1,Unmapped,NA,C1
YWHAE,HALLMARK_MITOTIC_SPINDLE,Hallmark,C1
RPS23,Unmapped,NA,C1
RPS13,Unmapped,NA,C1
RPS11,Unmapped,NA,C1
TMSB4X,Unmapped,NA,C1
PSMC6,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
ETF1,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
RPS4X,Unmapped,NA,C1
RPS6,GOCC_CELL_BODY,GO:CC,C1
RAN,Unmapped,NA,C1
RAP1A,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
RPS24,Unmapped,NA,C1
RPS25,Unmapped,NA,C1
RPS26,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
PPIA,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
RPS27A,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
AP2B1,Unmapped,NA,C1
DYNLL1,GOBP_MICROTUBULE_BASED_MOVEMENT,GO:BP,C1
DYNLT1,GOBP_MICROTUBULE_BASED_MOVEMENT,GO:BP,C1
YBX1,Unmapped,NA,C1
CSNK2B,Unmapped,NA,C1
EEF1A1,Unmapped,NA,C1
TUBA1B,Unmapped,NA,C1
TUBA4A,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
TUBB4B,GOBP_MICROTUBULE_BASED_MOVEMENT,GO:BP,C1
EIF4G2,Unmapped,NA,C1
CCT2,GOCC_CELL_BODY,GO:CC,C1
PRKDC,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
MRPS15,Unmapped,NA,C1
ARF5,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
CLTC,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
REEP5,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
HNRNPU,GOBP_MICROTUBULE_BASED_MOVEMENT,GO:BP,C1
SPTBN1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C1
TIAL1,Unmapped,NA,C1
EWSR1,Unmapped,NA,C1
COL7A1,Unmapped,NA,C1
AKAP12,GOCC_CELL_BODY,GO:CC,C1
GBE1,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
EIF4G1,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Hallmark,C1
AKR1C1,Unmapped,NA,C1
PLP2,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
EEF1A2,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
PTPN11,Unmapped,NA,C1
PSME1,Unmapped,NA,C1
ZNF33A,Unmapped,NA,C1
CKAP4,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
KLC1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C1
ARHGAP1,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
PPID,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
AHNAK,Unmapped,NA,C1
HSPA14,Unmapped,NA,C1
AP1B1,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
ANK3,Unmapped,NA,C1
HSPB3,Unmapped,NA,C1
STRN3,GOCC_CELL_BODY,GO:CC,C1
ACACA,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
GPS1,Unmapped,NA,C1
PRKAA1,GOCC_CELL_BODY,GO:CC,C1
AIMP2,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
PAK2,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
TRIM28,Unmapped,NA,C1
UBE2V1,Unmapped,NA,C1
DYNC1I2,GOBP_MICROTUBULE_BASED_MOVEMENT,GO:BP,C1
ILK,Unmapped,NA,C1
PDAP1,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
TMED1,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
PICALM,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
CAMK2B,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
CAMK2D,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
DCTN2,Unmapped,NA,C1
CUL2,Unmapped,NA,C1
CUL4A,Unmapped,NA,C1
FHL1,Unmapped,NA,C1
SPTAN1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C1
SCARB2,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
IL18,Unmapped,NA,C1
EIF3A,Unmapped,NA,C1
MLEC,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
DCTN1,GOCC_CELL_BODY,GO:CC,C1
DYNC1H1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C1
EIF2B1,Unmapped,NA,C1
FLNC,Unmapped,NA,C1
GANAB,Unmapped,NA,C1
SSPN,Unmapped,NA,C1
KPNB1,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
PSME4,Unmapped,NA,C1
SLMAP,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
PSMD6,Unmapped,NA,C1
SEPTIN2,Unmapped,NA,C1
EEA1,Unmapped,NA,C1
PEA15,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
PLEC,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
PPA1,HALLMARK_MTORC1_SIGNALING,Hallmark,C1
PCBP1,Unmapped,NA,C1
RSU1,Unmapped,NA,C1
PPP1R7,Unmapped,NA,C1
SEC23A,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
MAPRE1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C1
TBCE,Unmapped,NA,C1
RAB11B,Unmapped,NA,C1
ZYX,Unmapped,NA,C1
HSPB2,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
SEPTIN7,Unmapped,NA,C1
DDB1,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
DPYSL2,Unmapped,NA,C1
FSCN1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C1
UGP2,Unmapped,NA,C1
KLHL40,Unmapped,NA,C1
TKFC,Unmapped,NA,C1
FAM98B,Unmapped,NA,C1
PDLIM3,Unmapped,NA,C1
CAVIN4,Unmapped,NA,C1
RABL3,GOBP_PROTEIN_STABILIZATION,GO:BP,C1
DCAF8,Unmapped,NA,C1
ECPAS,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
RNF123,Unmapped,NA,C1
TMEM198,Unmapped,NA,C1
NXN,Unmapped,NA,C1
PTRHD1,Unmapped,NA,C1
LAMTOR1,Unmapped,NA,C1
DHRS7B,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
TRIM72,Unmapped,NA,C1
COPS6,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
COMMD6,Unmapped,NA,C1
PRUNE1,Unmapped,NA,C1
MTDH,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
KTN1,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
NRAP,Unmapped,NA,C1
CAND1,Unmapped,NA,C1
NDUFA11,Unmapped,NA,C1
PHYKPL,Unmapped,NA,C1
MUSTN1,Unmapped,NA,C1
UNC45B,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
KLHDC8B,Unmapped,NA,C1
PM20D2,Unmapped,NA,C1
LRRC47,Unmapped,NA,C1
EHBP1L1,Unmapped,NA,C1
TXLNB,Unmapped,NA,C1
MMGT1,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
EMC1,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
NHLRC2,Unmapped,NA,C1
TXNDC5,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
ADPRHL1,Unmapped,NA,C1
ABCF1,Unmapped,NA,C1
NEK9,Unmapped,NA,C1
SETD7,Unmapped,NA,C1
THEM6,Unmapped,NA,C1
DNAJA4,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Hallmark,C1
SYNE2,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
GCN1,Unmapped,NA,C1
ARPC1A,Unmapped,NA,C1
UFD1,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
COPS5,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
KHSRP,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Hallmark,C1
TNPO1,Unmapped,NA,C1
USP9X,GOBP_PROTEIN_STABILIZATION,GO:BP,C1
ERGIC1,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
FERMT2,Unmapped,NA,C1
FUBP1,Unmapped,NA,C1
PBXIP1,Unmapped,NA,C1
GALM,Unmapped,NA,C1
PPP1R14B,Unmapped,NA,C1
AP2M1,Unmapped,NA,C1
MMAB,Unmapped,NA,C1
S100A16,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
PDXP,Unmapped,NA,C1
SNF8,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
ERO1A,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
AHCYL2,Unmapped,NA,C1
DDRGK1,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
ALPK3,Unmapped,NA,C1
JSRP1,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
VPS13A,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
TBCB,Unmapped,NA,C1
PFDN5,Unmapped,NA,C1
VAT1,Unmapped,NA,C1
S100A13,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
EIF3C,Unmapped,NA,C1
SDHC,Unmapped,NA,C1
NAP1L4,GOCC_CELL_BODY,GO:CC,C1
MGST2,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
CCT7,GOCC_CELL_BODY,GO:CC,C1
APOL2,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
VPS25,Unmapped,NA,C1
ERP44,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
ESYT1,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
DCTN5,Unmapped,NA,C1
TMEM43,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
TUBB6,Unmapped,NA,C1
TMEM109,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
TPPP3,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
FUNDC2,Unmapped,NA,C1
OSBPL11,Unmapped,NA,C1
NAA15,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C1
AP1M1,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
UBE2O,Unmapped,NA,C1
ANKRD2,Unmapped,NA,C1
NAA50,Unmapped,NA,C1
TOLLIP,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
RAB1B,GOCC_ORGANELLE_SUBCOMPARTMENT,GO:CC,C1
NUCKS1,Unmapped,NA,C1
SLK,GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM,GO:CC,C1
LRMDA,Unmapped,NA,C1
TMEM245,Unmapped,NA,C1
