gene,cluster,membership
SPAG9,C1,0.9990493477788894
OPA1,C3,0.9999267904163718
TBC1D4,C4,0.8702096558016722
SNX3,C4,0.4550376429097246
SYNCRIP,C1,0.8921444974268322
SELENOF,C2,0.8576065808455697
KLHL41,C1,0.7084295796046429
PLIN3,C1,0.9993179033831014
KPNA6,C1,0.9537391167895768
SNX2,C4,0.9799747840738035
USO1,C4,0.9998817431388565
TOM1,C4,0.9547911838580718
PFKFB2,C3,0.9999953747670337
EDF1,C1,0.9932061774600159
DNAJA2,C1,0.9995223051088481
CUTA,C1,0.5971937997797101
PFDN1,C4,0.8000452850632443
NOL3,C3,0.9760376731594433
WDR1,C1,0.8167185749340431
LDB3,C2,0.9999997773951202
CLASP2,C3,0.9984078468856814
COBL,C4,0.7513740613399059
CPNE3,C1,0.8045891674878032
CLUH,C3,0.9997331241809492
CAND2,C1,0.987924374895275
COQ9,C3,0.9935084074589033
GGCT,C4,0.9848651364119899
NDUFS7,C3,0.950022940974648
RTN2,C1,0.9827770509151711
NDUFS2,C3,0.9741216932229226
NIPSNAP2,C3,0.9999873217530064
CILP,C2,0.9995197877191939
TBCA,C1,0.7585442886820987
ATP6V1G1,C1,0.9989907752883034
VPS4B,C4,0.8006910702708758
SH3BGRL,C4,0.9757760295122574
FLNB,C1,0.998750423654686
NDUFS6,C3,0.9902616029278073
CS,C3,0.9999998603303955
SEC22B,C1,0.9970635560521666
MTX2,C3,0.8304689415284117
VPS26A,C1,0.8282160374045288
NDUFB1,C3,0.9953068561284836
PMPCB,C3,0.9991668646053768
NDUFS3,C3,0.9994425251441912
ECI2,C3,0.9999002899043385
BANF1,C2,0.9815721723238854
CSDE1,C2,0.9444604500315807
PRKRA,C2,0.9981844285996795
LYPLA1,C3,0.9958287979610707
TIPRL,C4,0.7774076522324348
PPM1B,C2,0.5314740071477685
SLC25A12,C3,0.9999782606999253
TCEA3,C2,0.9911067972210735
EIF3G,C1,0.97967317133983
EIF3J,C2,0.593447562315122
PSMD10,C4,0.9904985876887104
IDH1,C4,0.9969669254408611
SCO1,C3,0.9911426368032862
ALDH1L1,C3,0.9495111994358637
ARL6IP5,C1,0.9971020009819302
DYSF,C1,0.9999854346985904
PIAS2,C2,0.9501870518377307
DCTN3,C4,0.9996231724971559
ATP5PD,C3,0.9999924701765736
FLOT1,C4,0.9841775673644798
ATP5MG,C3,0.9999129578743735
GLRX3,C1,0.8181152581230521
SNCG,C2,0.5178228557011044
DDAH1,C4,0.8134808173200135
TPPP,C3,0.5818354006019413
BAIAP3,C3,0.9997506001656217
TOMM70,C3,0.9561886774900454
UFL1,C2,0.9781060543348858
TMEM63A,C1,0.9995377428278183
PLPBP,C4,0.9999694312969591
ERLIN2,C2,0.9983524183615128
ENDOD1,C4,0.4947795332865899
SEC31A,C1,0.9979936617441778
NDUFB6,C3,0.9999215822595118
MFN2,C1,0.648100393295955
NDUFA3,C3,0.9991180747779881
NDUFB4,C3,0.9993870611811692
NDUFB8,C3,0.9851778943560482
NDUFA7,C3,0.9904071267963687
RTN3,C1,0.9871832563951871
LETM1,C3,0.9999857138801125
STBD1,C1,0.9709252864400688
ZRANB2,C4,0.999262829211927
EPM2A,C2,0.4284155270261364
VAPB,C2,0.9851766268376443
NDUFC2,C3,0.997787833534461
NDUFA10,C3,0.8419312811554037
PGLS,C3,0.7352948801355691
TACC2,C1,0.8770404533566051
LYPLA2,C1,0.9749596220525761
IPO7,C1,0.8993615803882271
ARIH2,C2,0.9997766660179086
PGM3,C4,0.9804201557633553
SVIL,C2,0.6094425861325063
AHSA1,C1,0.9492239248178351
H6PD,C4,0.9989258609818404
MPC2,C3,0.9994309366905358
ETHE1,C3,0.9999857941995666
ACSL3,C1,0.9942432483497383
ASMTL,C2,0.8900728127901699
CDS2,C1,0.9710032530205415
SNAP29,C1,0.7370536951380606
OXSR1,C4,0.9987812929474933
LSM8,C2,0.8166343172762676
AP2A1,C1,0.9997826085909803
CAVIN2,C3,0.5313996938387084
BAG2,C4,0.6859029102479716
BAG3,C2,0.9657425987482643
MLYCD,C3,0.9999943372570081
AIFM1,C3,0.9999967758977812
EML2,C4,0.8097022130642938
BPNT1,C4,0.7997249066947884
DDAH2,C1,0.9996698124429962
ABHD16A,C1,0.8748562753248021
TXNDC12,C1,0.955728604743462
NUDT3,C3,0.4748194990338044
NDUFB10,C3,0.9995145155158479
CLPTM1,C1,0.9998597684529137
MOCS2,C4,0.9917079988792333
TOMM40,C3,0.9693495434026737
PEX11B,C1,0.6161790378512383
CYB5A,C4,0.9021713544024721
ADH1B,C4,0.9939509392626817
LDHA,C4,0.8641519002397006
ALDH1A1,C4,0.7385060240559639
GLUD1,C3,0.9978736236439494
CYB5R3,C1,0.9999594085875294
GSR,C1,0.9673687075585912
MT-CO1,C2,0.6242679991206029
MT-CO2,C3,0.9987590821250265
MT-CO3,C3,0.8389817901765689
SOD1,C4,0.9990886275887243
CP,C4,0.9930169604954979
F13A1,C1,0.9978377521730125
HPRT1,C1,0.9475512545316118
GOT2,C3,0.9999999043704858
PGK1,C4,0.9997572031219928
AK1,C4,0.9623769444027913
HP,C4,0.9994382489234511
CFB,C4,0.9944671382336862
MT-ATP6,C1,0.6559157146551602
CA2,C4,0.997926771376787
ASS1,C3,0.8189993257527367
SERPINA1,C4,0.951167460711552
SERPINA3,C4,0.9942234816378768
AGT,C4,0.735499802349891
A2M,C4,0.9392700919299537
C3,C4,0.9933984411110296
CST3,C1,0.5009884886865468
CSTA,C4,0.8844591864466983
JCHAIN,C4,0.7621212956954201
IGKV3-20,C4,0.9696710237836931
IGHV3-7,C4,0.9864047490042723
IGKC,C4,0.9986269214133082
IGHG1,C4,0.9943292085405564
IGHG2,C4,0.9650639677756989
IGHG3,C4,0.5121602827419407
IGHM,C4,0.9683045649398059
IGHA1,C4,0.9577512080999141
HLA-B,C2,0.9990014107573117
HLA-DRB1,C4,0.6666702843404428
MB,C1,0.937909877843554
COL1A1,C2,0.9990249150791465
COL3A1,C2,0.9997930008210083
COL4A1,C2,0.9988377268445336
CRYAB,C1,0.999737717885763
KRT14,C4,0.8411029412481169
LMNA,C2,0.9668926247109195
TNNC2,C2,0.9999894602473464
APOE,C4,0.7579850106252273
APOC2,C4,0.9528012526006093
LRG1,C4,0.9676183537110157
FN1,C3,0.9478751865829803
RBP4,C4,0.9804555906133119
ORM1,C4,0.9995998876440413
TTR,C4,0.9977859172487356
ALB,C4,0.7921272827347511
TFRC,C1,0.9393893430846874
TF,C4,0.9960013128368228
FTL,C1,0.550664185764943
FTH1,C4,0.8231098865911527
MT2A,C4,0.9507420793593765
MT-ND1,C3,0.9818400241525922
MT-ND2,C3,0.9467754872087158
MT-ND3,C3,0.9993297743235936
MT-ND4,C3,0.9881857883291524
MT-ND5,C3,0.7472423711361418
MT-ATP8,C3,0.9998554568996658
CAT,C4,0.9991879048946463
ALDOA,C4,0.9990691531965998
CSTB,C4,0.8894427621366608
ANXA1,C1,0.9984704971470645
SOD2,C3,0.9783936714479933
KRT1,C4,0.7581568506070223
VWF,C2,0.9610303739769979
GAPDH,C4,0.7709848885655468
HLA-A,C4,0.7309439629674823
CAPNS1,C1,0.783113581700078
HSPB1,C1,0.998312844707352
RPN1,C1,0.8501262275394322
RPN2,C1,0.6150999913692693
GNAI2,C1,0.9996499037934938
ATP1A1,C1,0.971709259804343
ATP1B1,C1,0.967585149744639
APOD,C4,0.9775090578285125
ALDH2,C4,0.8414928872684581
S100A8,C4,0.6997979732585907
SLC25A5,C3,0.9999993390976063
SERPING1,C4,0.9931688424941723
PCCA,C3,0.9999332023844751
PCCB,C3,0.9999959809756649
EIF2S1,C2,0.9434529602298768
RPLP1,C2,0.96494123967844
RPLP2,C2,0.9998728148800512
RPLP0,C2,0.9998124276575902
FABP3,C3,0.9229802490803692
CLEC3B,C4,0.9742904435566009
SSB,C2,0.7038179629699131
ITGB1,C1,0.8292674175005226
KRT18,C2,0.9806918524498892
KRT8,C4,0.7294630708668574
MYL1,C2,0.9999993349730198
GSN,C1,0.9995723022235427
PTMA,C1,0.9847659986869698
ATP5F1B,C3,0.999999586859925
S100A9,C4,0.6302945807643596
S100A6,C1,0.9999074964785146
EIF4E,C4,0.6853870513920279
CKM,C4,0.7069627474161125
ENO1,C4,0.9379182600000419
PYGL,C2,0.6854452560294355
GPI,C4,0.9964769920185551
NPM1,C2,0.9745848760147487
TPM3,C2,0.9999980162979315
EPHX1,C1,0.9926581769726167
DBI,C4,0.8155071276330088
LDHB,C1,0.9721784101542565
GPX1,C4,0.9181838406332343
P4HB,C1,0.9163437190213276
H1-0,C2,0.9495983460133698
CTSD,C4,0.9452114661078901
ANXA2,C1,0.9999919562789741
CAPN1,C1,0.8741260674527594
TUBB,C1,0.9996848948542317
CA3,C1,0.999127383889845
DCN,C4,0.6446835315552596
PSAP,C4,0.9169058043562314
PFN1,C1,0.9983869111058532
BPGM,C4,0.9998394537986393
APRT,C2,0.8938775536433194
EPRS1,C1,0.9998181884372326
CTSB,C1,0.5858895558532382
HSP90AA1,C1,0.998523322096117
UQCRH,C3,0.9999662516905823
TPM2,C2,0.999999368415649
FH,C3,0.9999993570597329
COL1A2,C2,0.999290042720372
ANXA6,C4,0.5642254090554213
PFKM,C1,0.5559707719640754
HSP90AB1,C1,0.9270246240550984
SOD3,C3,0.5649688124900902
CTSG,C3,0.5438034151946204
PDHA1,C3,0.9999093526877577
COL4A2,C2,0.9993807464414245
CYC1,C3,0.9958072958562696
MYL3,C2,0.99999756235578
CFH,C4,0.9856788322616628
SNRNP70,C4,0.9611969524494964
NFIC,C2,0.99572772768947
VIM,C2,0.9579023636618592
SERPINF2,C4,0.9970002561400942
RPS17,C2,0.9142257073727854
KRT19,C4,0.7676368370198406
ANXA5,C1,0.9998761045199053
RPSA,C2,0.892358189381344
SNRPA,C2,0.874543456915747
ENO2,C4,0.9986935929990524
ACAA1,C3,0.900216379661868
GSTP1,C4,0.9693797924811152
LGALS1,C2,0.9985463942194229
QDPR,C4,0.9999139045809763
HMGB1,C4,0.9727322790290777
FBP1,C4,0.9621810169469708
GSTM1,C4,0.5654879164499085
TPM1,C2,0.9999993444348506
CLTB,C1,0.9994558317928723
ANXA4,C4,0.3900459484630669
HMOX1,C4,0.6689671898484967
DLD,C1,0.6296421409533373
HNRNPA1,C2,0.784577341481813
COX6C,C3,0.9827704810674315
PARP1,C2,0.7198487110327105
IFIT2,C1,0.9711306930646455
UCHL1,C1,0.9996679348806822
LTA4H,C4,0.9351878956197577
ALDOC,C1,0.967184158577352
LIMS3,C2,0.9999971313408533
HSPA1A,C1,0.9983875224874843
IGLC2,C4,0.9940963486438147
IGLC3,C4,0.84927533209207
CALM1,C2,0.8899260180765837
FDX1,C3,0.9932718905333217
COX8A,C3,0.9990486598428326
GAA,C3,0.895272869533319
RRAS,C1,0.8576640178765187
ARAF,C4,0.5644585800196963
DLAT,C3,0.9999107878042898
TXN,C4,0.8016393955508154
COX5B,C3,0.98727605997849055
MAPT,C1,0.9983841532994208
PRKAR1A,C4,0.9876431659827429
ESD,C4,0.9977086522346251
HSPD1,C3,0.9999959585663587
THRB,C2,0.9999838927800732
CLU,C4,0.9982149263331017
MYL2,C2,0.9998974493847327
HSPA5,C1,0.99996391008184915
LAMC1,C2,0.9997664521772689
MYH3,C2,0.9782302555191954
HSPA8,C1,0.9971805532686813
EPB41,C4,0.9996766677285263
PDHB,C3,0.9983508660745548
DBT,C2,0.6265048278761198
PYGB,C3,0.889408471194573
PYGM,C1,0.7158245632642611
RALA,C3,0.4804574430775265
SPTB,C4,0.9524242299750817
LAMP1,C1,0.9974297399681177
ACADM,C3,0.9873427950364996
UBL4A,C1,0.9998368661575882
DMD,C4,0.47821248921519277
MTHFD1,C1,0.9832977748393729
ADH5,C4,0.9884441755049923
PABPC1,C3,0.6412462052857926
HARS1,C1,0.8123546892608536
COL6A1,C2,0.9996612727856843
COL6A2,C2,0.9991517936183884
COL6A3,C2,0.999784894265932
SLC25A4,C3,0.9999807228459637
SLC25A6,C3,0.9950877246149836
IMPDH2,C1,0.587129644741077
CKB,C4,0.9639388489698536
ANXA3,C4,0.9817318344784431
BCKDHA,C3,0.963012654381059
ACTN1,C2,0.9999905930118124
MYH1,C2,0.9995133069693256
MYH7,C2,0.9999980942616622
PEPD,C1,0.6956101206271124
XRCC6,C2,0.8866254243123213
XRCC5,C4,0.9025518879718415
COX4I1,C3,0.9998772614471715
IFITM1,C4,0.9083262248530215
LAMP2,C4,0.5813853705371171
RNH1,C4,0.6570089420052252
MYH8,C2,0.999999079108124
VCAN,C4,0.7473821353767068
EEF2,C1,0.9489483796867971
KRT10,C4,0.5334462610604521
KRT5,C4,0.7684622658419531
PDIA4,C1,0.7309190721904182
TPT1,C4,0.9447598293455965
ALAD,C4,0.8750599195090503
LCP1,C1,0.5823944168546473
PLS3,C3,0.7472230260426851
APEH,C4,0.9965006354276571
ETFA,C3,0.9999999290048184
TNNT1,C2,0.9999985349480028
GYS1,C1,0.9978190906031555
PRKAR2A,C4,0.9702898822539539
ENO3,C4,0.5873717491080116
CD59,C4,0.662089307464669
MIF,C1,0.857396142942228
CD99,C1,0.994615123472493
PRKCSH,C4,0.6804040062616643
FDPS,C3,0.5723107574171414
COX7A2,C3,0.9995394953693432
NID1,C2,0.9966735480111537
AKR1A1,C1,0.4958926490989495
PKM,C4,0.9753087014494364
ACYP2,C1,0.9927186441866732
HSP90B1,C1,0.9974269232004824
MYL6B,C2,0.9999391850447481
SLC2A4,C3,0.8173893235666632
IDE,C1,0.855370853193218
COX6B1,C3,0.9887625755979355
HNRNPL,C2,0.9971412616492201
DARS1,C1,0.99997104799116
JUP,C3,0.9418613908913589
UQCRB,C3,0.9821963456617204
CPA3,C4,0.9479937653273451
FABP4,C3,0.9077064076239142
GLUL,C3,0.9985124531134791
AKR1B1,C1,0.8363874458361119
GSPT1,C1,0.7272986596081864
PGAM2,C4,0.9669269505568273
EZR,C1,0.999757294916645
UCHL3,C4,0.9870003893772766
NME1,C4,0.7482855698959809
RPS2,C2,0.5490070745269662
RPA2,C2,0.9992622947496442
COX7C,C3,0.9999140866469911
NQO2,C2,0.6785148296656697
PFKFB1,C2,0.9397412546611971
CBR1,C1,0.9995192087779995
ANK1,C4,0.9995990692311488
ACADS,C3,0.9999873259141946
PPP3CB,C4,0.8099233312828882
ATP2A2,C1,0.5800338689989516
CD36,C3,0.7568264302389585
FAH,C4,0.9824155407624635
YBX3,C1,0.9845458121713506
TMEM11,C3,0.9999970247153299
GOT1,C3,0.9999895912641095
CKMT2,C3,0.9999997331745715
NDUFB7,C3,0.9963026128858465
PRKACA,C1,0.8802767160223635
CAPN2,C1,0.9894494660924896
DES,C2,0.9999602509782257
PFKL,C1,0.5843059600575083
LGALS3,C1,0.9961221674639759
FLT1,C2,0.9996476210772881
PSMC3,C4,0.6141879739989681
TCP1,C1,0.9999796834702505
RPL35A,C1,0.9004779058511216
ARF4,C2,0.789723094302342
RPL7,C2,0.9996562076858391
VCL,C1,0.9942617092466928
RPL17,C2,0.9999129983747101
PGAM1,C4,0.9956230524950686
ATP5PF,C3,0.9995297274269153
TSPAN8,C4,0.9622480685122496
TNNI1,C2,0.9999970272263327
NCL,C2,0.9997742708664255
HK1,C3,0.9996443388791856
NDUFV2,C3,0.9986225989554492
SRM,C1,0.9998733385080957
TYMP,C4,0.9059040984696246
ATP2B1,C2,0.7611631712811688
EIF2S2,C2,0.9352374837978309
ANXA7,C4,0.9993189159445165
TPSB2,C2,0.9688784151797016
BTF3,C4,0.8766694972377452
RAB6A,C1,0.9877423647967395
PVALB,C4,0.5708754802333477
PSMB1,C4,0.9660700968343799
COX5A,C3,0.9983367063305956
CAPN3,C2,0.6210469098401077
CAST,C1,0.9572070479751469
NEB,C2,0.9996527093257994
PTMS,C1,0.9979079223937508
GSTM3,C4,0.9596978814535873
ATP6V1B2,C4,0.9894123956414159
CSRP1,C1,0.9949653751109552
FLNA,C1,0.998171638996878
MAOA,C3,0.9998250162779668
ACO1,C3,0.7791840423449654
GPD1,C4,0.9996759513900977
VDAC1,C3,0.95787099963498
BGN,C2,0.8926789690238666
RYR1,C4,0.8124441199328098
SDHB,C3,0.9999566206407057
COMT,C4,0.9869362186889988
TGM2,C2,0.6463562726769764
MMUT,C3,0.9918664804272159
OSBP,C4,0.7393726072247763
PCMT1,C2,0.5169976775601793
GART,C1,0.9995579866484624
PAICS,C1,0.9757250887343766
SCP2,C1,0.9251190648140591
UBA1,C4,0.9949857915702996
GPX3,C4,0.9931986317829132
NME2,C2,0.6999195628944297
FDXR,C2,0.9992229118057863
HNRNPA2B1,C2,0.9025087808324007
UQCRC2,C3,0.9999992878843083
FECH,C2,0.8294039876081495
AMPD1,C2,0.9562311000280435
FBLN1,C4,0.807739524420728
SFPQ,C2,0.9963530758884117
PPIB,C1,0.7961547208276173
S100A1,C4,0.7985525997636027
HRC,C1,0.7835522152778175
ME2,C3,0.8429717938899935
WARS1,C1,0.9415163899323227
RPS3,C1,0.9953569969391051
GCSH,C3,0.9805894857962074
AHCY,C1,0.9988074420598195
CFL1,C4,0.8821501787788314
EIF4B,C1,0.6263575321566616
ATP2B4,C4,0.9765498942112658
CPT2,C3,0.9996898082706894
LAMA2,C2,0.9999700493063223
GPT,C3,0.9999902374762202
COX7A1,C3,0.9864607869467504
COX7B,C3,0.9539868395430723
EEF1B2,C1,0.9613119045987433
ATP5PB,C3,0.999051967852818
ACP1,C4,0.9974567216614465
ACAT1,C3,0.9999971067841683
MYL9,C2,0.8546898287964193
AZGP1,C4,0.9916541353820406
MPST,C4,0.9831009774756484
RPS12,C2,0.6038687221052897
DNAJB2,C1,0.8695766236382647
ATP5F1A,C3,0.9999921464184629
PSMA1,C4,0.9143248089824723
PSMA2,C4,0.9994630137262686
PSMA3,C1,0.9769062494423922
PSMA4,C4,0.9879616474536496
MSN,C1,0.9999472753749379
DDX6,C4,0.9495899784230603
U2AF2,C4,0.9638365234676378
RPL13,C2,0.9998377362705749
IVD,C3,0.9989037021776273
S100A4,C1,0.9987004756030505
HMGB2,C3,0.8443704089832647
TARS1,C1,0.9882501611054031
VARS1,C1,0.9999087884277629
EEF1G,C1,0.7875588108187519
PLN,C1,0.9776504573692818
FKBP2,C2,0.9776117112875172
STOM,C4,0.9994859371689581
MAOB,C3,0.9999895982459978
YWHAQ,C1,0.9408012627976542
MAPK3,C2,0.4159797559569281
RPL10,C2,0.9999888268755454
RPA1,C4,0.7498101109501311
APEX1,C2,0.47850099204988245
CALR,C1,0.9905250238268748
MAP4,C1,0.9998031242988537
CANX,C1,0.9945485952877733
PSMA5,C4,0.9915368863723459
PSMB4,C1,0.6421112419647307
PSMB6,C4,0.8540379288015227
PSMB5,C1,0.7236343956491138
GSTM2,C4,0.9991673659658041
TMOD1,C2,0.9999994810852768
NDUFS1,C3,0.9974954176299161
MAPK1,C1,0.5120953827207082
RBL1,C1,0.6623261030291956
LAP3,C3,0.767399290667278
CD38,C4,0.9865396494518093
TPP2,C1,0.6348200079659114
IMPA1,C4,0.7154623391813312
EPHA2,C4,0.995572575173068
TKT,C4,0.8035381395286386
EEF1D,C1,0.9970913007250247
MARCKS,C1,0.9991865314146855
GNA11,C3,0.7641417350171512
ALDH4A1,C3,0.9588867078206165
ERP29,C3,0.8640570913668515
PRDX6,C4,0.9997207056711368
BLVRB,C4,0.999919891919028
PRDX5,C1,0.793382665991484
DDT,C4,0.996699971362957
PRDX3,C3,0.9860398916511969
ATP5F1D,C3,0.9955560712914685
RPL12,C2,0.9911335089936655
ECHS1,C3,0.9999916781207143
CMPK1,C1,0.6892990644921907
PEBP1,C4,0.9955399405363122
PDIA3,C4,0.8955299487637332
PPP2R1A,C1,0.9995222593686238
PPIF,C3,0.9999999719945568
NMT1,C2,0.6286752966261743
ADSS2,C4,0.9724434869296412
LRPAP1,C4,0.9700182923604401
TSPO,C3,0.9703082628418574
ADSL,C4,0.9999269086161292
CLIP1,C1,0.9929177455961109
SRI,C4,0.6672883624383399
SERPINB1,C1,0.8058890852644945
ALDH1B1,C1,0.999308428227308
SDHA,C3,0.999643884589704
GDI1,C4,0.9815310521618971
MAT2A,C1,0.8654421918094195
CASQ1,C4,0.9290076555713361
DNAJA1,C1,0.9980713819124597
AKT2,C1,0.9966812850839009
UQCRC1,C3,0.9999336567506552
HIBADH,C3,0.9981141592948637
ATIC,C1,0.9851389724163957
HNRNPH3,C2,0.9995738455488345
HNRNPH1,C3,0.5463165520161141
YWHAB,C1,0.9957829053831662
STIP1,C1,0.5809726902260748
S100A11,C1,0.9996732612373797
PRDX2,C4,0.990973633236477
GBP2,C1,0.9999821214257123
ACSL1,C3,0.999995930689349
KIF5B,C1,0.5706187047064127
MCM5,C4,0.931611402840877
SHMT1,C4,0.9988866159335521
SHMT2,C3,0.9999801948175977
HSPA4,C1,0.9989932841691445
MPI,C4,0.9785078002152107
GPC1,C4,0.9450441553780867
PFN2,C1,0.9997788202146389
CTNNA1,C3,0.997382164948838
SERPINB6,C4,0.971597162894609
RDX,C4,0.9720572808787263
RPA3,C4,0.9976084919855018
RPL22,C2,0.9961403652326355
SPR,C3,0.9894759959161736
THBS4,C1,0.986370545149105
FBN1,C2,0.9869595013210406
AGL,C4,0.9528967413476992
MYH9,C2,0.5131382947385819
COPB2,C1,0.9889500333590551
ACTN2,C2,0.9999915034102528
ADD1,C3,0.5287757432977199
BSG,C3,0.5611656143983234
FUS,C2,0.9885109338576437
DEK,C2,0.9997768650338528
MYH11,C2,0.5184871244961535
GLRX,C4,0.9971239978153461
PPM1A,C1,0.5595985233592421
KRT2,C4,0.5212883188458158
HMGCL,C3,0.999986055168598
PSMC2,C1,0.9996136463774689
ARL3,C1,0.9790892613030253
MAP2K2,C4,0.8312042335540192
ATP5F1C,C3,0.9999447235470126
ATP6V1E1,C4,0.6715734616816952
RPL4,C2,0.9987226516984261
LONP1,C3,0.9999965809222325
PGM1,C4,0.9997673833398518
PPP1CC,C2,0.9953517190161866
SERPINF1,C1,0.7032079199803549
DLST,C3,0.9999888411564734
GMPR,C4,0.9972707205882007
GPX4,C4,0.8477967917721054
SRP14,C2,0.8518690669039584
TAGLN2,C3,0.7551489331785031
TALDO1,C4,0.9925359790937286
SNCA,C4,0.9993891068127609
ETFB,C3,0.999999974788263
ATP6V1A,C4,0.9876047699714303
HSPA9,C3,0.9986824638139163
RPS19,C2,0.6898941773791961
RPL3,C2,0.6307630684571102
COL15A1,C2,0.9962548960184153
COL18A1,C4,0.5499647746770278
DDOST,C1,0.9863188209967325
ANP32A,C4,0.45421598120244233
CAPG,C1,0.9887272797746266
CAP2,C2,0.9997447986646679
CCT6A,C1,0.9914769049106122
RPL13A,C2,0.9990445028893159
STAT3,C4,0.9397334685545979
MDH1,C4,0.6173980395066117
MDH2,C3,0.9999982801702857
HADHA,C3,0.9998649344560323
EIF2S3,C1,0.9999168528460483
NAA10,C1,0.9594190890720755
PPP1R2,C4,0.9836521910822285
GARS1,C2,0.5215217665249438
IARS1,C1,0.7152190389197287
EIF1,C2,0.9498442635016133
ECI1,C3,0.9999839149893223
TMPO,C4,0.6402527294000913
AKR1C3,C1,0.9999719157456568
RPS27,C1,0.904439240484168
LRPPRC,C3,0.9997133479781225
ACAA2,C3,0.999999225957504
RPL35,C2,0.9972204421597827
SLC1A4,C4,0.997248113445126
PAFAH1B1,C1,0.9596977377365629
CRAT,C3,0.9999999394960213
GPD2,C4,0.9999587956692827
NAMPT,C3,0.9994475608152221
