gene,log2_fold_change,neg_log10_pvalue,pi_score,adjusted_pvalue,direction
GSN,0.4492,2.1523,0.10796,0.079263,NS
TUBB,0.289,3.3444,0.108014,0.01816,NS
SYPL1,-0.3612,2.6683,0.108689,0.042107,NS
HLA-B,-0.6153,1.5662,0.108712,0.160861,NS
MRRF,-0.4679,2.0563,0.109095,0.084933,NS
DHRS11,-0.5968,1.6109,0.109306,0.152105,NS
COMMD6,0.661,1.4511,0.109832,0.188181,NS
TNNI1,-0.6486,1.4785,0.109893,0.18215,NS
DCTN1,0.2945,3.2482,0.110484,0.020359,NS
NEK9,0.4889,1.9403,0.112532,0.097608,NS
TNNT1,-0.6682,1.4125,0.11382,0.199696,NS
SYNE2,-0.388,2.4297,0.114073,0.055304,NS
CCT5,0.243,3.8641,0.115102,0.012466,NS
NDUFB3,-0.3956,2.3732,0.115145,0.060449,NS
EEF1D,0.2576,3.6398,0.115423,0.015234,NS
RABEP1,0.4374,2.1345,0.116537,0.080031,NS
CLTB,0.2994,3.0684,0.120579,0.025234,NS
PRKAG1,0.2917,3.1474,0.120735,0.023669,NS
NES,0.7403,1.2358,0.121645,0.257388,NS
RPL3,0.5374,1.6969,0.122501,0.136827,NS
IGHG2,0.4829,1.8803,0.1236,0.103779,NS
BLMH,-0.4072,2.2105,0.125846,0.074063,NS
ARHGAP1,0.388,2.3159,0.126277,0.064886,NS
PPP1CC,-0.6828,1.3151,0.126478,0.231406,NS
NDUFA8,-0.3787,2.357,0.128073,0.061051,NS
CAMK2D,0.4039,2.2041,0.128751,0.074273,NS
MAPT,0.3118,2.8048,0.133493,0.035465000000000003,NS
TPM3,-0.6589,1.3211,0.134758,0.230282,NS
REEP5,0.3171,2.7414,0.135147,0.038578,NS
GABARAPL2,-0.4213,2.0575,0.135863,0.084933,NS
LAMTOR1,0.3906,2.2186,0.13597,0.073899,NS
BOLA2,0.3765,2.2871,0.137655,0.067366,NS
ERI3,-0.4136,2.0665,0.139734,0.084933,NS
NDUFS1,-0.3444,2.4798,0.139954,0.050695,NS
KPNB1,0.2467,3.4275,0.142732,0.016638,NS
SELENOW,-0.4925,1.6943,0.146385,0.136827,NS
ACTR2,0.2803,2.9677,0.14733,0.028653,NS
CAPRIN1,-0.5687,1.4614,0.147531,0.186092,NS
CILP,-0.7976,1.0387,0.14844,0.333761,NS
EPM2A,-0.4285,1.9152,0.151117,0.100455,NS
SAMHD1,0.6254,1.3023,0.153292,0.236134,NS
NDUFS5,-0.3905,2.0839,0.153545,0.084288,NS
SLC16A1,0.4282,1.8982,0.153867,0.102238,NS
TUBB2A,0.2851,2.8334,0.155612,0.033926,NS
HSPG2,-0.4515,1.7885,0.155759,0.120312,NS
MYH7,-0.6129,1.3153,0.15627,0.231406,NS
DDAH2,0.3422,2.3531,0.156574,0.061051,NS
NDUFA12,-0.3875,2.0694,0.157815,0.084933,NS
ACTN1,-0.8139,0.9844,0.158066,0.350537,NS
CPA3,-0.536,1.4928,0.158429,0.17798,NS
ACTN4,-0.7241,1.1043,0.158604,0.304876,NS
TXNDC5,0.3077,2.5926,0.159333,0.044547,NS
MYH1,-0.6567,1.2076,0.161051,0.266946,NS
NDUFV1,-0.3426,2.3141,0.161096,0.064886,NS
EEF1G,0.2325,3.3998,0.161962,0.016945000000000002,NS
NME2,0.2733,2.8773,0.163597,0.031704,NS
SYPL2,-0.3464,2.2642,0.164321,0.06974,NS
CCT8,0.2223,3.5188,0.165172,0.015637,NS
KLHL41,0.4957,1.5759,0.165485,0.1582,NS
TMPO,-0.6189,1.2612,0.165758,0.250696,NS
USP5,0.2493,3.125,0.16637,0.024169,NS
CNIH4,0.4009,1.9355,0.167557,0.09768,NS
SNAP29,0.4756,1.6283,0.168123,0.149438,NS
ACTN2,-0.7901,0.9795,0.168305,0.352123,NS
NACA,0.2421,3.1742,0.170406,0.023346,NS
ARIH2,-0.4455,1.7216,0.170976,0.133297,NS
ACSS2,-0.2972,2.5685,0.172486,0.044643,NS
HMGB1,-0.2761,2.7607,0.17287,0.037297,NS
NDUFS3,-0.3298,2.3088,0.173176,0.064886,NS
CCT2,0.2601,2.9139,0.174579,0.03013,NS
DCTN2,0.2152,3.5001,0.176518,0.015637,NS
YWHAH,0.2424,3.1053,0.176749,0.024535,NS
IGHG1,0.4164,1.8049,0.177159,0.118206,NS
MRPS15,0.5127,1.4618,0.178063,0.186092,NS
HSPB2,0.3446,2.1598,0.180234,0.079263,NS
HYOU1,0.326,2.2719,0.181751,0.068927,NS
NDUFA9,-0.3436,2.1403,0.183882,0.079784,NS
TUBA1B,0.278,2.6338,0.185327,0.043002,NS
CAV1,-0.2982,2.4203,0.189816,0.056115,NS
APOBEC2,-0.4387,1.6342,0.19188,0.147848,NS
PTGR2,-0.3215,2.2098,0.194823,0.074063,NS
MOB4,0.3667,1.9348,0.195234,0.09768,NS
COX6B1,-0.339,2.0867,0.196193,0.084288,NS
SMPX,0.3569,1.9607,0.199595,0.094659,NS
EPRS1,0.1988,3.5021,0.20125,0.015637,NS
PADI2,0.2819,2.4676,0.201599,0.051762,NS
AAMDC,-0.3351,2.0733,0.201953,0.084752,NS
NDUFA2,-0.3233,2.1485,0.202018,0.079263,NS
NUDT16,-0.3647,1.8879,0.204894,0.103418,NS
NID2,-0.567,1.214,0.204943,0.264657,NS
NFU1,-0.4504,1.5088,0.209129,0.173005,NS
MT-ND2,-0.444,1.5273,0.209828,0.169803,NS
FLNB,0.3973,1.7064,0.209888,0.136668,NS
NDUFB5,-0.326,2.0628,0.212555,0.084933,NS
PLIN4,-0.3117,2.1477,0.21409,0.079263,NS
NDUFS2,-0.3428,1.9306,0.21785,0.098252,NS
EIF4H,-0.2651,2.4836,0.219635,0.050619,NS
ECI1,-0.2466,2.6574,0.221086,0.042559,NS
PPP1R14B,0.3517,1.8591,0.221935,0.108162,NS
QARS1,0.2064,3.1632,0.222371,0.023562,NS
NDUFS8,-0.3453,1.8812,0.224133,0.103779,NS
AP2M1,0.3057,2.1084,0.226696,0.082045,NS
UQCR11,-0.3838,1.6695,0.228662,0.141756,NS
SLC25A3,0.2719,2.3447,0.230441,0.061654,NS
APMAP,0.3365,1.885,0.232169,0.103437,NS
MT-CO2,-0.3235,1.948,0.234363,0.096684,NS
LANCL2,-0.3003,2.0959,0.234805,0.083473,NS
RPL38,-0.3123,2.011,0.235506,0.088247,NS
IL18,0.5622,1.1155,0.235978,0.30237000000000003,NS
KCTD12,-0.646,0.9704,0.236105,0.356112,NS
EIF2S3,0.3048,2.0462,0.23787,0.085711,NS
H2BC4,-0.5209,1.1959,0.238249,0.270971,NS
RNF7,-0.2588,2.4006,0.239121,0.057914,NS
OBSCN,0.3663,1.6952,0.239346,0.136827,NS
DYSF,0.2385,2.5992,0.23999,0.044547,NS
DNAJA1,0.4333,1.4299,0.240125,0.194697,NS
NIPSNAP3A,0.5003,1.2374,0.240406,0.257388,NS
PLIN3,0.2578,2.3962,0.241137,0.058109,NS
PSME4,0.4165,1.4724,0.243601,0.18377,NS
TOMM40,-0.2869,2.1309,0.244756,0.080096,NS
MRPL47,-0.3354,1.8168,0.245806,0.115817,NS
PHYKPL,0.396,1.5281,0.248284,0.169803,NS
NDUFA7,-0.3511,1.7215,0.248621,0.133297,NS
DHCR24,-0.5772,1.0459,0.249066,0.331119,NS
NHLRC2,0.3015,1.9909,0.251086,0.091173,NS
GANAB,0.2259,2.6525,0.251702,0.042655,NS
RTCB,0.226,2.6366,0.253614,0.043002,NS
KYAT1,-0.3714,1.6014,0.254239,0.153037,NS
PDIA3,0.2271,2.6114,0.255314,0.044166,NS
RGS12,-0.3802,1.552,0.256975,0.164827,NS
KPNA1,0.2737,2.1434,0.259025,0.079629,NS
IDH3B,0.2912,2.0142,0.25916,0.087978,NS
CAP2,-0.2871,2.0414,0.25931,0.085711,NS
MT-CO1,-0.4349,1.3278,0.264585,0.228283,NS
COX6C,-0.3508,1.6449,0.264826,0.146142,NS
MYBPC1,-0.5151,1.1175,0.265679,0.30237000000000003,NS
PFDN5,-0.2566,2.2373,0.266635,0.072877,NS
TES,-0.5997,0.9571,0.266665,0.364535,NS
THRB,-0.5873,0.9719,0.268659,0.355632,NS
ECHDC2,-0.3295,1.7286,0.269462,0.132058,NS
HUWE1,0.3332,1.7023,0.270858,0.136827,NS
NDUFA5,-0.2917,1.9444,0.270873,0.097093,NS
KIF5B,0.2538,2.227,0.27216,0.073316,NS
ANXA2,0.2747,2.0526,0.272971,0.085266,NS
GPT,-0.321,1.7546,0.273392,0.12675,NS
SLC2A4,0.6295,0.8924,0.274327,0.393773,NS
CZIB,-0.2693,2.0791,0.275535,0.084752,NS
ARPC1B,0.3659,1.5217,0.277479,0.171097,NS
AHCYL1,0.266,2.0767,0.280329,0.084752,NS
MAPK12,-0.2998,1.8296,0.282846,0.112877,NS
SLMAP,0.2833,1.9072,0.288209,0.100915,NS
NDUFS4,-0.3324,1.6114,0.291373,0.152105,NS
CCT7,0.2068,2.5757,0.293372,0.044643,NS
COX5B,-0.2999,1.77,0.294564,0.123416,NS
MTDH,0.2862,1.8532,0.294836,0.10925,NS
COL6A2,-0.5466,0.97,0.294978,0.356112,NS
RPS6,0.2674,1.9819,0.295088,0.092019,NS
SNRPA,-0.3158,1.6757,0.295658,0.140648,NS
CHDH,-0.4593,1.1515,0.295913,0.288176,NS
CRYAB,0.3228,1.6371,0.296166,0.147296,NS
DDX1,0.2362,2.2284,0.297691,0.073316,NS
GART,0.2226,2.3571,0.298828,0.061051,NS
GLIPR2,0.4474,1.1722,0.298948,0.27998,NS
PPP6R1,-0.3181,1.6477,0.299171,0.146142,NS
LMNA,-0.3605,1.45,0.300135,0.188201,NS
IGKC,0.3992,1.3078,0.300517,0.234249,NS
SEC23IP,0.2491,2.0843,0.302619,0.084288,NS
CLIC1,0.2805,1.8469,0.303408,0.10934,NS
CCT4,0.2109,2.4467,0.304721,0.053935,NS
TSPAN8,-0.3456,1.4919,0.305083,0.17798,NS
COX7A1,-0.3235,1.5831,0.307564,0.156928,NS
P3H4,-0.4209,1.2142,0.308268,0.264657,NS
COL6A3,-0.4819,1.0566,0.309608,0.324223,NS
RNPEP,-0.2686,1.8868,0.311372,0.103418,NS
PRKDC,0.2571,1.9699,0.311485,0.093947,NS
HAGH,-0.2268,2.2314,0.311869,0.073316,NS
NDUFA10,-0.2977,1.6956,0.312749,0.136827,NS
MFN1,-0.4044,1.2428,0.31436,0.256015,NS
DNAJA2,0.2183,2.3012,0.314469,0.065623,NS
DIABLO,-0.281,1.7881,0.314481,0.120312,NS
HHATL,-0.3266,1.5378,0.314564,0.16847,NS
EFEMP1,-0.4985,0.9988,0.317734,0.346476,NS
GGCT,-0.245,2.0227,0.319516,0.087388,NS
SCARB2,0.2967,1.6657,0.320437,0.141756,NS
STXBP3,-0.2755,1.7901,0.321247,0.120312,NS
MEMO1,0.273,1.8002,0.322444,0.119056,NS
EEA1,0.2925,1.6756,0.323469,0.140648,NS
BIN1,0.1897,2.5828,0.323566,0.044643,NS
IGLC2,0.4475,1.0896,0.325419,0.310682,NS
ANXA3,-0.3847,1.2663,0.325739,0.249257,NS
NAE1,-0.2718,1.7901,0.326177,0.120312,NS
IFITM1,-0.337,1.4398,0.327188,0.191234,NS
NDUFB11,-0.2943,1.6463,0.327749,0.146142,NS
TMEM11,-0.2372,2.0415,0.32797,0.085711,NS
TMEM43,0.2997,1.6065,0.329952,0.152105,NS
UBE2V2,-0.1916,2.4956,0.332482,0.050327,NS
ADD1,0.4804,0.9921,0.333703,0.348238,NS
CLTC,0.2403,1.9556,0.33891,0.095374,NS
PRKAA2,0.2147,2.1854,0.339404,0.077108,NS
TUFM,0.2248,2.0742,0.341827,0.084752,NS
NDUFV3,-0.3518,1.3251,0.341853,0.229214,NS
NIF3L1,-0.2342,1.9884,0.342255,0.091173,NS
IGHG3,0.4565,1.0147,0.344226,0.341581,NS
CPNE1,-0.2771,1.6665,0.345323,0.141756,NS
ALDH1A1,-0.2933,1.5694,0.346534,0.160148,NS
NDUFAB1,-0.3042,1.5128,0.34657,0.171852,NS
SSBP1,0.2407,1.9105,0.346919,0.100529,NS
TAPBP,-0.5095,0.895,0.349949,0.393505,NS
QDPR,-0.24,1.8867,0.352466,0.103418,NS
COPS7A,0.2262,1.9974,0.35342,0.090292,NS
IQGAP1,0.3232,1.3879,0.355972,0.205817,NS
IDH3G,0.2809,1.5945,0.356477,0.154814,NS
CLEC3B,0.3849,1.1586,0.358135,0.285521,NS
CANX,0.2013,2.2133,0.358546,0.074063,NS
TBCB,0.2424,1.8305,0.359952,0.112877,NS
MAP1LC3B2,-0.444,0.9947,0.361726,0.34789,NS
A2M,0.3786,1.1643,0.362423,0.283359,NS
DBNL,0.4588,0.9605,0.362486,0.362254,NS
APOL2,0.3446,1.2773,0.362951,0.247392,NS
NQO2,-0.5069,0.8649,0.36442600000000003,0.408393,NS
ACACA,0.2841,1.5406,0.364977,0.168293,NS
TCP1,0.2015,2.1707,0.365276,0.078894,NS
MRPL37,-0.36870000000000003,1.1851,0.365617,0.275051,NS
PAK1,0.5451,0.8013,0.365779,0.436452,NS
UBL5,-0.2498,1.7453,0.366494,0.128743,NS
TSN,-0.2605,1.666,0.368166,0.141756,NS
UNC45B,0.2325,1.8489,0.371692,0.10934,NS
EIF2B1,0.2799,1.5338,0.372191,0.169569,NS
COX7C,-0.3131,1.3669,0.373282,0.213517,NS
FAM98A,0.3375,1.2678,0.373396,0.249257,NS
HSP90B1,0.2092,2.0405,0.374176,0.085711,NS
BCAP31,0.1803,2.3668,0.374322,0.060937,NS
SFXN4,-0.3816,1.1149,0.375464,0.30237000000000003,NS
PTER,0.653,0.6503,0.376109,0.527503,NS
NDUFB8,-0.2623,1.6098,0.37826,0.152105,NS
APPL1,0.2152,1.961,0.378498,0.094659,NS
MYH13,0.5241,0.8038,0.379087,0.436373,NS
NDUFA1,-0.4555,0.9226,0.379934,0.383792,NS
RIDA,-0.1903,2.2077,0.380028,0.074063,NS
BROX,-0.3559,1.1779,0.380915,0.276875,NS
LAMA2,-0.377,1.1056,0.382977,0.304876,NS
DPP3,0.2337,1.7741,0.384918,0.122966,NS
EEF1A1,0.2588,1.5927,0.387133,0.154814,NS
NDUFB1,-0.2931,1.4005,0.388575,0.202831,NS
CD99,0.3142,1.2992,0.390688,0.236793,NS
MYOM1,-0.3181,1.2812,0.391199,0.246261,NS
NOMO2,-0.2659,1.5313,0.391547,0.169803,NS
TIMM8A,-0.4025,1.0091,0.392523,0.344098,NS
MYOZ2,-0.5796,0.7003,0.392733,0.497174,NS
VAT1,0.2438,1.6598,0.393887,0.143244,NS
PCBD2,-0.2098,1.9259,0.394387,0.098543,NS
HNRNPH1,-0.2254,1.786,0.395823,0.120473,NS
EEF1B2,0.2259,1.7807,0.395963,0.121516,NS
LAP3,0.1896,2.1203,0.39636,0.081191,NS
HNRNPDL,-0.2683,1.4908,0.398059,0.17798,NS
ENOPH1,-0.2344,1.7041,0.398634,0.136827,NS
HSPA4,0.1875,2.1297,0.398728,0.080096,NS
IMPA2,-0.2598,1.5284,0.400846,0.169803,NS
ATP1A1,0.1909,2.0654,0.403297,0.084933,NS
HSPH1,-0.9505,0.4145,0.403708,0.674664,NS
HSPB3,0.2951,1.3303,0.404994,0.228283,NS
FBLN2,-0.585,0.6704,0.405311,0.518044,NS
AIMP1,0.194,2.0167,0.40613,0.087838,NS
ATPAF2,-0.346,1.1294,0.406687,0.299033,NS
GYS1,0.232,1.6807,0.407474,0.13997,NS
TMEM63A,0.3082,1.2639,0.407856,0.249688,NS
MAVS,0.2075,1.8662,0.410003,0.106804,NS
CCT3,0.1784,2.1538,0.412896,0.079263,NS
COX4I1,-0.2546,1.5004,0.414926,0.175453,NS
LMCD1,0.2607,1.4581,0.416715,0.18657,NS
DCN,-0.3375,1.1235,0.417622,0.301985,NS
COX6A2,-0.3858,0.9822,0.417951,0.350663,NS
RPS2,0.2502,1.5139,0.418036,0.171852,NS
ACSL3,0.211,1.7905,0.418985,0.120312,NS
DDB1,0.1602,2.3568,0.419304,0.061051,NS
KLHL40,0.3844,0.9763,0.421417,0.353497,NS
TCEA3,-0.3782,0.9923,0.421454,0.348238,NS
LMOD3,0.4365,0.8588,0.421805,0.412245,NS
EHD2,-0.194,1.9282,0.422584,0.098406,NS
FKBP2,-0.3301,1.1316,0.423162,0.298669,NS
MYOM2,-0.2774,1.3356,0.426071,0.226285,NS
PRDX3,0.1764,2.0945,0.427195,0.083473,NS
AP2A1,0.2804,1.3141,0.428046,0.231406,NS
OCIAD1,-0.2061,1.7695,0.431837,0.123416,NS
CSE1L,0.1882,1.9375,0.431858,0.09768,NS
SARS1,0.2515,1.4354,0.43558,0.192736,NS
CHCHD7,-0.2917,1.2314,0.437311,0.258501,NS
CLIC5,-0.2232,1.6077,0.437746,0.152105,NS
SRM,0.559,0.6403,0.438597,0.536904,NS
ARL1,0.4581,0.7795,0.439479,0.445071,NS
PREB,0.2509,1.4223,0.439715,0.197169,NS
ACY1,0.2409,1.4687,0.442777,0.18443,NS
MACROH2A1,-0.4437,0.7959,0.443511,0.440285,NS
BCAM,-0.2592,1.3592,0.444357,0.216306,NS
ACSF2,-0.2518,1.3939,0.445618,0.204706,NS
ACTA1,-0.3986,0.8751,0.447877,0.402775,NS
IGLC3,0.3285,1.0595,0.448667,0.324223,NS
SEC23A,0.2052,1.6939,0.449135,0.136827,NS
RPL31,-0.2634,1.3172,0.449831,0.231406,NS
MYOZ1,-0.5597,0.6175,0.451249,0.550787,NS
MPP1,-0.3482,0.9898,0.452186,0.348327,NS
ECPAS,0.1703,2.0204,0.452764,0.087478,NS
ETHE1,-0.3243,1.0567,0.45423,0.324223,NS
MAN2C1,0.2789,1.2197,0.456897,0.262794,NS
GPX3,-0.2704,1.2471,0.460016,0.255925,NS
RAP1B,0.2083,1.6137,0.461127,0.152105,NS
CRKL,-0.1916,1.7535,0.461332,0.12675,NS
ARCN1,0.2694,1.2457,0.461697,0.255925,NS
VCL,0.1536,2.1769,0.462994,0.078202,NS
CACNG1,-0.3028,1.1041,0.463127,0.304876,NS
SIRT3,-0.2827,1.1809,0.463648,0.275543,NS
GLO1,-0.1989,1.6745,0.464426,0.140648,NS
VDAC2,-0.204,1.6257,0.466001,0.149858,NS
COX5A,-0.2537,1.3056,0.466338,0.234892,NS
TRAPPC3,0.3536,0.9364,0.466553,0.37639,NS
TNS1,-0.2595,1.2748,0.46687,0.248279,NS
LYPLAL1,-0.4558,0.7255,0.466998,0.478089,NS
BGN,-0.2924,1.1261,0.468523,0.300765,NS
BAG3,0.2528,1.3014,0.468784,0.236134,NS
