set,setSize,pMANOVA,s.Aging,s.Training_Old,p.Aging,p.Training_Old,s.dist,SD,p.adjustMANOVA,padj_A,padj_TO,sig_A,sig_TO,reversal_quadrant,sig_joint,sig_cat,pathway_clean,database
GOBP_NUTRIENT_STORAGE,12,0.001551366572644075,0.5596766524013314,-0.3927722301474084,8.052347082746656e-4,0.018769141961287324,0.6837455521011668,0.6734830635837634,0.024568005177690713,0.017141118845896183,0.19346654021634627,TRUE,FALSE,TRUE,TRUE,Interaction,Nutrient Storage,GO:BP
GOBP_TRIGLYCERIDE_METABOLIC_PROCESS,12,0.0023818132768713986,0.4964336661911555,-0.4495958155016643,0.0029636148077071527,0.007131830865011035,0.6697632284954125,0.6689438617073876,0.03391242416040267,0.040650527519888666,0.13052292584890038,TRUE,FALSE,TRUE,TRUE,Interaction,Triglyceride Metabolic Process,GO:BP
GOBP_CELL_CELL_RECOGNITION,13,2.7689629541505467e-4,-0.16965527336602504,0.6474419966332431,0.291082157975855,5.4320308617493115e-5,0.6693011659823559,0.5777750205054978,0.007308384039591291,0.5621564514345226,0.004114172939637957,FALSE,TRUE,TRUE,TRUE,Interaction,Cell Cell Recognition,GO:BP
GOBP_QUINONE_METABOLIC_PROCESS,11,0.003346409810610961,0.5534047701348082,-0.37487037677151747,0.0015103255102632241,0.03173270780377144,0.6684195082347457,0.6563896511844014,0.044162468864274954,0.025793990577240553,0.24900169817193624,TRUE,FALSE,TRUE,TRUE,Interaction,Quinone Metabolic Process,GO:BP
GOBP_MYOFIBRIL_ASSEMBLY,43,2.2932455090702536e-11,-0.6186136302415371,0.2381925114483254,2.7404069899596162e-12,0.0073976107972343694,0.6628864880435216,0.6058534329511837,3.631666978909438e-9,4.773788976509651e-10,0.1328519382348688,TRUE,FALSE,TRUE,TRUE,Interaction,Myofibril Assembly,GO:BP
GOBP_RRNA_PROCESSING,31,3.1691722605267815e-7,-0.494953872825212,0.4317379728809362,2.055491639206902e-6,3.490687029002124e-5,0.656792976098265,0.6552700881690952,1.6729388114659557e-5,9.422806409206378e-5,0.0032004088444851056,TRUE,TRUE,TRUE,TRUE,Interaction,Rrna Processing,GO:BP
GOBP_NADPH_REGENERATION,11,0.005039144112354518,0.4644832353957829,-0.4624956792257172,0.007768639775574909,0.008036003323886669,0.6554745832343095,0.6554730765458084,0.056270442587958776,0.07625748927688251,0.14088211715503385,FALSE,FALSE,TRUE,FALSE,NS,Nadph Regeneration,GO:BP
GOBP_ACTIN_MYOSIN_FILAMENT_SLIDING,13,4.6330897734058146e-4,-0.6275342164971089,0.17390031471858305,9.166739635506078e-5,0.27917503886343753,0.6511839312620227,0.5666997916996777,0.010216256183889784,0.003131070675500311,0.6554217219678008,TRUE,FALSE,TRUE,TRUE,Interaction,Actin Myosin Filament Sliding,GO:BP
GOBP_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,11,0.005501693929747887,0.4204113377117179,-0.49308676114759764,0.015995395562286033,0.00471050559128262,0.6479816717281316,0.6459407003044412,0.05843872454646841,0.11465578549402226,0.10130494740758426,FALSE,FALSE,TRUE,FALSE,NS,Positive Regulation Of Myeloid Cell Differ...,GO:BP
GOBP_NADP_METABOLIC_PROCESS,17,6.114744376834188e-4,0.455672068636797,-0.42600796276565916,0.0011821091312652166,0.0024329574168148117,0.6237946925675827,0.6234419290414449,0.012531629064053123,0.022142302222193627,0.06329456005463059,TRUE,FALSE,TRUE,TRUE,Interaction,Nadp Metabolic Process,GO:BP
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS,46,4.610448263779615e-10,0.5502343076890748,-0.2912980435833316,1.358013274123532e-10,7.062200370092097e-4,0.6225852098737585,0.5950532321725783,4.461889375280049e-8,1.3915641903077604e-8,0.02861012335976845,TRUE,TRUE,TRUE,TRUE,Interaction,Monocarboxylic Acid Catabolic Process,GO:BP
GOBP_LIPID_MODIFICATION,41,1.0990217332360112e-8,0.526095444175271,-0.3246936519509843,6.734318960585977e-9,3.580468100556233e-4,0.6182251887453654,0.6015987392304486,7.363445612681276e-7,4.887993178891988e-7,0.01782050123191131,TRUE,TRUE,TRUE,TRUE,Interaction,Lipid Modification,GO:BP
GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS,15,0.001450884857253529,0.34565079365079365,-0.5071111111111111,0.020857585273705532,6.930054069403775e-4,0.6137068927132635,0.6029937255946997,0.02362094786294998,0.13260552389341254,0.02861012335976845,FALSE,TRUE,TRUE,TRUE,Interaction,Water Soluble Vitamin Metabolic Process,GO:BP
GOBP_TRICARBOXYLIC_ACID_METABOLIC_PROCESS,10,9.670369595265952e-4,0.6064608076009501,0.08959619952494063,9.124617479399089e-4,0.6246282069430392,0.6130433835588716,0.36547846932587347,0.017763136361587707,0.018823621636539584,0.8679590241022694,TRUE,FALSE,FALSE,FALSE,Sig Young only,Tricarboxylic Acid Metabolic Process,GO:BP
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS,86,3.2916486279046856e-16,0.5054041972789896,-0.3273808841564753,1.1763319773007591e-15,2.4211172265685556e-7,0.6021724387069665,0.5888679783540085,1.9113506366033206e-13,6.830567681526408e-13,6.025123155260606e-5,TRUE,TRUE,TRUE,TRUE,Interaction,Organic Acid Catabolic Process,GO:BP
GOBP_RRNA_METABOLIC_PROCESS,36,5.674002230752845e-7,-0.4276094276094276,0.4204211426433649,1.017524946326686e-5,1.4320438737261917e-5,0.5996697088914987,0.5996481668792445,2.745586634992071e-5,4.4313211412527173e-4,0.0014674237811947211,TRUE,TRUE,TRUE,TRUE,Interaction,Rrna Metabolic Process,GO:BP
GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS,10,0.01000200204420405,0.21149643705463184,-0.5544893111638954,0.248020321017443,0.0024344061559473306,0.5934552544900206,0.5416337168575721,0.08458003670390027,0.5149599513854418,0.06329456005463059,FALSE,FALSE,TRUE,FALSE,NS,Positive Regulation Of Insulin Secretion I...,GO:BP
GOBP_RIBOSOME_BIOGENESIS,57,3.3150508040981767e-10,-0.44485363067532774,0.38371438801084345,8.541253233393023e-9,7.008395300146723e-7,0.587478922423228,0.5858860646872938,3.412825541402285e-8,5.722639666373325e-7,1.5260780766069489e-4,TRUE,TRUE,TRUE,TRUE,Interaction,Ribosome Biogenesis,GO:BP
GOBP_STRESS_GRANULE_ASSEMBLY,13,0.005272383229734438,-0.49637707677669624,0.3119373490448657,0.0019881220577831035,0.05216491970357835,0.5862551595325337,0.571564611829337,0.057707171847573416,0.03167903336819252,0.31016971104388197,TRUE,FALSE,TRUE,FALSE,Sig Young only,Stress Granule Assembly,GO:BP
GOBP_AMINO_ACID_CATABOLIC_PROCESS,41,9.345465424098717e-8,0.4883693581390974,-0.32163605146176827,7.501873926127104e-8,4.069917003074816e-4,0.5847686547422931,0.5727603179265591,5.2515486350903115e-6,4.215569154617231e-6,0.019693876164878693,TRUE,TRUE,TRUE,TRUE,Interaction,Amino Acid Catabolic Process,GO:BP
GOBP_SULFUR_COMPOUND_CATABOLIC_PROCESS,10,0.021718850476505156,0.3866983372921615,-0.4374346793349168,0.034610371053966735,0.01682726056993357,0.5838533229753546,0.5827500446567329,0.13837171207854013,0.17671892136400041,0.1850919528733558,FALSE,FALSE,TRUE,FALSE,NS,Sulfur Compound Catabolic Process,GO:BP
GOBP_LIPID_CATABOLIC_PROCESS,60,9.765118747749009e-11,0.47857258718572593,-0.32882400648824006,2.0772829267995905e-10,1.3258036607393458e-5,0.5806521751002207,0.5709156064937809,1.2150597756127695e-8,1.904540451834151e-8,0.0014434687356299628,TRUE,TRUE,TRUE,TRUE,Interaction,Lipid Catabolic Process,GO:BP
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,20,7.318408763468303e-4,0.40420047732696895,-0.4002386634844869,0.0018219003462151865,0.0020205338113209975,0.5688312699027699,0.5688243715196604,0.014653641455128485,0.029941041538743912,0.05965711693764708,TRUE,FALSE,TRUE,TRUE,Interaction,Regulation Of Cellular Response To Insulin...,GO:BP
GOBP_RESPONSE_TO_ZINC_ION,10,0.01853554186918278,0.5115439429928741,-0.23990498812351543,0.005171649841699665,0.19006222295405537,0.5650058485885264,0.5313546349077819,0.12639767446086247,0.05999220050872085,0.5454503993178985,FALSE,FALSE,TRUE,FALSE,NS,Response To Zinc Ion,GO:BP
GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS,48,8.513191252298589e-10,-0.541465086276407,0.1496734397677794,1.1091258434869239e-10,0.07586559345450898,0.5617709303873207,0.48870873850511953,7.41498958075207e-8,1.2094314249136115e-8,0.3563967011907434,TRUE,FALSE,TRUE,TRUE,Interaction,Cellular Component Assembly Involved In Mo...,GO:BP
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS,10,0.00955023382579254,0.10318289786223278,-0.5512589073634204,0.5730901848577724,0.0025810080169143563,0.5608325002696973,0.4627602383670251,0.08276869315686868,0.79017312317003,0.06516110094876534,FALSE,FALSE,TRUE,FALSE,NS,Negative Regulation Of Cellular Response T...,GO:BP
GOBP_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY,13,0.004787237742635987,-0.5246285588816512,0.18451291809997805,0.001081509015974537,0.2508710628387463,0.5561296087604106,0.501438747194354,0.05450567416779013,0.02093320784252937,0.6365892097449365,TRUE,FALSE,TRUE,FALSE,Sig Young only,Positive Regulation Of Transporter Activity,GO:BP
GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE,13,3.2471610529648774e-4,0.4910341799019249,0.22703652199370566,0.0022234036795774027,0.15766254286812137,0.5409807280772156,0.1866745341242682,0.00819790515110843,0.03310401034037466,0.49865362718024536,TRUE,FALSE,FALSE,FALSE,Sig Young only,Antibacterial Humoral Response,GO:BP
GOBP_AMP_BIOSYNTHETIC_PROCESS,10,0.034656824745603484,-0.3115439429928741,0.44152019002375303,0.08876761055800632,0.015829751674602034,0.5403699719767542,0.5324967551244253,0.17192785832538746,0.28373060108632475,0.18399693151784166,FALSE,FALSE,TRUE,FALSE,NS,Amp Biosynthetic Process,GO:BP
GOBP_NEUTRAL_LIPID_METABOLIC_PROCESS,16,0.005374144952059142,0.35600285850404956,-0.40560981419723674,0.013994054363630149,0.005103297001878342,0.5396826443718301,0.53854148550469,0.057777431316682816,0.1065616967657089,0.10583265925323894,FALSE,FALSE,TRUE,FALSE,NS,Neutral Lipid Metabolic Process,GO:BP
GOBP_MYOTUBE_CELL_DEVELOPMENT,15,0.0011551129425985268,-0.5357460317460317,0.06304761904761905,3.3778475282929135e-4,0.6736137237692721,0.5394430579766448,0.42341105100764004,0.01993347354245196,0.009194078741072274,0.8884203223467596,TRUE,FALSE,TRUE,TRUE,Interaction,Myotube Cell Development,GO:BP
GOBP_STEROL_HOMEOSTASIS,13,0.012061107924567133,0.4537070921466735,-0.2913708555954036,0.004718080692711081,0.06973267535869955,0.539209700352829,0.5268496693609788,0.09772302327719043,0.056293812100703444,0.35209947963725974,FALSE,FALSE,TRUE,FALSE,NS,Sterol Homeostasis,GO:BP
GOBP_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION,10,0.0014858831301540303,0.3808076009501188,0.3805225653206651,0.03746429975430914,0.037607326079880585,0.5383417610213839,2.015506264664876e-4,0.023746866171819456,0.18128558381112922,0.26503353482035885,FALSE,FALSE,FALSE,FALSE,NS,Regulation Of Lamellipodium Organization,GO:BP
GOBP_TRANSLATIONAL_ELONGATION,23,6.384650259647133e-4,-0.3486989774711115,0.40485493390971816,0.003953524681463524,8.166234931653178e-4,0.5343205914059844,0.5328430807270313,0.012932628781750355,0.05005082927392243,0.030925176632477902,FALSE,TRUE,TRUE,TRUE,Interaction,Translational Elongation,GO:BP
GOBP_RESPONSE_TO_CADMIUM_ION,10,0.04558294517273027,0.3990498812351544,-0.33909738717339666,0.029224087496061344,0.06394345847902212,0.5236676863256079,0.521948939006013,0.19851372622724034,0.15810049819297783,0.3435633260802866,FALSE,FALSE,TRUE,FALSE,NS,Response To Cadmium Ion,GO:BP
GOBP_NEGATIVE_REGULATION_OF_HEMOPOIESIS,10,0.01642069826495563,0.5158194774346794,-0.08294536817102138,0.004808993350381176,0.6505643620246468,0.5224458511673836,0.4233906826639071,0.11820188585765583,0.05698820691404087,0.8757983915354983,FALSE,FALSE,TRUE,FALSE,NS,Negative Regulation Of Hemopoiesis,GO:BP
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION,10,0.030676085720231422,-0.19933491686460808,0.4813301662707839,0.27627426339841116,0.008520605094709728,0.5209732603922016,0.4813028960019408,0.1647204826776477,0.5462766933485043,0.14088211715503385,FALSE,FALSE,TRUE,FALSE,NS,Cell Communication By Electrical Coupling ...,GO:BP
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,114,1.1401012211180856e-15,-0.42857518609116496,0.29492271408155574,8.520120212173474e-15,1.0394826699418598e-7,0.5202461892357384,0.5115902713863586,4.965140817969262e-13,2.968409881921238e-12,3.0179646850645327e-5,TRUE,TRUE,TRUE,TRUE,Interaction,Membraneless Organelle Assembly,GO:BP
GOBP_EPITHELIAL_CELL_APOPTOTIC_PROCESS,11,0.03539664322716587,-0.32725544417559627,0.40209125475285173,0.060831870372939544,0.021227767894187073,0.5184337015388656,0.5157259966483289,0.17418348164328512,0.2316695615995058,0.20318006413007628,FALSE,FALSE,TRUE,FALSE,NS,Epithelial Cell Apoptotic Process,GO:BP
GOBP_COMPLEMENT_ACTIVATION,14,4.426940339567707e-4,0.4826953151560481,0.18657782008567347,0.0018109725706932998,0.22833906082575828,0.5174998069772766,0.20938668879223593,0.010216256183889784,0.029941041538743912,0.6038659072400309,TRUE,FALSE,FALSE,FALSE,Sig Young only,Complement Activation,GO:BP
GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT,16,0.008228672538161475,0.38970938542162936,-0.33998332539304427,0.007135206779160741,0.01894107279613077,0.517167348767318,0.5159706639994501,0.07665426503463792,0.07268731116548545,0.19409028712270468,FALSE,FALSE,TRUE,FALSE,NS,Hepaticobiliary System Development,GO:BP
GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT,17,0.005406269405636797,0.4228116413390904,-0.2973700442998935,0.0026231396099829327,0.03443302589761585,0.5169125915459752,0.5092453536016839,0.057777431316682816,0.036948370093311055,0.25748803233723533,TRUE,FALSE,TRUE,FALSE,Sig Young only,Long Chain Fatty Acid Transport,GO:BP
GOBP_INTERFERON_BETA_PRODUCTION,11,0.029248728956822474,0.45255789837538885,-0.24706187348772898,0.00950022282123384,0.15704931302519304,0.51560471362587,0.494705884936596,0.16135172321912272,0.08710204291889131,0.49865362718024536,FALSE,FALSE,TRUE,FALSE,NS,Interferon Beta Production,GO:BP
GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,10,0.03449947631890141,0.4720190023752969,-0.20665083135391923,0.00988743351182429,0.25902569660928193,0.5152732330546935,0.4798920416166754,0.1717088221357893,0.08878303699792739,0.6400322886430767,FALSE,FALSE,TRUE,FALSE,NS,Negative Regulation Of Canonical Nf Kappab...,GO:BP
GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,20,0.002622809255147088,0.39054892601431984,-0.3353699284009547,0.0025928144258106534,0.009710549055485268,0.5147829178271168,0.5133021445482108,0.035975856082411245,0.036948370093311055,0.14562795723648428,TRUE,FALSE,TRUE,TRUE,Interaction,Regulation Of Myeloid Cell Differentiation,GO:BP
GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION,10,0.02999499882616014,-0.4844655581947743,0.1727315914489311,0.008099886863292686,0.34548038215974086,0.5143375154132301,0.46470856108953434,0.1627765979911868,0.07795581721467325,0.6925510077356369,FALSE,FALSE,TRUE,FALSE,NS,Intermediate Filament Organization,GO:BP
GOBP_PROTEIN_LOCALIZATION_TO_LYSOSOME,10,0.04407702279769528,0.2609976247030879,-0.44114014251781475,0.1539667285343026,0.015920299092546674,0.5125664692908539,0.4964863765290818,0.19537448782082742,0.3944265310393457,0.18399693151784166,FALSE,FALSE,TRUE,FALSE,NS,Protein Localization To Lysosome,GO:BP
GOBP_STRIATED_MUSCLE_ADAPTATION,16,8.459382504579304e-4,-0.5113149118627919,-0.005359695092901385,4.1213027631152176e-4,0.9705085469487451,0.5113430017363526,0.3577643647546992,0.01596880788207881,0.010830730159065074,0.9928811080929157,TRUE,FALSE,FALSE,FALSE,Sig Young only,Striated Muscle Adaptation,GO:BP
GOBP_2_OXOGLUTARATE_METABOLIC_PROCESS,12,0.025372566487444164,0.431684894595023,-0.2738151846568394,0.009787058737273303,0.10146858360588513,0.511201138075978,0.4988638901666386,0.1483188282588179,0.08850364391980199,0.40491203732422193,FALSE,FALSE,TRUE,FALSE,NS,2 Oxoglutarate Metabolic Process,GO:BP
GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS,12,0.004485595478964777,0.0289269297828499,0.5072911713425264,0.862677506235741,0.0023924933445740055,0.5081152426258579,0.33825459908400696,0.05209271549571094,0.9442179481834774,0.06329456005463059,FALSE,FALSE,FALSE,FALSE,NS,Positive Regulation Of DNA Biosynthetic Pr...,GO:BP
GOBP_MUSCLE_CELL_DEVELOPMENT,75,2.327874235410902e-13,-0.5019346405228758,0.061045751633986935,1.0191679591326798e-13,0.3687280070822717,0.5056332338260481,0.3980872529691795,5.0689461476072396e-11,2.958984308015213e-11,0.7144874175053585,TRUE,FALSE,TRUE,TRUE,Interaction,Muscle Cell Development,GO:BP
GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY,11,0.001953274054756282,0.300034566194262,0.40667127549256826,0.08567557629759633,0.01979637736517445,0.5053733938605507,0.07540354026825093,0.029082080370815756,0.2784808788377299,0.19814820704087086,FALSE,FALSE,FALSE,FALSE,NS,B Cell Receptor Signaling Pathway,GO:BP
GOBP_B_CELL_MEDIATED_IMMUNITY,16,2.0817221159011198e-4,0.4673654121010005,0.19193663649356837,0.001247458037410356,0.18542721577919546,0.5052426158359984,0.1947575549659232,0.005723592706039367,0.02287444106493516,0.5383570164789309,TRUE,FALSE,FALSE,FALSE,Sig Young only,B Cell Mediated Immunity,GO:BP
GOBP_INTERLEUKIN_6_PRODUCTION,13,0.007566628178315197,0.4960843153041059,-0.0948547171192271,0.002000398203502398,0.5550435140424876,0.5050713466932293,0.4178569970943558,0.07242344113530261,0.03167903336819252,0.8469574302187429,TRUE,FALSE,TRUE,FALSE,Sig Young only,Interleukin 6 Production,GO:BP
GOBP_COLLAGEN_FIBRIL_ORGANIZATION,12,0.03129999053217557,-0.31344111586622286,0.39570454905690283,0.06079611692944305,0.017901322055552886,0.5048043415619459,0.5014417085161854,0.1647204826776477,0.2316695615995058,0.19013034963564687,FALSE,FALSE,TRUE,FALSE,NS,Collagen Fibril Organization,GO:BP
GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,12,0.02374844621718429,0.23014740846409892,-0.4491203043271517,0.16868044494902557,0.007192997061707483,0.5046552064347045,0.4803148059557695,0.14575801210888883,0.4160934596256998,0.13052292584890038,FALSE,FALSE,TRUE,FALSE,NS,Inflammatory Response To Antigenic Stimulus,GO:BP
GOBP_ORGAN_GROWTH,15,0.008911907249342535,0.20476190476190476,-0.4561269841269841,0.171249749026058,0.0022847786381777774,0.4999792628604724,0.46731901494417605,0.07899616107812024,0.4171695045712175,0.06218881855790138,FALSE,FALSE,TRUE,FALSE,NS,Organ Growth,GO:BP
GOBP_SKELETAL_MUSCLE_ADAPTATION,12,0.004252410773014695,-0.49540339197971145,-0.06379774924710731,0.0030238082153485352,0.7028471144715613,0.4994944179808223,0.3051912767746027,0.05073766826432601,0.041152139930758974,0.8983779264840182,TRUE,FALSE,FALSE,FALSE,Sig Young only,Skeletal Muscle Adaptation,GO:BP
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,13,0.025115521062722527,-0.2941520895850106,0.40159555002561664,0.06710521225126666,0.01239777204161155,0.49779959582909034,0.49196787396320873,0.1481616978643374,0.24519790719731688,0.16450311242809598,FALSE,FALSE,TRUE,FALSE,NS,Purine Nucleoside Monophosphate Biosynthet...,GO:BP
GOBP_KETONE_BIOSYNTHETIC_PROCESS,16,0.009775824502773785,0.41954502143878036,-0.2672105764649833,0.003769410267191082,0.06519406906175557,0.49741282370764767,0.4856095402955732,0.08388909499424597,0.049370772071029065,0.3442212469236005,TRUE,FALSE,TRUE,FALSE,Sig Young only,Ketone Biosynthetic Process,GO:BP
GOBP_PROTEIN_INSERTION_INTO_ER_MEMBRANE,11,0.005251081715920983,-0.4812478396128586,-0.11838921534739026,0.005811856902911425,0.4977974770083198,0.49559609506392843,0.2565797938301342,0.057707171847573416,0.06327659203044814,0.8213138262892332,FALSE,FALSE,FALSE,FALSE,NS,Protein Insertion Into Er Membrane,GO:BP
GOBP_L_AMINO_ACID_CATABOLIC_PROCESS,24,0.0014234593844704524,0.3715526861150964,-0.32596046548700786,0.001709273988109119,0.005941996467207208,0.494268776699328,0.49321627946464824,0.023393077808938942,0.02890830376005908,0.1176245209758518,TRUE,FALSE,TRUE,TRUE,Interaction,L Amino Acid Catabolic Process,GO:BP
GOBP_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,12,0.029361938151815103,0.4348549690917737,-0.22959264542716754,0.00926105736724948,0.16970982475707258,0.4917434564669392,0.46983541396956846,0.16135172321912272,0.08581256347738614,0.5183223798382952,FALSE,FALSE,TRUE,FALSE,NS,Negative Regulation Of Reactive Oxygen Spe...,GO:BP
GOBP_POLYOL_METABOLIC_PROCESS,21,0.0014813772247207993,0.18429071724200666,-0.4554054668667849,0.14567304438869694,3.181340618334002e-4,0.4912811900670812,0.4523335096824847,0.023746866171819456,0.38045343826853084,0.01660537467541868,FALSE,TRUE,TRUE,TRUE,Interaction,Polyol Metabolic Process,GO:BP
