uniprot_id,gene,logFC_Aging,logFC_Training_Old,sig_pi_Aging,sig_pi_Training_Old,sig_cat,quadrant,pct_observed,evidence_ok,anti_diag_dist
P18124,RPL7,-0.157703179343983,0.214295452978551,0,0,NS,Rejuvenation,1,TRUE,0.04001678044976768
P18206,VCL,0.0204024530768301,0.0616869628652026,0,0,NS,Non-restored (+/+),1,TRUE,0.058045982676254396
P18621,RPL17,-0.46691664969557,0.141188316478011,0,0,NS,Rejuvenation,1,TRUE,0.23032471324272732
P18669,PGAM1,0.068869251201253,0.0457276588154016,0,0,NS,Non-restored (+/+),1,TRUE,0.08103225217580105
P18859,ATP5PF,-0.0493097858223379,0.0902428798645936,0,0,NS,Rejuvenation,1,TRUE,0.028944068372225674
P19075,TSPAN8,0.0123687580045448,-0.44638449233193,0,0,NS,Reversal,0.8548387096774194,TRUE,0.3068954688845531
P19237,TNNI1,-0.325674686566174,0.0606248073274749,0,0,NS,Rejuvenation,1,TRUE,0.18741856696235965
P19338,NCL,0.481966441850076,0.0186555545296869,1,0,Sig Aging only,Non-restored (+/+),1,TRUE,0.3539932084512776
P19367,HK1,0.0359238350362396,0.146618975896452,0,0,NS,Non-restored (+/+),1,TRUE,0.12907725946736007
P19404,NDUFV2,-0.0981328690602297,0.0308460266405852,0,0,NS,Rejuvenation,1,TRUE,0.047578982559561264
P19623,SRM,0.767801480917093,0.140354674461825,0,0,NS,Non-restored (+/+),0.532258064516129,FALSE,0.6421633758447368
P19971,TYMP,-0.475135418648804,0.131738280287419,-1,0,Sig Aging only,Rejuvenation,0.7580645161290323,TRUE,0.24281844517539042
P20020,ATP2B1,0.254873974741367,-0.11521591577373,0,0,NS,Reversal,0.45161290322580644,FALSE,0.09875316054336686
P20042,EIF2S2,-0.104963904018131,0.0702147159189721,0,0,NS,Rejuvenation,0.9354838709677419,TRUE,0.024571386545642126
P20073,ANXA7,0.131194867870182,-0.104355068445276,0,0,NS,Reversal,1,TRUE,0.018978604179037826
P20231,TPSB2,0.817878952324651,0.109753226157626,1,0,Sig Aging only,Non-restored (+/+),0.9354838709677419,TRUE,0.6559350038516678
P20290,BTF3,-0.275453879360168,-0.00100453134644951,0,0,NS,Non-restored (-/-),0.8387096774193549,TRUE,0.19548561692670488
P20340,RAB6A,0.408798969965112,0.0818708881636887,0,0,NS,Non-restored (+/+),0.9354838709677419,TRUE,0.3469559840067162
P20472,PVALB,-1.3113526146963,-0.653367461720496,-1,0,Sig Aging only,Non-restored (-/-),0.45161290322580644,TRUE,1.389266889167668
P20618,PSMB1,-0.119551780495044,0.00385021408882835,0,0,NS,Rejuvenation,1,TRUE,0.08181336219974072
P20674,COX5A,0.0124281701289988,0.0488993994964879,0,0,NS,Non-restored (+/+),1,TRUE,0.04336514035587178
P20807,CAPN3,-0.509727716890076,0.116063599725365,-1,0,Sig Aging only,Rejuvenation,0.9838709677419355,TRUE,0.2783625667569827
P20810,CAST,-0.459036137462316,0.190397279845723,-1,0,Sig Aging only,Rejuvenation,1,TRUE,0.18995635791090032
P20929,NEB,-1.47460700838755,-0.0424574050404409,-1,0,Sig Aging only,Non-restored (-/-),1,TRUE,1.0727265342317245
P20962,PTMS,0.170249591419044,-0.0324915155507313,0,0,NS,Reversal,0.7741935483870968,TRUE,0.0974096696096948
P21266,GSTM3,-0.277625946088005,0.0548713963771839,0,0,NS,Rejuvenation,1,TRUE,0.15751125264067747
P21281,ATP6V1B2,0.0777225911117227,-0.0782747844761182,0,0,NS,Reversal,1,TRUE,3.9045967249027675e-4
P21291,CSRP1,-0.569743088031807,0.425019318603837,0,0,NS,Rejuvenation,1,TRUE,0.10233515876139589
P21333,FLNA,-0.593057760129934,0.267509480169746,-1,0,Sig Aging only,Rejuvenation,1,TRUE,0.2301973963634656
P21397,MAOA,0.775727037516685,-0.19409511276482,1,0,Sig Aging only,Reversal,1,TRUE,0.4112758781466275
P21399,ACO1,0.118373125225798,-0.100489738553783,0,0,NS,Reversal,1,TRUE,0.01264546398636293
P21695,GPD1,-0.155674267148274,-0.0416130000407335,0,0,NS,Non-restored (-/-),1,TRUE,0.13950316447110947
P21796,VDAC1,0.265548133342833,-0.134084989912065,0,0,NS,Reversal,1,TRUE,0.09295848019599579
P21810,BGN,0.290946847070526,-0.0247055207440248,0,0,NS,Reversal,0.9193548387096774,TRUE,0.18826104727756943
P21817,RYR1,-0.142812639922688,-0.0591987419092064,0,0,NS,Non-restored (-/-),1,TRUE,0.14284361797019746
P21912,SDHB,0.210580260980752,-0.0673678495306937,0,0,NS,Reversal,1,TRUE,0.10126646728641418
P21964,COMT,-0.122198129171526,0.0691465799503881,0,0,NS,Rejuvenation,1,TRUE,0.03751311020671851
P21980,TGM2,0.618836034717919,0.383619298789654,1,0,Sig Aging only,Non-restored (+/+),0.7903225806451613,TRUE,0.7088429641598268
P22033,MMUT,0.275449883994689,0.052379368981839,0,0,NS,Non-restored (+/+),0.9193548387096774,TRUE,0.2318102878510231
P22059,OSBP,0.0414244929267262,0.0195532535953298,0,0,NS,Non-restored (+/+),0.9516129032258065,TRUE,0.04311777806722021
P22061,PCMT1,0.0830131305205697,-0.0459454504332939,0,0,NS,Reversal,1,TRUE,0.026210807952566275
P22102,GART,0.0134139679254268,0.0443248718843066,0,0,NS,Non-restored (+/+),0.9516129032258065,TRUE,0.040827525167306276
P22234,PAICS,-0.115022752659197,0.00688458292739469,0,0,NS,Rejuvenation,1,TRUE,0.07646523312245926
P22307,SCP2,-0.0765346940002232,0.227488814662227,0,0,NS,Rejuvenation,0.8709677419354839,TRUE,0.10674068236815522
P22314,UBA1,0.0992890293170241,-0.0421670065022788,0,0,NS,Reversal,1,TRUE,0.04039136968739908
P22352,GPX3,0.36907118496848,-0.411396401870583,0,0,NS,Reversal,1,TRUE,0.02992844788666851
P22392,NME2,0.0181034972241498,0.19728584284184,0,0,NS,Non-restored (+/+),1,TRUE,0.15230326295595673
P22570,FDXR,0.311514103708774,0.00872361103186492,0,0,NS,Non-restored (+/+),0.3709677419354839,FALSE,0.22644225968478898
P22626,HNRNPA2B1,0.0532788467444121,0.00472617100226813,0,0,NS,Non-restored (+/+),1,TRUE,0.04101574139152362
P22695,UQCRC2,0.0494435874453316,0.0639530362469287,0,0,NS,Non-restored (+/+),1,TRUE,0.08018352157645638
P22830,FECH,0.257014423051782,0.032498909730716,0,0,NS,Non-restored (+/+),1,TRUE,0.20471684085442193
P23109,AMPD1,-0.0227561279278135,0.0294238561630422,0,0,NS,Rejuvenation,0.967741935483871,TRUE,0.004714795850239224
P23142,FBLN1,0.0242020885822924,-0.139226381778084,0,0,NS,Reversal,0.7741935483870968,TRUE,0.08133445771993389
P23246,SFPQ,-0.0571328638650925,0.127889624571011,0,0,NS,Rejuvenation,0.9032258064516129,TRUE,0.05003258530994881
P23284,PPIB,0.224409868742114,0.300218289186873,0,0,NS,Non-restored (+/+),0.9838709677419355,TRUE,0.3709681280729937
P23297,S100A1,-0.109309083447922,-0.041926217841258,0,0,NS,Non-restored (-/-),1,TRUE,0.10693950709636979
P23327,HRC,-0.304051131136642,0.0357432950452221,0,0,NS,Rejuvenation,1,TRUE,0.18972229034573168
P23368,ME2,-0.147359293208723,0.179270992703579,0,0,NS,Rejuvenation,0.9838709677419355,TRUE,0.022564979111999985
P23381,WARS1,0.0899033407956793,-0.107327093869728,0,0,NS,Reversal,1,TRUE,0.012320453952379786
P23396,RPS3,-0.296544144804155,0.156288651060827,0,0,NS,Rejuvenation,1,TRUE,0.09917561072457458
P23434,GCSH,0.140105414001276,-0.115624846768057,0,0,NS,Reversal,0.7741935483870968,TRUE,0.01731037509790235
P23526,AHCY,0.034362310489584,-0.0815797318116616,0,0,NS,Reversal,1,TRUE,0.03338775880698335
P23528,CFL1,0.186880907510783,0.05698141901863,0,0,NS,Non-restored (+/+),1,TRUE,0.17243670476487602
P23588,EIF4B,0.0865091806024765,-0.135932075415568,0,0,NS,Reversal,0.9838709677419355,TRUE,0.034947264068206446
P23634,ATP2B4,-0.108276576531694,-0.054007742177248,0,0,NS,Non-restored (-/-),0.9032258064516129,TRUE,0.11475234223933178
P23786,CPT2,0.430913852390706,-0.15267270549613,1,0,Sig Aging only,Reversal,1,TRUE,0.19674620177427699
P24043,LAMA2,-0.411636404761861,0.082135020418928,0,0,NS,Rejuvenation,0.8870967741935484,TRUE,0.23299266327924278
P24298,GPT,0.31582500177619,-0.223228359545111,0,0,NS,Reversal,1,TRUE,0.0654757136367006
P24310,COX7A1,0.076944655989152,0.020159429312308,0,0,NS,Non-restored (+/+),1,TRUE,0.06866295719757932
P24311,COX7B,0.0561292226959544,-0.0303663691478064,0,0,NS,Reversal,1,TRUE,0.018217088446611355
P24534,EEF1B2,-0.0793642617589185,0.0778975341469348,0,0,NS,Rejuvenation,1,TRUE,0.001037133040587226
P24539,ATP5PB,0.0547243613707131,-0.0806927949707372,0,0,NS,Reversal,1,TRUE,0.018362455495369627
P24666,ACP1,-0.197439513019187,0.0365211692831018,0,0,NS,Rejuvenation,1,TRUE,0.11378645207309364
P24752,ACAT1,0.433803776101033,-0.112857986434637,1,0,Sig Aging only,Reversal,1,TRUE,0.22694294426637995
P24844,MYL9,-0.445235924027681,0.42342524038369,0,0,NS,Rejuvenation,0.3387096774193548,FALSE,0.015422482306980533
P25311,AZGP1,0.303386322213409,-0.157494353293806,0,0,NS,Reversal,1,TRUE,0.1031612005437083
P25325,MPST,0.421809095766093,-0.265757336447994,1,0,Sig Aging only,Reversal,0.9838709677419355,TRUE,0.11034525722991881
P25398,RPS12,-0.245467109466045,0.28557285907209,0,0,NS,Rejuvenation,1,TRUE,0.028359047511004137
P25686,DNAJB2,0.0760580843247638,-0.210293469101721,0,0,NS,Reversal,0.8709677419354839,TRUE,0.09491875085097189
P25705,ATP5F1A,0.117909885744044,0.0112478079939287,0,0,NS,Non-restored (+/+),1,TRUE,0.09132828108453578
P25786,PSMA1,-0.151525900721133,0.00481344133135408,0,0,NS,Rejuvenation,1,TRUE,0.10374137491906864
P25787,PSMA2,-0.201246770183108,0.0115149211385912,0,0,NS,Rejuvenation,1,TRUE,0.1341606770664402
P25788,PSMA3,-0.161963990832721,0.00963986902243263,0,0,NS,Rejuvenation,1,TRUE,0.10770941947034059
P25789,PSMA4,-0.0842464016092208,0.0740384145772524,0,0,NS,Rejuvenation,1,TRUE,0.007218136852569195
P26038,MSN,-0.290553426528017,0.248108817087171,0,0,NS,Rejuvenation,1,TRUE,0.030012871160436775
P26196,DDX6,-0.0327807526161052,-0.093943993344908,0,0,NS,Non-restored (-/-),0.8225806451612904,TRUE,0.08960792721317497
P26368,U2AF2,-0.124520039441368,0.176635179747336,0,0,NS,Rejuvenation,0.9193548387096774,TRUE,0.03685096911283834
P26373,RPL13,-0.259894526559616,0.151534469834793,0,0,NS,Rejuvenation,1,TRUE,0.07662213091988128
P26440,IVD,0.400863832459507,-0.0344080848283568,0,0,NS,Reversal,1,TRUE,0.2591233441547724
P26447,S100A4,0.0838280393921842,0.438169070656723,0,0,NS,Non-restored (+/+),1,TRUE,0.3691076962753627
P26583,HMGB2,0.761747053386543,-0.204836764548311,1,0,Sig Aging only,Reversal,0.9516129032258065,TRUE,0.3937950417500727
P26639,TARS1,-0.0617293545468307,0.154010092072635,0,0,NS,Rejuvenation,0.8225806451612904,TRUE,0.06525233527739212
P26640,VARS1,0.179936200675172,0.153952587191856,0,0,NS,Non-restored (+/+),1,TRUE,0.23609502606293215
P26641,EEF1G,-0.322629140535625,0.164936871928351,-1,0,Sig Aging only,Rejuvenation,1,TRUE,0.11150527247289399
P26678,PLN,0.540932325932811,-0.142547350838928,0,0,NS,Reversal,1,TRUE,0.28170071741171854
P26885,FKBP2,-0.0965486775927182,-0.102604789749304,0,0,NS,Non-restored (-/-),0.9516129032258065,TRUE,0.14082276725435752
P27105,STOM,0.244096591118666,-0.0120540456392355,0,0,NS,Reversal,0.9516129032258065,TRUE,0.16407885743229314
P27338,MAOB,0.551027489584353,-0.182824012056194,1,0,Sig Aging only,Reversal,1,TRUE,0.26035917581662976
P27348,YWHAQ,0.256777031477942,0.0295101635701727,0,0,NS,Non-restored (+/+),1,TRUE,0.2024356169853977
P27361,MAPK3,-0.138634068633458,-0.155556091897026,0,0,NS,Non-restored (-/-),0.8225806451612904,TRUE,0.2080238574694642
P27635,RPL10,-0.525215497052137,0.353655277940067,0,0,NS,Rejuvenation,1,TRUE,0.12131139431599461
P27694,RPA1,0.229727115248036,-0.111690736118046,0,0,NS,Reversal,0.8387096774193549,TRUE,0.08346432410952219
P27695,APEX1,0.216807848868125,0.0755034193351278,0,0,NS,Non-restored (+/+),0.9516129032258065,TRUE,0.2066952799637597
P27797,CALR,0.14965968014922,-0.0506344917003645,0,0,NS,Reversal,1,TRUE,0.07002138226046149
P27816,MAP4,-0.23642864389161,0.0348449901170156,0,0,NS,Rejuvenation,1,TRUE,0.14254116856037688
P27824,CANX,0.081655745387291,0.0439846542238378,0,0,NS,Non-restored (+/+),1,TRUE,0.08884117855601684
P28066,PSMA5,-0.0147749869931886,0.0313013137314719,0,0,NS,Rejuvenation,1,TRUE,0.01168587770474468
P28070,PSMB4,-0.037566182774377,0.0442620906310545,0,0,NS,Rejuvenation,1,TRUE,0.004734721851656942
P28072,PSMB6,-0.00136866497431498,-0.0623026871875538,0,0,NS,Non-restored (-/-),1,TRUE,0.045022444880974156
P28074,PSMB5,0.0762445776954124,-0.103869033039359,0,0,NS,Reversal,1,TRUE,0.0195334397002896
P28161,GSTM2,-0.0970515749346674,0.0663945651905742,0,0,NS,Rejuvenation,1,TRUE,0.021677779480950368
P28289,TMOD1,-0.515832504602248,0.10850239819964,0,0,NS,Rejuvenation,0.8548387096774194,TRUE,0.28802588041872207
P28331,NDUFS1,0.00359477380087014,0.00907874685172061,0,0,NS,Non-restored (+/+),1,TRUE,0.008961532394954678
P28482,MAPK1,-0.160568550939939,0.20264338834273601,0,0,NS,Rejuvenation,1,TRUE,0.029751402844839157
P28749,RBL1,-0.45874540952726,0.0306915013760154,0,0,NS,Rejuvenation,0.5806451612903226,FALSE,0.3026798211671486
P28838,LAP3,0.0942481465550102,0.0696228744262619,0,0,NS,Non-restored (+/+),1,TRUE,0.1158743101758205
P28907,CD38,-0.163652694421952,-0.0613423059096263,0,0,NS,Non-restored (-/-),0.967741935483871,TRUE,0.15909549046752852
P29144,TPP2,0.15264671780275,0.0111278917225768,0,0,NS,Non-restored (+/+),1,TRUE,0.11580613698153751
P29218,IMPA1,-0.0798514761746105,-0.069057141495179,0,0,NS,Non-restored (-/-),1,TRUE,0.1052942933314231
P29317,EPHA2,0.140825966621279,-0.0360858748781467,0,0,NS,Reversal,0.967741935483871,TRUE,0.07406242913366996
P29401,TKT,0.195041576649398,0.141122345824101,0,0,NS,Non-restored (+/+),0.8225806451612904,TRUE,0.23770378917128
P29692,EEF1D,-0.107832729039334,0.0408536622691855,0,0,NS,Rejuvenation,1,TRUE,0.04736135231071855
P29966,MARCKS,0.322168280746912,0.134985555513129,0,0,NS,Non-restored (+/+),0.9354838709677419,TRUE,0.3232565776649196
P29992,GNA11,-0.262436534029121,-0.210767355706423,0,0,NS,Non-restored (-/-),0.6290322580645161,FALSE,0.3346056793158544
P30038,ALDH4A1,0.422819295993428,-0.0532143833254644,1,0,Sig Aging only,Reversal,1,TRUE,0.2613501401073787
P30040,ERP29,0.0841357421646265,0.0957922030666154,0,0,NS,Non-restored (+/+),1,TRUE,0.12722827019797286
P30041,PRDX6,0.362590747409477,-0.177594964151556,0,0,NS,Reversal,1,TRUE,0.1308117728325927
P30043,BLVRB,0.162658670344673,-0.0427362054298506,0,0,NS,Reversal,1,TRUE,0.08479798815787673
P30044,PRDX5,0.0523949553719021,0.0815575401809916,0,0,NS,Non-restored (+/+),1,TRUE,0.09471871796231196
P30046,DDT,-0.403551672115203,0.0677047104280177,0,0,NS,Rejuvenation,0.967741935483871,TRUE,0.23747966404990734
P30048,PRDX3,0.0644562244597147,0.135914198771765,0,0,NS,Non-restored (+/+),1,TRUE,0.1416832850161978
P30049,ATP5F1D,0.180879172820344,-0.0553225129085071,0,0,NS,Reversal,1,TRUE,0.08878196564679301
P30050,RPL12,-0.294831769898526,0.321457162267617,0,0,NS,Rejuvenation,1,TRUE,0.018826995495936805
P30084,ECHS1,0.458526861123353,0.00943661608175006,1,0,Sig Aging only,Non-restored (+/+),1,TRUE,0.3309001480793647
P30085,CMPK1,-0.281108251288188,-0.0679556399098722,0,0,NS,Non-restored (-/-),0.9838709677419355,TRUE,0.24682544453351157
P30086,PEBP1,0.177052485021598,-0.180650172287091,0,0,NS,Reversal,1,TRUE,0.002543949062018571
P30101,PDIA3,-0.117209904908211,0.134510732975361,0,0,NS,Rejuvenation,1,TRUE,0.012233532846424323
P30153,PPP2R1A,0.140334120567253,0.00802245403529867,0,0,NS,Non-restored (+/+),1,TRUE,0.1049039399350722
P30405,PPIF,0.390366722746563,0.0270756037868196,0,0,NS,Non-restored (+/+),1,TRUE,0.2951762998460439
P30419,NMT1,-0.0612952483435265,-0.129569641379199,0,0,NS,Non-restored (-/-),0.532258064516129,FALSE,0.13496185781336179
P30520,ADSS2,-0.202283556242968,0.105777506593192,0,0,NS,Rejuvenation,0.9354838709677419,TRUE,0.06824008213288225
P30533,LRPAP1,0.624268567797376,-0.00311740285939877,1,0,Sig Aging only,Reversal,0.7258064516129032,TRUE,0.43922020086956737
P30536,TSPO,0.0998051982503441,0.00629369153552872,0,0,NS,Non-restored (+/+),0.967741935483871,TRUE,0.07502324444395479
P30566,ADSL,-0.292348101825542,-0.10629844680081,0,0,NS,Non-restored (-/-),1,TRUE,0.28188567783030627
P30622,CLIP1,-0.126383996062277,-0.119621686130365,0,0,NS,Non-restored (-/-),1,TRUE,0.17395228608883984
P30626,SRI,0.216062665774455,0.09191915822597,0,0,NS,Non-restored (+/+),0.9516129032258065,TRUE,0.21777603623290226
P30740,SERPINB1,0.183915446634856,0.0596501460682823,0,0,NS,Non-restored (+/+),1,TRUE,0.1722268822641098
P30837,ALDH1B1,-0.493369035232419,0.406396119049365,0,0,NS,Rejuvenation,0.967741935483871,TRUE,0.06149913881260668
P31040,SDHA,0.250994821006483,-0.0164903149755595,0,0,NS,Reversal,1,TRUE,0.16581972643326764
P31150,GDI1,0.18161625237126,-0.134576253901255,0,0,NS,Reversal,1,TRUE,0.033262301905145356
P31153,MAT2A,-0.0278185846876262,-0.09966533609904,0,0,NS,Non-restored (-/-),1,TRUE,0.09014474488050034
P31415,CASQ1,-0.270312338758998,0.243153559326128,0,0,NS,Rejuvenation,1,TRUE,0.01920415710573212
P31689,DNAJA1,0.292880167346087,0.074888356221134,0,0,NS,Non-restored (+/+),0.4032258064516129,FALSE,0.2600516169213466
P31751,AKT2,-0.26543524455554,0.257128196440714,0,0,NS,Rejuvenation,0.6290322580645161,FALSE,0.005873970053636405
P31930,UQCRC1,0.107107345269771,0.0669945764688968,0,0,NS,Non-restored (+/+),1,TRUE,0.12310864947902157
P31937,HIBADH,0.191568437995244,0.012577687157421,0,0,NS,Non-restored (+/+),1,TRUE,0.14435310944840704
P31939,ATIC,-0.265297736687838,0.0799489577967236,0,0,NS,Rejuvenation,1,TRUE,0.131061378438553
P31942,HNRNPH3,0.0329109109679884,-0.127495578035422,0,0,NS,Reversal,0.9193548387096774,TRUE,0.06688145947965421
P31943,HNRNPH1,0.015982579756944,0.181092355295181,0,0,NS,Non-restored (+/+),1,TRUE,0.13935302297725602
P31946,YWHAB,0.0710250744684302,0.0380475792902004,0,0,NS,Non-restored (+/+),1,TRUE,0.07712601311474007
P31948,STIP1,0.0637195195534161,-0.00340134908908141,0,0,NS,Reversal,1,TRUE,0.04265138736409719
P31949,S100A11,0.242951259751202,0.19300958027295,0,0,NS,Non-restored (+/+),0.9838709677419355,TRUE,0.3082708663128615
P32119,PRDX2,0.110930368098046,0.0580799879181733,0,0,NS,Non-restored (+/+),1,TRUE,0.11950836882982127
P32456,GBP2,-0.0205418377891853,-0.053033363210762,0,0,NS,Non-restored (-/-),0.5645161290322581,FALSE,0.05202552355422598
P33121,ACSL1,0.20727305894383,-0.0545567533906315,0,0,NS,Reversal,1,TRUE,0.10798673525442344
P33176,KIF5B,0.141561340062136,0.213242354423265,0,0,NS,Non-restored (+/+),1,TRUE,0.2508840983606671
P33992,MCM5,0.418514452341377,0.0528117924611493,0,0,NS,Non-restored (+/+),0.8709677419354839,TRUE,0.3332779838510571
P34896,SHMT1,0.244779195624872,-0.245898684652335,0,0,NS,Reversal,0.967741935483871,TRUE,7.915982827830242e-4
P34897,SHMT2,0.0158418558159852,0.295434703910072,0,0,NS,Non-restored (+/+),0.7741935483870968,TRUE,0.22010576620671438
P34932,HSPA4,0.0293379318781817,0.027707371057037,0,0,NS,Non-restored (+/+),1,TRUE,0.040337120540334004
P34949,MPI,-0.103092960395688,-0.0903805325069271,0,0,NS,Non-restored (-/-),1,TRUE,0.1368064188112865
P35052,GPC1,0.0160617277900847,-0.283670587812566,0,0,NS,Reversal,0.9193548387096774,TRUE,0.1892280396274981
P35080,PFN2,-0.0646499878407845,0.0214574313112088,0,0,NS,Rejuvenation,1,TRUE,0.03054174961884627
P35221,CTNNA1,-0.188521675661629,0.0187584409059713,0,0,NS,Rejuvenation,0.6612903225806451,FALSE,0.12004073449188933
P35237,SERPINB6,-0.20941603671243,0.0989239240975692,0,0,NS,Rejuvenation,1,TRUE,0.07812972209759574
P35241,RDX,0.268239939284967,-0.101282913052476,0,0,NS,Reversal,1,TRUE,0.11805644541573466
P35244,RPA3,-0.354021616321283,0.0148456796220344,0,0,NS,Rejuvenation,0.8064516129032258,TRUE,0.23983360485533783
P35268,RPL22,-0.569992768536085,0.384118638600516,-1,0,Sig Aging only,Rejuvenation,1,TRUE,0.13143285772459032
P35270,SPR,0.24300499726418,-0.105126775849595,0,0,NS,Reversal,0.9516129032258065,TRUE,0.0974946253401933
P35443,THBS4,-0.218374116345004,0.476768972242901,0,0,NS,Rejuvenation,0.6612903225806451,FALSE,0.18271275482912372
P35555,FBN1,0.584295066889666,-0.380896433620137,0,0,NS,Reversal,0.9516129032258065,TRUE,0.1438245528689597
P35573,AGL,-0.194956494473313,0.03973895357759,0,0,NS,Rejuvenation,1,TRUE,0.109755375726466
P35579,MYH9,-0.102805561497885,0.329390568192792,0,0,NS,Rejuvenation,1,TRUE,0.160219794749168
P35606,COPB2,-0.183573739594861,0.146020670915597,0,0,NS,Rejuvenation,0.5806451612903226,FALSE,0.026554029517471718
P35609,ACTN2,-1.93506299796195,0.493257794093587,-1,0,Sig Aging only,Rejuvenation,1,TRUE,1.0195102368053721
P35611,ADD1,0.516692113189137,0.0703451598247433,0,0,NS,Non-restored (+/+),0.6774193548387096,FALSE,0.4150980365573734
P35613,BSG,0.0187104869849577,0.131877959643706,0,0,NS,Non-restored (+/+),1,TRUE,0.10648211177947658
P35637,FUS,-0.0700301739152458,0.00914363132776685,0,0,NS,Rejuvenation,0.9838709677419355,TRUE,0.04305328714660988
P35659,DEK,-0.206758278805427,-0.00749513392794654,0,0,NS,Non-restored (-/-),0.5806451612903226,FALSE,0.1515000410361286
P35749,MYH11,0.0324877999920865,0.454280348342873,0,0,NS,Non-restored (+/+),0.7580645161290323,TRUE,0.3441970585532691
P35754,GLRX,-0.249326832256667,-0.172604342527194,0,0,NS,Non-restored (-/-),0.9838709677419355,TRUE,0.29835039488367454
P35813,PPM1A,0.207242867931207,0.0237109175786152,0,0,NS,Non-restored (+/+),0.9838709677419355,TRUE,0.16330898787469866
P35908,KRT2,-0.512749690895262,0.119200198041202,0,0,NS,Rejuvenation,1,TRUE,0.27828151512963256
P35914,HMGCL,0.663880877753272,0.0062106264788504,1,0,Sig Aging only,Non-restored (+/+),0.9516129032258065,TRUE,0.4738262466580278
P35998,PSMC2,-0.217156160645914,0.0516259198300872,0,0,NS,Rejuvenation,1,TRUE,0.11704755577231335
P36405,ARL3,0.259515349029272,0.0881983072265555,0,0,NS,Non-restored (+/+),0.5967741935483871,FALSE,0.2458706842496638
P36507,MAP2K2,0.133429233073468,-0.0893594683558661,0,0,NS,Reversal,0.9354838709677419,TRUE,0.03116202947711195
P36542,ATP5F1C,0.211122152289576,0.0327252963736768,0,0,NS,Non-restored (+/+),1,TRUE,0.17242618452482458
P36543,ATP6V1E1,-0.356555492640723,-0.0216470648119582,0,0,NS,Non-restored (-/-),0.8548387096774194,TRUE,0.26742959303688574
P36578,RPL4,-0.258000283146636,0.189255015671982,0,0,NS,Rejuvenation,0.967741935483871,TRUE,0.04861024480581083
P36776,LONP1,0.470576789990034,-0.00393553570576799,1,0,Sig Aging only,Reversal,1,TRUE,0.32996519528580054
P36871,PGM1,0.0551994722383569,-0.0527505020997765,0,0,NS,Reversal,1,TRUE,0.0017316833919135638
P36873,PPP1CC,-0.109683127291733,-0.22265479711521,0,0,NS,Non-restored (-/-),0.4838709677419355,FALSE,0.23499839999361158
P36955,SERPINF1,-0.0761464168328274,0.0179847574576151,0,0,NS,Rejuvenation,0.967741935483871,TRUE,0.04112650374927475
P36957,DLST,0.0818662483620152,0.0115102831530578,0,0,NS,Non-restored (+/+),1,TRUE,0.06602717863798747
P36959,GMPR,0.0695304129683727,-0.018114492349298,0,0,NS,Reversal,1,TRUE,0.03635654613069695
P36969,GPX4,-0.00612773831784708,-0.0544851770217818,0,0,NS,Non-restored (-/-),1,TRUE,0.04285980346413769
P37108,SRP14,0.0423325851161707,-0.0801116541340612,0,0,NS,Reversal,0.9354838709677419,TRUE,0.026713835889464972
P37802,TAGLN2,0.22796770738363,0.232148280411366,0,0,NS,Non-restored (+/+),1,TRUE,0.3253511351021884
P37837,TALDO1,0.230037492144454,-0.153874294743794,0,0,NS,Reversal,1,TRUE,0.053855513358856306
P37840,SNCA,0.0350830241546944,0.152182961981886,0,0,NS,Non-restored (+/+),0.45161290322580644,FALSE,0.132417048682762
P38117,ETFB,0.551416852441392,-0.0436150855502113,1,0,Sig Aging only,Reversal,1,TRUE,0.35907007286726433
P38606,ATP6V1A,0.0890424717038876,0.134356340909985,0,0,NS,Non-restored (+/+),0.9838709677419355,TRUE,0.15796681530829212
P38646,HSPA9,0.0382883563741743,0.151910285424702,0,0,NS,Non-restored (+/+),1,TRUE,0.13449074938845654
P39019,RPS19,-0.358747470860742,0.220403894323553,0,0,NS,Rejuvenation,1,TRUE,0.09782368110304647
P39023,RPL3,-0.371689070139098,-0.181380391052322,0,0,NS,Non-restored (-/-),0.7580645161290323,TRUE,0.3910791664756431
P39059,COL15A1,-0.608654861380842,0.314036249620035,0,0,NS,Rejuvenation,0.7903225806451613,TRUE,0.20832681823983334
P39060,COL18A1,0.182408865776985,-0.0632241132045994,0,0,NS,Reversal,0.6290322580645161,FALSE,0.08427634675797467
P39656,DDOST,-0.328951679422367,-0.158650384634488,0,0,NS,Non-restored (-/-),0.9516129032258065,TRUE,0.3447867260151595
P39687,ANP32A,-0.129604836337357,0.0486552503489932,0,0,NS,Rejuvenation,0.9838709677419355,TRUE,0.05724000118661557
P40121,CAPG,-0.250640766750934,0.445548735033849,0,0,NS,Rejuvenation,0.43548387096774194,FALSE,0.13782074608014172
P40123,CAP2,0.107072417080101,0.0484027821203163,0,0,NS,Non-restored (+/+),1,TRUE,0.10993756766094435
P40227,CCT6A,0.0863612386374051,0.165787457747516,0,0,NS,Non-restored (+/+),1,TRUE,0.1782960530811256
P40429,RPL13A,-0.321314368665071,0.193398573790422,0,0,NS,Rejuvenation,0.9838709677419355,TRUE,0.09045012597673173
P40763,STAT3,0.0921260754468065,0.0312817306143138,0,0,NS,Non-restored (+/+),0.9354838709677419,TRUE,0.08726249651717248
P40925,MDH1,0.219844548051466,-0.126950633437012,0,0,NS,Reversal,1,TRUE,0.06568591695484456
