gene,log2_fold_change,neg_log10_pvalue,pi_score,adjusted_pvalue,direction
FAM185A,-0.8722,1.773,0.028414,0.107332,Down
ANXA1,0.5916,2.5922,0.029272,0.037785,Up
COL6A1,-0.7609,2.01,0.029557,0.077341,Down
GBE1,0.4435,3.4281,0.030169,0.013366,Up
TMEM143,-0.5107,2.955,0.030975,0.024195,Down
WBP2,-0.3821,3.9318,0.031453,0.008321,Down
HSPB7,0.4731,3.1292,0.033092,0.019029,Up
MICU2,-0.549,2.6543,0.0349,0.035749,Down
TPM3,-0.7694,1.8913,0.035057,0.091771,Down
RAB6A,0.4373,3.3188,0.035369,0.016357,Up
COPS7B,0.828,1.7312,0.036862,0.113047,Up
TNNT1,-0.7547,1.8865,0.037687,0.091771,Down
UTP15,-0.7248,1.9622,0.037834,0.081746,Down
MT-CO3,-0.5282,2.6859,0.038123,0.03429,Down
ACP1,-0.3593,3.926,0.038833,0.008321,Down
MT-ND4,-0.5174,2.7195,0.039173,0.03304,Down
TOR1AIP1,-0.6152,2.2807,0.03953,0.05508,Down
CALU,0.3928,3.5587,0.040021,0.011687,Up
FARSA,0.4426,3.1368,0.04089,0.019029,Up
PEBP4,-0.6064,2.2882,0.040966,0.05494,Down
GSN,0.5256,2.5949,0.043257,0.037785,Up
FLNC,0.5282,2.5713,0.043848,0.038383,Up
UBE2I,-0.4831,2.805,0.044145,0.029558,Down
TNNI1,-0.7107,1.9035,0.044369,0.090656,Down
RBM3,-0.6171,2.1586,0.046543,0.065175,Down
SORBS1,-0.8063,1.644,0.047259,0.128571,Down
CAPN2,0.3463,3.8086,0.04797,0.009381,Up
FTH1,-0.6421,1.9947,0.052377,0.078538,NS
TMX2,-0.4961,2.5774,0.052652,0.038383,NS
TARS1,0.4294,2.9544,0.053891,0.024195,NS
F13A1,0.6835,1.8527,0.054146,0.096726,NS
PREX1,-0.5831,2.1717,0.05416,0.064686,NS
LGALS3,0.4614,2.7423,0.054276,0.03269,NS
PVALB,-0.8989,1.394,0.055836,0.186819,NS
CCT5,0.2696,4.6137,0.057014,0.002857,NS
G3BP2,-0.6085,2.0373,0.057587,0.075158,NS
FLNA,0.4786,2.5787,0.058339,0.038383,NS
AP1M1,0.4531,2.7101,0.059172,0.033489,NS
PRKAG1,0.3209,3.8121,0.059794,0.009381,NS
NDUFB10,-0.4267,2.843,0.061236,0.028347,NS
TPM4,0.4592,2.6325,0.06181,0.035847,NS
MYH7,-0.6942,1.7375,0.062203,0.112656,NS
ISOC1,-0.4912,2.4194,0.064784,0.046401,NS
NDUFS3,-0.3821,3.1094,0.064839,0.019322,NS
ACOT1,-0.5732,2.0653,0.065496,0.07235,NS
TGFBI,-0.722,1.6377,0.065688,0.129416,NS
ACTN1,-0.9384,1.2572,0.06611,0.225605,NS
VDAC3,-0.391,3.0075,0.066683,0.022946,NS
MT-ND1,-0.4364,2.6876,0.067143,0.03429,NS
NIBAN1,-0.4421,2.6445,0.067745,0.03575,NS
LSM8,-0.4993,2.3181,0.0696,0.053459,NS
LMNB2,-0.549,2.0979,0.070517,0.069688,NS
NDUFA8,-0.4061,2.8311,0.07084,0.028789,NS
YBX1,0.3635,3.1435,0.072018,0.019029,NS
NDUFB9,-0.4101,2.7812,0.072335,0.030944,NS
HSPG2,-0.5085,2.2393,0.072674,0.058261,NS
WARS2,-1.1181,1.0179,0.072747,0.311244,NS
LAMB2,-0.7045,1.608,0.07366,0.136737,NS
NDUFS6,-0.4116,2.735,0.074861,0.032766000000000003,NS
MARCKS,0.4242,2.6502,0.075131,0.035749,NS
HMOX1,-0.7218,1.5547,0.075476,0.145094,NS
SYPL1,-0.3808,2.9121,0.077823,0.0264,NS
REEP5,0.3514,3.1523,0.078012,0.019029,NS
CAV2,-0.9482,1.1657,0.078459,0.255335,NS
ANKRD2,0.5392,2.0475,0.07871,0.073731,NS
MT-ND3,-0.4694,2.3464,0.079188,0.051729,NS
CSRP3,0.4966,2.1994,0.080862,0.062386,NS
ACTN2,-0.884,1.2316,0.081537,0.232607,NS
MAPT,0.3397,3.1728,0.083587,0.018847,NS
HRC,0.3021,3.5258,0.086087,0.011687,NS
DARS1,0.3409,3.1183,0.086486,0.019157,NS
JPH2,-0.3361,3.1582,0.086797,0.019029,NS
LRRC20,-0.3268,3.2419,0.087207,0.017556,NS
BST2,-0.372,2.8191,0.089364,0.028871,NS
CAMK2D,0.4289,2.4442,0.089478,0.044955,NS
UBE3C,0.6526,1.6047,0.089707,0.136737,NS
ACTN4,-0.7896,1.3169,0.091231,0.209974,NS
CCT8,0.2384,4.3553,0.091595,0.004662,NS
PPP1R12B,0.5839,1.7766,0.091771,0.107103,NS
SLC16A3,-0.5231,1.9827,0.091792,0.079385,NS
ACSS2,-0.3392,3.0405,0.093065,0.021874,NS
EHBP1L1,0.3424,2.9828,0.095189,0.023639,NS
RPL3,0.5653,1.7999,0.096044,0.104358,NS
BOLA2,0.3927,2.5664,0.098213,0.038467,NS
KYAT1,-0.4515,2.2271,0.098743,0.059361,NS
ACTN3,-0.9403,1.0672,0.099189,0.294806,NS
TUBB,0.2912,3.4395,0.099614,0.013242,NS
NDUFS5,-0.4252,2.3511,0.100069,0.051448,NS
VDAC1,-0.3063,3.2523,0.100879,0.017556,NS
ABCE1,0.3922,2.5384,0.101009,0.039714,NS
COMMD6,0.6657,1.4944,0.101207,0.159655,NS
TUBB2A,0.3039,3.2597,0.102159,0.017556,NS
NDUFS1,-0.3603,2.7339,0.103481,0.032766000000000003,NS
NEK9,0.4928,1.9961,0.103833,0.078538,NS
TRMT112,-0.67490000000000006,1.4545,0.104305,0.168999,NS
NDUFV1,-0.3706,2.6306,0.105972,0.035847,NS
HLA-B,-0.6129,1.5897,0.106075,0.140078,NS
DHRS11,-0.5953,1.6339,0.106501,0.130201,NS
MRRF,-0.466,2.0829,0.106973,0.070397,NS
ME2,0.3829,2.5214,0.108274,0.040472,NS
LMNA,-0.4526,2.1283,0.108828,0.067325,NS
DCTN2,0.2372,4.0341,0.11044,0.007235,NS
NDUFB4,-0.4127,2.3103,0.111337,0.05415,NS
PPP1R14B,0.401,2.375,0.111584,0.049947,NS
NACA,0.2676,3.536,0.1132,0.011687,NS
MOB4,0.4073,2.3204,0.113484,0.053459,NS
NDUFC2,-0.4551,2.0763,0.113519,0.071179,NS
NDUFA9,-0.3739,2.5191,0.114312,0.040472,NS
DCTN1,0.2897,3.2331,0.115738,0.017643,NS
NDUFB5,-0.3754,2.4933,0.115887,0.042151,NS
EEF1D,0.2548,3.6378,0.118283,0.01081,NS
EEF1G,0.2467,3.7075,0.121669,0.010106,NS
CLTB,0.2968,3.0741,0.122366,0.020717,NS
DDX1,0.2863,3.1868,0.12238,0.018827,NS
H2BC4,-0.6085,1.4984,0.122536,0.159315,NS
NDUFA12,-0.4008,2.2747,0.122562,0.055299,NS
NME2,0.2909,3.1264,0.123168,0.019029,NS
NDUFA5,-0.3563,2.5501,0.123443,0.038918,NS
LAMTOR1,0.3945,2.2966,0.124177,0.05494,NS
TUBA1B,0.3018,2.9726,0.126709,0.023688,NS
NDUFB3,-0.3864,2.3191,0.127004,0.053459,NS
PPP1CC,-0.6759,1.3171,0.128769,0.209974,NS
PADI2,0.3116,2.8517,0.129256,0.028045,NS
KPNB1,0.2484,3.5461,0.131609,0.011687,NS
COX6C,-0.3935,2.2078,0.135291,0.061482,NS
NDUFS8,-0.3796,2.2816,0.136092,0.05508,NS
GLUD1,0.3171,2.7215,0.137106,0.03304,NS
AKR1C1,0.4018,2.1347,0.138759,0.067325,NS
ANXA3,-0.486,1.7624,0.139159,0.109054,NS
EPM2A,-0.4296,1.983,0.14064,0.079385,NS
FLNB,0.433,1.9664,0.140798,0.081442,NS
SAMHD1,0.6316,1.3432,0.141802,0.203124,NS
MYBPC1,-0.5831,1.4455,0.143571,0.171005,NS
CILP,-0.7967,1.0538,0.144696,0.300155,NS
CAPRIN1,-0.5661,1.4805,0.145163,0.163006,NS
DDAH2,0.3443,2.4231,0.146491,0.046372,NS
MYOM1,-0.3936,2.1145,0.147148,0.068343,NS
CAP2,-0.3289,2.5295,0.147269,0.040274,NS
ARHGAP1,0.3683,2.2479,0.148629,0.057686,NS
RPL38,-0.339,2.4392,0.149006,0.045209,NS
USP5,0.2534,3.2566,0.149502,0.017556,NS
TXNDC5,0.3095,2.6653,0.149659,0.035404,NS
NDUFS2,-0.375,2.1795,0.152268,0.064407,NS
KLHL41,0.4977,1.642,0.152301,0.128825,NS
SELENOW,-0.482,1.6705,0.156596,0.124636,NS
TOMM70,0.3245,2.4806,0.156665,0.042342,NS
MT-CO2,-0.3491,2.2909,0.158611,0.05494,NS
PTGR2,-0.3334,2.3735,0.161687,0.049947,NS
SNAP29,0.4766,1.6567,0.162349,0.126711,NS
CAV1,-0.3058,2.5745,0.16319,0.038383,NS
AAMDC,-0.3502,2.2373,0.164649,0.058261,NS
ARIH2,-0.4456,1.7546,0.165271,0.109362,NS
TMPO,-0.6145,1.2713,0.165465,0.222136,NS
ACTR2,0.2713,2.8795,0.165518,0.02761,NS
MYOZ2,-0.7119,1.096,0.165868,0.284018,NS
SYPL2,-0.3391,2.2922,0.166985,0.05494,NS
UQCR11,-0.4138,1.8643,0.169275,0.095585,NS
MRPS15,0.5144,1.4992,0.169351,0.159315,NS
CPA3,-0.5351,1.4401,0.169558,0.172352,NS
HYOU1,0.3268,2.323,0.174144,0.053459,NS
COX7A1,-0.3673,2.0634,0.174643,0.07235,NS
GGCT,-0.2806,2.6973,0.175021,0.034124,NS
MAPK12,-0.3478,2.1745,0.175301,0.064584,NS
BLMH,-0.3759,2.0108,0.175489,0.077341,NS
HMGB1,-0.2727,2.7648,0.176239,0.031855,NS
MYH1,-0.6399,1.178,0.1763,0.250443,NS
NDUFAB1,-0.3537,2.1272,0.17683,0.067325,NS
AHCYL1,0.2973,2.5221,0.177885,0.040472,NS
IGHG2,0.444,1.6858,0.178428,0.121671,NS
COX6B1,-0.3442,2.1743,0.178495,0.064584,NS
RNF7,-0.2785,2.677,0.179665,0.034727,NS
DNAJA4,0.408,1.8168,0.181474,0.101677,NS
DYSF,0.2558,2.8728,0.184104,0.027763,NS
CCT7,0.2304,3.1688,0.186222,0.018847,NS
PLIN4,-0.3202,2.2696,0.187567,0.055671,NS
MYOM2,-0.3475,2.0859,0.188452,0.070241,NS
THRB,-0.6264,1.1526,0.18968,0.259545,NS
DPP3,0.2914,2.4763,0.189887,0.042514,NS
NES,0.6152,1.1684,0.191091,0.254897,NS
TOMM40,-0.3035,2.3396,0.194989,0.051971,NS
ABLIM2,-0.4954,1.4195,0.198054,0.178706,NS
NDUFS4,-0.3616,1.9368,0.199405,0.085166,NS
TMEM43,0.3457,2.0238,0.199722,0.076643,NS
SYNE2,-0.3558,1.9656,0.199862,0.081442,NS
NUDT16,-0.3634,1.9133,0.201682,0.08897,NS
EPRS1,0.1968,3.5302,0.202016,0.011687,NS
LRBA,-0.7489,0.9258,0.202648,0.351107,NS
NFU1,-0.4506,1.5382,0.202739,0.148159,NS
MT-ND2,-0.4443,1.5588,0.202968,0.144466,NS
SYNPO2L,-0.5209,1.3289,0.203132,0.206444,NS
PLIN3,0.2645,2.6021,0.205051,0.037459,NS
RTCB,0.24,2.8605,0.205769,0.028016,NS
COX5A,-0.3216,2.1323,0.20621,0.067325,NS
PRKAA2,0.2422,2.8254,0.206849,0.028789,NS
GABARAPL2,-0.3831,1.7845,0.207215,0.106222,NS
NDUFA7,-0.3635,1.8744,0.208268,0.094049,NS
CLIC1,0.3129,2.1604,0.210848,0.065175,NS
CLTC,0.277,2.4318,0.211973,0.045715,NS
CRYAB,0.3522,1.8984,0.214474,0.091117,NS
HSPB2,0.3242,2.0606,0.214738,0.07235,NS
RPS6,0.2924,2.277,0.215924,0.055272,NS
IGHG1,0.3953,1.6797,0.216764,0.122374,NS
NDUFB8,-0.3101,2.1379,0.217272,0.067325,NS
EIF2S3,0.3087,2.1229,0.221149,0.067473,NS
EIF4H,-0.2626,2.4866,0.222282,0.042342,NS
CCT2,0.2454,2.6478,0.224008,0.035749,NS
APMAP,0.3374,1.9236,0.224374,0.08717,NS
TMEM11,-0.2649,2.4473,0.224697,0.044955,NS
DNAJA1,0.4376,1.4792,0.225248,0.163006,NS
AP2M1,0.3026,2.126,0.22736,0.067325,NS
SLC25A3,0.2666,2.398,0.229463,0.048019,NS
LANCL2,-0.2993,2.1257,0.23106,0.067325,NS
ECI1,-0.2412,2.6367,0.231187,0.035847,NS
PSME4,0.4193,1.5118,0.232318,0.15593,NS
CCT4,0.2307,2.7471,0.232475,0.032611,NS
MYLK2,-0.4182,1.5026,0.235308,0.158916,NS
PDIA3,0.2309,2.7199,0.235446,0.03304,NS
KCTD12,-0.642,0.9765,0.236095,0.32703,NS
PHYKPL,0.3984,1.5684,0.2372,0.143074,NS
BIN1,0.2072,3.0004,0.239021,0.022946,NS
BGN,-0.392,1.576,0.241145,0.142347,NS
DHCR24,-0.5771,1.0632,0.24348,0.29655,NS
COX5B,-0.3133,1.9549,0.244087,0.08258,NS
ACTA1,-0.4891,1.2521,0.244112,0.226542,NS
MRPL47,-0.3337,1.8339,0.244341,0.100249,NS
CZIB,-0.2752,2.2227,0.244522,0.059685,NS
ACACA,0.3291,1.8286,0.250149,0.101049,NS
KPNA1,0.2734,2.1858,0.252617,0.063776,NS
NQO2,-0.5637,1.0515,0.255453,0.300785,NS
APOBEC2,-0.3952,1.4965,0.256165,0.159575,NS
MT-CO1,-0.4355,1.3562,0.256639,0.198824,NS
HUWE1,0.3359,1.7577,0.256791,0.109054,NS
BCAP31,0.2138,2.761,0.256862,0.031858,NS
NIF3L1,-0.2601,2.2629,0.257925,0.056267,NS
TCP1,0.2221,2.6379,0.259492,0.035847,NS
SLMAP,0.2901,2.0154,0.260229,0.077341,NS
GPT,-0.3231,1.8086,0.260439,0.102915,NS
NDUFA2,-0.3016,1.9306,0.261614,0.086072,NS
GPX3,-0.3377,1.7202,0.262459,0.115318,NS
MYOZ1,-0.6821,0.8502,0.263077,0.384982,NS
ECHDC2,-0.329,1.7592,0.263732,0.109054,NS
SLC16A1,0.3706,1.5553,0.265232,0.145094,NS
TES,-0.596,0.9662,0.265549,0.331323,NS
SLC2A4,0.6314,0.91,0.26632,0.359812,NS
TMLHE,-0.4301,1.3348,0.266656,0.205416,NS
NIPSNAP3A,0.4814,1.1913,0.266987,0.245541,NS
ARPC1B,0.3674,1.5588,0.267442,0.144466,NS
ANXA2,0.2737,2.0856,0.268688,0.070241,NS
TBCB,0.2631,2.1635,0.269657,0.065175,NS
NDUFA10,-0.3098,1.8183,0.273344,0.101677,NS
CNIH4,0.3327,1.6403,0.284651,0.128986,NS
MTDH,0.2866,1.8906,0.287164,0.091771,NS
DNAJA2,0.2232,2.4178,0.288704,0.046401,NS
YWHAH,0.2169,2.4829,0.289353,0.042342,NS
GLIPR2,0.4489,1.1958,0.290516,0.244213,NS
NDUFB11,-0.304,1.7607,0.291595,0.109054,NS
RIDA,-0.2081,2.5705,0.291718,0.038383,NS
GART,0.2227,2.4014,0.291946,0.047918,NS
NDUFV3,-0.3694,1.4474,0.292022,0.170653,NS
CHDH,-0.4576,1.1661,0.292647,0.255335,NS
PFDN5,-0.2473,2.1546,0.293199,0.065495,NS
A2M,0.4083,1.3047,0.293256,0.212072,NS
SNRPA,-0.3142,1.6956,0.29328,0.119969,NS
SEC23IP,0.2493,2.129,0.294552,0.067325,NS
UNC45B,0.2513,2.1091,0.295051,0.068433,NS
COX7C,-0.3346,1.5744,0.297321,0.142347,NS
GFM1,-0.3169,1.6579,0.298301,0.126711,NS
GANAB,0.2146,2.4461,0.298571,0.044955,NS
P3H4,-0.4216,1.2418,0.299529,0.229741,NS
PPP6R1,-0.3155,1.6562,0.300272,0.126711,NS
PRKDC,0.2583,2.0219,0.300373,0.076676,NS
TSPAN8,-0.3447,1.5152,0.300449,0.155095,NS
NAE1,-0.2761,1.8884,0.300988,0.091771,NS
COX4I1,-0.2811,1.8526,0.301517,0.096726,NS
MTX2,-0.2582,2.0103,0.3027,0.077341,NS
HSPA4,0.2082,2.4849,0.303779,0.042342,NS
TSN,-0.2734,1.8872,0.304819,0.091771,NS
MFN1,-0.4052,1.2702,0.30569,0.222136,NS
HSP90B1,0.2182,2.355,0.306358,0.051261,NS
DIABLO,-0.2809,1.824,0.307369,0.101541,NS
IGKC,0.393,1.2998,0.308391,0.213594,NS
COL6A3,-0.4771,1.0675,0.309497,0.294806,NS
CRKL,-0.2144,2.3692,0.310417,0.050164,NS
OBSCN,0.3245,1.5613,0.311376,0.144326,NS
SCARB2,0.2967,1.7024,0.312534,0.118814,NS
EFEMP1,-0.4961,1.0103,0.315352,0.312207,NS
HHATL,-0.3236,1.542,0.316919,0.147221,NS
ALDH1A1,-0.3009,1.6547,0.31779,0.126829,NS
TNS1,-0.3015,1.6493,0.31828,0.127709,NS
KIF5B,0.2392,2.0615,0.321357,0.07235,NS
SMPX,0.3023,1.6223,0.323292,0.132697,NS
UBE2V2,-0.1922,2.5501,0.32351799999999997,0.038918,NS
EHD2,-0.2126,2.2956,0.325087,0.05494,NS
MCU,-0.3145,1.5508,0.325348,0.14562,NS
ACSL3,0.2332,2.0896,0.325656,0.070199,NS
ACSF2,-0.288,1.6885,0.326384,0.121398,NS
IFITM1,-0.3348,1.4519,0.326523,0.169264,NS
SSBP1,0.2445,1.9873,0.326706,0.079198,NS
NHLRC2,0.2796,1.7301,0.328288,0.113047,NS
RAP1B,0.2279,2.1136,0.329873,0.068343,NS
CCT3,0.1884,2.5505,0.330689,0.038918,NS
DCN,-0.3644,1.3152,0.331729,0.209974,NS
NID2,-0.5006,0.952,0.333803,0.336701,NS
SARS1,0.2789,1.7079,0.333933,0.117952,NS
EEA1,0.2827,1.6835,0.334287,0.121671,NS
RPL31,-0.2865,1.6582,0.334953,0.126711,NS
IL18,0.49370000000000003,0.9519,0.338851,0.336701,NS
ACTB,-0.4213,1.1153,0.33894,0.276411,NS
CPNE1,-0.2763,1.688,0.341685,0.121398,NS
RNPEP,-0.2575,1.8097,0.341932,0.102915,NS
IGLC3,0.3731,1.249,0.341975,0.22733,NS
BLVRA,0.2326,2.0021,0.342257,0.077886,NS
HNRNPA2B1,-0.2718,1.7084,0.3433,0.117952,NS
IQGAP1,0.3252,1.4269,0.343524,0.176477,NS
OCIAD1,-0.2219,2.0894,0.343807,0.070199,NS
DBNL,0.464,0.9925,0.346275,0.319884,NS
HNRNPH1,-0.2368,1.9419,0.346812,0.084751,NS
COPS7A,0.2258,2.0331,0.347402,0.075596,NS
IDH3B,0.2651,1.7316,0.347514,0.113047,NS
PAK1,0.552,0.831,0.347762,0.393709,NS
COL6A2,-0.5117,0.8951,0.348308,0.363574,NS
TAPBP,-0.5066,0.9041,0.348336,0.362133,NS
RALA,-0.2399,1.9021,0.349724,0.090656,NS
CLEC3B,0.3855,1.1819,0.350282,0.249109,NS
LAMA2,-0.3881,1.1697,0.351626,0.254824,NS
APOL2,0.3458,1.3076,0.353012,0.211898,NS
MAP1LC3B2,-0.4443,1.0136,0.354579,0.311244,NS
LMOD2,-0.501,0.8917,0.357474,0.36396,NS
UBL5,-0.2502,1.7845,0.357756,0.106222,NS
PDLIM7,-0.4382,1.0142,0.359352,0.311244,NS
HSPB3,0.3072,1.4431,0.360341,0.171573,NS
EIF2B1,0.2813,1.5734,0.36089,0.142347,NS
RPS2,0.2626,1.6834,0.361347,0.121671,NS
FAM98A,0.3386,1.2983,0.363447,0.213867,NS
CPT1B,-0.2635,1.6522,0.366953,0.127192,NS
RRAD,0.4822,0.9015,0.367559,0.362975,NS
HAGH,-0.2136,2.0307,0.368259,0.075719,NS
TACO1,-0.316,1.3715,0.368636,0.193992,NS
SFXN4,-0.3812,1.133,0.369946,0.267751,NS
KLHL40,0.4043,1.0676,0.370108,0.294806,NS
PTER,0.6528,0.6607,0.370385,0.48784,NS
MRPL37,-0.3613,1.1928,0.37073,0.245091,NS
NDUFA1,-0.4563,0.9417,0.371777,0.342284,NS
LMCD1,0.2723,1.5728,0.373073,0.142347,NS
LAP3,0.1909,2.2399,0.373675,0.058261,NS
DENND5A,-0.327,1.307,0.373729,0.211898,NS
GYS1,0.2392,1.7863,0.373882,0.106222,NS
ECPAS,0.1817,2.3411,0.375536,0.051971,NS
ATIC,0.2013,2.1109,0.375939,0.068433,NS
RGS12,-0.3338,1.2651,0.378168,0.223779,NS
SYNJ2BP,-0.2417,1.739,0.379962,0.112656,NS
ATP1A1,0.1939,2.1613,0.380951,0.065175,NS
ERI3,-0.3138,1.3336,0.381562,0.205501,NS
NOMO2,-0.2663,1.5643,0.383209,0.143708,NS
TIMM8A,-0.4024,1.0282,0.385678,0.308997,NS
COA6,-0.2621,1.574,0.386804,0.142347,NS
NDUFB1,-0.2866,1.4387,0.386918,0.172522,NS
SYNPO,-0.3188,1.2935,0.38695,0.215447,NS
GPX1,-0.188,2.1884,0.387705,0.063688,NS
QDPR,-0.2289,1.7938,0.388447,0.105175,NS
CD99,0.3101,1.3154,0.390971,0.209974,NS
SEC23A,0.2187,1.8646,0.391099,0.095585,NS
EEF1A1,0.2556,1.5926,0.391672,0.139868,NS
ERAP1,0.3002,1.3489,0.39356,0.201307,NS
MAP4,0.2537,1.591,0.394856,0.140023,NS
BDH1,-0.3383,1.1896,0.395905,0.245837,NS
VDAC2,-0.2171,1.8522,0.396166,0.096726,NS
ARPC4,0.2601,1.5424,0.396961,0.147221,NS
ATAD3A,-0.3198,1.2545,0.396981,0.226167,NS
ADD1,0.4547,0.8795,0.398225,0.370378,NS
COQ10A,-0.2983,1.34,0.398351,0.204174,NS
STUB1,0.2194,1.8204,0.398652,0.101677,NS
ATPAF2,-0.346,1.1515,0.399593,0.259545,NS
EEF1B2,0.2231,1.7792,0.400868,0.106967,NS
SEPTIN7,0.2204,1.8002,0.401105,0.104358,NS
PGM5,-0.2776,1.4291,0.401151,0.175976,NS
TMEM63A,0.3081,1.286,0.401594,0.217433,NS
IGLC2,0.4102,0.9616,0.403229,0.333367,NS
MAN2C1,0.2893,1.361,0.403893,0.197456,NS
IGHA1,0.3668,1.0656,0.406552,0.295434,NS
NAPRT,-0.3915,0.9981,0.406707,0.316283,NS
STXBP3,-0.247,1.5804,0.407087,0.142017,NS
FBLN2,-0.5806,0.6709,0.407828,0.482205,NS
VAT1,0.2374,1.6288,0.4105,0.131392,NS
COQ9,-0.2176,1.7736,0.411205,0.107332,NS
RPS27,0.2196,1.7571,0.411276,0.109054,NS
ACTR1A,0.1922,2.0038,0.411924,0.077859,NS
CSE1L,0.191,2.0134,0.412476,0.077341,NS
GRB2,-0.2319,1.6579,0.412567,0.126711,NS
PSMD11,0.1615,2.3789,0.412774,0.04989,NS
FKBP2,-0.3309,1.1579,0.413824,0.258031,NS
CELF1,-0.2998,1.2707,0.416013,0.222136,NS
TCEA3,-0.3774,1.0084,0.416278,0.313074,NS
DHRS7,0.2223,1.7017,0.418491,0.118814,NS
TPM2,-0.436,0.8675,0.418592,0.374731,NS
