uniprot_id,module,kME,GS,GS_pheno,gene,functional_group
P62269,black,0.8228706944086867,-0.18241066557890212,Age,RPS18,Cytoplasmic translation
Q14444,black,0.8182942716965246,-0.4281032470948539,Age,CAPRIN1,Other
P18124,black,0.8126841337642497,-0.14714487433029266,Age,RPL7,Cytoplasmic translation
P40429,black,0.8110111637001195,-0.2752078874241365,Age,RPL13A,Cytoplasmic translation
P27635,black,0.8095843338146825,-0.37014948703285805,Age,RPL10,Cytoplasmic translation
P63244,black,0.8034437734839551,-0.12919475839225228,Age,RACK1,Cytoplasmic translation
P62424,black,0.7922867522106963,-0.37235561724826016,Age,RPL7A,Cytoplasmic translation
Q86TC9,black,0.7921753969590333,-0.2409953140015302,Age,MYPN,Other
P61247,black,0.7876692663530079,-0.407377889761868,Age,RPS3A,Cytoplasmic translation
P50914,black,0.7870788132461699,-0.30620199432491146,Age,RPL14,Cytoplasmic translation
Q02878,black,0.7787099466614192,-0.325266668620906,Age,RPL6,Cytoplasmic translation
P26373,black,0.7687149197261945,-0.25880240949807415,Age,RPL13,Cytoplasmic translation
P36578,black,0.7648942940466179,-0.17826873084676234,Age,RPL4,Cytoplasmic translation
P30050,black,0.7632019167469272,-0.14365639723032023,Age,RPL12,Cytoplasmic translation
Q9Y3I0,black,0.7595246145055388,-0.3786367907378195,Age,RTCB,Other
P47914,black,0.7544841086145365,-0.30252945911455764,Age,RPL29,Cytoplasmic translation
Q13061,black,0.7500454387324031,-0.32681621541253736,Age,TRDN,Other
P01024,pink,0.9327448911045089,0.37574470800682513,Age,C3,Immunoglobulin mediated immune response
P01011,pink,0.86858922602981,0.3468151696146451,Age,SERPINA3,Acute inflammatory response
Q14624,pink,0.866773812906404,0.37104972082492177,Age,ITIH4,Acute inflammatory response
P02768,pink,0.864307878227755,0.3058680290166502,Age,ALB,Other
P69905,pink,0.8520730906770442,0.21753369315361606,Age,HBA1,Hydrogen peroxide catabolism
P10909,pink,0.8468962797885439,0.38323041723205137,Age,CLU,Immunoglobulin mediated immune response
P00450,pink,0.8360568891165414,0.6148625596633186,Age,CP,Other
P00751,pink,0.8356704544867576,0.40614366708473604,Age,CFB,Other
P05155,pink,0.8332039324578729,0.41963461728389523,Age,SERPING1,Immunoglobulin mediated immune response
P68871,pink,0.830574041911335,0.2150132279147736,Age,HBB,Hydrogen peroxide catabolism
P02787,pink,0.8279295487290889,0.23602498310239584,Age,TF,Other
P01009,pink,0.8173660784041997,0.32819244705049133,Age,SERPINA1,Acute inflammatory response
O95218,pink,0.8141406717618517,0.2667529435902087,Age,ZRANB2,Other
P08603,pink,0.8070443031979624,0.525949886789599,Age,CFH,Other
P04040,pink,0.7982470100763547,0.11225127022748979,Age,CAT,Hydrogen peroxide catabolism
Q7Z698,pink,0.7859354974225946,0.38311598291439297,Age,SPRED2,Other
O15056,pink,0.783937040020906,0.046564117494043364,Age,SYNJ2,Other
P00738,pink,0.7829323986993416,0.36703822070072706,Age,HP,Acute inflammatory response
Q14767,pink,0.7659150968052355,0.3134576433944044,Age,LTBP3,Other
P49427,pink,0.7647262268422681,-0.006503045180819456,Age,CDC34,Other
P33992,pink,0.7629212664878665,0.36331739192564105,Age,MCM5,Other
Q99487,pink,0.7592592759953545,0.020730511403448296,Age,PAFAH2,Other
P16157,pink,0.7401058278915059,0.2016580616894586,Age,ANK1,Other
P01857,pink,0.7396770999193525,0.2849213514052599,Age,IGHG1,Immunoglobulin mediated immune response
P37840,pink,0.7379930207048058,0.10836392694169994,Age,SNCA,Other
P01876,pink,0.7244860288921253,0.3250101230856704,Age,IGHA1,Immunoglobulin mediated immune response
P25311,pink,0.7219460466031998,0.28325421055632166,Age,AZGP1,Other
P0DOY3,pink,0.7061465806801401,0.09510786899331294,Age,IGLC3,Immunoglobulin mediated immune response
P29317,pink,0.7007032493626063,0.10095626637032808,Age,EPHA2,Other
P27105,pink,0.688403470136983,0.2849709992350555,Age,STOM,Other
