gene,fcm_cluster,fcm_membership,wgcna_module,concordance_quadrant,reversal_quadrant
IMPA2,C1,0.9996177750610288,Yellow,Conc. Down,Non-restored (-/-)
PRMT5,C3,0.9722605091971888,Brown,Disc. YUp/ODn,Reversal
PSMA7,C3,0.7967832319140923,Brown,Conc. Up,Rejuvenation
OPLAH,C2,0.9592642351378252,Blue,Conc. Down,Reversal
MGST3,C2,0.9148162670368812,Red,Conc. Down,Non-restored (-/-)
RGS12,C2,0.5046514797701492,Turquoise,Conc. Down,Non-restored (-/-)
HAT1,C4,0.7600466178400195,Brown,Disc. YDn/OUp,Rejuvenation
UQCRQ,C2,0.9999977850319182,Red,Disc. YDn/OUp,Non-restored (+/+)
MYL12B,C2,0.5536532962477131,Red,Disc. YDn/OUp,Non-restored (+/+)
UQCR11,C2,0.9999459191047136,Red,Disc. YDn/OUp,Rejuvenation
HGS,C3,0.6066573134744886,Black,Conc. Down,Non-restored (-/-)
HNRNPDL,C4,0.5843289739110613,Turquoise,Conc. Down,Non-restored (-/-)
XPO1,C1,0.9975304017894636,Yellow,Disc. YUp/ODn,Reversal
ATP2A1,C1,0.9986075071421316,Yellow,Conc. Up,Rejuvenation
SYNJ2,C1,0.996817314717968,Pink,Disc. YDn/OUp,Non-restored (+/+)
SYNM,C4,0.9958456297676213,Green,Disc. YUp/ODn,Non-restored (-/-)
ARPC1B,C3,0.9948623501575056,Brown,Conc. Up,Non-restored (+/+)
PFDN6,C1,0.6274839759152744,Yellow,Conc. Down,Reversal
NDUFA1,C2,0.9514931245699458,Red,Disc. YDn/OUp,Rejuvenation
SURF4,C3,0.998428732907302,Brown,Disc. YUp/ODn,Non-restored (-/-)
TCAP,C4,0.9991698129016732,Green,Conc. Down,Non-restored (-/-)
EIF3D,C4,0.9990700452143751,Black,Disc. YDn/OUp,Rejuvenation
EIF3H,C3,0.7710265962504713,Black,Disc. YUp/ODn,Non-restored (-/-)
BCAT2,C2,0.99858488970406,Blue,Conc. Down,Reversal
STX7,C3,0.9999260931887324,Brown,Conc. Up,Non-restored (+/+)
ARPC5,C1,0.5409572767462756,Turquoise,Conc. Up,Non-restored (+/+)
CYB5B,C1,0.553989299168834,Yellow,Disc. YUp/ODn,Non-restored (-/-)
NDUFS4,C2,0.8267581752627031,Red,Conc. Down,Non-restored (-/-)
DYNC1LI2,C3,0.91140880995546,Turquoise,Disc. YUp/ODn,Non-restored (-/-)
PSMD3,C3,0.591990061820558,Brown,Disc. YUp/ODn,Non-restored (-/-)
RASA4,C4,0.979593539552641,Blue,Conc. Down,Reversal
HNRNPR,C1,0.46341671629106435,Brown,Conc. Up,Rejuvenation
TXNL1,C3,0.7320787680510346,Turquoise,Conc. Up,Rejuvenation
AKR7A2,C2,0.9997440581164057,Blue,Conc. Down,Reversal
LAT,C1,0.991904423462232,Yellow,Disc. YDn/OUp,Rejuvenation
DENR,C4,0.9548904474872228,Yellow,Conc. Down,Non-restored (-/-)
DNPH1,C1,0.8006166213462537,Turquoise,Disc. YDn/OUp,Rejuvenation
TIMM44,C2,0.9999978293194084,Blue,Conc. Up,Non-restored (+/+)
TRAPPC3,C3,0.9748548944011474,Turquoise,Conc. Up,Non-restored (+/+)
NDUFB5,C2,0.9985423462769628,Red,Disc. YDn/OUp,Rejuvenation
NDUFB3,C2,0.9997100795547736,Red,Disc. YDn/OUp,Rejuvenation
NDUFA2,C2,0.998145629289704,Red,Conc. Down,Non-restored (-/-)
ACTN4,C4,0.9999833341830452,Green,Disc. YDn/OUp,Rejuvenation
PRKAB2,C1,0.7904995770540076,Yellow,Conc. Up,Non-restored (+/+)
SYNGR2,C3,0.5247205353255973,Green,Conc. Down,Non-restored (-/-)
SGTA,C2,0.753041965164019,Blue,Conc. Down,Reversal
SLC25A20,C2,0.9999979198822296,Blue,Disc. YDn/OUp,Non-restored (+/+)
NARS1,C3,0.9899572323459784,Turquoise,Conc. Up,Rejuvenation
SLC37A4,C1,0.9654423996650436,Yellow,Disc. YUp/ODn,Non-restored (-/-)
IDH3B,C2,0.999936577494446,Blue,Conc. Up,Non-restored (+/+)
CALU,C3,0.9745081354455688,Brown,Conc. Up,Rejuvenation
AHCYL1,C3,0.9725149478632356,Brown,Conc. Up,Non-restored (+/+)
NDUFS5,C2,0.990779078579697,Red,Disc. YDn/OUp,Non-restored (+/+)
TIMM8A,C2,0.8796115054749694,Red,Disc. YDn/OUp,Non-restored (+/+)
PPP1R12B,C3,0.9627535901020402,Brown,Disc. YUp/ODn,Non-restored (-/-)
PRPSAP2,C1,0.5093875765448576,Green,Conc. Down,Non-restored (-/-)
SPAG9,C3,0.9990449148898628,Brown,Disc. YDn/OUp,Rejuvenation
OPA1,C2,0.9999266388684276,Blue,Conc. Up,Non-restored (+/+)
TBC1D4,C1,0.869813353210866,Turquoise,Disc. YDn/OUp,Rejuvenation
SYNCRIP,C3,0.8917761938975406,Black,Disc. YUp/ODn,Non-restored (-/-)
SELENOF,C4,0.8572886846040549,Turquoise,Disc. YDn/OUp,Non-restored (+/+)
KLHL41,C3,0.7065990863883023,Brown,Conc. Up,Rejuvenation
KPNA6,C3,0.9537817589531228,Brown,Conc. Up,Rejuvenation
USO1,C1,0.9998817728142944,Yellow,Conc. Down,Reversal
EDF1,C3,0.9932535236087244,Black,Conc. Down,Non-restored (-/-)
DNAJA2,C3,0.9995207704516864,Brown,Conc. Up,Rejuvenation
CUTA,C3,0.5998383993902354,Turquoise,Conc. Down,Reversal
PFDN1,C1,0.8009518442369821,Green,Conc. Down,Non-restored (-/-)
WDR1,C3,0.8167398310791494,Brown,Conc. Up,Rejuvenation
LDB3,C4,0.9999997764639544,Black,Disc. YDn/OUp,Rejuvenation
CLASP2,C2,0.998409463245161,Red,Conc. Down,Reversal
COBL,C1,0.7505257077792513,Turquoise,Disc. YDn/OUp,Rejuvenation
CPNE3,C3,0.8067390434034231,Yellow,Disc. YUp/ODn,Reversal
CLUH,C2,0.9997330961567954,Yellow,Conc. Up,Non-restored (+/+)
CAND2,C3,0.9879612728142816,Brown,Disc. YUp/ODn,Reversal
COQ9,C2,0.9935019558569352,Blue,Conc. Down,Reversal
GGCT,C1,0.9847094516194814,Turquoise,Conc. Down,Non-restored (-/-)
NDUFS7,C2,0.9500044417049284,Red,Disc. YDn/OUp,Rejuvenation
RTN2,C3,0.9828419960771272,Yellow,Disc. YUp/ODn,Non-restored (-/-)
NDUFS2,C2,0.9741661841460976,Red,Disc. YDn/OUp,Rejuvenation
NIPSNAP2,C2,0.9999873418743688,Turquoise,Conc. Down,Reversal
CILP,C4,0.9995202628644454,Green,Disc. YDn/OUp,Rejuvenation
ATP6V1G1,C3,0.9989964590322968,Turquoise,Disc. YUp/ODn,Reversal
VPS4B,C1,0.800320967864268,Turquoise,Disc. YDn/OUp,Non-restored (+/+)
SH3BGRL,C1,0.9758547452525846,Pink,Conc. Up,Rejuvenation
FLNB,C3,0.9987419054399108,Brown,Conc. Up,Rejuvenation
NDUFS6,C2,0.9902550720533838,Red,Disc. YDn/OUp,Non-restored (+/+)
CS,C2,0.9999998602881548,Blue,Conc. Down,Reversal
SEC22B,C3,0.9970766682491,Brown,Disc. YUp/ODn,Reversal
MTX2,C2,0.8307945107635312,Red,Conc. Down,Reversal
NDUFB1,C2,0.9953020303747112,Red,Conc. Down,Non-restored (-/-)
PMPCB,C2,0.9991671229929288,Blue,Disc. YDn/OUp,Non-restored (+/+)
NDUFS3,C2,0.9994427798035704,Red,Conc. Down,Reversal
ECI2,C2,0.9999003358667394,Blue,Conc. Down,Reversal
BANF1,C4,0.9813783287391408,Green,Disc. YDn/OUp,Rejuvenation
CSDE1,C4,0.9447295105307768,Black,Disc. YUp/ODn,Non-restored (-/-)
PRKRA,C4,0.9981987573637018,Black,Conc. Up,Rejuvenation
LYPLA1,C2,0.995828221843861,Red,Disc. YDn/OUp,Non-restored (+/+)
TIPRL,C1,0.7780030070319887,Yellow,Conc. Up,Rejuvenation
PPM1B,C4,0.5300910584550932,Yellow,Disc. YDn/OUp,Non-restored (+/+)
SLC25A12,C2,0.999978257644444,Red,Disc. YDn/OUp,Non-restored (+/+)
TCEA3,C4,0.9910847849932134,Blue,Disc. YDn/OUp,Non-restored (+/+)
EIF3G,C3,0.9796860221890232,Turquoise,Disc. YDn/OUp,Rejuvenation
EIF3J,C4,0.5934784745170586,Yellow,Conc. Up,Rejuvenation
PSMD10,C1,0.9905798205837366,Yellow,Conc. Down,Reversal
IDH1,C1,0.9969679409309762,Yellow,Conc. Down,Reversal
SCO1,C2,0.9911395807914384,Magenta,Disc. YDn/OUp,Rejuvenation
ARL6IP5,C3,0.9971122146129422,Brown,Disc. YUp/ODn,Reversal
DYSF,C3,0.9999854055792428,Brown,Conc. Up,Rejuvenation
DCTN3,C1,0.9996260671789988,Yellow,Disc. YDn/OUp,Rejuvenation
ATP5PD,C2,0.9999924671983602,Magenta,Disc. YUp/ODn,Reversal
FLOT1,C1,0.98417910019873,Yellow,Conc. Up,Non-restored (+/+)
ATP5MG,C2,0.9999128487885248,Magenta,Disc. YUp/ODn,Reversal
GLRX3,C3,0.8173126791458409,Brown,Conc. Up,Rejuvenation
SNCG,C4,0.5179850043794706,Turquoise,Conc. Up,Non-restored (+/+)
BAIAP3,C2,0.9997505259685838,Magenta,Conc. Down,Non-restored (-/-)
TOMM70,C2,0.9561802836763368,Yellow,Disc. YUp/ODn,Reversal
TMEM63A,C3,0.999537180832255,Brown,Conc. Up,Non-restored (+/+)
PLPBP,C1,0.999969472924988,Pink,Conc. Down,Reversal
ERLIN2,C4,0.998350051101364,Black,Conc. Down,Non-restored (-/-)
ENDOD1,C1,0.4945874149351955,Brown,Conc. Up,Rejuvenation
SEC31A,C3,0.9979978995449392,Brown,Conc. Up,Non-restored (+/+)
NDUFB6,C2,0.9999215662267,Red,Disc. YDn/OUp,Rejuvenation
MFN2,C3,0.6481874901505706,Magenta,Disc. YUp/ODn,Reversal
NDUFA3,C2,0.9991189256375448,Red,Conc. Down,Non-restored (-/-)
NDUFB4,C2,0.9993862915887198,Red,Conc. Down,Reversal
NDUFB8,C2,0.985194071018279,Red,Disc. YDn/OUp,Rejuvenation
NDUFA7,C2,0.9904109889588826,Red,Disc. YDn/OUp,Rejuvenation
RTN3,C3,0.987311348108366,Brown,Conc. Up,Non-restored (+/+)
LETM1,C2,0.999985707362406,Blue,Conc. Up,Non-restored (+/+)
STBD1,C3,0.9708935202552,Brown,Disc. YUp/ODn,Non-restored (-/-)
ZRANB2,C1,0.9992649175066524,Pink,Disc. YDn/OUp,Non-restored (+/+)
EPM2A,C4,0.4275133613603913,Turquoise,Conc. Down,Non-restored (-/-)
VAPB,C4,0.9851840439941262,Green,Conc. Down,Non-restored (-/-)
NDUFC2,C2,0.9977835349316256,Red,Disc. YDn/OUp,Rejuvenation
NDUFA10,C2,0.8419336984783269,Red,Disc. YDn/OUp,Rejuvenation
PGLS,C2,0.7350743333609442,Blue,Conc. Down,Reversal
LYPLA2,C3,0.9750705496366684,Turquoise,Conc. Down,Non-restored (-/-)
IPO7,C3,0.8995667799525335,Yellow,Disc. YUp/ODn,Non-restored (-/-)
ARIH2,C4,0.9997754520588608,Green,Disc. YDn/OUp,Rejuvenation
SVIL,C4,0.6103019151927125,Green,Disc. YUp/ODn,Non-restored (-/-)
H6PD,C1,0.998923794192054,Yellow,Conc. Down,Reversal
MPC2,C2,0.999430393157872,Magenta,Disc. YUp/ODn,Non-restored (-/-)
ETHE1,C2,0.9999858167171736,Magenta,Conc. Down,Non-restored (-/-)
ACSL3,C3,0.9942290817249716,Brown,Disc. YUp/ODn,Non-restored (-/-)
ASMTL,C4,0.8893525579790476,Green,Conc. Down,Reversal
SNAP29,C3,0.7391660791310226,Pink,Disc. YUp/ODn,Reversal
OXSR1,C1,0.9987769695555672,Turquoise,Conc. Down,Reversal
LSM8,C4,0.8166799222199302,Green,Disc. YDn/OUp,Rejuvenation
AP2A1,C3,0.9997829902053356,Brown,Conc. Up,Non-restored (+/+)
BAG2,C1,0.6832019225048935,Turquoise,Disc. YUp/ODn,Non-restored (-/-)
BAG3,C4,0.9659993882739832,Brown,Conc. Up,Rejuvenation
MLYCD,C2,0.9999943347434492,Blue,Conc. Down,Reversal
AIFM1,C2,0.99999677460155,Magenta,Conc. Down,Non-restored (-/-)
BPNT1,C1,0.8007423778611801,Yellow,Disc. YUp/ODn,Reversal
DDAH2,C3,0.9996714914576992,Pink,Conc. Up,Non-restored (+/+)
ABHD16A,C3,0.8752520232671983,Blue,Disc. YUp/ODn,Reversal
TXNDC12,C3,0.9562301503465828,Pink,Disc. YUp/ODn,Reversal
NUDT3,C2,0.4748753486084716,Blue,Conc. Down,Reversal
NDUFB10,C2,0.9995141991750962,Red,Conc. Down,Non-restored (-/-)
TOMM40,C2,0.969342443035796,Red,Disc. YDn/OUp,Non-restored (+/+)
PEX11B,C3,0.6156461503217961,Blue,Conc. Down,Reversal
CYB5A,C1,0.9017594288259084,Blue,Disc. YUp/ODn,Reversal
ADH1B,C1,0.9939218520658032,Pink,Conc. Down,Reversal
GLUD1,C2,0.9978761140121296,Blue,Conc. Up,Non-restored (+/+)
CYB5R3,C3,0.9999591952217076,Brown,Disc. YUp/ODn,Reversal
GSR,C3,0.9675208090335408,Brown,Conc. Up,Rejuvenation
MT-CO1,C4,0.6229841610735771,Red,Disc. YDn/OUp,Rejuvenation
MT-CO2,C2,0.9987563992231502,Red,Conc. Down,Non-restored (-/-)
MT-CO3,C2,0.8386968064223655,Red,Conc. Down,Non-restored (-/-)
CP,C1,0.9929863126589772,Pink,Disc. YUp/ODn,Reversal
F13A1,C3,0.997838999965468,Turquoise,Conc. Up,Non-restored (+/+)
HPRT1,C3,0.94751782003125,Brown,Conc. Up,Rejuvenation
GOT2,C2,0.9999999044638176,Blue,Disc. YDn/OUp,Non-restored (+/+)
PGK1,C1,0.9997576461841914,Turquoise,Conc. Up,Rejuvenation
HP,C1,0.999438619025891,Pink,Disc. YUp/ODn,Reversal
CFB,C1,0.9944510534330816,Pink,Conc. Up,Non-restored (+/+)
MT-ATP6,C3,0.6559088665142802,Yellow,Disc. YUp/ODn,Non-restored (-/-)
CA2,C1,0.9979490141274798,Pink,Disc. YUp/ODn,Reversal
ASS1,C2,0.8190333079898661,Red,Conc. Down,Reversal
SERPINA1,C1,0.950978539222942,Pink,Disc. YUp/ODn,Reversal
SERPINA3,C1,0.9942048318095368,Pink,Disc. YUp/ODn,Reversal
AGT,C1,0.734981555265815,Pink,Disc. YUp/ODn,Reversal
A2M,C1,0.9390905164142735,Pink,Conc. Up,Rejuvenation
C3,C1,0.9933843473973296,Pink,Disc. YUp/ODn,Reversal
JCHAIN,C1,0.761280169515863,Turquoise,Conc. Down,Reversal
IGKV3-20,C1,0.9697308644330774,Pink,Conc. Up,Non-restored (+/+)
IGHV3-7,C1,0.9863376398740028,Pink,Conc. Up,Non-restored (+/+)
IGKC,C1,0.9986305003946436,Pink,Conc. Up,Non-restored (+/+)
IGHG1,C1,0.9943265111978786,Pink,Conc. Up,Non-restored (+/+)
IGHG2,C1,0.9649690024770315,Pink,Conc. Up,Non-restored (+/+)
IGHG3,C1,0.5112414325909946,Pink,Conc. Up,Non-restored (+/+)
IGHM,C1,0.9682655179535946,Pink,Conc. Up,Non-restored (+/+)
IGHA1,C1,0.957654231614685,Pink,Conc. Up,Non-restored (+/+)
HLA-B,C4,0.9989979352196812,Blue,Disc. YDn/OUp,Non-restored (+/+)
MB,C3,0.938553194521916,Blue,Conc. Down,Reversal
COL1A1,C4,0.9990197707974272,Green,Disc. YDn/OUp,Rejuvenation
COL3A1,C4,0.9997921385933176,Green,Disc. YDn/OUp,Rejuvenation
COL4A1,C4,0.9988341152618524,Green,Conc. Down,Non-restored (-/-)
CRYAB,C3,0.9997373960380178,Brown,Conc. Up,Rejuvenation
LMNA,C4,0.9667352997882708,Green,Disc. YDn/OUp,Rejuvenation
TNNC2,C4,0.9999893571937256,Green,Disc. YDn/OUp,Rejuvenation
APOE,C1,0.7581382815431386,Pink,Conc. Down,Reversal
APOC2,C1,0.9527102596275572,Pink,Disc. YUp/ODn,Reversal
LRG1,C1,0.9675766565244828,Pink,Disc. YUp/ODn,Reversal
FN1,C2,0.9478488135447632,Turquoise,Conc. Down,Non-restored (-/-)
RBP4,C1,0.9803278079282378,Pink,Conc. Down,Reversal
ORM1,C1,0.9996005504446012,Pink,Disc. YUp/ODn,Reversal
TTR,C1,0.997796613142996,Pink,Disc. YDn/OUp,Non-restored (+/+)
ALB,C1,0.7912242575153107,Pink,Disc. YUp/ODn,Reversal
TFRC,C3,0.9392970512389268,Turquoise,Disc. YUp/ODn,Reversal
TF,C1,0.9959976556694862,Pink,Conc. Up,Non-restored (+/+)
FTH1,C1,0.8228238430268812,Red,Disc. YDn/OUp,Non-restored (+/+)
MT2A,C1,0.9507387049295964,Pink,Conc. Down,Reversal
MT-ND1,C2,0.9818031219531708,Red,Disc. YDn/OUp,Rejuvenation
MT-ND2,C2,0.9468055056222056,Green,Disc. YDn/OUp,Rejuvenation
MT-ND3,C2,0.9993290682550224,Red,Conc. Down,Non-restored (-/-)
MT-ND5,C2,0.7471027729208678,Red,Disc. YDn/OUp,Rejuvenation
MT-ATP8,C2,0.9998553663349814,Magenta,Conc. Up,Rejuvenation
CAT,C1,0.9991887829282186,Pink,Conc. Down,Reversal
ALDOA,C1,0.9990670910487912,Yellow,Disc. YUp/ODn,Reversal
CSTB,C1,0.8894617747283794,Blue,Disc. YDn/OUp,Non-restored (+/+)
ANXA1,C3,0.9984764899061662,Brown,Conc. Up,Non-restored (+/+)
VWF,C4,0.9608698672686466,Turquoise,Disc. YDn/OUp,Rejuvenation
GAPDH,C1,0.7706854723524954,Yellow,Conc. Up,Rejuvenation
HLA-A,C1,0.7296324726192767,Blue,Conc. Up,Non-restored (+/+)
CAPNS1,C3,0.7830220369187103,Brown,Conc. Up,Rejuvenation
HSPB1,C3,0.9983022204987058,Brown,Conc. Up,Rejuvenation
RPN1,C3,0.8507955393311885,Black,Disc. YDn/OUp,Rejuvenation
RPN2,C3,0.6156113939313628,Yellow,Conc. Up,Rejuvenation
ATP1A1,C3,0.9716537796279704,Brown,Conc. Up,Rejuvenation
ATP1B1,C3,0.9675845864715852,Turquoise,Conc. Up,Non-restored (+/+)
APOD,C1,0.9774802980601665,Pink,Conc. Down,Reversal
SLC25A5,C2,0.9999993383913804,Magenta,Disc. YDn/OUp,Non-restored (+/+)
SERPING1,C1,0.9931785326597448,Pink,Disc. YDn/OUp,Non-restored (+/+)
PCCA,C2,0.9999332457049588,Blue,Disc. YUp/ODn,Reversal
PCCB,C2,0.999995983841935,Blue,Conc. Up,Non-restored (+/+)
EIF2S1,C4,0.9437169123794464,Black,Conc. Up,Rejuvenation
RPLP1,C4,0.9651869216995002,Black,Disc. YDn/OUp,Rejuvenation
RPLP2,C4,0.9998739320885024,Black,Conc. Up,Rejuvenation
RPLP0,C4,0.999814124376538,Black,Conc. Up,Rejuvenation
FABP3,C2,0.9229391085893548,Blue,Disc. YUp/ODn,Reversal
CLEC3B,C1,0.9740319475124,Pink,Disc. YUp/ODn,Reversal
KRT18,C4,0.980662657388892,Green,Disc. YDn/OUp,Rejuvenation
KRT8,C1,0.7291432653243216,Turquoise,Conc. Down,Non-restored (-/-)
MYL1,C4,0.9999993341423896,Green,Disc. YDn/OUp,Rejuvenation
GSN,C3,0.9995699812190154,Black,Conc. Up,Rejuvenation
PTMA,C3,0.984835245997826,Blue,Disc. YDn/OUp,Non-restored (+/+)
ATP5F1B,C2,0.999999586585404,Magenta,Conc. Up,Non-restored (+/+)
S100A6,C3,0.999907057654056,Brown,Conc. Up,Rejuvenation
EIF4E,C1,0.6846590611861068,Turquoise,Conc. Down,Non-restored (-/-)
ENO1,C1,0.9385743823398592,Yellow,Conc. Up,Rejuvenation
PYGL,C4,0.6847552390180192,Blue,Disc. YUp/ODn,Reversal
NPM1,C4,0.9746439481966872,Black,Conc. Down,Reversal
TPM3,C4,0.9999980060859528,Green,Disc. YDn/OUp,Rejuvenation
EPHX1,C3,0.99266641256274,Brown,Disc. YUp/ODn,Non-restored (-/-)
DBI,C1,0.8145405353253632,Turquoise,Conc. Down,Reversal
LDHB,C3,0.972317718319016,Blue,Disc. YUp/ODn,Reversal
GPX1,C1,0.9183264959760852,Blue,Conc. Down,Reversal
P4HB,C3,0.9165489891287576,Brown,Conc. Up,Non-restored (+/+)
H1-0,C4,0.9492967137526572,Green,Conc. Down,Reversal
CTSD,C1,0.945401622916058,Blue,Conc. Down,Reversal
ANXA2,C3,0.9999919715915088,Brown,Conc. Up,Rejuvenation
TUBB,C3,0.9996835850804836,Brown,Conc. Up,Rejuvenation
CA3,C3,0.99912576754521365,Blue,Disc. YUp/ODn,Reversal
DCN,C1,0.6458102874410317,Green,Conc. Down,Non-restored (-/-)
PSAP,C1,0.916460505826422,Blue,Conc. Down,Reversal
PFN1,C3,0.9983877551942184,Brown,Disc. YUp/ODn,Reversal
BPGM,C1,0.9998401376710208,Pink,Conc. Down,Non-restored (-/-)
APRT,C4,0.8934881179002573,Green,Conc. Up,Rejuvenation
EPRS1,C3,0.9998182842661874,Brown,Conc. Up,Rejuvenation
CTSB,C3,0.5855135299874317,Blue,Conc. Up,Non-restored (+/+)
HSP90AA1,C3,0.9985222552357615,Brown,Conc. Up,Non-restored (+/+)
UQCRH,C2,0.9999661967926156,Red,Disc. YDn/OUp,Rejuvenation
TPM2,C4,0.999999365053411,Green,Disc. YDn/OUp,Rejuvenation
FH,C2,0.99999935670128,Blue,Conc. Up,Non-restored (+/+)
COL1A2,C4,0.9992878422614708,Green,Conc. Down,Non-restored (-/-)
PFKM,C3,0.5581079955159616,Yellow,Disc. YUp/ODn,Non-restored (-/-)
HSP90AB1,C3,0.9267044030492152,Brown,Conc. Up,Rejuvenation
SOD3,C2,0.5664006911548232,Turquoise,Conc. Down,Reversal
CTSG,C2,0.5442594280130484,Blue,Disc. YDn/OUp,Rejuvenation
PDHA1,C2,0.999909295274318,Magenta,Conc. Up,Rejuvenation
COL4A2,C4,0.9993771936746187,Green,Conc. Down,Non-restored (-/-)
CYC1,C2,0.9958103356406942,Red,Disc. YDn/OUp,Non-restored (+/+)
MYL3,C4,0.999997562193369,Green,Disc. YDn/OUp,Rejuvenation
CFH,C1,0.9857026151739358,Pink,Disc. YDn/OUp,Non-restored (+/+)
VIM,C4,0.9579779162027892,Green,Conc. Up,Rejuvenation
SERPINF2,C1,0.9970051864679996,Pink,Conc. Up,Rejuvenation
RPS17,C4,0.9144094408335096,Black,Conc. Up,Rejuvenation
KRT19,C1,0.7673516170057227,Turquoise,Disc. YDn/OUp,Rejuvenation
ANXA5,C3,0.9998763160152332,Brown,Disc. YUp/ODn,Non-restored (-/-)
RPSA,C4,0.8926797400791805,Black,Conc. Up,Rejuvenation
SNRPA,C4,0.8745869154235826,Turquoise,Disc. YDn/OUp,Non-restored (+/+)
ENO2,C1,0.9986907390934706,Turquoise,Disc. YDn/OUp,Rejuvenation
ACAA1,C2,0.9003162188333299,Red,Disc. YUp/ODn,Reversal
GSTP1,C1,0.9691962629107564,Yellow,Conc. Down,Reversal
QDPR,C1,0.9999143565478836,Green,Conc. Down,Non-restored (-/-)
HMGB1,C1,0.9727644845831936,Blue,Conc. Down,Reversal
FBP1,C1,0.9621406830237418,Yellow,Conc. Down,Reversal
GSTM1,C1,0.5670511575569593,Black,Disc. YDn/OUp,Rejuvenation
TPM1,C4,0.9999993412409076,Green,Disc. YDn/OUp,Rejuvenation
CLTB,C3,0.9994537775722518,Brown,Disc. YUp/ODn,Reversal
ANXA4,C1,0.3907723229889207,Blue,Conc. Up,Non-restored (+/+)
HMOX1,C1,0.6689864741509521,Turquoise,Conc. Down,Non-restored (-/-)
DLD,C3,0.6298098558973806,Magenta,Conc. Down,Reversal
HNRNPA1,C4,0.7847507767404237,Black,Conc. Down,Non-restored (-/-)
COX6C,C2,0.9827420624285036,Red,Disc. YDn/OUp,Rejuvenation
IFIT2,C3,0.9714945171571892,Turquoise,Conc. Down,Reversal
UCHL1,C3,0.9996674431242104,Brown,Conc. Up,Rejuvenation
LTA4H,C1,0.9344436272955872,Turquoise,Disc. YUp/ODn,Non-restored (-/-)
LIMS3,C4,0.9999971222644298,Green,Disc. YDn/OUp,Rejuvenation
HSPA1A,C3,0.9983909785864196,Brown,Conc. Down,Non-restored (-/-)
IGLC2,C1,0.9941664645154212,Pink,Conc. Up,Non-restored (+/+)
