gene,log2_fold_change,neg_log10_pvalue,pi_score,adjusted_pvalue,direction
CTSD,-0.627,3.2839,0.008729,0.026475,Down
FLNA,0.8606,2.3878,0.008813,0.079443,Up
ABHD16A,-1.0466,1.9488,0.009126,0.116927,Down
CSRP1,0.9948,2.034,0.009476,0.110296,Up
MIEN1,0.8194,2.4675,0.009507,0.073548,Up
RPL32,1.154,1.7499,0.009564,0.153547,Up
PLEC,0.7971,2.5158,0.009879,0.069458,Up
TMX3,1.5122,1.3232,0.009979,0.24935,Up
EIF3C,0.6543,3.057,0.009994,0.035673,Up
RPS15,0.716,2.7738,0.010324,0.050863,Up
NXN,-0.6415,3.09,0.010418,0.035258,Down
MT-ND2,0.9464,2.0753,0.010863,0.105817,Up
EEF1G,0.4876,3.972,0.011571,0.017353,Up
NGLY1,0.694,2.788,0.011615,0.049944,Up
SLC27A1,-0.7676,2.4682,0.012747,0.073548,Down
TMOD4,1.2334,1.5282,0.013035,0.197808,Up
ACADS,-0.8396,2.2333,0.013335,0.094624,Down
SPAG9,0.7713,2.4304,0.013352,0.078101,Up
PHKB,0.6234,2.9874,0.013733,0.037537,Up
CSRP3,0.901,2.0654,0.013776,0.105817,Up
HADHA,-0.5524,3.3537,0.014041,0.025587,Down
GPX3,-0.7805,2.3416,0.014875,0.081755,Down
ENO2,0.6931,2.6007,0.015752,0.065483,Up
HMGCL,-0.6577,2.7401,0.015774,0.053448,Down
MAVS,-0.5411,3.2967,0.016443,0.026475,Down
HADHB,-0.5205,3.4257,0.016475,0.023975,Down
VWA8,-0.9545,1.8658,0.016564,0.130981,Down
MAPK13,-0.9458,1.8805,0.016652,0.130203,Down
CAST,0.6494,2.7264,0.016959,0.054401,Up
GSTO1,-0.6318,2.7665,0.017867,0.051003,Down
SYNPO2,0.7961,2.1751,0.01855,0.098149,Up
MCCC1,-0.7656,2.261,0.018578,0.092764,Down
PYURF,0.9976,1.7285,0.018865,0.156542,Up
PLIN5,-0.9916,1.729,0.019296,0.156542,Down
COQ7,-0.4947,3.4219,0.020288,0.023975,Down
GCLM,0.8475,1.9816,0.020925,0.115008,Up
ACAT1,-0.5467,3.0407,0.021766,0.035906,Down
ASS1,-1.0808,1.5303,0.022183,0.197808,Down
MDP1,-0.718,2.3032,0.0222,0.085542000000000007,Down
COL15A1,0.9227,1.7907,0.022271,0.142695,Up
RPL35,0.8218,2.0051,0.022502,0.112382,Up
ALDH5A1,-0.6149,2.6481,0.023531,0.059447,Down
UTP15,1.0604,1.525,0.024149,0.197929,Up
SYNE2,-0.69,2.3358,0.024445,0.082027,Down
PRDX6,-0.5402,2.9133,0.026687,0.04243,Down
BANF1,0.7769,2.0251,0.026715,0.110296,Up
SNRPD3,0.5589,2.8028,0.027131,0.049703,Up
GALK1,-0.7036,2.2236,0.027257,0.094624,Down
RPS19,0.5792,2.6911,0.027635,0.055942,Up
ANXA3,-0.7732,2.0115,0.027838,0.111649,Down
TST,-0.6436,2.4123,0.028019,0.078416,Down
HMGB1,-0.532,2.9052,0.028465,0.04243,Down
UBE2K,-0.5288,2.9082,0.028989,0.04243,Down
PCYT2,-0.7026,2.1768,0.029557,0.098149,Down
COL3A1,1.3022,1.1694,0.030012,0.299584,Up
MSN,0.5387,2.8212,0.030221,0.048734,Up
NT5C1A,0.8388,1.7979,0.031041,0.142046,Up
MCEE,-0.9654,1.5615,0.031076,0.190314,Down
SLC25A11,0.6785,2.2213,0.031106,0.094624,Up
GSTM1,1.6299,0.9147,0.032295,0.405827,Up
NEXN,0.8829,1.6864,0.032446,0.166651,Up
TLN2,-0.5861,2.539,0.032494,0.068691,Down
COQ5,-0.6779,2.1892,0.032809,0.097031,Down
NDUFA1,1.036,1.4112,0.034508,0.226965,Up
FNDC3A,1.4527,1.0026,0.034956,0.369506,Up
SPEG,0.6827,2.1283,0.035231,0.101701,Up
ETFA,-0.5795,2.4805,0.036519,0.07287,Down
FBN1,-0.9652,1.4892,0.036528,0.20902,Down
HPRT1,0.6895,2.0687,0.037469,0.105817,Up
RPL23,0.5982,2.3762,0.037893,0.080099,Up
TRIM54,0.6598,2.1526,0.038001,0.101243,Up
MYH13,1.1794,1.2035,0.038072,0.292352,Up
TES,1.0913,1.2952,0.038591,0.259507,Up
CPT2,-0.5836,2.4055,0.03946,0.078416,Down
RPS23,0.7031,1.9878,0.040026,0.114492,Up
LRBA,1.4566,0.9535,0.040844,0.386564,Up
TYMP,0.6069,2.2732,0.041731,0.090928,Up
S100A13,0.9681,1.4195,0.042243,0.226965,Up
RPS21,0.5884,2.3131,0.043541,0.084565,Up
MARCHF5,0.6979,1.9485,0.043678,0.116927,Up
EWSR1,-0.5567,2.4283,0.044487,0.078101,Down
RPL38,0.6075,2.2189,0.044876,0.094624,Up
MICU1,-0.7991,1.6671,0.046547,0.169872,Down
UCHL1,0.9022,1.4729,0.046893,0.213132,Up
DHRS7B,0.6596,1.9969,0.048181,0.113316,Up
NAMPT,0.7704,1.7052,0.048569,0.16162,Up
SNTA1,0.5947,2.2042,0.048892,0.095074,Up
MRPS36,-0.7572,1.7253,0.049374,0.156726,Down
CALU,0.562,2.3118,0.050213,0.084565,NS
S100A16,1.195,1.0858,0.0504,0.33127,NS
TNNC2,0.9721,1.3313,0.050802,0.248308,NS
DHCR24,0.8175,1.5803,0.051066,0.1881,NS
CELF1,0.6868,1.874,0.051639,0.130277,NS
CAPZA1,0.7291,1.7635,0.051782,0.150667,NS
IBA57,-0.7641,1.6715,0.052826,0.169398,NS
ETFB,-0.595,2.142,0.053141,0.101671,NS
DYNLL1,-0.5369,2.3725,0.05323,0.080099,NS
RPL36AL,0.7186,1.7585,0.054501,0.151769,NS
CLEC3B,-0.7614,1.653,0.055126,0.172349,NS
RNPEP,-0.5588,2.2369,0.056224,0.094624,NS
CP,-0.6642,1.8637,0.057817,0.130981,NS
CAPN3,0.6258,1.9756,0.058033,0.115913,NS
HADH,-0.4637,2.6647,0.058114,0.057935,NS
RPL17,0.6081,2.0261,0.058601,0.110296,NS
ACAA2,-0.526,2.3419,0.05864,0.081755,NS
RPS2,0.5787,2.1286,0.058648,0.101701,NS
SYNM,0.8657,1.4147,0.059607,0.226965,NS
COX6A2,0.8398,1.4578,0.059673,0.21743,NS
ACTA1,0.9435,1.2907,0.060568,0.261612,NS
ECHDC3,-0.7957,1.5273,0.060919,0.197808,NS
LRPAP1,-0.6274,1.9297,0.061562,0.120452,NS
ALPK3,0.6495,1.8477,0.063101,0.135302,NS
HP,-0.9937,1.2033,0.063719,0.292352,NS
RPS25,0.5574,2.1432,0.063889,0.101671,NS
AKR7A2,-0.4637,2.5721,0.064168,0.065868,NS
TIMM10,-0.5757,2.0711,0.064214,0.105817,NS
TUBA4A,0.5357,2.225,0.064286,0.094624,NS
MYBPC2,1.0584,1.1234,0.064723,0.316225,NS
UCHL3,0.4686,2.5297,0.065267,0.069404,NS
CRAT,-0.4935,2.4015,0.065304,0.078416,NS
MGST2,0.7459,1.5788,0.066444,0.1881,NS
CDC42,-0.5003,2.3529,0.066506,0.081755,NS
LIMS3,0.6553,1.7945,0.066701,0.142056,NS
MYOZ3,1.0583,1.1017,0.068249,0.323683,NS
DRG2,0.8755,1.327,0.06891,0.248425,NS
ALDH1B1,0.8998,1.2889,0.069229,0.261945,NS
DMAC2L,-0.6363,1.8194,0.069538,0.138766,NS
TMX2,0.6716,1.7127,0.070746,0.160503,NS
EZR,0.7636,1.5035,0.071119,0.20542,NS
NPC2,-0.9367,1.2242,0.071339,0.286206,NS
UBAP2L,0.9446,1.2105,0.07187,0.290113,NS
GLUL,-0.8203,1.3921,0.072112,0.228403,NS
LAMTOR1,-0.5563,2.0502,0.072353,0.108906,NS
PCBD2,-0.4504,2.5165,0.073557,0.069458,NS
ACTB,0.8764,1.2842,0.074904,0.262343,NS
CARNS1,0.8339,1.348,0.075155,0.242844,NS
RPS17,0.5701,1.9582,0.076495,0.116927,NS
RPL19,0.6691,1.6582,0.077724,0.171463,NS
AAMDC,-0.5906,1.8785,0.077737,0.130203,NS
RAD23A,-0.4089,2.7086,0.078064,0.054975,NS
RPS12,0.531,2.0742,0.079162,0.105817,NS
LRMDA,0.6085,1.8086,0.079317,0.141031,NS
ABHD6,0.6628,1.6323,0.082829,0.176156,NS
TBC1D24,-0.6947,1.5448,0.084486,0.194622,NS
RTCA,-0.456,2.3409,0.085629,0.081755,NS
SSR4,0.8382,1.2694,0.086308,0.269169,NS
GARS1,-0.5393,1.9726,0.086332,0.116129,NS
CBR1,0.5144,2.0674,0.08639,0.105817,NS
TFAM,-0.597,1.7776,0.086838,0.146454,NS
CCDC47,0.4958,2.1284,0.088034,0.101701,NS
LDHA,0.6273,1.6716,0.089432,0.169398,NS
GLIPR2,0.772,1.3534,0.090201,0.242224,NS
ECI1,-0.4302,2.4106,0.091802,0.078416,NS
METAP2,-0.3673,2.8179,0.092241,0.048734,NS
CLU,-0.7291,1.4098,0.093792,0.226965,NS
GLRX3,0.5261,1.9478,0.094459,0.116927,NS
RPS20,0.5191,1.9683,0.095123,0.116673,NS
HNRNPR,0.4694,2.1661,0.096213,0.098823,NS
PSMD14,0.3934,2.5822,0.096427,0.065868,NS
YWHAZ,-0.4215,2.4088,0.096532,0.078416,NS
S100A6,0.989,1.0147,0.099192,0.365754,NS
EMC3,0.6445,1.5388,0.1019,0.196671,NS
ALDH4A1,-0.476,2.0715,0.103255,0.105817,NS
PLN,-0.6835,1.4276,0.105749,0.225766,NS
TSN,-0.5138,1.8978,0.105905,0.126716,NS
TACC2,-0.541,1.8005,0.106159,0.142046,NS
DPYSL3,-0.6092,1.5706,0.110435,0.189477,NS
SH3GLB1,-0.5097,1.8754,0.110682,0.130277,NS
PGM5,-0.5778,1.6527,0.110944,0.172349,NS
CPT1B,-0.5271,1.801,0.112387,0.142046,NS
ASAH1,-0.5381,1.7562,0.113519,0.151955,NS
ACADM,-0.516,1.8302,0.113649,0.137156,NS
ALDH2,-0.6555,1.4372,0.114259,0.222918,NS
CORO6,0.7835,1.2004,0.114692,0.293054,NS
RPS13,0.6129,1.5338,0.114815,0.197684,NS
ECHS1,-0.4491,2.0909,0.115078,0.105817,NS
TXNDC12,-1.0272,0.9064,0.117193,0.405827,NS
LONP1,-0.4745,1.9561,0.117975,0.116927,NS
TPSB2,-0.7081,1.3056,0.118981,0.256485,NS
PHKA1,0.4555,2.0287,0.119088,0.110296,NS
ACSF2,-0.5438,1.6865,0.121019,0.166651,NS
SMTN,0.5461,1.6787,0.121111,0.168522,NS
MLYCD,-0.7461,1.2242,0.122081,0.286206,NS
OPLAH,-0.4586,1.9813,0.12344,0.115008,NS
MYO6,0.6109,1.4853,0.123754,0.20902,NS
TPM3,0.9308,0.9744,0.123897,0.379599,NS
ENO3,0.4142,2.1848,0.124457,0.097314,NS
TRMT112,0.8146,1.1077,0.125228,0.322378,NS
OSBPL1A,0.4345,2.0754,0.125384,0.105817,NS
RPL27A,0.6788,1.3183,0.12739,0.251553,NS
GAA,-0.5884,1.511,0.129113,0.203124,NS
SOD3,-0.7556,1.1764,0.129156,0.298695,NS
RPL6,0.6966,1.2739,0.129597,0.268001,NS
HSPB1,0.6041,1.4624,0.130785,0.215747,NS
HDGFL2,-0.6061,1.4507,0.132057,0.219703,NS
SMPX,0.5581,1.5658,0.13371,0.190314,NS
CYB5R1,-0.4297,2.033,0.133788,0.110296,NS
TALDO1,-0.3839,2.2566,0.136034,0.092959,NS
RPS5,0.481,1.7963,0.136771,0.142046,NS
RPL31,0.5328,1.6184,0.137328,0.179402,NS
RPS27A,0.6885,1.2513,0.137539,0.277627,NS
FABP4,-0.4676,1.8397,0.137941,0.1362,NS
MYOM1,0.5853,1.4686,0.138183,0.214627,NS
HMOX1,0.7669,1.0988,0.143655,0.325247,NS
CKB,-0.3939,2.1389,0.143715,0.101701,NS
DCTN5,-0.5742,1.4651,0.144151,0.215542,NS
PSMC6,0.348,2.4174,0.144163,0.078416,NS
HSPB2,0.5211,1.6098,0.144927,0.18226,NS
GSK3A,-0.5348,1.563,0.145947,0.190314,NS
SET,0.5946,1.4004,0.14701,0.228403,NS
RRAD,0.8112,1.0154,0.150081,0.365754,NS
TMSB4X,0.7314,1.1216,0.151226,0.316522,NS
HDGF,-0.4176,1.9616,0.151637,0.116703,NS
ATP2A2,-0.439,1.864,0.151975,0.130981,NS
NUDT2,0.8113,1.0009,0.154166,0.370321,NS
C11orf54,-0.4347,1.867,0.154297,0.130981,NS
LAMP2,-0.5812,1.3959,0.154432,0.228403,NS
MB,-0.3923,2.0652,0.15481,0.105817,NS
RASA4,-0.6165,1.314,0.154829,0.252798,NS
RIDA,-0.3602,2.2436,0.155506,0.094481,NS
RPL30,0.6617,1.2206,0.155735,0.286451,NS
GPT,-0.5391,1.4979,0.155785,0.206765,NS
MAPK1,0.3632,2.2209,0.15608,0.094624,NS
FKBP4,-0.465,1.7301,0.156841,0.156542,NS
ACSS2,-0.4353,1.8436,0.15758,0.135952,NS
CACNG1,-0.6195,1.2855,0.159823,0.262185,NS
ADIPOQ,-0.4664,1.7072,0.159869,0.1615,NS
NARS1,0.4558,1.7393,0.161147,0.155449,NS
RPL34,0.8261,0.9551,0.162571,0.385785,NS
PMPCA,0.6275,1.2563,0.162798,0.275809,NS
MAP2K4,0.4061,1.9376,0.16337,0.119126,NS
IDH2,-0.3873,2.0308,0.163497,0.110296,NS
FLT1,1.0644,0.7377,0.163971,0.477662,NS
SAR1A,-0.4245,1.8378,0.165877,0.1362,NS
C3,-0.6478,1.2006,0.166814,0.293054,NS
HAGH,-0.395,1.9635,0.167656,0.116703,NS
RBM3,0.7137,1.0859,0.167855,0.33127,NS
SH3BGRL,0.6528,1.1872,0.167873,0.2956,NS
DDAH2,-0.4695,1.6503,0.167948,0.17269,NS
CRYAB,0.5477,1.4134,0.168249,0.226965,NS
ACADSB,-0.5509,1.4024,0.16883600000000001,0.228403,NS
MT-ND4,0.5987,1.288,0.169395,0.261945,NS
EIF3G,0.4427,1.7361,0.170394,0.155964,NS
GSN,0.6145,1.2504,0.170471,0.277627,NS
LCP1,0.4651,1.6484,0.171143,0.172794,NS
NFU1,-0.548,1.3924,0.172569,0.228403,NS
THBS4,0.6951,1.0971,0.172732,0.325463,NS
RPS24,0.5731,1.3304,0.172809,0.248308,NS
RPS14,0.3999,1.9054,0.172986,0.125238,NS
PSME2,0.5542,1.3671,0.174736,0.237147,NS
ATPAF2,-0.5806,1.2987,0.176218,0.258069,NS
EIF2B1,0.4526,1.6637,0.17659,0.170537,NS
COA3,-0.6312,1.1843,0.178839,0.296892,NS
GNG12,0.5013,1.4897,0.179139,0.20902,NS
STBD1,0.3974,1.8783,0.179315,0.130203,NS
OPTN,-0.5037,1.4779,0.180117,0.211426,NS
PHKG1,0.3655,2.033,0.18071,0.110296,NS
LMOD3,0.7313,1.0133,0.181539,0.366315,NS
ECH1,-0.4781,1.5475,0.182008,0.194042,NS
ERGIC1,0.6178,1.1924,0.183352,0.293926,NS
HDDC2,-0.4582,1.6054,0.183838,0.18348,NS
SFXN4,0.6159,1.1931,0.184146,0.293926,NS
VDAC1,-0.3996,1.8351,0.184769,0.1362,NS
UBE2I,-0.55,1.3253,0.186706,0.248781,NS
IARS1,0.5116,1.422,0.187283,0.226965,NS
RPS18,0.4384,1.6589,0.187424,0.171463,NS
PEBP1,-0.3577,2.0301,0.18786,0.110296,NS
CASQ1,0.5135,1.4133,0.188074,0.226965,NS
BUB3,-0.5871,1.2355,0.188196,0.282465,NS
APOBEC2,0.6275,1.1556,0.188268,0.305302,NS
CAPZA2,0.5,1.4483,0.188721,0.219806,NS
RPS3,0.4528,1.587,0.191149,0.1881,NS
PPIA,-0.4301,1.6697,0.191395,0.169476,NS
CA2,-0.5094,1.4068,0.192065,0.227103,NS
SDR39U1,-0.5854,1.2229,0.192376,0.286414,NS
FXYD1,0.6193,1.1539,0.192918,0.305302,NS
CSE1L,-0.3582,1.9893,0.193852,0.114492,NS
CYB5A,-0.5279,1.3439,0.195264,0.243288,NS
RPL28,0.5608,1.2624,0.195918,0.272641,NS
CHDH,0.6261,1.1299,0.196124,0.314244,NS
FKBP5,-0.4481,1.5779,0.196322,0.1881,NS
TGFBI,-0.7278,0.9663,0.198037,0.381624,NS
CAPZB,0.5736,1.2189,0.199896,0.286451,NS
CBR4,-0.5704,1.2256,0.199968,0.286206,NS
UBQLN2,-0.4486,1.5565,0.200331,0.191902,NS
SAE1,-0.6909,1.0081,0.201141,0.368776,NS
NCL,-0.4633,1.4997,0.201922,0.206579,NS
MT-ND5,0.6888,1.0045,0.203294,0.369506,NS
APOC2,-0.7191,0.9613,0.203594,0.382248,NS
MYOM2,0.4996,1.378,0.204913,0.232401,NS
PCCB,-0.4756,1.4472,0.204982,0.219806,NS
DYNLRB1,0.4879,1.4082,0.205529,0.226965,NS
SNAP29,-0.5559,1.2202,0.20972,0.286451,NS
MDH1,-0.3468,1.9256,0.214887,0.120452,NS
SND1,0.4795,1.3907,0.215372,0.228403,NS
GDI1,-0.3162,2.1057,0.215873,0.104286,NS
MYH3,1.0286,0.6458,0.216624,0.529966,NS
RDX,-0.3695,1.7973,0.216707,0.142046,NS
TMED1,0.4916,1.3467,0.217734,0.242844,NS
SPATA20,0.8556,0.7718,0.218591,0.462714,NS
TOM1L2,-0.3608,1.8257,0.219439,0.137982,NS
NACA,0.3412,1.9243,0.220474,0.120452,NS
CRYBG3,0.9724,0.675,0.220615,0.510888,NS
HSPB7,0.5032,1.3001,0.221689,0.258069,NS
ATP6V1G1,-0.3601,1.8096,0.223007,0.141031,NS
RPL35A,0.6921,0.941,0.22323,0.392709,NS
UBE2F,-0.6341,1.0262,0.223492,0.360043,NS
MAP1LC3B2,0.5178,1.2451,0.226624,0.280368,NS
SERPINA1,-0.5236,1.2303,0.226912,0.284773,NS
SCFD1,-0.485,1.3278,0.227002,0.248425,NS
RPL11,0.5874,1.0941,0.227699,0.326905,NS
PPP1CA,0.3883,1.6414,0.230454,0.173716,NS
CD151,0.5588,1.1316,0.233183,0.314244,NS
METTL7A,-0.4855,1.3001,0.233776,0.258069,NS
NLRX1,-0.4575,1.3777,0.234219,0.232401,NS
MYH7,0.7779,0.8076,0.235364,0.449572,NS
ATIC,0.3452,1.8196,0.235382,0.138766,NS
PYGL,-0.5825,1.0739,0.236829,0.336476,NS
BAG3,0.4666,1.3393,0.237174,0.244536,NS
MAT2B,-0.3792,1.645,0.237776,0.172933,NS
JPT1,0.5313,1.173,0.238099,0.298695,NS
CDS2,-0.4311,1.4427,0.238794,0.221223,NS
RPS16,0.4469,1.3878,0.239733,0.228489,NS
MYH1,0.8585,0.7225,0.239753,0.483027,NS
AZGP1,-0.4609,1.3393,0.241407,0.244536,NS
AP1B1,0.4527,1.3631,0.241476,0.238085,NS
TRDN,0.5771,1.068,0.241921,0.337434,NS
MICOS13,0.5235,1.176,0.24231,0.298695,NS
CAV2,0.682,0.9009,0.242974,0.405827,NS
HSPB8,0.5423,1.1325,0.243138,0.314244,NS
NADK2,-0.4938,1.2362,0.245222,0.282465,NS
MAPT,0.3988,1.5266,0.246096,0.197808,NS
GAPDH,0.3847,1.5815,0.246344,0.1881,NS
FGGY,-0.6188,0.9806,0.247279,0.377086,NS
DCAF6,-0.3613,1.6769,0.247828,0.168563,NS
ABHD11,-0.5995,1.0052,0.249695,0.369506,NS
RAB5B,-0.3831,1.5687,0.250661,0.189703,NS
RPLP2,0.5108,1.1727,0.251764,0.298695,NS
CDC37,-0.3146,1.8961,0.253153,0.126716,NS
STAT5B,-0.353,1.6871,0.25382,0.166651,NS
HSDL2,-0.392,1.5178,0.254073,0.200605,NS
COQ8A,-0.3664,1.6182,0.255352,0.179402,NS
AKT2,0.5226,1.1285,0.257203,0.314643,NS
RBL1,0.4894,1.2038,0.257532,0.292352,NS
MECP2,-0.4942,1.1876,0.258871,0.2956,NS
SEC24C,-0.3685,1.5916,0.259101,0.187433,NS
IVD,-0.4353,1.3471,0.259203,0.242844,NS
GAMT,-0.3938,1.4879,0.259474,0.20902,NS
MRPS21,0.5918,0.9886,0.260008,0.375008,NS
APOL2,0.5273,1.1083,0.260386,0.322378,NS
LUC7L2,-0.3635,1.6034,0.261269,0.183656,NS
H6PD,-0.4108,1.4173,0.26169,0.226965,NS
JUP,0.6337,0.9179,0.26201,0.405827,NS
COL1A1,0.8626,0.6739,0.262257,0.511163,NS
TMLHE,0.5906,0.9811,0.263378,0.377086,NS
PDLIM7,0.7094,0.8135,0.264789,0.449328,NS
ART3,-0.5705,1.0076,0.266177,0.368776,NS
RPL5,0.5502,1.0415,0.267314,0.351431,NS
OSGEP,0.4232,1.3514,0.267976,0.242683,NS
GSTP1,-0.3608,1.5767,0.26984,0.1881,NS
MYOT,0.6314,0.8989,0.270659,0.405827,NS
FAH,-0.3833,1.4777,0.271425,0.211426,NS
ECHDC2,-0.4582,1.2349,0.271789,0.282465,NS
PPP5C,-0.3211,1.7464,0.274967,0.154171,NS
EEF1A2,0.4476,1.2522,0.275102,0.277627,NS
MMP24OS,-0.6436,0.8703,0.275391,0.424318,NS
DPYSL2,-0.3403,1.645,0.275571,0.172933,NS
CRELD1,0.6167,0.9077,0.275578,0.405827,NS
PSMC2,0.2688,2.0714,0.277486,0.105817,NS
TPM4,-0.4722,1.1751,0.278688,0.298695,NS
PSMC4,0.3154,1.7425,0.282073,0.154915,NS
PCCA,-0.4061,1.3496,0.283142,0.242844,NS
FABP3,-0.4518,1.2124,0.283316,0.290113,NS
RPS6,0.3913,1.3983,0.283671,0.228403,NS
RPL12,0.6163,0.8867,0.284148,0.412858,NS
RPL29,0.608,0.8987,0.284194,0.405827,NS
STAC3,0.4562,1.1955,0.284866,0.293926,NS
MYH4,0.8491,0.6421,0.284952,0.532213,NS
CAPG,0.6962,0.7822,0.285398,0.457546,NS
MRPL13,0.4659,1.1662,0.286208,0.301167,NS
PGK1,0.3434,1.5819,0.286237,0.1881,NS
ERO1A,0.3527,1.5351,0.287477,0.197684,NS
OSBPL11,0.5399,1.0027,0.287533,0.369506,NS
HRC,0.3398,1.5857,0.289199,0.1881,NS
TRAPPC3,-0.5491,0.9809,0.289306,0.377086,NS
RPL36,0.5413,0.9929,0.290132,0.374142,NS
ALDH9A1,-0.3785,1.4118,0.292176,0.226965,NS
