uniprot_id,contrast,max_rank_shift,min_rank,max_rank,sensitive,gene
P61160,Aging,197,109,306,TRUE,ACTR2
Q9Y305,Aging,128,179,307,TRUE,ACOT9
Q9H6F2,Aging,1783,266,2049,TRUE,TMEM38A
P12956,Aging,253,56,309,TRUE,XRCC6
P00338,Aging,1718,231,1949,TRUE,LDHA
P60866,Aging,1506,299,1805,TRUE,RPS20
P42766,Aging,1673,312,1985,TRUE,RPL35
Q9UI12,Aging,1794,313,2107,TRUE,ATP6V1H
P15311,Aging,1787,314,2101,TRUE,EZR
O75521,Aging,179,273,452,TRUE,ECI2
Q8TAT6,Aging,1231,316,1547,TRUE,NPLOC4
P52888,Aging,169,148,317,TRUE,THOP1
P21796,Aging,953,135,1088,TRUE,VDAC1
O95433,Aging,165,199,364,TRUE,AHSA1
Q9BRT3,Aging,1753,320,2073,TRUE,MIEN1
P26440,Aging,89,232,321,TRUE,IVD
Q01085,Aging,528,322,850,TRUE,TIAL1
Q8TD30,Aging,827,296,1123,TRUE,GPT2
Q6YN16,Aging,417,149,566,TRUE,HSDL2
P37837,Aging,412,25,437,TRUE,TALDO1
Q14324,Aging,1461,319,1780,TRUE,MYBPC2
P28749,Aging,1661,327,1988,TRUE,RBL1
P46782,Aging,1292,328,1620,TRUE,RPS5
P54725,Aging,365,35,400,TRUE,RAD23A
Q9H479,Aging,252,81,333,TRUE,FN3K
P78417,Aging,425,119,544,TRUE,GSTO1
P06737,Aging,269,302,571,TRUE,PYGL
O00168,Aging,1712,333,2045,TRUE,FXYD1
P48449,Aging,169,238,407,TRUE,LSS
Q9NQW7,Aging,923,335,1258,TRUE,XPNPEP1
Q702N8,Aging,1657,336,1993,TRUE,XIRP1
Q02221,Aging,1564,337,1901,TRUE,COX6A2
P47756,Aging,1754,306,2060,TRUE,CAPZB
Q58WW2,Aging,320,19,339,TRUE,DCAF6
P13473,Aging,105,340,445,TRUE,LAMP2
P39059,Aging,1734,341,2075,TRUE,COL15A1
P16152,Aging,1489,318,1807,TRUE,CBR1
P57772,Aging,1537,343,1880,TRUE,EEFSEC
Q6PCB7,Aging,289,55,344,TRUE,SLC27A1
P16219,Aging,256,275,531,TRUE,ACADS
O60256,Aging,1751,346,2097,TRUE,PRPSAP2
Q9NWU5,Aging,1704,347,2051,TRUE,MRPL22
Q15404,Aging,258,90,348,TRUE,RSU1
P15090,Aging,919,88,1007,TRUE,FABP4
P08603,Aging,179,195,374,TRUE,CFH
Q7L0Y3,Aging,193,230,423,TRUE,TRMT10C
Q96L96,Aging,1731,352,2083,TRUE,ALPK3
Q9BSH4,Aging,185,168,353,TRUE,TACO1
Q99733,Aging,777,354,1131,TRUE,NAP1L4
O95359,Aging,152,226,378,TRUE,TACC2
P31937,Aging,596,167,763,TRUE,HIBADH
P00751,Aging,171,193,364,TRUE,CFB
Q06124,Aging,203,155,358,TRUE,PTPN11
Q6GMV3,Aging,1281,359,1640,TRUE,PTRHD1
P01876,Aging,129,322,451,TRUE,IGHA1
P18077,Aging,1614,361,1975,TRUE,RPL35A
Q96C11,Aging,852,362,1214,TRUE,FGGY
P30405,Aging,104,303,407,TRUE,PPIF
Q96PE7,Aging,276,274,550,TRUE,MCEE
P82909,Aging,359,365,724,TRUE,MRPS36
Q14353,Aging,537,39,576,TRUE,GAMT
A6NCE7,Aging,1736,367,2103,TRUE,MAP1LC3B2
Q6QEF8,Aging,1742,368,2110,TRUE,CORO6
P31040,Aging,464,291,755,TRUE,SDHA
Q8N4Q1,Aging,220,191,411,TRUE,CHCHD4
P27797,Aging,356,107,463,TRUE,CALR
Q68DQ2,Aging,1363,359,1722,TRUE,CRYBG3
Q13445,Aging,1708,373,2081,TRUE,TMED1
P62888,Aging,1623,374,1997,TRUE,RPL30
P42167,Aging,384,237,621,TRUE,TMPO
Q9BQ69,Aging,1420,301,1721,TRUE,MACROD1
P31150,Aging,373,47,420,TRUE,GDI1
O43374,Aging,270,366,636,TRUE,RASA4
Q9NY65,Aging,1163,345,1508,TRUE,TUBA8
Q14697,Aging,287,93,380,TRUE,GANAB
P02768,Aging,919,139,1058,TRUE,ALB
O76003,Aging,1226,382,1608,TRUE,GLRX3
P62841,Aging,1348,383,1731,TRUE,RPS15
Q8NBF2,Aging,321,384,705,TRUE,NHLRC2
Q14195,Aging,144,385,529,TRUE,DPYSL3
P12882,Aging,1483,360,1843,TRUE,MYH1
Q7Z4V5,Aging,543,291,834,TRUE,HDGFL2
Q7Z4H3,Aging,425,268,693,TRUE,HDDC2
P61513,Aging,1685,389,2074,TRUE,RPL37A
P22830,Aging,264,166,430,TRUE,FECH
Q9NR31,Aging,477,117,594,TRUE,SAR1A
O15239,Aging,1444,392,1836,TRUE,NDUFA1
P52758,Aging,434,155,589,TRUE,RIDA
P21291,Aging,1709,387,2096,TRUE,CSRP1
O95989,Aging,317,78,395,TRUE,NUDT3
Q9BXI3,Aging,1721,385,2106,TRUE,NT5C1A
Q969Q0,Aging,1440,397,1837,TRUE,RPL36AL
O95674,Aging,341,323,664,TRUE,CDS2
P35813,Aging,299,100,399,TRUE,PPM1A
Q9BR39,Aging,717,400,1117,TRUE,JPH2
Q16816,Aging,1059,322,1381,TRUE,PHKG1
P84098,Aging,1562,402,1964,TRUE,RPL19
P30566,Aging,1119,379,1498,TRUE,ADSL
Q93052,Aging,228,240,468,TRUE,LPP
Q9BT78,Aging,268,138,406,TRUE,COPS4
P0CW19,Aging,1384,406,1790,TRUE,LIMS3
Q96CM8,Aging,237,170,407,TRUE,ACSF2
Q6H8Q1,Aging,1650,364,2014,TRUE,ABLIM2
Q9UJ70,Aging,203,206,409,TRUE,NAGK
P00387,Aging,497,110,607,TRUE,CYB5R3
Q12904,Aging,137,274,411,TRUE,AIMP1
P40925,Aging,1461,152,1613,TRUE,MDH1
Q5XKP0,Aging,1632,363,1995,TRUE,MICOS13
P61981,Aging,928,61,989,TRUE,YWHAG
P01011,Aging,325,142,467,TRUE,SERPINA3
Q4G0N4,Aging,408,241,649,TRUE,NADK2
O95861,Aging,167,250,417,TRUE,BPNT1
Q9NR19,Aging,267,151,418,TRUE,ACSS2
P61916,Aging,1002,419,1421,TRUE,NPC2
Q9Y2Z0,Aging,408,389,797,TRUE,SUGT1
O95822,Aging,717,354,1071,TRUE,MLYCD
Q9Y6H1,Aging,101,356,457,TRUE,CHCHD2
P23396,Aging,1637,257,1894,TRUE,RPS3
Q9Y281,Aging,1195,65,1260,TRUE,CFL2
O43633,Aging,384,41,425,TRUE,CHMP2A
Q15848,Aging,209,426,635,TRUE,ADIPOQ
P01009,Aging,520,161,681,TRUE,SERPINA1
O43615,Aging,354,74,428,TRUE,TIMM44
Q5VXT5,Aging,1739,316,2055,TRUE,SYPL2
P17980,Aging,676,401,1077,TRUE,PSMC3
P06730,Aging,984,431,1415,TRUE,EIF4E
P60709,Aging,1739,355,2094,TRUE,ACTB
Q9UHD9,Aging,315,244,559,TRUE,UBQLN2
Q9UHV9,Aging,362,72,434,TRUE,PFDN2
P22352,Aging,337,98,435,TRUE,GPX3
P06753,Aging,1536,419,1955,TRUE,TPM3
P02585,Aging,1710,378,2088,TRUE,TNNC2
P62195,Aging,407,438,845,TRUE,PSMC5
P55010,Aging,1032,439,1471,TRUE,EIF5
P52564,Aging,335,106,441,TRUE,MAP2K6
O00442,Aging,349,92,441,TRUE,RTCA
P52565,Aging,586,101,687,TRUE,ARHGDIA
P46779,Aging,1293,443,1736,TRUE,RPL28
P11182,Aging,162,338,500,TRUE,DBT
P62136,Aging,1265,356,1621,TRUE,PPP1CA
P15880,Aging,1194,425,1619,TRUE,RPS2
Q14204,Aging,759,447,1206,TRUE,DYNC1H1
P37802,Aging,427,21,448,TRUE,TAGLN2
P60842,Aging,1037,397,1434,TRUE,EIF4A1
O75923,Aging,970,356,1326,TRUE,DYSF
Q15392,Aging,1662,451,2113,TRUE,DHCR24
O95425,Aging,1604,452,2056,TRUE,SVIL
Q00796,Aging,1368,453,1821,TRUE,SORD
Q9BTE1,Aging,535,337,872,TRUE,DCTN5
P49748,Aging,921,175,1096,TRUE,ACADVL
Q9BRA2,Aging,678,456,1134,TRUE,TXNDC17
P67870,Aging,864,457,1321,TRUE,CSNK2B
O75439,Aging,299,159,458,TRUE,PMPCB
Q9H0E2,Aging,1128,459,1587,TRUE,TOLLIP
P02461,Aging,1350,458,1808,TRUE,COL3A1
P63151,Aging,349,149,498,TRUE,PPP2R2A
P68104,Aging,1757,122,1879,TRUE,EEF1A1
P30153,Aging,750,75,825,TRUE,PPP2R1A
Q8TDC0,Aging,1629,464,2093,TRUE,MYOZ3
P49840,Aging,433,371,804,TRUE,GSK3A
O15273,Aging,1643,466,2109,TRUE,TCAP
Q8N142,Aging,722,194,916,TRUE,ADSS1
P81605,Aging,1632,468,2100,TRUE,DCD
P02545,Aging,1588,446,2034,TRUE,LMNA
P35555,Aging,63,452,515,TRUE,FBN1
Q13619,Aging,304,167,471,TRUE,CUL4A
Q6ZVM7,Aging,339,133,472,TRUE,TOM1L2
O75390,Aging,1184,177,1361,TRUE,CS
P61020,Aging,322,152,474,TRUE,RAB5B
Q8WVI0,Aging,1591,475,2066,TRUE,SMIM4
Q9NQE9,Aging,1374,476,1850,TRUE,HINT3
P35244,Aging,1456,477,1933,TRUE,RPA3
P12081,Aging,390,88,478,TRUE,HARS1
P53701,Aging,225,272,497,TRUE,HCCS
Q13451,Aging,366,114,480,TRUE,FKBP5
P45954,Aging,274,481,755,TRUE,ACADSB
Q9UGI8,Aging,1618,482,2100,TRUE,TES
Q9UK76,Aging,1355,483,1838,TRUE,JPT1
P53985,Aging,307,484,791,TRUE,SLC16A1
A3KMH1,Aging,871,485,1356,TRUE,VWA8
Q9NR46,Aging,1609,486,2095,TRUE,SH3GLB2
Q9H7C9,Aging,557,244,801,TRUE,AAMDC
Q9NTM9,Aging,384,226,610,TRUE,CUTC
Q96K17,Aging,636,489,1125,TRUE,BTF3L4
Q7Z698,Aging,264,478,742,TRUE,SPRED2
Q9Y2R0,Aging,92,491,583,TRUE,COA3
P00488,Aging,407,422,829,TRUE,F13A1
Q96CV9,Aging,347,341,688,TRUE,OPTN
P35237,Aging,970,467,1437,TRUE,SERPINB6
Q06730,Aging,1296,495,1791,TRUE,ZNF33A
Q5JPE7,Aging,1297,496,1793,TRUE,NOMO2
Q0ZGT2,Aging,1417,497,1914,TRUE,NEXN
P17152,Aging,586,96,682,TRUE,TMEM11
P15104,Aging,414,275,689,TRUE,GLUL
Q15181,Aging,349,151,500,TRUE,PPA1
Q9UKX3,Aging,1398,501,1899,TRUE,MYH13
P13807,Aging,1461,369,1830,TRUE,GYS1
P62263,Aging,645,503,1148,TRUE,RPS14
Q00G26,Aging,428,352,780,TRUE,PLIN5
Q9P2R7,Aging,871,143,1014,TRUE,SUCLA2
Q16775,Aging,855,36,891,TRUE,HAGH
Q92947,Aging,284,425,709,TRUE,GCDH
O15371,Aging,1049,508,1557,TRUE,EIF3D
P35573,Aging,1485,252,1737,TRUE,AGL
Q9NR12,Aging,1545,485,2030,TRUE,PDLIM7
P46976,Aging,1535,265,1800,TRUE,GYG1
O43617,Aging,697,313,1010,TRUE,TRAPPC3
P63220,Aging,1257,433,1690,TRUE,RPS21
Q8NDH3,Aging,187,463,650,TRUE,NPEPL1
P36543,Aging,1233,515,1748,TRUE,ATP6V1E1
P15927,Aging,486,438,924,TRUE,RPA2
P63279,Aging,227,290,517,TRUE,UBE2I
Q15019,Aging,241,277,518,TRUE,SEPTIN2
P13667,Aging,252,519,771,TRUE,PDIA4
P04080,Aging,397,339,736,TRUE,CSTB
P25786,Aging,331,441,772,TRUE,PSMA1
O14558,Aging,410,430,840,TRUE,HSPB6
Q6P1A2,Aging,1576,523,2099,TRUE,LPCAT3
P10809,Aging,823,168,991,TRUE,HSPD1
O95202,Aging,173,352,525,TRUE,LETM1
Q14103,Aging,488,196,684,TRUE,HNRNPD
Q9Y2J8,Aging,717,129,846,TRUE,PADI2
Q9HBL0,Aging,443,85,528,TRUE,TNS1
Q8NI37,Aging,611,489,1100,TRUE,PPTC7
Q96GK7,Aging,430,412,842,TRUE,FAHD2A
P16615,Aging,1144,321,1465,TRUE,ATP2A2
Q99623,Aging,818,136,954,TRUE,PHB2
Q13698,Aging,827,533,1360,TRUE,CACNA1S
Q9UI30,Aging,1322,534,1856,TRUE,TRMT112
Q8TCD5,Aging,1154,535,1689,TRUE,NT5C
P17948,Aging,1335,536,1871,TRUE,FLT1
Q9BV86,Aging,371,391,762,TRUE,NTMT1
O75396,Aging,458,80,538,TRUE,SEC22B
P29966,Aging,227,448,675,TRUE,MARCKS
P62328,Aging,1536,540,2076,TRUE,TMSB4X
Q9NPF4,Aging,1547,541,2088,TRUE,OSGEP
P49023,Aging,648,384,1032,TRUE,PXN
P05386,Aging,1214,543,1757,TRUE,RPLP1
P68133,Aging,1609,453,2062,TRUE,ACTA1
P43490,Aging,1327,539,1866,TRUE,NAMPT
Q96DC8,Aging,182,425,607,TRUE,ECHDC3
O43852,Aging,967,526,1493,TRUE,CALU
O60313,Aging,314,234,548,TRUE,OPA1
Q6PK04,Aging,1293,549,1842,TRUE,CCDC137
Q16851,Aging,1583,243,1826,TRUE,UGP2
Q86UT6,Aging,257,314,571,TRUE,NLRX1
Q9BYD6,Aging,1345,552,1897,TRUE,MRPL1
P36542,Aging,944,351,1295,TRUE,ATP5F1C
Q8N3D4,Aging,1095,554,1649,TRUE,EHBP1L1
Q9Y4G6,Aging,391,164,555,TRUE,TLN2
Q96JJ7,Aging,1453,556,2009,TRUE,TMX3
P04439,Aging,328,229,557,TRUE,HLA-A
P08708,Aging,1211,558,1769,TRUE,RPS17
Q3ZCQ8,Aging,423,136,559,TRUE,TIMM50
P48556,Aging,951,560,1511,TRUE,PSMD8
Q9UM54,Aging,1548,472,2020,TRUE,MYO6
Q13200,Aging,566,535,1101,TRUE,PSMD2
O95336,Aging,344,321,665,TRUE,PGLS
Q9BY44,Aging,1358,564,1922,TRUE,EIF2A
P0DOY2,Aging,399,538,937,TRUE,IGLC2
P01834,Aging,419,561,980,TRUE,IGKC
O14979,Aging,793,567,1360,TRUE,HNRNPDL
P27695,Aging,139,429,568,TRUE,APEX1
Q13867,Aging,815,569,1384,TRUE,BLMH
Q9Y450,Aging,948,570,1518,TRUE,HBS1L
O75083,Aging,792,414,1206,TRUE,WDR1
P25788,Aging,554,411,965,TRUE,PSMA3
O75347,Aging,489,146,635,TRUE,TBCA
Q92523,Aging,464,311,775,TRUE,CPT1B
Q6P4A7,Aging,1440,575,2015,TRUE,SFXN4
Q9BV79,Aging,416,160,576,TRUE,MECR
Q6P1N9,Aging,443,134,577,TRUE,TATDN1
P09382,Aging,572,401,973,TRUE,LGALS1
P02452,Aging,1457,579,2036,TRUE,COL1A1
Q0VAK6,Aging,1478,580,2058,TRUE,LMOD3
Q5JRX3,Aging,340,581,921,TRUE,PITRM1
Q9H773,Aging,478,104,582,TRUE,DCTPP1
Q13061,Aging,1390,570,1960,TRUE,TRDN
P01857,Aging,390,527,917,TRUE,IGHG1
Q93084,Aging,1603,423,2026,TRUE,ATP2A3
Q9NZJ6,Aging,495,195,690,TRUE,COQ3
O95817,Aging,1196,524,1720,TRUE,BAG3
O14980,Aging,502,86,588,TRUE,XPO1
Q92973,Aging,1011,549,1560,TRUE,TNPO1
O95870,Aging,722,525,1247,TRUE,ABHD16A
Q9NRG7,Aging,191,582,773,TRUE,SDR39U1
Q8NCW5,Aging,864,63,927,TRUE,NAXE
Q96C23,Aging,687,593,1280,TRUE,GALM
P46020,Aging,1037,520,1557,TRUE,PHKA1
P00167,Aging,393,418,811,TRUE,CYB5A
P62910,Aging,1508,596,2104,TRUE,RPL32
P20472,Aging,1330,586,1916,TRUE,PVALB
O60220,Aging,294,537,831,TRUE,TIMM8A
P0DP23,Aging,1551,233,1784,TRUE,CALM1
Q53FT3,Aging,686,600,1286,TRUE,HIKESHI
Q13838,Aging,1008,601,1609,TRUE,DDX39B
Q9H074,Aging,316,286,602,TRUE,PAIP1
Q9NUU7,Aging,546,57,603,TRUE,DDX19A
Q8WYA0,Aging,1498,604,2102,TRUE,IFT81
Q15008,Aging,975,605,1580,TRUE,PSMD6
P46939,Aging,851,606,1457,TRUE,UTRN
Q9Y3U8,Aging,1181,607,1788,TRUE,RPL36
Q02878,Aging,1240,608,1848,TRUE,RPL6
P17540,Aging,715,571,1286,TRUE,CKMT2
Q9UHD8,Aging,563,542,1105,TRUE,SEPTIN9
Q96MF2,Aging,1544,561,2105,TRUE,STAC3
P30086,Aging,1619,178,1797,TRUE,PEBP1
Q9UBT2,Aging,386,368,754,TRUE,UBA2
Q9HDC5,Aging,794,614,1408,TRUE,JPH1
P51452,Aging,1067,460,1527,TRUE,DUSP3
Q16082,Aging,1527,372,1899,TRUE,HSPB2
Q96GG9,Aging,1088,617,1705,TRUE,DCUN1D1
O95479,Aging,427,191,618,TRUE,H6PD
Q9NS86,Aging,1007,619,1626,TRUE,LANCL2
P02794,Aging,515,590,1105,TRUE,FTH1
P49189,Aging,731,122,853,TRUE,ALDH9A1
P30046,Aging,1320,622,1942,TRUE,DDT
O43772,Aging,377,246,623,TRUE,SLC25A20
P78356,Aging,968,624,1592,TRUE,PIP4K2B
P82921,Aging,1423,611,2034,TRUE,MRPS21
Q96CW1,Aging,895,626,1521,TRUE,AP2M1
Q9NRP0,Aging,1005,627,1632,TRUE,OSTC
Q52LJ0,Aging,854,628,1482,TRUE,FAM98B
Q15018,Aging,375,254,629,TRUE,ABRAXAS2
P25311,Aging,600,30,630,TRUE,AZGP1
P21912,Aging,985,239,1224,TRUE,SDHB
Q8N3V7,Aging,1070,632,1702,TRUE,SYNPO
Q09666,Aging,1462,456,1918,TRUE,AHNAK
Q8N1G4,Aging,662,105,767,TRUE,LRRC47
P54136,Aging,766,635,1401,TRUE,RARS1
A8MXV4,Aging,1308,636,1944,TRUE,NUDT19
P51692,Aging,511,126,637,TRUE,STAT5B
Q9BZE9,Aging,1358,638,1996,TRUE,ASPSCR1
Q86U28,Aging,418,221,639,TRUE,ISCA2
Q15631,Aging,426,242,668,TRUE,TSN
Q9NP97,Aging,900,641,1541,TRUE,DYNLRB1
Q9H1E3,Aging,443,261,704,TRUE,NUCKS1
P28482,Aging,873,643,1516,TRUE,MAPK1
Q7Z6Z7,Aging,520,222,742,TRUE,HUWE1
Q9UII2,Aging,485,424,909,TRUE,ATP5IF1
O95777,Aging,1357,646,2003,TRUE,LSM8
Q9NXA8,Aging,587,60,647,TRUE,SIRT5
Q14558,Aging,1434,648,2082,TRUE,PRPSAP1
O00571,Aging,803,649,1452,TRUE,DDX3X
P20290,Aging,898,650,1548,TRUE,BTF3
Q8NHH9,Aging,1020,651,1671,TRUE,ATL2
Q9UPY8,Aging,1189,652,1841,TRUE,MAPRE3
Q9GZZ1,Aging,535,118,653,TRUE,NAA50
P61254,Aging,1174,654,1828,TRUE,RPL26
Q8NE86,Aging,401,254,655,TRUE,MCU
P46777,Aging,1096,656,1752,TRUE,RPL5
P01019,Aging,340,317,657,TRUE,AGT
Q86X76,Aging,398,260,658,TRUE,NIT1
P33121,Aging,968,230,1198,TRUE,ACSL1
P67775,Aging,696,151,847,TRUE,PPP2CA
Q14152,Aging,490,661,1151,TRUE,EIF3A
P05556,Aging,496,166,662,TRUE,ITGB1
P61758,Aging,542,316,858,TRUE,VBP1
P10606,Aging,1450,455,1905,TRUE,COX5B
Q86TP1,Aging,1031,665,1696,TRUE,PRUNE1
Q9BS92,Aging,259,537,796,TRUE,NIPSNAP3B
P05413,Aging,1229,228,1457,TRUE,FABP3
P53621,Aging,896,668,1564,TRUE,COPA
Q9NQP4,Aging,455,214,669,TRUE,PFDN4
P56556,Aging,1259,642,1901,TRUE,NDUFA6
Q9H9P8,Aging,278,393,671,TRUE,L2HGDH
P24043,Aging,1295,672,1967,TRUE,LAMA2
P13805,Aging,1505,590,2095,TRUE,TNNT1
Q96HE7,Aging,983,674,1657,TRUE,ERO1A
P08237,Aging,1536,362,1898,TRUE,PFKM
P62277,Aging,1201,674,1875,TRUE,RPS13
P24666,Aging,774,641,1415,TRUE,ACP1
Q9UHY7,Aging,558,678,1236,TRUE,ENOPH1
Q9NP77,Aging,1349,679,2028,TRUE,SSU72
Q99627,Aging,278,534,812,TRUE,COPS8
Q9HCP6,Aging,1137,648,1785,TRUE,HHATL
P02655,Aging,301,596,897,TRUE,APOC2
P55039,Aging,1299,683,1982,TRUE,DRG2
Q9NS69,Aging,1156,684,1840,TRUE,TOMM22
Q9H330,Aging,324,685,1009,TRUE,TMEM245
P62269,Aging,795,646,1441,TRUE,RPS18
O95721,Aging,320,367,687,TRUE,SNAP29
Q96C01,Aging,1345,688,2033,TRUE,FAM136A
P54920,Aging,836,169,1005,TRUE,NAPA
P04406,Aging,1530,399,1929,TRUE,GAPDH
P48163,Aging,556,680,1236,TRUE,ME1
O15212,Aging,464,228,692,TRUE,PFDN6
Q15691,Aging,1182,693,1875,TRUE,MAPRE1
Q13617,Aging,846,694,1540,TRUE,CUL2
O14561,Aging,1145,667,1812,TRUE,NDUFAB1
P06732,Aging,1477,302,1779,TRUE,CKM
P31751,Aging,915,697,1612,TRUE,AKT2
P51148,Aging,172,572,744,TRUE,RAB5C
A0FGR8,Aging,1078,699,1777,TRUE,ESYT2
P50461,Aging,1697,373,2070,TRUE,CSRP3
Q15386,Aging,928,624,1552,TRUE,UBE3C
Q99766,Aging,280,422,702,TRUE,DMAC2L
Q9NR28,Aging,343,360,703,TRUE,DIABLO
Q9BSL1,Aging,258,446,704,TRUE,UBAC1
Q9UJW0,Aging,354,604,958,TRUE,DCTN4
P23528,Aging,850,460,1310,TRUE,CFL1
P40926,Aging,1521,249,1770,TRUE,MDH2
P61026,Aging,749,702,1451,TRUE,RAB10
Q9NZA1,Aging,720,672,1392,TRUE,CLIC5
Q9UKS6,Aging,405,408,813,TRUE,PACSIN3
P62424,Aging,1002,711,1713,TRUE,RPL7A
P84243,Aging,1443,670,2113,TRUE,H3-3A
P20073,Aging,1929,160,2089,TRUE,ANXA7
Q9NYL2,Aging,98,696,794,TRUE,MAP3K20
P13716,Aging,217,604,821,TRUE,ALAD
P19623,Aging,634,696,1330,TRUE,SRM
P02787,Aging,621,402,1023,TRUE,TF
P55036,Aging,407,676,1083,TRUE,PSMD4
P00325,Aging,122,676,798,TRUE,ADH1B
Q9UBQ5,Aging,868,675,1543,TRUE,EIF3K
Q13423,Aging,970,363,1333,TRUE,NNT
P62993,Aging,428,294,722,TRUE,GRB2
A6NNS2,Aging,907,722,1629,TRUE,DHRS7C
P11142,Aging,1203,63,1266,TRUE,HSPA8
P00505,Aging,1586,286,1872,TRUE,GOT2
Q9UBY9,Aging,1613,364,1977,TRUE,HSPB7
Q9HC38,Aging,682,88,770,TRUE,GLOD4
P17858,Aging,1502,511,2013,TRUE,PFKL
Q00688,Aging,1159,154,1313,TRUE,FKBP3
Q9Y6N1,Aging,259,526,785,TRUE,COX11
Q9Y235,Aging,1494,554,2048,TRUE,APOBEC2
O00159,Aging,597,135,732,TRUE,MYO1C
P25398,Aging,931,645,1576,TRUE,RPS12
O15382,Aging,167,567,734,TRUE,BCAT2
P59666,Aging,141,624,765,TRUE,DEFA3
Q9NZB2,Aging,1290,736,2026,TRUE,FAM120A
O00410,Aging,212,737,949,TRUE,IPO5
Q9H832,Aging,399,501,900,TRUE,UBE2Z
Q9BYD1,Aging,876,739,1615,TRUE,MRPL13
O60884,Aging,620,606,1226,TRUE,DNAJA2
P24298,Aging,561,318,879,TRUE,GPT
Q9H3K2,Aging,623,742,1365,TRUE,GHITM
Q9NX14,Aging,494,403,897,TRUE,NDUFB11
Q9UBW8,Aging,513,231,744,TRUE,COPS7A
P62854,Aging,649,745,1394,TRUE,RPS26
Q14677,Aging,1252,746,1998,TRUE,CLINT1
Q96S66,Aging,1040,747,1787,TRUE,CLCC1
P54577,Aging,873,748,1621,TRUE,YARS1
Q9P2J5,Aging,874,749,1623,TRUE,LARS1
Q9NQ50,Aging,521,471,992,TRUE,MRPL40
Q15172,Aging,979,751,1730,TRUE,PPP2R5A
Q9Y3I0,Aging,517,752,1269,TRUE,RTCB
P48147,Aging,569,619,1188,TRUE,PREP
P47914,Aging,1109,754,1863,TRUE,RPL29
Q02750,Aging,380,744,1124,TRUE,MAP2K1
P05388,Aging,755,749,1504,TRUE,RPLP0
Q9UNE7,Aging,1088,757,1845,TRUE,STUB1
P26640,Aging,278,613,891,TRUE,VARS1
O60684,Aging,697,759,1456,TRUE,KPNA6
O43684,Aging,792,740,1532,TRUE,BUB3
P12883,Aging,1482,592,2074,TRUE,MYH7
Q14767,Aging,307,633,940,TRUE,LTBP3
P27694,Aging,282,550,832,TRUE,RPA1
Q9BUK0,Aging,423,341,764,TRUE,CHCHD7
Q8NBU5,Aging,790,765,1555,TRUE,ATAD1
Q9Y623,Aging,1362,728,2090,TRUE,MYH4
Q14714,Aging,451,767,1218,TRUE,SSPN
O43826,Aging,881,768,1649,TRUE,SLC37A4
P03897,Aging,881,769,1650,TRUE,MT-ND3
P29144,Aging,490,280,770,TRUE,TPP2
Q04759,Aging,1156,771,1927,TRUE,PRKCQ
Q53H82,Aging,325,450,775,TRUE,LACTB2
O00399,Aging,1310,768,2078,TRUE,DCTN6
Q9Y490,Aging,481,293,774,TRUE,TLN1
P03915,Aging,1280,739,2019,TRUE,MT-ND5
O43813,Aging,603,754,1357,TRUE,LANCL1
P20618,Aging,168,609,777,TRUE,PSMB1
P30085,Aging,927,778,1705,TRUE,CMPK1
O15173,Aging,244,535,779,TRUE,PGRMC2
P35270,Aging,376,404,780,TRUE,SPR
P53597,Aging,1146,243,1389,TRUE,SUCLG1
Q14157,Aging,1094,782,1876,TRUE,UBAP2L
Q9BQE5,Aging,1186,783,1969,TRUE,APOL2
P25787,Aging,594,721,1315,TRUE,PSMA2
O43143,Aging,450,504,954,TRUE,DHX15
Q9H3N1,Aging,317,469,786,TRUE,TMX1
P60033,Aging,1088,787,1875,TRUE,CD81
O75208,Aging,1005,376,1381,TRUE,COQ9
P09211,Aging,1149,229,1378,TRUE,GSTP1
Q9Y2Q9,Aging,706,591,1297,TRUE,MRPS35
Q8WXH0,Aging,407,384,791,TRUE,SYNE2
Q13185,Aging,741,599,1340,TRUE,CBX3
P51571,Aging,1270,793,2063,TRUE,SSR4
Q13618,Aging,542,252,794,TRUE,CUL3
Q9UL46,Aging,1163,795,1958,TRUE,PSME2
P62873,Aging,585,339,924,TRUE,GNB1
Q92734,Aging,610,797,1407,TRUE,TFG
P30837,Aging,1290,756,2046,TRUE,ALDH1B1
Q16563,Aging,553,799,1352,TRUE,SYPL1
Q92506,Aging,357,443,800,TRUE,HSD17B8
Q9Y678,Aging,973,801,1774,TRUE,COPG1
Q8TC12,Aging,1255,802,2057,TRUE,RDH11
Q99643,Aging,1317,768,2085,TRUE,SDHC
P62253,Aging,662,521,1183,TRUE,UBE2G1
P52943,Aging,304,651,955,TRUE,CRIP2
Q9GZP4,Aging,388,418,806,TRUE,PITHD1
P00846,Aging,1349,637,1986,TRUE,MT-ATP6
Q93034,Aging,728,254,982,TRUE,CUL5
P09110,Aging,730,79,809,TRUE,ACAA1
P12268,Aging,294,805,1099,TRUE,IMPDH2
Q13976,Aging,599,811,1410,TRUE,PRKG1
P36405,Aging,638,174,812,TRUE,ARL3
P54284,Aging,277,773,1050,TRUE,CACNB3
Q9Y4W6,Aging,577,290,867,TRUE,AFG3L2
Q01105,Aging,770,815,1585,TRUE,SET
Q9Y2Q5,Aging,882,785,1667,TRUE,LAMTOR2
Q9H0W9,Aging,826,79,905,TRUE,C11orf54
P28289,Aging,1338,771,2109,TRUE,TMOD1
Q00577,Aging,693,819,1512,TRUE,PURA
