uniprot_id,contrast,max_rank_shift,min_rank,max_rank,sensitive,gene
Q01469,Training_Young,1411,451,1862,TRUE,FABP5
Q96MF6,Training_Young,1297,485,1782,TRUE,COQ10A
Q13813,Training_Young,352,486,838,TRUE,SPTAN1
Q13642,Training_Young,1447,487,1934,TRUE,FHL1
Q6YN16,Training_Young,1659,398,2057,TRUE,HSDL2
P05166,Training_Young,158,339,497,TRUE,PCCB
P68133,Training_Young,638,350,988,TRUE,ACTA1
P39656,Training_Young,1284,491,1775,TRUE,DDOST
P62070,Training_Young,1334,492,1826,TRUE,RRAS2
Q9NTJ4,Training_Young,450,161,611,TRUE,MAN2C1
Q9BQE5,Training_Young,318,201,519,TRUE,APOL2
Q10567,Training_Young,394,171,565,TRUE,AP1B1
P16298,Training_Young,1539,496,2035,TRUE,PPP3CB
O14924,Training_Young,1228,497,1725,TRUE,RGS12
P13164,Training_Young,1210,460,1670,TRUE,IFITM1
P61158,Training_Young,285,214,499,TRUE,ACTR3
P67870,Training_Young,278,222,500,TRUE,CSNK2B
O00233,Training_Young,416,126,542,TRUE,PSMD9
P07108,Training_Young,1351,314,1665,TRUE,DBI
Q6NZI2,Training_Young,523,387,910,TRUE,CAVIN1
Q8NCA5,Training_Young,303,215,518,TRUE,FAM98A
Q01082,Training_Young,242,263,505,TRUE,SPTBN1
Q9HCU5,Training_Young,670,506,1176,TRUE,PREB
P01023,Training_Young,378,220,598,TRUE,A2M
O75155,Training_Young,465,172,637,TRUE,CAND2
P62495,Training_Young,136,414,550,TRUE,ETF1
O95210,Training_Young,682,320,1002,TRUE,STBD1
P14209,Training_Young,329,182,511,TRUE,CD99
P46020,Training_Young,371,255,626,TRUE,PHKA1
Q96CT7,Training_Young,410,122,532,TRUE,CCDC124
P0DOY3,Training_Young,399,180,579,TRUE,IGLC3
O15400,Training_Young,333,229,562,TRUE,STX7
Q9NTG7,Training_Young,1532,516,2048,TRUE,SIRT3
P40925,Training_Young,1844,138,1982,TRUE,MDH1
P35813,Training_Young,253,265,518,TRUE,PPM1A
O43242,Training_Young,334,185,519,TRUE,PSMD3
P00395,Training_Young,582,520,1102,TRUE,MT-CO1
P01834,Training_Young,425,491,916,TRUE,IGKC
P12814,Training_Young,434,489,923,TRUE,ACTN1
Q92734,Training_Young,299,224,523,TRUE,TFG
P35609,Training_Young,410,484,894,TRUE,ACTN2
Q86VN1,Training_Young,496,462,958,TRUE,VPS36
Q9Y316,Training_Young,364,181,545,TRUE,MEMO1
Q9NVH6,Training_Young,1265,527,1792,TRUE,TMLHE
Q6IQ26,Training_Young,436,528,964,TRUE,DENND5A
P28066,Training_Young,770,377,1147,TRUE,PSMA5
P42167,Training_Young,1208,479,1687,TRUE,TMPO
O75832,Training_Young,1379,531,1910,TRUE,PSMD10
Q9NY65,Training_Young,1571,532,2103,TRUE,TUBA8
O14841,Training_Young,1313,533,1846,TRUE,OPLAH
Q9P0J0,Training_Young,1372,344,1716,TRUE,NDUFA13
P63104,Training_Young,271,286,557,TRUE,YWHAZ
P62937,Training_Young,836,393,1229,TRUE,PPIA
Q9ULC4,Training_Young,292,245,537,TRUE,MCTS1
O14949,Training_Young,1745,323,2068,TRUE,UQCRQ
O75339,Training_Young,113,439,552,TRUE,CILP
Q12904,Training_Young,222,318,540,TRUE,AIMP1
P31948,Training_Young,726,269,995,TRUE,STIP1
P23526,Training_Young,620,280,900,TRUE,AHCY
Q8N3V7,Training_Young,709,540,1249,TRUE,SYNPO
Q96HE7,Training_Young,224,320,544,TRUE,ERO1A
Q9UGI8,Training_Young,1555,545,2100,TRUE,TES
Q8NE62,Training_Young,467,528,995,TRUE,CHDH
P48444,Training_Young,224,451,675,TRUE,ARCN1
A6NCE7,Training_Young,1481,548,2029,TRUE,MAP1LC3B2
P04406,Training_Young,1333,549,1882,TRUE,GAPDH
P62879,Training_Young,1093,550,1643,TRUE,GNB2
Q9Y696,Training_Young,201,350,551,TRUE,CLIC4
P19367,Training_Young,775,390,1165,TRUE,HK1
P07737,Training_Young,1368,281,1649,TRUE,PFN1
Q92973,Training_Young,218,478,696,TRUE,TNPO1
Q9BZE1,Training_Young,1558,555,2113,TRUE,MRPL37
Q9UNH7,Training_Young,1554,556,2110,TRUE,SNX6
P24043,Training_Young,640,557,1197,TRUE,LAMA2
P29992,Training_Young,1520,494,2014,TRUE,GNA11
Q9HBI1,Training_Young,1329,559,1888,TRUE,PARVB
P22695,Training_Young,1799,185,1984,TRUE,UQCRC2
Q13126,Training_Young,1500,525,2025,TRUE,MTAP
O75323,Training_Young,1613,272,1885,TRUE,NIPSNAP2
P12882,Training_Young,496,450,946,TRUE,MYH1
P49189,Training_Young,1670,400,2070,TRUE,ALDH9A1
Q9H987,Training_Young,447,565,1012,TRUE,SYNPO2L
O60220,Training_Young,692,552,1244,TRUE,TIMM8A
P31942,Training_Young,1550,514,2064,TRUE,HNRNPH3
P12081,Training_Young,400,168,568,TRUE,HARS1
P61313,Training_Young,277,292,569,TRUE,RPL15
Q6IPR1,Training_Young,1218,570,1788,TRUE,ETFRF1
O94905,Training_Young,1461,429,1890,TRUE,ERLIN2
P60709,Training_Young,645,376,1021,TRUE,ACTB
Q8N5M1,Training_Young,1401,573,1974,TRUE,ATPAF2
P22059,Training_Young,869,574,1443,TRUE,OSBP
O95817,Training_Young,435,306,741,TRUE,BAG3
P51636,Training_Young,539,566,1105,TRUE,CAV2
Q02338,Training_Young,1362,577,1939,TRUE,BDH1
Q13131,Training_Young,502,76,578,TRUE,PRKAA1
P30536,Training_Young,333,246,579,TRUE,TSPO
P05452,Training_Young,203,385,588,TRUE,CLEC3B
Q7Z3D6,Training_Young,1359,581,1940,TRUE,DGLUCY
P40429,Training_Young,226,454,680,TRUE,RPL13A
P20810,Training_Young,436,147,583,TRUE,CAST
Q86UP2,Training_Young,131,584,715,TRUE,KTN1
P61960,Training_Young,391,204,595,TRUE,UFM1
P36405,Training_Young,620,67,687,TRUE,ARL3
O75153,Training_Young,464,209,673,TRUE,CLUH
Q9BVK6,Training_Young,422,166,588,TRUE,TMED9
P25786,Training_Young,743,207,950,TRUE,PSMA1
P10828,Training_Young,557,590,1147,TRUE,THRB
P27797,Training_Young,335,256,591,TRUE,CALR
O95433,Training_Young,224,441,665,TRUE,AHSA1
P35637,Training_Young,829,593,1422,TRUE,FUS
Q9Y490,Training_Young,294,300,594,TRUE,TLN1
O95571,Training_Young,1681,117,1798,TRUE,ETHE1
P14314,Training_Young,280,316,596,TRUE,PRKCSH
Q9UGM6,Training_Young,296,594,890,TRUE,WARS2
P22314,Training_Young,827,351,1178,TRUE,UBA1
P48681,Training_Young,115,593,708,TRUE,NES
O95810,Training_Young,1059,600,1659,TRUE,CAVIN2
Q13200,Training_Young,342,259,601,TRUE,PSMD2
P52566,Training_Young,431,231,662,TRUE,ARHGDIB
P08574,Training_Young,1785,253,2038,TRUE,CYC1
P07099,Training_Young,418,366,784,TRUE,EPHX1
P12111,Training_Young,938,605,1543,TRUE,COL6A3
Q9H477,Training_Young,1393,606,1999,TRUE,RBKS
P83731,Training_Young,1332,607,1939,TRUE,RPL24
P17174,Training_Young,1832,246,2078,TRUE,GOT1
Q15149,Training_Young,556,349,905,TRUE,PLEC
P05026,Training_Young,644,123,767,TRUE,ATP1B1
Q16851,Training_Young,1366,417,1783,TRUE,UGP2
Q6P4A7,Training_Young,132,591,723,TRUE,SFXN4
P14672,Training_Young,154,502,656,TRUE,SLC2A4
Q96K17,Training_Young,455,159,614,TRUE,BTF3L4
Q9NVI7,Training_Young,1293,521,1814,TRUE,ATAD3A
Q13326,Training_Young,1205,616,1821,TRUE,SGCG
P36542,Training_Young,1129,604,1733,TRUE,ATP5F1C
P41227,Training_Young,188,430,618,TRUE,NAA10
Q96EY1,Training_Young,898,619,1517,TRUE,DNAJA3
P56192,Training_Young,779,620,1399,TRUE,MARS1
Q92791,Training_Young,1169,621,1790,TRUE,P3H4
Q9H8H3,Training_Young,1488,622,2110,TRUE,METTL7A
Q96A33,Training_Young,1397,623,2020,TRUE,CCDC47
P10644,Training_Young,920,416,1336,TRUE,PRKAR1A
Q8NC51,Training_Young,1256,625,1881,TRUE,SERBP1
P43155,Training_Young,1727,336,2063,TRUE,CRAT
Q96KP4,Training_Young,436,191,627,TRUE,CNDP2
O00418,Training_Young,974,579,1553,TRUE,EEF2K
O60256,Training_Young,1005,574,1579,TRUE,PRPSAP2
Q9HC38,Training_Young,1199,630,1829,TRUE,GLOD4
P61081,Training_Young,996,631,1627,TRUE,UBE2M
O43396,Training_Young,445,187,632,TRUE,TXNL1
Q92530,Training_Young,296,337,633,TRUE,PSMF1
Q92616,Training_Young,289,612,901,TRUE,GCN1
O43399,Training_Young,920,635,1555,TRUE,TPD52L2
Q9NPC6,Training_Young,549,636,1185,TRUE,MYOZ2
Q08043,Training_Young,419,614,1033,TRUE,ACTN3
O96007,Training_Young,1311,622,1933,TRUE,MOCS2
Q06432,Training_Young,1250,639,1889,TRUE,CACNG1
Q6XQN6,Training_Young,1405,640,2045,TRUE,NAPRT
Q9Y2Q9,Training_Young,349,543,892,TRUE,MRPS35
Q9UFN0,Training_Young,178,464,642,TRUE,NIPSNAP3A
Q2TBA0,Training_Young,318,413,731,TRUE,KLHL40
P35244,Training_Young,1474,619,2093,TRUE,RPA3
Q14152,Training_Young,833,645,1478,TRUE,EIF3A
Q9NZJ6,Training_Young,1371,646,2017,TRUE,COQ3
P61604,Training_Young,959,416,1375,TRUE,HSPE1
P01034,Training_Young,542,106,648,TRUE,CST3
O15498,Training_Young,566,83,649,TRUE,YKT6
Q9UNM6,Training_Young,510,140,650,TRUE,PSMD13
P09874,Training_Young,1282,651,1933,TRUE,PARP1
Q9H0R4,Training_Young,820,652,1472,TRUE,HDHD2
P50416,Training_Young,1315,653,1968,TRUE,CPT1A
P53990,Training_Young,816,654,1470,TRUE,IST1
Q8TCD5,Training_Young,1430,636,2066,TRUE,NT5C
P35080,Training_Young,683,368,1051,TRUE,PFN2
Q99613,Training_Young,821,225,1046,TRUE,EIF3C
Q86VX2,Training_Young,868,658,1526,TRUE,COMMD7
P61077,Training_Young,1568,545,2113,TRUE,UBE2D3
P0DOY2,Training_Young,257,614,871,TRUE,IGLC2
Q9NQE9,Training_Young,1413,661,2074,TRUE,HINT3
O15533,Training_Young,838,644,1482,TRUE,TAPBP
Q9NP72,Training_Young,409,254,663,TRUE,RAB18
Q9H444,Training_Young,373,291,664,TRUE,CHMP4B
P13667,Training_Young,354,311,665,TRUE,PDIA4
O00399,Training_Young,474,229,703,TRUE,DCTN6
P07237,Training_Young,995,419,1414,TRUE,P4HB
P02768,Training_Young,1277,634,1911,TRUE,ALB
P62263,Training_Young,484,185,669,TRUE,RPS14
P16083,Training_Young,675,670,1345,TRUE,NQO2
P32119,Training_Young,1635,197,1832,TRUE,PRDX2
P51649,Training_Young,1470,610,2080,TRUE,ALDH5A1
Q9BQS8,Training_Young,309,364,673,TRUE,FYCO1
P48059,Training_Young,1242,674,1916,TRUE,LIMS1
Q12805,Training_Young,1248,560,1808,TRUE,EFEMP1
Q9NR12,Training_Young,794,676,1470,TRUE,PDLIM7
P30566,Training_Young,1522,583,2105,TRUE,ADSL
P01876,Training_Young,382,389,771,TRUE,IGHA1
Q9UBR2,Training_Young,426,296,722,TRUE,CTSZ
P37837,Training_Young,783,680,1463,TRUE,TALDO1
O15260,Training_Young,503,512,1015,TRUE,SURF4
Q8IW45,Training_Young,1424,682,2106,TRUE,NAXD
Q7Z4H3,Training_Young,499,569,1068,TRUE,HDDC2
Q9NRP0,Training_Young,985,684,1669,TRUE,OSTC
Q9H479,Training_Young,1087,685,1772,TRUE,FN3K
P62826,Training_Young,919,294,1213,TRUE,RAN
Q8IWA4,Training_Young,563,675,1238,TRUE,MFN1
O00159,Training_Young,413,275,688,TRUE,MYO1C
P51888,Training_Young,1343,689,2032,TRUE,PRELP
Q15172,Training_Young,1078,689,1767,TRUE,PPP2R5A
Q6QEF8,Training_Young,473,218,691,TRUE,CORO6
Q9Y2Z0,Training_Young,430,646,1076,TRUE,SUGT1
Q9Y230,Training_Young,129,621,750,TRUE,RUVBL2
P62241,Training_Young,523,171,694,TRUE,RPS8
P55042,Training_Young,175,555,730,TRUE,RRAD
P46939,Training_Young,1416,696,2112,TRUE,UTRN
Q9BPW8,Training_Young,1059,697,1756,TRUE,NIPSNAP1
Q9Y512,Training_Young,1575,404,1979,TRUE,SAMM50
O95292,Training_Young,1341,500,1841,TRUE,VAPB
O95989,Training_Young,864,634,1498,TRUE,NUDT3
Q9H1E3,Training_Young,932,701,1633,TRUE,NUCKS1
Q86SX6,Training_Young,868,702,1570,TRUE,GLRX5
Q9HB71,Training_Young,88,615,703,TRUE,CACYBP
Q9HCC0,Training_Young,1000,667,1667,TRUE,MCCC2
P43034,Training_Young,318,387,705,TRUE,PAFAH1B1
Q00013,Training_Young,1446,645,2091,TRUE,MPP1
Q8NCN5,Training_Young,1057,631,1688,TRUE,PDPR
Q9BYV2,Training_Young,1017,708,1725,TRUE,TRIM54
P01911,Training_Young,1337,709,2046,TRUE,HLA-DRB1
P15259,Training_Young,1609,256,1865,TRUE,PGAM2
P43490,Training_Young,470,241,711,TRUE,NAMPT
Q9P032,Training_Young,1382,712,2094,TRUE,NDUFAF4
Q6P5Q4,Training_Young,764,713,1477,TRUE,LMOD2
Q9Y5Z7,Training_Young,993,714,1707,TRUE,HCFC2
P49257,Training_Young,513,202,715,TRUE,LMAN1
O43143,Training_Young,195,542,737,TRUE,DHX15
Q99417,Training_Young,1052,672,1724,TRUE,MYCBP
P26885,Training_Young,1051,718,1769,TRUE,FKBP2
P61619,Training_Young,427,708,1135,TRUE,SEC61A1
P22234,Training_Young,548,172,720,TRUE,PAICS
Q6ZMU5,Training_Young,1033,513,1546,TRUE,TRIM72
P49588,Training_Young,448,274,722,TRUE,AARS1
Q9BYT8,Training_Young,369,354,723,TRUE,NLN
P30041,Training_Young,1829,226,2055,TRUE,PRDX6
O43760,Training_Young,1141,725,1866,TRUE,SYNGR2
Q8NI60,Training_Young,1620,453,2073,TRUE,COQ8A
Q99807,Training_Young,936,698,1634,TRUE,COQ7
P03928,Training_Young,500,356,856,TRUE,MT-ATP8
P07900,Training_Young,1510,561,2071,TRUE,HSP90AA1
Q5U5X0,Training_Young,1105,730,1835,TRUE,LYRM7
Q9BUK0,Training_Young,1193,719,1912,TRUE,CHCHD7
Q9BUR5,Training_Young,1199,705,1904,TRUE,APOO
Q13148,Training_Young,456,277,733,TRUE,TARDBP
P61981,Training_Young,1533,444,1977,TRUE,YWHAG
P62244,Training_Young,473,262,735,TRUE,RPS15A
Q9NUJ1,Training_Young,1371,736,2107,TRUE,ABHD10
Q9NYL2,Training_Young,333,404,737,TRUE,MAP3K20
Q15392,Training_Young,1006,738,1744,TRUE,DHCR24
P08237,Training_Young,1433,456,1889,TRUE,PFKM
P55072,Training_Young,797,295,1092,TRUE,VCP
Q96CX2,Training_Young,197,598,795,TRUE,KCTD12
P07951,Training_Young,679,572,1251,TRUE,TPM2
O95674,Training_Young,230,622,852,TRUE,CDS2
Q9Y263,Training_Young,512,264,776,TRUE,PLAA
P98095,Training_Young,307,654,961,TRUE,FBLN2
O75764,Training_Young,1015,715,1730,TRUE,TCEA3
Q99653,Training_Young,677,747,1424,TRUE,CHP1
Q01105,Training_Young,1028,748,1776,TRUE,SET
P24539,Training_Young,1497,401,1898,TRUE,ATP5PB
P46926,Training_Young,1056,750,1806,TRUE,GNPDA1
Q14112,Training_Young,166,638,804,TRUE,NID2
Q96EL3,Training_Young,828,730,1558,TRUE,MRPL53
Q9UPU5,Training_Young,240,584,824,TRUE,USP24
Q14116,Training_Young,297,716,1013,TRUE,IL18
O15239,Training_Young,468,755,1223,TRUE,NDUFA1
P35611,Training_Young,512,382,894,TRUE,ADD1
O75531,Training_Young,1209,745,1954,TRUE,BANF1
P62328,Training_Young,525,233,758,TRUE,TMSB4X
Q00796,Training_Young,994,759,1753,TRUE,SORD
Q9UM22,Training_Young,1331,760,2091,TRUE,EPDR1
P55795,Training_Young,1327,760,2087,TRUE,HNRNPH2
P52564,Training_Young,996,762,1758,TRUE,MAP2K6
P50851,Training_Young,717,763,1480,TRUE,LRBA
P46199,Training_Young,874,625,1499,TRUE,MTIF2
P05976,Training_Young,740,470,1210,TRUE,MYL1
Q9BSD7,Training_Young,252,600,852,TRUE,NTPCR
Q7Z406,Training_Young,295,472,767,TRUE,MYH14
P12110,Training_Young,440,742,1182,TRUE,COL6A2
Q9NP98,Training_Young,568,746,1314,TRUE,MYOZ1
Q86VF7,Training_Young,315,455,770,TRUE,NRAP
Q16585,Training_Young,634,771,1405,TRUE,SGCB
Q13228,Training_Young,1567,489,2056,TRUE,SELENBP1
P12956,Training_Young,739,773,1512,TRUE,XRCC6
O00410,Training_Young,461,313,774,TRUE,IPO5
Q7Z422,Training_Young,1028,763,1791,TRUE,SZRD1
Q02252,Training_Young,1322,776,2098,TRUE,ALDH6A1
P07954,Training_Young,1501,506,2007,TRUE,FH
P25686,Training_Young,1227,761,1988,TRUE,DNAJB2
O43617,Training_Young,532,331,863,TRUE,TRAPPC3
Q13618,Training_Young,451,329,780,TRUE,CUL3
P23396,Training_Young,775,584,1359,TRUE,RPS3
P60903,Training_Young,478,304,782,TRUE,S100A10
O95373,Training_Young,461,322,783,TRUE,IPO7
P07738,Training_Young,1292,784,2076,TRUE,BPGM
Q96EY7,Training_Young,469,346,815,TRUE,PTCD3
Q9UJZ1,Training_Young,575,211,786,TRUE,STOML2
P05165,Training_Young,252,564,816,TRUE,PCCA
Q53GG5,Training_Young,977,645,1622,TRUE,PDLIM3
O00487,Training_Young,644,145,789,TRUE,PSMD14
P09493,Training_Young,695,589,1284,TRUE,TPM1
Q9H2G2,Training_Young,424,519,943,TRUE,SLK
Q14118,Training_Young,930,792,1722,TRUE,DAG1
Q15642,Training_Young,420,373,793,TRUE,TRIP10
Q8NHH9,Training_Young,1238,794,2032,TRUE,ATL2
Q9NVA2,Training_Young,522,314,836,TRUE,SEPTIN11
O43741,Training_Young,534,262,796,TRUE,PRKAB2
Q9UJW0,Training_Young,397,797,1194,TRUE,DCTN4
Q13347,Training_Young,506,292,798,TRUE,EIF3I
P47813,Training_Young,574,225,799,TRUE,EIF1AX
Q5TDH0,Training_Young,869,654,1523,TRUE,DDI2
Q8WTS6,Training_Young,558,243,801,TRUE,SETD7
P35754,Training_Young,1196,802,1998,TRUE,GLRX
P01871,Training_Young,318,485,803,TRUE,IGHM
Q13451,Training_Young,1070,804,1874,TRUE,FKBP5
P63010,Training_Young,186,639,825,TRUE,AP2B1
P99999,Training_Young,1390,461,1851,TRUE,CYCS
P14621,Training_Young,1248,490,1738,TRUE,ACYP2
Q96AB3,Training_Young,591,217,808,TRUE,ISOC2
Q05639,Training_Young,1219,555,1774,TRUE,EEF1A2
P06737,Training_Young,606,534,1140,TRUE,PYGL
P26373,Training_Young,475,336,811,TRUE,RPL13
Q9UH92,Training_Young,1120,812,1932,TRUE,MLX
Q96I23,Training_Young,717,813,1530,TRUE,PYURF
O75688,Training_Young,1301,769,2070,TRUE,PPM1B
P13693,Training_Young,1539,532,2071,TRUE,TPT1
P39059,Training_Young,847,764,1611,TRUE,COL15A1
Q15208,Training_Young,623,785,1408,TRUE,STK38
P50914,Training_Young,378,440,818,TRUE,RPL14
P01860,Training_Young,286,533,819,TRUE,IGHG3
O43765,Training_Young,951,820,1771,TRUE,SGTA
Q5TGZ0,Training_Young,671,821,1492,TRUE,MICOS10
Q13363,Training_Young,1124,822,1946,TRUE,CTBP1
P40763,Training_Young,996,701,1697,TRUE,STAT3
Q16586,Training_Young,801,824,1625,TRUE,SGCA
P46782,Training_Young,1046,825,1871,TRUE,RPS5
Q02952,Training_Young,432,664,1096,TRUE,AKAP12
Q9P0J6,Training_Young,603,492,1095,TRUE,MRPL36
P23786,Training_Young,1025,828,1853,TRUE,CPT2
P48047,Training_Young,1352,725,2077,TRUE,ATP5PO
Q8N183,Training_Young,756,811,1567,TRUE,NDUFAF2
Q96IV0,Training_Young,368,479,847,TRUE,NGLY1
P54289,Training_Young,1028,624,1652,TRUE,CACNA2D1
Q9BVC6,Training_Young,991,833,1824,TRUE,TMEM109
Q9Y4E8,Training_Young,716,211,927,TRUE,USP15
P19338,Training_Young,1049,835,1884,TRUE,NCL
A6NNS2,Training_Young,1190,836,2026,TRUE,DHRS7C
O96011,Training_Young,866,756,1622,TRUE,PEX11B
Q9UJU6,Training_Young,636,838,1474,TRUE,DBNL
P25705,Training_Young,1210,495,1705,TRUE,ATP5F1A
P18859,Training_Young,1057,640,1697,TRUE,ATP5PF
Q01085,Training_Young,406,435,841,TRUE,TIAL1
P55084,Training_Young,1739,320,2059,TRUE,HADHB
Q13838,Training_Young,1036,843,1879,TRUE,DDX39B
P48556,Training_Young,485,359,844,TRUE,PSMD8
Q9P0L0,Training_Young,489,412,901,TRUE,VAPA
Q9P2X3,Training_Young,176,670,846,TRUE,IMPACT
P11441,Training_Young,271,692,963,TRUE,UBL4A
P35052,Training_Young,1264,814,2078,TRUE,GPC1
P31946,Training_Young,944,603,1547,TRUE,YWHAB
O96005,Training_Young,586,827,1413,TRUE,CLPTM1
P02144,Training_Young,2033,80,2113,TRUE,MB
Q9UL25,Training_Young,735,852,1587,TRUE,RAB21
Q02750,Training_Young,510,343,853,TRUE,MAP2K1
Q8N4V1,Training_Young,237,661,898,TRUE,MMGT1
Q9BZE9,Training_Young,1217,800,2017,TRUE,ASPSCR1
P61457,Training_Young,830,770,1600,TRUE,PCBD1
P07919,Training_Young,1596,499,2095,TRUE,UQCRH
Q9H0U4,Training_Young,786,535,1321,TRUE,RAB1B
P05090,Training_Young,1112,859,1971,TRUE,APOD
Q9Y266,Training_Young,664,196,860,TRUE,NUDC
P49023,Training_Young,956,697,1653,TRUE,PXN
P62857,Training_Young,438,424,862,TRUE,RPS28
P18124,Training_Young,337,531,868,TRUE,RPL7
Q99873,Training_Young,574,290,864,TRUE,PRMT1
Q6NUK1,Training_Young,660,205,865,TRUE,SLC25A24
P31930,Training_Young,1717,371,2088,TRUE,UQCRC1
Q9NZQ9,Training_Young,797,867,1664,TRUE,TMOD4
Q9H9P8,Training_Young,939,868,1807,TRUE,L2HGDH
Q96AE4,Training_Young,1178,789,1967,TRUE,FUBP1
P02766,Training_Young,1191,845,2036,TRUE,TTR
Q15848,Training_Young,336,535,871,TRUE,ADIPOQ
Q9BX68,Training_Young,1223,872,2095,TRUE,HINT2
P83111,Training_Young,784,873,1657,TRUE,LACTB
P54652,Training_Young,448,695,1143,TRUE,HSPA2
P54136,Training_Young,698,177,875,TRUE,RARS1
Q0VDG4,Training_Young,1216,876,2092,TRUE,SCRN3
P14174,Training_Young,1056,545,1601,TRUE,MIF
Q9UJS0,Training_Young,1588,517,2105,TRUE,SLC25A13
Q9NXR7,Training_Young,477,879,1356,TRUE,BABAM2
P81605,Training_Young,950,875,1825,TRUE,DCD
Q6IBS0,Training_Young,1153,881,2034,TRUE,TWF2
Q14103,Training_Young,797,882,1679,TRUE,HNRNPD
Q9Y5P6,Training_Young,431,549,980,TRUE,GMPPB
P49773,Training_Young,958,719,1677,TRUE,HINT1
O00303,Training_Young,562,323,885,TRUE,EIF3F
P07602,Training_Young,1510,591,2101,TRUE,PSAP
Q9HBL7,Training_Young,1226,880,2106,TRUE,PLGRKT
Q01484,Training_Young,1195,888,2083,TRUE,ANK2
P28070,Training_Young,581,352,933,TRUE,PSMB4
P17612,Training_Young,939,543,1482,TRUE,PRKACA
Q13153,Training_Young,197,765,962,TRUE,PAK1
O60343,Training_Young,1042,841,1883,TRUE,TBC1D4
P82909,Training_Young,318,617,935,TRUE,MRPS36
P30740,Training_Young,587,307,894,TRUE,SERPINB1
O75821,Training_Young,615,895,1510,TRUE,EIF3G
O60493,Training_Young,768,896,1664,TRUE,SNX3
Q02878,Training_Young,524,373,897,TRUE,RPL6
P48147,Training_Young,1119,632,1751,TRUE,PREP
Q96IU4,Training_Young,963,881,1844,TRUE,ABHD14B
P19623,Training_Young,78,822,900,TRUE,SRM
Q5VWZ2,Training_Young,200,701,901,TRUE,LYPLAL1
Q8NDY3,Training_Young,989,396,1385,TRUE,ADPRHL1
Q15404,Training_Young,836,903,1739,TRUE,RSU1
Q93100,Training_Young,532,372,904,TRUE,PHKB
P01780,Training_Young,479,426,905,TRUE,IGHV3-7
Q8WY91,Training_Young,457,460,917,TRUE,THAP4
P10909,Training_Young,440,467,907,TRUE,CLU
Q4G0N4,Training_Young,383,679,1062,TRUE,NADK2
P00568,Training_Young,1288,562,1850,TRUE,AK1
Q14353,Training_Young,1298,677,1975,TRUE,GAMT
Q9UQN3,Training_Young,1007,911,1918,TRUE,CHMP2B
O43374,Training_Young,1143,912,2055,TRUE,RASA4
P60900,Training_Young,887,572,1459,TRUE,PSMA6
Q13057,Training_Young,701,914,1615,TRUE,COASY
P62633,Training_Young,736,915,1651,TRUE,CNBP
P01024,Training_Young,524,511,1035,TRUE,C3
P52272,Training_Young,1191,885,2076,TRUE,HNRNPM
P08294,Training_Young,639,898,1537,TRUE,SOD3
Q99436,Training_Young,406,513,919,TRUE,PSMB7
P25789,Training_Young,720,469,1189,TRUE,PSMA4
Q9UI12,Training_Young,1247,842,2089,TRUE,ATP6V1H
Q13884,Training_Young,626,922,1548,TRUE,SNTB1
Q8IXV7,Training_Young,336,587,923,TRUE,KLHDC8B
O94903,Training_Young,721,924,1645,TRUE,PLPBP
Q02221,Training_Young,468,896,1364,TRUE,COX6A2
Q9Y623,Training_Young,656,865,1521,TRUE,MYH4
Q5VW32,Training_Young,1181,850,2031,TRUE,BROX
Q96DG6,Training_Young,1436,551,1987,TRUE,CMBL
P27361,Training_Young,1247,854,2101,TRUE,MAPK3
Q13496,Training_Young,918,930,1848,TRUE,MTM1
Q9NVS2,Training_Young,592,422,1014,TRUE,MRPS18A
O95359,Training_Young,707,310,1017,TRUE,TACC2
Q13492,Training_Young,668,768,1436,TRUE,PICALM
Q96BW5,Training_Young,549,934,1483,TRUE,PTER
P16989,Training_Young,677,935,1612,TRUE,YBX3
Q08623,Training_Young,1024,936,1960,TRUE,PUDP
P13861,Training_Young,927,589,1516,TRUE,PRKAR2A
Q9BRF8,Training_Young,438,500,938,TRUE,CPPED1
Q9NZB2,Training_Young,327,659,986,TRUE,FAM120A
P00167,Training_Young,727,359,1086,TRUE,CYB5A
Q14714,Training_Young,605,941,1546,TRUE,SSPN
Q13683,Training_Young,950,867,1817,TRUE,ITGA7
Q9UHD8,Training_Young,447,836,1283,TRUE,SEPTIN9
Q6P1A2,Training_Young,748,944,1692,TRUE,LPCAT3
P54727,Training_Young,752,193,945,TRUE,RAD23B
P27694,Training_Young,1172,907,2079,TRUE,RPA1
Q6UW68,Training_Young,799,947,1746,TRUE,TMEM205
Q15233,Training_Young,1121,771,1892,TRUE,NONO
P49720,Training_Young,514,435,949,TRUE,PSMB3
Q08209,Training_Young,934,777,1711,TRUE,PPP3CA
Q15185,Training_Young,850,951,1801,TRUE,PTGES3
Q96DV4,Training_Young,1055,905,1960,TRUE,MRPL38
P63151,Training_Young,605,348,953,TRUE,PPP2R2A
P54920,Training_Young,930,502,1432,TRUE,NAPA
P28074,Training_Young,525,545,1070,TRUE,PSMB5
P38606,Training_Young,712,244,956,TRUE,ATP6V1A
P35908,Training_Young,838,908,1746,TRUE,KRT2
Q05519,Training_Young,1189,882,2071,TRUE,SRSF11
O95816,Training_Young,360,643,1003,TRUE,BAG2
Q02388,Training_Young,644,316,960,TRUE,COL7A1
P46779,Training_Young,590,371,961,TRUE,RPL28
P02787,Training_Young,879,699,1578,TRUE,TF
Q8N335,Training_Young,1481,347,1828,TRUE,GPD1L
